ID	OAvsPreserved_logFC	OAvsPreserved_padjFilter
ACSM3	0.00817102450136353	0.890717130723393
ACSM4	-0.00268907008856889	NA
ACSM5	0.0140110935681301	NA
ACSM5	-0.012779683218759	NA
ACSM5	0.0156885525924961	0.687590686711076
ACSS1	-0.0703539326396507	0.146564499217235
ACSS2	-0.0107221438559515	NA
ACSS2	-0.00531648092535431	NA
ACSS2	-0.0348245258231845	0.706315134343413
ACSS2	-0.043705389779614	0.64789548513377
ACSS2	-0.0275602494842477	NA
ACSS3	0.00272618649717682	NA
ACTA1	0.296047135836952	0.271480890323359
ACTA2	0.20251327857966	0.717226419721851
ACTB	-0.0086792529971973	0.964871933197539
ACTB	0.499279088402064	0.0321966053196662
ACTB	0.0234040582846777	0.91442902228286
ACTC1	-0.13972403515376	0.257866784014292
ACTC1	0.0472519453342066	0.67448029954428
ACTG1	0.077876821267127	0.347838464352168
ACTG1	0.547748775138826	0.0345469735757864
ACTG2	0.0519225148160576	0.746600144264384
ACTL6A	0.082928021116393	0.386875500554244
ACTL6A	0.0373900858979699	0.666525138304952
ACTL6B	-0.00245032488374175	NA
ACTL7A	0.0325027890501843	NA
ACTL7B	0.0131049180231049	0.834374994010511
ACTL8	-0.0171587521019765	NA
ACTN1	0.0814795444138632	0.410152867662074
ACTN2	0.049206741650285	NA
ACTN3	0.0339775919388927	NA
ACTN4	0.0485858169801645	0.799083562992399
ACTR10	0.0865142343910819	0.187640863260093
ACTR1A	0.126841367415567	0.0840690697598461
ACTR1B	0.0412700043779122	0.478959601543972
ACTR2	0.0700047187016608	0.604988849251511
ACTR3	-0.0220406505834108	NA
ACTR3B	-0.0163906205332545	0.670512778001913
ACTR3B	0.0319638446967847	0.378646902559532
ACTR3B	0.0622998046025751	NA
ACTR3B	-0.0467209551302767	NA
ACTR5	0.00844330281133665	0.893159902860768
ACTR6	-0.0823903689812848	0.125094268246541
ACTR8	-0.0109079341315175	NA
ACTRT1	-0.00782332181475454	0.883305476667894
ACVR1	0.250871425916142	7.3857337714884e-05
ACVR1B	0.000337026938156626	NA
ACVR1B	-0.047996727663711	NA
ACVR1B	0.0135591446905199	0.854254624188349
ACVR1B	-0.00227200342940304	NA
ACVR1C	-0.0118262890131673	NA
ACVR2A	0.0328543016656191	0.834392730959062
ACVR2A	-0.0328512192349066	0.600564259973372
ACVR2B	0.00796627608416678	NA
ACVR2B	-0.0149001264230009	NA
ACVRL1	0.00152258224902901	NA
ACY1	0.0263415246857068	0.713216502202839
ACY3	0.0191774812658601	NA
ACYP1	-0.0240247230233477	NA
ACYP1	-0.0837278153204455	0.106914828022666
ACYP1	0.0119178272196345	0.846918915382756
ACYP2	0.0210389338628607	NA
ACYP2	-0.173290523603063	0.00575122534014409
ADA	-0.0232164599883742	0.819571153669567
ADAD1	-0.0176330809623098	NA
ADAD2	-0.00855985869963138	NA
ADAL	-0.0410654481281831	0.315704652721125
ADAM10	0.00305274966402624	NA
ADAM10	0.064609702846596	0.266660055338511
ADAM11	0.00256353670852327	NA
ADAM12	0.0320563966907539	NA
ADAM12	0.0367407034433054	NA
ADAM12	0.0544567250010122	0.214945445600537
ADAM15	0.0656778969334439	0.267609839336239
ADAM15	0.127083824044201	0.0989056961221608
ADAM15	-0.010944275794504	NA
ADAM15	0.0114405363718149	0.913938708134272
ADAM17	-0.0478156646501358	0.481047741538605
ADAM17	0.0173735648877908	0.736283695850652
ADAM18	0.0043281043368264	NA
ADAM19	-0.0345987591212058	NA
ADAM19	-0.00576246077342102	0.915529319653985
ADAM19	0.0618539321203269	0.330060764314405
ADAM2	0.020817490173898	NA
ADAM20	-0.001737424069856	0.978693750423193
ADAM21	0.00765316505349567	0.873004407620073
ADAM22	-0.00802363724459276	NA
ADAM22	0.00304342541013636	NA
ADAM22	0.00720877803058162	NA
ADAM23	-0.0276097842114504	NA
ADAM28	-0.0232012369563792	NA
ADAM28	0.00444108123368547	NA
ADAM28	-0.00746816959991126	NA
ADAM29	-0.0258983992729132	NA
ADAM30	0.00342652967508617	NA
ADAM32	0.00500422374992837	NA
ADAM32	0.0259656017945833	NA
ADAM32	-0.0415508721871918	NA
ADAM32	0.0151630648472816	NA
ADAM33	0.00454963068688219	0.938097775015803
ADAM33	-0.0446177868242268	NA
ADAM3A	-0.00633199010074126	NA
ADAM3A	0.0159690392991552	NA
ADAM3A	-0.00216880692168075	NA
ADAM5	0.00801498317140936	NA
ADAM5	0.00881538037322471	0.908420563093618
ADAM5P	-0.0161893334689402	NA
ADAM6	-0.0355780477595005	NA
ADAM6	0.039454940844279	NA
ADAM7	-0.0214008662045124	NA
ADAM8	-0.0372004526341838	NA
ADAM9	0.0348697476006272	0.3165621987943
ADAMDEC1	0.0306482886362156	NA
ADAMDEC1	0.0136418656516257	NA
ADAMTS1	0.237293570386411	0.00824869484998618
ADAMTS10	-0.00673898409944407	NA
ADAMTS12	-0.00580633270504816	NA
ADAMTS13	-0.00350614841507468	NA
ADAMTS13	-0.0221655377392	NA
ADAMTS13	0.0122716769327607	NA
ADAMTS14	0.011784864413908	NA
ADAMTS14	-0.00648580918124342	NA
ADAMTS14	0.0282995991576609	NA
ADAMTS15	0.0168205091971068	NA
ADAMTS16	0.0173693365439647	NA
ADAMTS17	-0.0232296590631584	NA
ADAMTS18	-0.00968147693544097	NA
ADAMTS18	-0.0183748564626747	NA
ADAMTS19	0.00909833048108943	0.917513767442125
ADAMTS2	0.0799200255474748	0.10897323928231
ADAMTS2	0.149169479277406	0.00329553878405015
ADAMTS20	0.0267496193333354	NA
ADAMTS20	0.0214822393968532	NA
ADAMTS20	0.00959644815111904	NA
ADAMTS3	0.045228890239839	0.452241972995894
ADAMTS4	-0.0137899201123242	NA
ADAMTS5	0.070964874564738	0.107080053704982
ADAMTS6	0.318093345702733	0.00420282990787351
ADAMTS7	-0.0289316106773514	NA
ADAMTS8	0.00305759681142259	NA
ADAMTS9	-0.0627964133741337	0.394242091028597
ADAMTSL1	0.000963763020400243	NA
ADAMTSL1	0.00385711821003554	NA
ADAMTSL1	0.0241551900795649	NA
ADAMTSL1	-0.00433793310949504	NA
ADAMTSL1	-0.0214146199235401	NA
ADAMTSL2	0.295587059888378	0.363331470681429
ADAMTSL3	0.025541428047811	0.803509810227021
ADAMTSL4	0.0146104102013993	0.898550166273026
ADAMTSL4	0.00542849984676153	NA
ADAMTSL4	-0.0256114352118004	0.813630268478359
ADAMTSL5	0.0387350257258197	NA
ADAP2	-0.160998693579117	0.194306259308993
ADAR	-0.0180045924288184	0.874028719614599
ADAR	0.0196871385608421	NA
ADAR	0.127709041756837	0.237694130361083
ADARB1	0.0319737396911179	0.446801149426949
ADARB1	-0.0145956055840681	0.94191708017458
ADARB1	-0.0655507877089629	NA
ADARB1	-0.115509112287965	0.602570379464333
ADARB2	-0.0335062788091003	NA
ADAT1	0.096278278034001	0.231767432064716
ADAT3	0.0312588655801633	0.633783238104775
ADC	0.0535935950796453	0.154267308866803
ADCK1	-0.0175123330620082	0.791079633983247
ADCK2	0.00349093575373871	0.974432618523302
ADCK4	0.000551271321027613	0.995253800260976
ADCK5	-0.047221745407513	0.237273202850842
ADCY1	-0.129972460550129	0.0142868376522757
ADCY1	-0.0492863104489656	NA
ADCY2	-0.0899159192155423	0.0522277702729063
ADCY3	-0.256037455716562	0.0114784177405871
ADCY4	0.0977956083736391	0.180751821642517
ADCY5	-0.0181602391191404	NA
ADCY6	0.0087196176331279	0.892349851530785
ADCY6	-0.0351710833464818	0.640194246514175
ADCY7	0.0239041929740988	0.707096028369037
ADCY8	0.0914499691181003	0.242839050617583
ADCY9	0.0100804272246382	0.919569630494309
ADCYAP1	-0.0274787817709541	NA
ADCYAP1R1	-0.00833390202595474	NA
ADD1	-0.0402802452729016	NA
ADD1	-0.150711637917038	0.002991165643497
ADD2	0.0179205756971106	NA
ADD2	-0.0200864035181407	NA
ADD2	0.00980849834379693	NA
ADD2	0.0153754891769315	NA
ADD3	-0.0152683441147055	NA
ADD3	-0.00771931271117499	NA
ADD3	0.0309954991931711	0.68720982834312
ADD3	0.182106869655819	0.00367667149653638
ADH1A	-0.00526213649374885	NA
ADH1B	-0.0147794922821864	NA
ADH1C	0.0196156652721076	NA
ADH4	0.0142941470851348	NA
ADH4	0.00620897309857948	0.903048217219261
ADH5	0.0131907500459327	0.816638874874824
ADH6	-0.00170383246529049	0.978904870703196
ADH7	-0.0138247500451048	NA
ADHFE1	-0.129630060190536	0.00504530498167014
ADHFE1	-0.109605803283268	NA
ADI1	0.0170763081072254	0.776785350280907
ADIG	-0.0581325551310528	0.0237640120354899
ADIPOQ	-0.0251042518639073	NA
ADIPOR1	0.0644685374414724	0.503608452613737
ADIPOR1	0.16364474872338	0.149196558029799
ADIPOR2	0.0282588384764768	0.816913940935498
ADK	0.0102947494793035	0.926693168561529
ADK	0.0146169381597634	0.850406574736426
ADK	-0.0262564859805714	NA
ADK	0.0499899896684592	0.435292630440732
ADM	-0.40277960113699	0.0725472346119575
ADM2	0.0363486119984362	0.21940836247186
ADNP	-0.0436038162375638	0.611110958026934
ADNP	-0.00970301732474876	NA
ADNP2	-0.00206304961959525	0.983275875764544
ADO	-0.00613990882137649	0.931672666310976
ADORA1	-0.00865847531177799	0.91412595204315
ADORA1	0.0769207106416063	0.0327684795021914
ADORA1	0.35295456472269	0.0177902173465608
ADORA2A	-0.0184095857632354	0.666525138304952
ADORA2B	-0.0298204492135365	0.567637219959426
ADORA3	-0.103316148972882	NA
ADORA3	-0.0250962599648048	0.698550880819089
ADPGK	0.0749063761114588	0.265167817047795
ADPRH	0.0114476244134494	NA
ADPRHL1	-0.00857470304311558	NA
ADPRHL1	0.0264364473000933	NA
ADPRHL1	0.0264735913870719	NA
ADPRHL2	0.0442316521472357	0.534035007667682
ADRA1A	-0.00561846337125438	NA
ADRA1A	0.0384401442531663	NA
ADRA1A	0.0160185819853247	NA
ADRA1A	0.0232136637423466	0.71047845598645
ADRA1A	-0.0112597868522242	0.850530198288007
ADRA1B	0.0701579771020082	0.0689355163641906
ADRA1D	-0.00429120343200395	NA
ADRA2A	0.0598804949542	0.166838030817887
ADRA2B	-0.0241618854639549	NA
ADRA2C	0.000108491208287376	NA
ADRA2C	-0.0343761139958652	NA
ADRB1	0.0135640235048715	NA
ADRB2	-0.111916003921056	0.158400760025389
ADRB3	0.000881617484709274	NA
ADRBK1	-0.00517826880362904	NA
ADRBK2	0.0502832203985593	0.377189440498346
ADRM1	0.0832298673719212	0.195164111762387
ADRM1	0.0435582965630683	0.696720217621821
ADSL	-0.0749105810037847	0.259126382462391
ADSS	0.192793484246868	0.00298762124104026
ADSS	0.152795384552688	0.00635418659524526
ADSSL1	-0.0255849588979178	NA
ADSSL1	-0.106576284193627	0.598701783424636
ADSSL1	0.0299876892493938	0.806344806225815
AEBP1	0.109459247946511	0.499604130726849
AEBP2	-0.0283242089839373	0.646829487911769
AES	-0.122491271405242	0.194163336435789
AES	-0.0227734556587826	0.915479636999535
AES	-0.0259404419565188	NA
AFAP1	-0.0112415836009312	0.878479907544808
AFAP1	-0.0270642467516868	0.702013742518837
AFAP1	-0.0333247482341781	NA
AFAP1L1	-0.0100029268360995	NA
AFAP1L2	0.106150411478357	0.0533851943782407
AFAP1L2	0.0259771653750649	NA
AFAR3	-0.0125773689838073	NA
AFARP1	0.0262029047891632	0.521087586857187
AFARP1	-0.0130054005231193	NA
AFF1	0.0354453080025099	NA
AFF1	0.106465124539691	0.141500537672485
AFF2	-0.00144421383113347	NA
AFF3	-0.0127479312954506	0.937650649902663
AFF3	0.0452312135182691	0.531992284427499
AFF4	0.0532236739006535	0.770502467768227
AFG3L1	0.00398267964408561	0.977044778020187
AFG3L1	-0.00236005398763695	NA
AFG3L1	0.00741192497823739	NA
AFG3L1	0.0163233564674021	NA
AFG3L2	-0.0343350071496467	0.656880541752476
AFM	-0.0173567142714832	NA
AFMID	0.000918453255399854	NA
AFMID	0.0186001543227192	0.85557767538215
AFP	0.0196556117512818	NA
AFTPH	0.108527834544653	0.0641570640342822
AFTPH	-0.0905651527190408	0.0388961421611048
AFTPH	-0.00298523071109003	NA
AGA	-0.0317176201802951	0.777651878329483
AGAP1	-0.0454044892195951	NA
AGAP1	-0.0162548220580252	NA
AGAP2	0.00213870060316612	NA
AGAP3	-0.00270070023506985	NA
AGAP3	-0.0870656342050831	0.0499834556659296
AGAP7	0.00943776953535469	NA
AGBL1	0.0101046273500636	NA
AGBL1	0.0134209398364709	NA
AGBL2	0.00598141673324371	NA
AGBL3	0.0300279535349954	0.640311763401257
AGBL4	-0.00106973736444882	NA
AGBL5	-0.0113132762368124	0.921126565883155
AGBL5	-0.0947950605749952	0.0552282724612742
AGC1	0.14658075545106	0.0587051350152035
AGER	-0.0408300710969014	NA
AGER	-0.00300673685347341	NA
AGER	0.00100461227694648	NA
AGFG2	-0.00251838732069665	NA
AGFG2	-0.0111428139669423	0.891401464470587
AGGF1	-0.012503177977651	0.916133730694248
AGGF1	-0.000242923719778076	0.996875571501056
AGK	0.001743758226743	0.988155800601498
AGL	-0.000523171809712508	NA
AGL	0.0449531849693798	NA
AGL	-0.0152968357493393	NA
AGL	-0.0361416748055419	0.58053128067021
AGL	0.0137358143296886	NA
AGL	0.0162902246731802	NA
AGL	0.0110162368114626	NA
AGL	-0.0210809604550937	NA
AGMAT	-0.0527079876298213	0.0409584270737444
AGPAT1	0.00574634167833032	NA
AGPAT1	0.0195790896551138	NA
AGPAT1	0.087462558159185	0.320372447107237
AGPAT2	0.0515680803627507	0.622327210587137
AGPAT2	0.0634758532671054	0.200622038009984
AGPAT2	0.0461237778907435	0.629932836036838
AGPAT3	0.0117269793520691	NA
AGPAT3	0.0282565192780391	0.560622711767464
AGPAT3	0.0254847761878692	NA
AGPAT4	0.0326389392417799	NA
AGPAT4	0.150430230754544	0.129713776514795
AGPAT5	0.103411900332899	0.216988234754509
AGPAT6	0.0577844716627292	0.308405705962597
AGPAT9	-0.0728247640203055	0.0903662369172125
AGPS	0.12828142947421	0.0174389768646653
AGR2	0.0112800170616758	NA
