ID	OAvsPreserved_logFC	OAvsPreserved_padjFilter
CCL18	0.00593011616478911	NA
CCL19	-0.0121686820274522	NA
CCL2	-0.280465348360206	0.421239470673428
CCL20	0.149621703257934	0.00141095132112043
CCL21	-0.00382426971244332	NA
CCL22	0.00669802121144603	NA
CCL23	0.00683678601523674	NA
CCL23	-0.0224728934796561	0.656230306839391
CCL24	0.013738370532308	NA
CCL25	-0.0266251830755762	NA
CCL25	-0.0185120087555823	NA
CCL26	-0.0408422257158287	NA
CCL27	-0.024625290550814	NA
CCL28	-0.0703102721171849	0.144179858967945
CCL28	-0.062806776753261	0.0258709770636388
CCL28	-0.00329513612608245	NA
CCL3	-0.239486288313064	0.433600692171872
CCL3L1	-0.171526485713947	0.27694699925338
CCL3L1	-0.157845022811184	0.402240138509916
CCL3L1	-0.0602946687177628	NA
CCL3L3	-0.41061814674668	0.224514637420488
CCL4	-0.00507468848665837	NA
CCL4L1	-0.0807649645474031	NA
CCL4L2	-0.273212486140986	0.306398671104705
CCL4L2	0.0155545033225035	NA
CCL5	0.00155793870764231	0.988250505579159
CCL5	0.0226618595107828	0.862297591054986
CCL7	-0.0318951816382125	0.392283043914172
CCL8	-0.285866208773145	0.216799475465259
CCM2	0.0321792121284794	0.450403368649181
CCM2	0.0173042227309788	NA
CCM2	0.1108650295325	0.129067720527997
CCNA1	0.0363121871770336	NA
CCNA2	0.0732544084353011	0.050109986835673
CCNB1	-0.0386852033387051	0.309817443535142
CCNB1IP1	-0.340366050083828	1.31336478184619e-05
CCNB1IP1	0.00707046175755721	NA
CCNB1IP1	-0.0110274258716103	NA
CCNB1IP1	-0.264340021512506	1.36740546081197e-05
CCNB2	0.127444532215945	NA
CCNB3	0.0104942622166186	NA
CCNB3	0.0160543786029237	NA
CCNB3	0.00940663367198713	NA
CCNC	0.097066449260824	0.200410061869903
CCNC	0.110156228398777	0.228976833643413
CCNC	-0.074294240397597	0.0593441058624101
CCND1	0.493698236712712	0.000162713938345285
CCND2	0.0935717593203407	0.679998903211114
CCND2	0.0391097941384171	0.826706435506064
CCND3	0.175868824770291	0.0315860091697174
CCNDBP1	0.0355359785306479	NA
CCNDBP1	0.00799730340722249	NA
CCNDBP1	-0.011214824199957	0.908753302750882
CCNE1	0.0261734683534334	0.498958424322545
CCNE1	0.0162500417732208	NA
CCNE1	0.0427520337535343	NA
CCNE1	-0.0191857635285988	0.779043198784506
CCNE2	-0.0297506850409848	NA
CCNE2	0.0025287075325755	NA
CCNF	-0.0207882834062909	0.750575248365911
CCNG1	-0.0670397632147157	0.363980451206039
CCNG1	0.00593559825900947	0.930912269757623
CCNG2	0.00987536381655207	NA
CCNG2	-0.0836323921010171	0.120467410906179
CCNH	-0.0574801261866273	NA
CCNH	0.0428408111543988	0.321188954908795
CCNI	0.0129460994270563	0.936378498354529
CCNJ	-0.00885173068331291	NA
CCNK	0.00373316917404587	0.97993625028285
CCNL1	-0.143645859428569	0.122786024749367
CCNL1	0.0194853177592123	NA
CCNL2	0.00437249603799117	NA
CCNL2	0.0493874671529531	0.268699289899151
CCNO	-0.0487415615583249	0.424293497886017
CCNT1	-0.0256944215941495	0.696887848827807
CCNT2	0.000486223839462063	NA
CCNT2	0.00597870452404869	0.959913935679321
CCNT2	-0.00519344038870706	NA
CCNY	0.0364623151458119	0.666525138304952
CCNY	0.01086116862058	NA
CCNY	0.0379822135004897	0.869239602315828
CCNYL1	0.070618595222852	0.0328424034583574
CCNYL1	0.0307041793098888	0.514058958989738
CCPG1	-0.014170674803955	0.847122740709244
CCPG1	0.0670417454211663	0.43618817404727
CCR1	-0.00688070730238799	NA
CCR10	0.0336016614046271	NA
CCR2	-0.00346903782333641	NA
CCR2	0.00514810559589218	NA
CCR2	0.00895136697959842	NA
CCR2	-0.0246025853768845	NA
CCR2	-0.00808840403661026	NA
CCR2	0.00402580582499734	NA
CCR2	-0.0221107690114142	NA
CCR2	0.0180402376772477	NA
CCR3	-0.0058393813161608	0.94923379969672
CCR3	-0.0177529233012326	NA
CCR4	-0.0242478056995656	NA
CCR5	-0.0564732834267652	NA
CCR5	0.0101044546610147	0.889147083531275
CCR6	-0.083355528748994	0.582754815069663
CCR6	0.000376949307961283	NA
CCR6	-0.0166756159781078	NA
CCR7	-0.015693352600243	NA
CCR8	-0.0369664547029256	NA
CCR9	0.00408637900014419	0.960388412526365
CCR9	0.0420265842269139	NA
CCRK	-0.0507076509304678	0.204927606242739
CCRK	-0.0347682217406522	0.596618898128706
CCRL1	-0.011306637900665	NA
CCRL1	0.0245669099943369	NA
CCRL1	-0.00326601231587897	NA
CCRL1	0.00124196108761954	NA
CCRN4L	-0.0270585730494783	0.604050175885912
CCS	0.0421050656902136	0.693549280493098
CCS	-0.118861538048904	0.00794182496732501
CCS	-0.0438259196194846	0.373757405337889
CCT2	0.0779543014502817	0.186260652381809
CCT3	-0.0448050081224993	0.346580442182366
CCT3	0.0787035500269635	0.326984046435644
CCT4	-0.04982713291189	0.36657343861639
CCT5	0.00659680522391604	NA
CCT6A	0.0423078720699834	0.563083439113293
CCT6A	-0.0471748896171018	0.571282028268517
CCT6B	-0.0373748215951872	0.257539052369986
CCT6P1	0.0125741813415701	NA
CCT6P1	0.00989599797166463	0.938847162906034
CCT6P1	0.0151076473116776	NA
CCT7	0.0154509839709647	0.874074595303041
CCT7	0.00542724977912279	0.927511294553992
CCT7	0.207618663746633	0.0630859589841136
CCT8	0.0690421030583277	0.292913482451565
CCT8L2	0.00766410460098399	NA
CD109	0.100231249164187	0.0789272206085518
CD14	-0.352246494724081	0.0665973603766865
CD14	-0.25608843729678	0.0992526434914655
CD151	0.508119381403898	0.000398327555534162
CD151	0.324056157672052	9.97439490787054e-05
CD151	0.20833125423731	0.00454534069435613
CD160	5.92151771199312e-05	NA
CD163	-0.194063712604732	0.427716017937114
CD163	-0.22839010334498	0.310070033868685
CD163	-0.0623991655172267	0.362664677773461
CD164	-0.0165853368372675	NA
CD164L2	-0.0131330776495178	NA
CD177	-0.0292348649371679	NA
CD180	0.00686931873162333	NA
CD19	-0.0727155708504679	NA
CD1A	-0.0232962494828568	NA
CD1B	-0.0142020671973544	NA
CD1C	0.00987384015714898	NA
CD1D	-0.0188135792162694	NA
CD1D	0.00706623451397803	0.876447930344921
CD1E	-0.00168020384432488	NA
CD1E	0.037680643467513	NA
CD2	-0.00311201757250679	NA
CD200	0.00657308360163178	NA
CD200	-0.0108578025925326	NA
CD200R1	-0.0405099185857365	NA
CD200R1	0.0104100788190493	NA
CD200R1L	0.00521866461882503	NA
CD207	0.0266612238995512	0.710311928546793
CD209	-0.0598003476504374	0.379725000788423
CD22	-0.00666210475379447	NA
CD226	-0.0263133566441169	NA
CD24	0.393334274825687	0.0847982414925516
CD24	0.0946833900218866	0.173474877856714
CD244	-0.00286589387358127	NA
CD247	-0.00405322191080693	NA
CD247	0.00375379264741049	0.952366949986066
CD248	-0.0109390628660879	0.966534137949423
CD27	0.0207750581617132	NA
CD274	0.00405153932534486	NA
CD276	0.0454279117611067	NA
CD276	0.22684067220912	0.151151179190758
CD276	0.127111872831013	0.0318675167730351
CD276	0.00608494727024222	NA
CD28	-0.00435338926966455	NA
CD2AP	-0.0158093401991408	NA
CD2BP2	0.0638100673808868	0.183360741911757
CD300A	-0.0925242714194461	0.30324625780751
CD300C	0.036802033896211	0.57439434193
CD300E	-0.00857992555437015	NA
CD300LB	0.000963860434961106	0.982245339301945
CD300LF	0.00708409813884625	NA
CD300LG	-0.0263016962925802	NA
CD300LG	0.0412634043763118	0.524143552060866
CD302	-0.0295493280769259	NA
CD302	-0.17046525541819	0.0827692508900052
CD320	0.0374282188431732	0.785510573779204
CD33	-0.0126150068631556	NA
CD34	0.0462592513308717	0.802952047477296
CD34	0.072744790476035	0.68980505221414
CD34	0.00903026283758912	NA
CD34	0.0105502416763974	NA
CD34	0.0178205373282321	NA
CD36	0.0638317330981684	NA
CD36	0.0713433652081203	NA
CD36	0.0562746318914948	0.252223356797119
CD37	0.0124302770164553	NA
CD37	0.0137543298786262	0.881384827688898
CD38	0.0313119225130194	0.79452577333413
CD3D	-0.0159343925025066	0.824662909817925
CD3D	-0.000300122487093546	NA
CD3D	-0.0130331385818785	NA
CD3E	-0.00575444497721467	NA
CD3EAP	-0.0153976468183181	0.830497551221944
CD3G	0.00996676880852654	NA
CD4	-0.0234257203381532	0.771373006601018
CD40	-0.025376766628094	NA
CD40	-0.128724166983689	0.000329171921904384
CD40LG	0.0209556311958714	NA
CD44	0.0134777770510794	NA
CD44	0.306558828304926	0.00042733971361434
CD44	0.204581942980765	0.0694348600700931
CD46	-0.0221974990748386	NA
CD46	0.0892338426894046	0.271611057266162
CD47	-0.0766334775309723	0.399463104346501
CD47	-0.00718050019924021	0.885556774917565
CD48	0.0159534434629869	0.897983269465429
CD5	-0.0314475906543814	NA
CD52	-0.123337189953449	0.119737802120433
CD53	-0.00966288203312793	0.901334609696139
CD53	-0.0362404421625131	NA
CD55	1.12713202254713	1.38715973219151e-07
CD58	0.221082672962689	0.00123702255793606
CD58	0.0718615757044088	0.309175972019954
CD59	0.141361968296357	0.0564297522623989
CD59	-0.01963438844097	NA
CD5L	0.0214593363077125	NA
CD6	-0.0204070033234744	0.697404273607854
CD63	0.040799429100332	0.816913940935498
CD68	0.39342654145258	2.34306180940682e-05
CD68	0.253537019569686	0.0296117857446256
CD68	0.410953206916254	0.00033845992995531
CD69	0.00632306529119298	0.940936189286832
CD69	0.0327006964143592	0.715389204170132
CD7	0.107172611467139	0.0524621766304948
CD70	0.0878113400892486	0.546136063836093
CD72	-0.0812345817329865	NA
CD74	-0.409310578839989	0.380507301672552
CD74	-0.0258559843023178	0.927039274290145
CD74	-0.296290827778963	0.466039099361564
CD79A	-0.0146807477242108	NA
CD79A	-0.00216731958207284	NA
CD79A	-0.0332175126205829	NA
CD79B	-0.227049744354254	0.0574985809259323
CD79B	-0.154174191171451	0.0233296996259822
CD79B	-0.106190670764287	0.353546516806421
CD80	-0.0179320363274238	NA
CD81	0.0711816738641193	0.426626466428777
CD82	0.0765659228616542	0.581637164216659
CD82	0.0255914982090975	0.808500312991956
CD83	-0.162593715474067	0.170570876010866
CD83	-0.097134068362644	0.323930350350511
CD84	-0.0184651404705614	NA
CD84	-0.018463613637806	NA
CD86	0.0108759905466149	NA
CD86	-0.031812592153452	NA
CD86	0.00486722663681949	NA
CD8A	-0.0146694786728228	NA
CD8A	-0.00347068333098655	NA
CD8A	0.00440422414160846	NA
CD8B	0.0440422158103217	0.478959601543972
CD8B	-0.0103849304144772	NA
CD8B	0.0464752968153253	0.541695789175844
CD8B	-0.00451616476073724	NA
CD9	-0.0224189336389475	0.869191481460205
CD93	-0.0615020111409326	0.712882237034233
CD96	0.018298792908463	0.714417899255412
CD96	0.00248348979660928	0.978338076465685
CD97	0.0690819950657389	0.388765213628116
CD97	0.0135218025860597	NA
CD97	0.245821947753605	0.0185290867545424
CD99	-0.124946572914601	0.136702414832049
CD99L2	0.0467462786728241	0.618080698189101
CD99L2	-0.00959979281038592	0.950543391986033
CDA	0.0585097833658086	0.632206016639469
CDADC1	-0.00972431751258718	0.882339721733155
CDAN1	0.0153475282883369	0.805052504135746
CDAN1	0.0273688535628187	NA
CDAN1	-0.0720799012036135	0.125367386915038
CDAN1	-0.288227082444413	0.06684519173601
CDC123	0.0582915090603588	0.290507803700193
CDC14A	-0.0077335026078833	0.882666541070579
CDC14A	-0.0217399513231546	NA
CDC14A	-0.00257370355147657	NA
CDC14A	0.0135575077307601	NA
CDC14A	0.00947980677483962	NA
CDC14A	-0.0420935897786521	0.221442956679797
CDC14B	-0.00268308423040953	0.977526392214121
CDC14B	-0.0253978948579947	0.610343483324853
CDC14B	-0.0125232501244916	0.91442902228286
CDC14C	0.0238315483202882	0.721256157931086
CDC16	-0.0709362024949431	0.285547580252896
CDC16	0.00169775558122431	0.98715538180693
CDC16	-0.0764703313530717	0.296247689632493
CDC2	0.0211957758276586	NA
CDC2	0.00412208332282571	0.947890344658645
CDC20	0.0716029258003328	0.240768978671818
CDC20B	0.0338489827438329	NA
CDC23	-0.142776031001178	0.0210899217251062
CDC25A	0.00447252600685744	NA
CDC25A	-0.022014450504555	NA
CDC25B	-0.0394653271587515	0.760235759686474
CDC25B	0.00491558591931263	NA
CDC25C	0.000208483941145587	NA
CDC25C	-0.00632022928132692	NA
CDC25C	-0.00384548588826217	NA
CDC26	-0.103404283537284	0.152769155807514
CDC27	0.00170037708288451	0.978346179802757
CDC2L1	0.00510614736025428	NA
CDC2L1	0.0422510769249502	0.68329669187126
CDC2L2	-0.0474228463543529	0.327773118362487
CDC2L2	0.0123595379495738	NA
CDC2L5	-0.0790174732746483	0.0273112074226745
CDC2L5	-0.00811873147844722	0.91442902228286
CDC2L6	0.0234734830035901	0.828348210894885
CDC34	0.00389155326629087	0.975674604989808
CDC37	-0.0738592325266278	0.347059707030799
CDC37L1	0.0094062122189067	NA
CDC40	-0.064784229221587	0.223122435726518
CDC42	-0.0288523378185364	NA
CDC42	-0.0233879344656316	NA
CDC42	0.031867713619536	0.704035629843691
CDC42	-0.026795275688352	0.674404506272419
CDC42BPA	-0.0335853204052778	0.684492511816114
CDC42BPA	-0.0449788281021313	NA
CDC42BPB	0.0395555441340196	0.861319979813959
CDC42BPG	0.00299289349158371	NA
CDC42EP1	-0.0537562877101321	NA
CDC42EP1	-0.015602088086939	0.700581637204949
CDC42EP2	-0.0539859773826086	NA
CDC42EP3	0.00519710431669651	0.942515444285685
CDC42EP4	-0.317647616010493	0.00623412276181382
CDC42EP5	0.0403693875074165	0.74521174997333
CDC42SE1	0.0788598034480774	0.424608364134993
CDC42SE1	0.00753332317910349	0.913332887771248
CDC42SE2	0.0166619355950983	NA
CDC42SE2	-0.0190449502653305	0.7845527193218
CDC45L	0.044923623508935	NA
CDC5L	-0.0814549944839591	0.141540548255504
CDC6	-0.0234779813680168	NA
CDC7	0.00126627002932089	NA
CDC73	0.000720131779741173	NA
CDCA1	0.0147476063482888	NA
CDCA2	-0.00304080588291278	NA
CDCA3	0.00277339551784905	0.960388412526365
CDCA4	-0.0255327334034332	NA
CDCA4	0.0371353306755093	0.39209371822981
CDCA4	0.0155833619492007	0.770502467768227
CDCA5	0.0807110126182398	0.133581338003681
CDCA7	0.0209557138114587	0.739092133772711
CDCA7	-0.0188414884009944	NA
CDCA7L	0.0350121607827871	NA
CDCA8	0.019264791740909	NA
CDCP1	0.00886250640176378	NA
CDCP1	-0.0129068735724251	NA
CDCP1	-0.0266697758394674	0.466033510833574
CDCP1	0.0281380691769186	0.46805526427176
CDCP2	0.00118842104672456	NA
CDGAP	-0.0139827225871798	NA
CDH1	0.0331792493769871	NA
CDH10	0.329630673776908	0.0219596543313448
CDH11	-0.129426081895156	0.448621481248943
CDH12	0.0147512532695044	NA
CDH12P	0.0153365221121495	NA
CDH13	0.0528152527494665	0.667149063253129
CDH15	-0.0513595404094183	0.244513002312308
CDH16	0.0206042359833569	NA
CDH17	-0.0368206155984634	NA
CDH18	0.00638253123049992	NA
CDH19	0.249987061611549	0.02101453237274
CDH19	-0.0248529645375637	NA
CDH2	-0.168250555410703	0.0826631498927047
CDH20	0.0116998107220052	NA
CDH22	-0.00449297316146513	NA
CDH23	0.00371860294828519	NA
CDH23	-0.0152684953285549	NA
CDH23	-0.143958954728618	0.16491266021068
CDH24	-0.00996806873569067	0.844754913183808
CDH24	0.0146297212847326	0.770542717043132
CDH24	-0.000127914733415224	NA
CDH26	0.00607526330011243	0.915529319653985
CDH26	-0.00603777123277194	NA
CDH26	-0.0196807956332998	0.723864884294852
CDH3	-0.0142967877014355	NA
CDH4	0.0171374656920786	NA
CDH5	0.0646798841036595	0.257964573478016
CDH6	-0.0136032942189983	NA
CDH6	0.0646225132317246	0.0944225681473976
CDH7	-0.0276889884497731	NA
CDH7	-0.0205607872008233	NA
CDH7	0.00825169726805797	NA
CDH8	0.0104184623505157	NA
CDH9	0.0179878801107431	0.686175195648396
CDIPT	0.0254913533026553	0.659222179855977
CDIPT	0.0159527397377399	0.850406574736426
CDK10	-0.113656010556516	0.11307513572908
CDK10	0.00667280574474205	NA
CDK10	0.0443174406525291	0.178284587836896
CDK2	0.0491453359693068	0.412772259652186
CDK2	0.0469489241031891	0.321562993718833
CDK2AP2	0.050336409049617	0.29051482890878
CDK3	-0.00982059176198113	0.874074595303041
CDK4	0.00421052163095048	0.979062554700837
CDK5	-0.00951023578402754	0.92209227328133
CDK5R1	-0.00740313203522902	0.911375858409045
CDK5R1	0.0115502407179378	NA
CDK5R2	-0.012586429170061	NA
CDK5RAP1	-0.0603330512362472	0.243590538682706
CDK5RAP1	-0.0095422017375224	NA
CDK5RAP2	-0.0884925950323048	0.0228402635950343
CDK5RAP2	-0.189084073074918	0.000209511112822368
CDK5RAP2	-0.0126121196283977	NA
CDK5RAP3	-0.0882183802291099	0.165624174368627
CDK5RAP3	-0.0540875202886344	0.373757405337889
CDK5RAP3	-0.074961222935146	0.209614282687776
CDK6	0.31242983504321	0.000987041052474683
CDK7	0.0128382355507615	0.876690302530678
CDK8	0.0510006592689187	NA
CDK9	0.011049321448894	0.86908804019355
CDKAL1	-0.0228166460166399	0.692085888339532
CDKL1	0.008844403618542	NA
CDKL2	-0.02578107883045	NA
CDKL2	0.00117414902001833	NA
CDKL3	-0.03878345340941	0.35194681007896
CDKL3	-0.0567789428680907	0.226644477437878
CDKL4	0.026025262747952	NA
CDKL5	0.00425618594936861	NA
CDKL5	0.0155620792643525	0.785395025966687
CDKL5	0.00105437130006081	NA
CDKN1A	0.0990317180380416	0.672186657944771
CDKN1A	-0.0253325859653382	NA
CDKN1B	0.0263054346910305	0.880611321607556
CDKN1B	-0.0582159263543325	NA
CDKN1C	-0.00489916554760406	0.973838404624037
CDKN2A	0.00502901677186252	0.941179591095852
CDKN2A	0.0303239285475954	NA
CDKN2A	0.0532747368685884	NA
CDKN2AIP	-0.0132530790727508	0.931235273634033
CDKN2AIPNL	0.0143271980208217	NA
CDKN2AIPNL	-0.253331961715734	0.143395988321484
CDKN2B	0.073389897395308	0.0326602788176905
CDKN2B	-0.0345334260938053	NA
CDKN2B	0.0761017886483115	0.00769457002163876
CDKN2C	0.018104006514946	0.924934108109669
CDKN2C	0.00694895708759269	NA
CDKN2C	0.0488764193866009	0.267582502587436
CDKN2D	0.00364200610889487	NA
CDKN2D	0.110874559257999	0.1329167781273
CDKN3	0.0728926091105695	0.0249595050886928
CDNF	-0.0815875675689792	0.104772431272497
CDO1	0.378200551538754	0.0128181180179452
CDO1	0.0793724712998731	0.701034727278079
CDON	-0.0242744226728338	NA
CDON	0.0579343202828424	0.403551685542504
CDON	0.176842132078397	0.00406566105679397
CDR1	-0.0137547160828468	NA
CDR1	-0.00668464399301705	NA
CDR2	0.0455923422298845	0.687822807661383
CDR2L	0.144060734347958	0.0257670662357575
CDRT1	0.00951198107335927	0.895259138733462
CDRT1	0.000158150687806113	NA
CDRT1	-0.0111832422810307	NA
CDRT15	0.0179685861744083	NA
CDRT15L2	0.0174253946282228	NA
CDRT15P	0.0231988601938866	0.660189623028872
CDRT4	-0.195713148754242	0.0211320621372678
CDS1	-0.0964199075918408	NA
CDS2	0.00014602293886945	0.999369535310133
CDSN	0.0167022561259431	0.785395025966687
CDT1	0.0634037458224999	NA
CDV3	0.0493240840714559	0.624878946633923
CDV3	-0.00308204538946377	NA
CDV3	0.0481493323541535	0.742912192279804
CDV3	0.0863875375949963	0.345416804778235
CDX1	-0.0220587636288396	NA
CDX2	-0.0320246054770266	NA
CDX4	-0.00408405793445166	NA
CDY1	0.000200070480480541	NA
CDY1	0.00293681887027297	NA
CDY1	-0.00101098459096161	NA
CDY1B	0.0198147755332583	NA
CDY1B	-0.0351903863492176	NA
CDY1B	-0.013252828176932	NA
CDY1B	0.00999122811640607	NA
CDY2A	0.010096920841546	NA
CDY2B	0.0173841502835455	NA
CDYL	-0.0105731235864575	0.893159902860768
CDYL	0.00607780330416929	0.913664076180146
CDYL2	-0.00499759484486617	NA
CEACAM1	0.0165183422812083	0.79822972544001
CEACAM1	0.0208900056063088	NA
CEACAM1	0.0114541293443349	0.842334918173238
CEACAM16	0.0113425315791718	NA
CEACAM19	-0.020855768503619	NA
CEACAM20	0.00803963361800797	NA
CEACAM21	0.020099496123609	0.637987869453401
CEACAM3	-0.012430329803486	NA
CEACAM4	0.00349068576917233	NA
CEACAM5	0.0162710062589104	NA
CEACAM6	0.0283977773658917	NA
CEACAM7	0.0245871732201381	NA
CEACAM8	0.00416964823633315	NA
CEBPA	-0.0395950934763567	0.750137500175776
CEBPB	-0.0235118104747212	0.883755975696482
CEBPD	0.0325937578369295	0.88473775783874
CEBPE	0.0140466861113326	0.809875335232363
CEBPG	0.0294324630179332	0.826203622905495
CEBPZ	-0.10578691620363	0.041372740730746
CECR1	0.0358318620503502	NA
CECR1	0.0170544184102148	0.951277697469516
CECR1	-0.00414773189549855	NA
CECR2	0.0251795404983328	NA
CECR5	-0.00220922765742237	0.978693750423193
CECR5	-0.0592151752963819	0.246877777467738
CECR6	-0.0388184856317837	NA
CECR7	-0.121065125013164	0.0290431773260761
CEL	-0.0755771031116161	0.0676528906262196
CELA2B	-0.00884462805735975	NA
CELA3B	0.00156566536093283	NA
CELP	0.0210998501548119	NA
CELSR1	-0.0260790614823962	0.651228141176836
CELSR2	0.0065376784749871	NA
CELSR3	-0.0696131321591835	0.041790337854216
CEMP1	0.0310837967213713	NA
CEND1	0.0135616273246217	NA
CENPA	-0.00333384099176381	NA
CENPA	0.00708305760893424	NA
CENPB	-0.0595904929071391	0.571968822167452
CENPC1	-0.00694081056992424	0.918580254677333
CENPE	0.0102355733941311	NA
CENPE	0.0381460149661068	NA
CENPF	0.0358650660936499	NA
CENPH	0.00207969016352472	NA
CENPH	0.00619104174949214	NA
CENPI	-0.0143995737656164	NA
CENPI	0.0199818945465866	NA
CENPJ	-0.0163484387359984	NA
CENPK	0.0363489636623813	0.413118958082998
CENPL	0.062299698594134	0.0605755215185108
CENPM	0.0204452505541584	NA
CENPM	0.0142376061966285	NA
CENPM	0.00905819075113179	NA
CENPN	0.020238664138005	0.767597773799526
CENPO	-0.0149929725646629	NA
CENPO	-0.0156275782216149	NA
CENPP	0.207518806568109	3.00765752488817e-05
CENPQ	-0.0435885951771375	NA
CENPV	-0.127823442675508	0.0207782048221659
CENTA1	-0.0536686542300746	0.522303404442929
CENTB2	-0.0236878584748945	0.579445934330781
CENTB2	0.0349200829141409	0.767597773799526
CENTD1	-0.0295182969299308	NA
CENTD1	-0.0136879500900813	NA
CENTD2	-0.0422066391094882	NA
CENTD2	-0.105445288383587	0.0388161669149959
CENTG2	0.0252681720190004	0.725363324643591
CENTG3	-0.130530961760806	0.140575646788319
CEP110	-0.000898859624751225	0.991777078697821
CEP120	0.0208828841382527	NA
CEP135	-0.0212565643135871	0.773593759254278
CEP152	0.0137078710237537	NA
CEP152	-0.00368419915324569	NA
CEP164	-0.141580841779565	0.00735577102305005
CEP170	-0.0321510540576133	NA
CEP170	0.0118016734163913	NA
CEP170	0.0237742742079039	NA
CEP170L	-0.0257172535978398	NA
CEP170L	-0.00193945216148261	NA
CEP170L	0.00516579520559901	0.962981984908561
CEP170L	-0.00548731269806346	NA
CEP192	-0.00308366875139132	NA
CEP192	-0.0121461181452442	0.832537926625091
CEP250	0.00497361178909905	0.95540397605394
CEP250	0.0134561297337825	0.829711028717601
CEP27	-0.173092258464552	0.362146624761455
CEP290	-0.0119593243821248	0.846375135632814
CEP350	-0.0471492993077973	0.708285421847484
CEP55	0.00951179398396285	NA
CEP57	-0.0337498445318243	NA
CEP63	-0.00353372764412185	0.98422039857202
CEP63	0.00360592761854672	NA
CEP63	0.00325501035848941	NA
CEP63	-0.0135582129039449	NA
CEP68	0.00703488535099694	0.89679326528172
CEP70	-0.0288552385767318	0.580349473613746
CEP72	0.00245903507840151	NA
CEP76	0.0300423196030586	NA
CEP97	-0.012258101319742	NA
CEPT1	-0.00144462559350167	0.991777078697821
CEPT1	0.00957191857266881	NA
CEPT1	-0.00020648922487787	0.997869117199238
CEPT1	-0.0702520470430432	0.255887221623995
CER1	0.0134833211043075	NA
CER1	0.0107252692014184	NA
CERCAM	0.108294749541038	0.563540986700181
CERK	-0.0452082358460757	0.671361902215726
CERK	-0.0683751886250956	0.312286017038536
CERK	-0.0176610626598643	0.812527052384366
CERKL	-0.0134700011956843	NA
CERKL	0.0228154589979219	NA
CERKL	0.020953825371234	0.708380203706566
CERKL	0.0117107366706666	NA
CES1	-0.0152946455705507	NA
CES1	-0.112589394423205	0.0660171581243088
CES1	0.0329840072134431	NA
CES2	-0.00317511098556622	0.98646654805281
CES2	-0.00917872566183853	0.899309216310024
CES3	0.0110183637196801	NA
CES3	0.0129722288645437	NA
CES4	-0.0144094506360952	NA
CES4	0.0507135588252918	0.471577828487961
CES7	-0.0267378410324239	NA
CES8	-0.0414931419286679	0.334891006024142
CETN1	-0.041355689816462	NA
CETN1	-0.00505396021856974	NA
CETN2	-0.150984259342032	0.00478192730230211
CETN3	-0.122787700633726	0.163430868373578
CETN3	-0.00847994202463731	NA
CETP	0.0566504815352449	0.546662290422993
CETP	-0.00603206276533097	0.895059076961928
CFB	-0.184079407238533	0.0812207514014112
CFC1	0.0551066373324485	NA
CFC1	-0.0217489299329259	NA
CFC1B	-0.0068727421107333	NA
CFD	0.00766068084903182	0.986876685242155
CFDP1	-0.173030357477359	0.00779641794745893
CFH	-0.643064954465901	0.000367278616880552
CFH	-0.0855548738149299	NA
CFH	-0.698838248407924	1.4776777055435e-05
CFH	-0.702310781052663	7.03067150983586e-06
CFHR1	-0.000159605055042533	NA
CFHR2	-0.0347401970682837	0.523432400551148
CFHR3	0.0587586177942967	0.599982457000337
CFHR3	-0.0455517600187356	0.259794721404455
CFHR4	-0.030822413178222	NA
CFHR5	-0.00359232151596522	NA
CFI	-0.0259480455243217	0.829707943414921
CFL1	0.0635774599474832	0.5498470887324
CFL2	0.0104539532110524	0.854044458831784
CFL2	-0.0280685721501568	NA
CFLAR	-0.00772435852091391	0.956893005389903
CFP	0.0148811517554845	0.769123483056743
CFTR	-0.0119097674800006	NA
CGA	0.00638861740556429	NA
CGB	-0.026479036975215	NA
CGB1	0.00623174344054256	NA
CGB1	-0.0222173909644559	NA
CGB2	0.0033161812214404	NA
CGB5	0.0291598550383387	NA
CGB5	0.0522146229013307	0.184488201431629
CGB7	0.00545277699986269	NA
CGB7	-0.0113839110932403	NA
CGB8	0.0356081089060094	0.474711263920852
CGGBP1	0.118421464250336	0.0160954658548129
CGGBP1	0.0298229847076366	NA
CGGBP1	0.0068507523352892	0.963751312770832
CGI-96	0.0254908711738473	0.83457445396862
CGI-96	0.0100558784146605	0.929694609966985
CGN	-0.0168535665196439	NA
CGNL1	-0.0419458214608177	0.819153802468148
CGREF1	-0.00368373273622336	0.95569627841599
CGRRF1	0.0275606571934333	0.773950838234011
CH25H	-0.0899433498910147	0.406468590668224
CHAC1	-0.013760240101754	NA
CHAC2	-0.0101123239426606	NA
CHAD	-0.398705606759531	0.00653908952709448
CHAF1A	-0.0141704396500026	0.770542717043132
CHAF1B	-0.0116414608249844	0.856745661417323
CHAT	-0.0213335551798641	NA
CHAT	-0.0189192941501259	NA
CHAT	-0.0113639833232702	NA
CHAT	0.0186764444072294	NA
CHCHD1	-0.0782790330605749	0.0449396591499523
CHCHD10	0.0304897215073119	0.845075009356948
CHCHD2	-0.00774166717045155	0.952323376875355
CHCHD3	-0.0272470035527288	0.69645550691749
CHCHD4	-0.0480314719452704	0.332582643856002
CHCHD5	-0.0761035290885541	0.193535714392924
CHCHD6	-0.00113567708585549	0.988155800601498
CHCHD7	-0.0269361090983136	0.479845181282414
