gene_name	InjuryReconstruct.Day28vsInjury.Day28_log2FoldChange	InjuryReconstruct.Day28vsInjury.Day28_padj
IGSF3	0.807576644119512	1
CD58	-0.0480083379821548	1
ATP1A1	0.297634303868724	1
MAB21L3	0.0218782598265939	1
SLC22A15	-0.0928425000972539	1
NHLH2	NA	NA
CASQ2	-0.391471910112239	1
VANGL1	0.173202550155403	1
TSPAN2	-0.263016739683103	1
TSHB	0	1
SYCP1	-0.343332798557149	1
SIKE1	0.150329620200941	1
CSDE1	-0.181133752860606	1
AMPD1	0.103253289559686	1
DENND2C	0.204768086362991	1
BCAS2	-0.185605811002888	1
TRIM33	0.0673140869368357	1
SYT6	-0.257997930767828	1
HIPK1	-0.378096222200073	1
DCLRE1B	0.26899689838716	1
AP4B1	-0.24397246011416	1
PTPN22	0.610729577295422	1
PHTF1	-0.00911872784744222	1
MAGI3	-0.0501659813507229	1
	NA	NA
SLC16A1	-0.0440981468073757	1
	0.0798398845778842	1
	0.0259709455153974	1
PPM1J	-0.150490073565229	1
CAPZA1	-0.12947327178907	1
MOV10	0.192753937166113	1
RHOC	-4.65499510704475e-05	1
ST7L	-0.226415945542665	1
WNT2B	0.574500903659807	1
CTTNBP2NL	0.0640587973614653	1
DDX20	0.183595464694268	1
RAP1A	-0.0946835014620933	1
TMIGD3	0	1
ADORA3	0.164337768964864	1
WDR77	0.0265863856066357	1
OVGP1	0.732491083198388	1
	0.0283879582493418	1
	1.24673845265878	0.997008912158314
CHI3L2	0.395652706911983	1
LRIF1	-0.205427679936787	1
CD53	-0.193742962899181	1
	NA	NA
	0.71222225675862	1
KCNA10	NA	NA
	0.0225696323265063	1
PROK1	NA	NA
SLC16A4	-0.00538808331926036	1
RBM15	0.0409541112932885	1
KCNC4	0.257091498312888	1
SLC6A17	-0.179198088288594	1
ALX3	-0.165014967048524	1
STRIP1	0.148784017804218	1
AHCYL1	0.0217097409412916	1
EPS8L3	0.029052889170245	1
GSTM3	-0.0372270154462127	1
GNAT2	-0.0460183712933952	1
GNAI3	-0.219249397717971	1
GPR61	0	1
CYB561D1	0.298169603895422	1
ATXN7L2	-0.0896790339188388	1
SYPL2	0.74387829330722	1
PSMA5	-0.242946256179661	1
SORT1	0.300885475550095	1
MYBPHL	-0.0997454081898182	1
SARS	-0.151572342977655	1
KIAA1324	0.134838479218464	1
WDR47	-0.177067601980874	1
CLCC1	-0.1807932279179	1
	-0.171707879183371	1
STXBP3	-0.0296944682266491	1
HENMT1	0.18617673834191	1
SLC25A24	0.0364953106521332	1
FAM102B	-0.00350374219888018	1
	0.0862300498805279	1
NTNG1	-0.470863347105564	1
PRMT6	-0.0972425459351515	1
COL11A1	0.251932762034085	1
OLFM3	-0.0379993568050885	1
DPH5	-0.111634672006469	1
SLC30A7	0.0853985092288176	1
EXTL2	0.0445052369604524	1
VCAM1	-0.356244039141449	1
CDC14A	-0.378742855830881	1
RTCA	-0.0674306707389175	1
DBT	-0.046703015318836	1
LRRC39	0.199899879249523	1
TRMT13	0.00302395647905254	1
MFSD14A	0.281193996695724	1
SLC35A3	0.124103885526577	1
AGL	-0.0632151851198321	1
FRRS1	0.182780419530234	1
PALMD	-0.601227188747064	1
PLPPR4	-0.298980070202305	1
PLPPR5	-0.427367157027437	1
SNX7	-0.192413807879472	1
DPYD	-0.200991243955306	1
PTBP2	0.0423701895492768	1
	0	1
ALG14	0.219089674195615	1
	0.0759168832633166	1
SLC44A3	0.10185516969054	1
ARHGAP29	-0.0534823470116842	1
ABCA4	0.265952932599273	1
DNTTIP2	0.0240229107513068	1
BCAR3	0.285281156203476	1
FNBP1L	-0.0430427454823875	1
CCDC18	-0.0121381614333181	1
MTF2	0.0803103928064334	1
RPL5	-0.41088118552948	1
FAM69A	-0.0306850912915815	1
EVI5	0.101738050848824	1
GFI1	0.50748969068868	1
RPAP2	-0.149385305993916	1
GLMN	-0.258245852957574	1
	NA	NA
TGFBR3	-0.19272622685349	1
HFM1	-0.149438663030295	1
BARHL2	-0.261481515201338	1
LRRC8C	-0.0552105212354056	1
	0.134774788379226	1
GBP2	-0.261910449420961	1
KYAT3	-0.151954466123244	1
GTF2B	0.00527217879915839	1
PKN2	0.0913470857769418	1
LMO4	0.109202648681979	1
SH3GLB1	0.0494909265597879	1
	0	1
	-0.378969776124311	1
CLCA1	0.0663654922273428	1
CLCA2	0.389393874378502	1
ODF2L	0.131844983221671	1
ZNHIT6	-0.183535441733828	1
CYR61	0.210906397439638	1
SYDE2	0.0227340341975695	1
MROH6	-0.639881831314551	1
WDR63	-0.552265178060909	1
EEF1D	-0.613572446852168	1
GSDMD	-0.515015222909377	1
ZC3H3	-0.341034983342736	1
RHPN1	-0.748999568097944	1
TOP1MT	-0.422006637048981	1
	-0.00192069194634182	1
	0.112697688664653	1
CLDN23	NA	NA
LONRF1	-0.162049531626133	1
TRMT9B	0.357123086885376	1
DLC1	0.0756271702827903	1
C8orf48	-0.260361141936848	1
	NA	NA
	-0.400853018142738	1
MSR1	-0.0762567694865367	1
FGF20	NA	NA
MICU3	0.0274447734410427	1
ZDHHC2	0.0858901940072961	1
CNOT7	0.0129814547901714	1
	0.125068214588856	1
	0.680650152684549	1
SLC7A2	0.738941728137392	0.934750952865932
PDGFRL	0.12855844601441	1
PCM1	0.0134450792345898	1
ASAH1	-0.336340741323865	1
	-0.221467935357418	1
TRIML2	NA	NA
FAT1	0.335373460040866	1
	0.0872834546033004	1
MTNR1A	0	1
	0.103610913248634	1
INTS10	-0.120145174307796	1
	0.209684653062815	1
IDO1	-0.446407890911723	1
ADAM18	0	1
ADAM3A	0.93784593584221	1
ZMAT4	NA	NA
GPAT4	0.119316937127788	1
ANK1	-0.311561149369404	1
KAT6A	0.252351103313077	1
VDAC3	-0.232326349411721	1
SLC20A2	0.369513872394095	1
DKK4	-0.00180081125847519	1
IKBKB	-0.0302878521710897	1
	-0.219646128889552	1
PLAT	-0.155054391485195	1
AP3M2	0.0865382977970525	1
PSD3	0.274088252859446	1
PRNP	-0.149015671570557	1
GPCPD1	0.132517265446181	1
TRMT6	0.0620503193689372	1
MCM8	0.0460885086868296	1
LRRN4	-0.183397704997131	1
FERMT1	0.64045057124857	1
	-0.0681305936887854	1
PLCB1	-0.198409141376413	1
PLCB4	-0.132228744555224	1
PAK5	0.00095734142202544	1
LAMP5	0.0179512912580169	1
ANKEF1	0.00107886449233196	1
MKKS	-0.0875050123777696	1
	-0.387062926485356	1
SLX4IP	-0.12306661652448	1
JAG1	-0.15494218464309	1
SPTLC3	0.0826721522918504	1
ISM1	0.016575317710288	1
TASP1	-0.171189147521701	1
NDUFAF5	0.0268838739270006	1
ESF1	-0.200900998278871	1
SEL1L2	0	1
FLRT3	0.229035426639872	1
	0.145318059095513	1
	-0.08372120721589	1
PCSK2	0	1
BFSP1	0.184458241019052	1
	0.188204404415768	1
BANF2	0.516987267097905	1
	-0.306273119326575	1
	0.0857609513784633	1
KAT14	0.0147415787468713	1
ZNF133	0.218036030136909	1
DZANK1	-0.0731818724564226	1
POLR3F	-0.254112136317458	1
SEC23B	0.0690851277921676	1
	-0.118721721705715	1
SCP2D1	0.0110704977447709	1
SLC24A3	0.252446066199465	1
INSM1	NA	NA
KIZ	-0.0315377928541759	1
XRN2	0.0612586521761035	1
NKX2-4	NA	NA
PAX1	-0.291638768717383	1
FOXA2	0.459303210065046	1
THBD	0.40441282898987	1
CD93	-0.185699319226785	1
GZF1	0.0952024071583455	1
NXT1	-0.200912663723674	1
CSTL1	NA	NA
CST11	0	1
	NA	NA
CST8	NA	NA
	NA	NA
SYNDIG1	-0.0043422618801264	1
CST7	-1.14713820728206	1
ACSS1	-0.0646606338124046	1
NINL	0.244421877504971	1
ADRA1D	-0.290569367950807	1
SMOX	0.370285701194084	1
PANK2	0.0273956291899554	1
MAVS	0.0629687969104211	1
ADAM33	-0.231222451753022	1
SIGLEC1	-0.362193679464931	1
HSPA12B	-0.236396893543264	1
SPEF1	0.0442874223564076	1
CDC25B	0.141243719306615	1
ATRN	0.133922445076133	1
C20orf194	0.286913084640569	1
SLC4A11	-0.145885049317746	1
DDRGK1	-0.434333470489414	1
LZTS3	-0.16710710889901	1
UBOX5	0.0945719024921455	1
AVP	NA	NA
OXT	NA	NA
MRPS26	-0.457668560398144	1
PTPRA	0.0902875249649615	1
VPS16	-0.143353668830119	1
PCED1A	-0.382213009283804	1
TMEM239	NA	NA
CPXM1	0.0389939075960785	1
EBF4	-0.145812371941715	1
TMC2	NA	NA
IDH3B	-0.0814904495786691	1
	0.512636538393689	1
STK35	-0.168685589724277	1
	0.612934124835131	1
SIRPB2	0.32089737874191	1
	0.473801572449799	1
NSFL1C	-0.110791980095151	1
	-0.00455402788816855	1
SDCBP2	-0.770182557272971	1
RAD21L1	NA	NA
C20orf202	0.0124474288937525	1
RSPO4	-0.445751689761426	1
ANGPT4	0.0170255107529268	1
SLC52A3	0.41516324835568	1
FAM110A	-0.0224697964694283	1
	-0.0302987019862283	1
RBCK1	-0.325886772382848	1
ZCCHC3	0.290577774351538	1
C20orf96	-0.549874763771875	1
DEFB116	NA	NA
	NA	NA
DEFB125	NA	NA
DEFB129	0	1
	NA	NA
	0.0103804847950257	1
	NA	NA
DEFB123	NA	NA
HM13	-0.0569711228096695	1
MYLK2	-0.250595595049211	1
DUSP15	0.0675839816387994	1
TPX2	0.194874102944726	1
TTLL9	-0.134629565265576	1
PDRG1	-0.147726927052105	1
XKR7	NA	NA
CCM2L	-0.00378944471380065	1
HCK	0.158877642703903	1
PLAGL2	0.369410817160488	1
POFUT1	0.0385403683562707	1
TM9SF4	0.276347982625669	1
KIF3B	0.189703875869832	1
ASXL1	0.283181269325942	1
NOL4L	0.194782795086434	1
DNMT3B	0.434514859879852	1
	0.00557860016342049	1
SUN5	NA	NA
BPIFA2	-0.0138157639047581	1
BPIFA1	0.0266071311322231	1
BPIFB1	-0.0145006740097262	1
	-0.0172799772668758	1
	-0.0388897045535122	1
	-0.138258387095864	1
E2F1	0.198660001938964	1
CHMP4B	0.0535117903965791	1
RALY	-0.306059469660326	1
ASIP	0.203220318607623	1
AHCY	0.131251501019263	1
ITCH	0.0519008084638998	1
MAP1LC3A	-0.440849024413803	1
PIGU	-0.209835963931263	1
NCOA6	0.30676116115646	1
GGT7	-0.129291743251349	1
ACSS2	0.0567854759867511	1
GSS	-0.10378352267915	1
	-0.182907368821366	1
TRPC4AP	0.0673529729420093	1
EDEM2	-0.183709651907073	1
	-0.266579951375052	1
SPAG4	-0.0335212363106826	1
CPNE1	-0.0779152240978017	1
	0.117803493780312	1
ROMO1	-0.423116377617022	1
RBM39	0.0631225488727124	1
PHF20	0.000138251119623063	1
SCAND1	-0.837930258919361	1
CNBD2	-0.149603862094354	1
	0.356653148856067	1
AAR2	-0.141902550954727	1
DLGAP4	-0.0348591408537271	1
	-0.139989434759461	1
DSN1	-0.0821291629537935	1
SOGA1	0.541354724799269	1
RBL1	0.00149074221951695	1
GHRH	NA	NA
SRC	0.174050860240221	1
NNAT	-0.146842588794114	1
CTNNBL1	-0.381553114515457	1
VSTM2L	0.208137991580816	1
TTI1	0.437690856746479	1
RPRD1B	0.103941587810584	1
KIAA1755	-0.3857448797384	1
RALGAPB	0.232835917990966	1
ADIG	-0.0147832768314422	1
SLC32A1	0.0109140492273272	1
ACTR5	-0.112745482347105	1
PPP1R16B	0.0907278608333126	1
FAM83D	0.0782666717709132	1
DHX35	0.108988581709802	1
	0.183681987162095	1
PLCG1	0.295305863628677	1
EMILIN3	-0.213250038686583	1
LPIN3	0.0598350438260886	1
CHD6	0.391764104716655	1
SRSF6	0.10187614925866	1
IFT52	-0.373144027302085	0.94142449754152
	0.169094351814464	1
MYBL2	0.322426392377598	1
GTSF1L	-0.0171789441455654	1
	-0.16127136152639	1
R3HDML	0.761465297207639	1
HNF4A	-0.00546197707445879	1
GDAP1L1	-0.355545187812483	1
KCNK15	0	1
	-0.0648359152552925	1
PABPC1L	-0.101185239580524	1
TOMM34	-0.157099408025936	1
	0	1
KCNS1	0.124545496358816	1
MATN4	0.481428352437481	1
SYS1	0.117008152823115	1
	0.0227278316005303	1
WFDC8	NA	NA
WFDC9	NA	NA
PTI	-0.00777829279518341	1
	-0.412075406983314	1
DNTTIP1	-0.0241880854761579	1
UBE2C	0.391068407598365	1
TNNC2	-0.390050350891996	1
SNX21	-0.356741603290666	1
ACOT8	-0.570491049931735	1
ZSWIM3	0.00199358318665418	1
ZSWIM1	0.0501187461709861	1
NEURL2	-0.253216539819102	1
CTSA	-0.0609354344452949	1
ZNF335	-0.110292680300733	1
PCIF1	0.161555269715241	1
	-0.755474692058775	1
MMP9	0.0351275264771906	1
SLC12A5	0.393670725926697	1
NCOA5	0.136479650488275	1
CDH22	0.0959577861985278	1
	0	1
OCSTAMP	0.215956124284001	1
SLC2A10	0.389666458708175	0.94142449754152
TP53RK	0.0974849253769174	1
EYA2	0.349612748391801	1
	0.40428955829993	1
SULF2	0.0183160656579827	1
NCOA3	0.270200082190833	1
ARFGEF2	0.407479506597902	1
KCNB1	0.775582847944143	1
PTGIS	0.304173656230777	1
	0.316910447712474	1
B4GALT5	0.156107171685892	1
SLC9A8	0.0213442717950115	1
PTPN1	0.123899069679971	1
RIPOR3	0.570390862741808	1
BCAS4	-0.425609539950847	1
ADNP	0.0861812503553828	1
MOCS3	0.0356662966397137	1
KCNG1	-0.714505204076464	1
NFATC2	0.389735101533112	1
ATP9A	0.128531517287304	1
SALL4	0.154627366910773	1
	0	1
ZFP64	0.269457810880414	1
	0.0200542689836004	1
ZNF217	0.571591774008702	1
BCAS1	0.0295148236491019	1
CYP24A1	0.561372946829134	1
PFDN4	-0.132720189894527	1
DOK5	-0.963440599272799	1
CBLN4	0.0283384468150713	1
MC3R	NA	NA
FAM210B	-0.258205057061023	1
	0.365372919385155	1
CSTF1	0.108011227861383	1
CASS4	0.242795780756657	1
RTF2	-0.473761526374003	0.918756046569177
GCNT7	-0.597587500074662	1
FAM209B	0.427761145063795	1
TFAP2C	0.186405520638505	1
	0	1
BMP7	0.93421809090043	1
SPO11	-0.00085762875772359	1
RAE1	0.0930565059394364	1
RBM38	-0.350807542100687	1
CTCFL	0	1
PCK1	0.574481302546677	1
ZBP1	0.148431694565875	1
C20orf85	NA	NA
ANKRD60	-0.0362904330252544	1
	-0.0138180423611266	1
RAB22A	-0.0815614365761856	1
VAPB	-0.0125300739485379	1
APCDD1L	0.279008288981713	1
	0.166588607883531	1
NPEPL1	-0.643769330385032	1
GNAS	0.0661470677511486	1
NELFCD	-0.0314261851145718	1
CTSZ	-0.304964157266763	1
TUBB1	-0.435466656541895	1
ATP5F1E	-0.494360357705674	1
	0.0607979083598148	1
ZNF831	-0.141115829541684	1
	-0.247367393298857	1
PHACTR3	-0.3301608321046	1
SYCP2	-0.829840165192327	1
PPP1R3D	0.0941276328445586	1
FAM217B	-0.170180810457346	1
GATA5	0	1
RBBP8NL	NA	NA
CABLES2	-0.00062398704207219	1
PDGFA	0.0581067111952053	1
PRKAR1B	-0.523590564841712	1
DNAAF5	0.299892717860403	1
SUN1	0.0688340879017201	1
ADAP1	0.12493007759972	1
CYP2W1	0.0137829328120901	1
	0.123821104698404	1
ZFAND2A	-0.146463219398969	1
UNCX	0	1
PSMG3	-0.272640428377736	1
MICALL2	-0.465840937201205	1
INTS1	0.0844706692613948	1
MAFK	0.17981395627202	1
TMEM184A	-0.0897274161046535	1
BRAT1	-0.315529326657364	1
AMZ1	-0.161473159799404	1
TTYH3	0.140303612668735	1
CHST12	0.172860223818991	1
IQCE	0.0114681063480053	1
GRIFIN	-0.947454478599569	1
LFNG	-0.0810568949665042	1
SDK1	0.0416229698143804	1
RADIL	0.0580424654075487	1
FOXK1	-0.0125037287131814	1
AP5Z1	-0.286292596569028	1
	NA	NA
WIPI2	0.154329018879475	1
ACTB	0.0438030923400189	1
FSCN1	0.275704692869045	1
	-0.0645019230261856	1
PMS2	-0.0788844590799728	1
EIF2AK1	0.0901115398616926	1
ANKRD61	-1.01468355051738	1
	0.0450577218229848	1
LMTK2	0.237242845160093	1
TECPR1	0.282424630186443	1
BAIAP2L1	0.200114875997739	1
NPTX2	0.45482581455402	1
TMEM130	NA	NA
TRRAP	0.397381077760857	1
KPNA7	0.363803513973573	1
	0.0591819454086054	1
ZNF655	0.0889459274249376	1
ZNF789	-0.282522729311543	1
	0.073304817058834	1
BUD31	-0.451173590186	1
ARPC1B	-0.133259095784387	1
	NA	NA
GJC3	0.0332147312986739	1
TRIM4	-0.00528185116411152	1
	-0.0179164945916931	1
	-0.122080156913973	1
	-0.481802160597012	1
	-0.0605074581606041	1
LAMTOR4	-0.548099288844038	1
C7orf43	0.0857607204951263	1
GAL3ST4	-0.688968804833137	1
GPC2	-0.156702462222403	1
STAG3	-0.0934160552463301	1
PPP1R35	-0.431256458290483	1
PVRIG	-0.332908669073559	1
ZCWPW1	0.384756557205565	1
AGFG2	0.0530063816250248	1
	0.104549948631205	1
LRCH4	-0.121407389751512	1
GIGYF1	0.0319223217887299	1
GNB2	-0.0376195573813491	1
ACTL6B	-0.522473565593215	1
TFR2	-0.0982659796097786	1
POP7	-0.278111478639884	1
EPO	0	1
ZAN	-0.679401654276047	1
EPHB4	0.0487115893298545	1
COL26A1	0.530052175156096	1
IFT22	-0.0146022562224215	1
MYL10	-0.529510023625291	1
CUX1	-0.109688969270634	1
SH2B2	-0.325473324545666	1
PRKRIP1	-0.207460634237695	1
LRWD1	0.0573761766036392	1
	-0.299179440299805	1
ZP3	0.011642238781387	1
YWHAG	0.0378686921672539	1
	-0.0292891476014195	1
HIP1	0.378890593672804	1
FKBP6	0.0801149467923971	1
TRIM50	0.00424536860558603	1
NSUN5	-0.2214498807701	1
	0.409929710435431	1
BCL7B	0.0985958959382287	1
TBL2	0.125246925378901	1
MLXIPL	0.414704496194299	1
DNAJC30	-0.301160675811965	1
BUD23	-0.13909509676248	1
ABHD11	-0.224985199918061	1
TMEM270	NA	NA
METTL27	-0.120344881358653	1
CLDN4	-0.349924850400528	1
	0.0495224247531452	1
GTF2IRD1	0.236847994920865	1
GTF2I	0.0335685352494878	1
NCF1	-0.204026154307814	1
RCC1L	-0.11248040804463	1
AUTS2	0.172580419481939	1
	0.0502032920275899	1
CALN1	0.155122132042748	1
SBDS	-0.202281989532074	1
	0.211490143863665	1
	0.0663765852271782	1
TMEM248	-0.0111321165263272	1
TPST1	0.234553391573781	1
ASL	-0.247336315993097	1
GUSB	-0.0377527887298302	1
NUPR2	0.068797135141286	1
	-0.31551981016505	1
PHKG1	-0.398591985176567	1
	-0.0255236181392413	1
PSPH	0.132575624668285	1
	-0.0451627792194661	1
SEPT14	-0.0177354615642563	1
C16orf58	-0.0400939516066759	1
ITGAM	0.535824562311612	1
TRIM72	0.178543496798779	1
PRSS36	-0.081434014341505	1
BCKDK	-0.043286820834855	1
PRSS53	0.00871023166314217	1
ZNF668	-0.0557130260677484	1
STX4	-0.434634847699894	1
ORAI3	-0.0198841894247072	1
STX1A	-0.379547707704989	1
	NA	NA
CTF1	0.170371328681878	1
BCL7C	-0.453372093743887	1
CCDC189	-0.205825311992985	1
ZNF629	-0.0118146299419838	1
SETD1A	-0.00896532308615298	1
RNF40	0.0722935752809572	1
PHKG2	-0.142943904844867	1
	0.354783680177127	1
PRR14	-0.194769501373481	1
CD2BP2	-0.282538803484283	1
	0.109857787924281	1
ITGAL	0.278935032885312	1
TBC1D10B	0.0474139822600414	1
MYLPF	-0.782719691123731	1
SEPT1	-0.213542506682428	1
ZNF48	-0.36928976249276	1
TUFM	-0.0690407938941171	1
SH2B1	0.17573381552689	1
ATP2A1	-0.195372317068182	1
RABEP2	-0.170731808149057	1
CD19	0.0880027865722898	1
NFATC2IP	0.0818942071385359	1
SPNS1	0.293205780418566	1
LAT	-0.321297278886949	1
XPO6	0.163660234949632	1
	-0.00229778110572061	1
KIAA0556	0.142502242029493	1
GTF3C1	0.253814240150849	1
IL21R	0.487928003635205	1
IL4R	0.372442335970697	1
KDM8	-0.103771135351677	1
ZKSCAN2	-0.0855674685446075	1
	-0.243873960431157	1
RBBP6	0.227015398100856	1
SCNN1G	0.131543193117908	1
OTOA	-0.0903325230548316	1
EEF2K	0.381426472846683	0.896463033460337
POLR3E	-0.02813936075619	1
SDR42E2	0.301642575362072	1
UQCRC2	-0.191656725012655	1
	NA	NA
	-0.00912343896146841	1
CRYM	0.100300417450633	1
ANKS4B	-0.0302530300970257	1
ZP2	-0.0587414264716832	1
LYRM1	-0.38601288191466	1
DCUN1D3	0.160849251064376	1
REXO5	0.209204979774814	1
ACSM3	0.209577302391051	1
	0.152514885851847	1
UMOD	NA	NA
PDILT	0.00897574435331706	1
GP2	0.272658096543599	1
GPR139	NA	NA
GPRC5B	-0.106499259629871	1
TMC7	0.260736613836065	1
TMC5	0.0109203807918577	1
XYLT1	0.379189587979008	1
ABCC6	0.0382479196327612	1
	0.676945657871984	0.292017040630505
PARN	-0.0341619655717516	1
ERCC4	0.403561854948639	1
	NA	NA
ZC3H7A	0.160972350041929	1
TXNDC11	0.174850568044464	1
SNN	0.0324426605819638	1
	0.256461663283447	1
CIITA	-0.38841517878138	1
TEKT5	-0.017119520871181	1
USP7	0.165193307977689	1
ABAT	-0.162363435845471	1
METTL22	-0.000964312253560646	1
TMEM114	NA	NA
RBFOX1	-0.532158026989307	1
	0.235873451023589	1
	-0.0372439483131959	1
	0	1
UBN1	0.257208811808059	1
NAGPA	0.161964321198086	1
SEC14L5	-0.485556341772392	1
PPL	-0.781718159486631	1
MGRN1	-0.118572302222228	1
GLYR1	0.267650152751206	1
ROGDI	-0.635105350117489	1
SEPT12	0.722721963399658	1
	-0.262189547661955	1
ANKS3	-0.312629783436585	1
	-0.00345151257107013	1
CDIP1	0.285429887407564	1
HMOX2	-0.191566078410178	1
NMRAL1	-0.328426603578452	1
	-0.384243490714186	1
	-0.262297732659973	1
SRL	-0.186793119828641	1
ADCY9	0.036475867542831	1
CREBBP	0.336079377312915	1
TRAP1	0.00314925360433779	1
SLX4	0.130262507371391	1
CLUAP1	-0.0852937270912369	1
NLRC3	0.0362313457026903	1
C16orf90	0.00851030548508204	1
ZNF174	-0.145047592038699	1
OR2C1	0	1
	NA	NA
SNRNP25	-0.324109971089109	1
ZNF263	0.0237986697730645	1
	0.475831294353334	1
ZNF200	0.0695089476332574	1
ZNF213	-0.0959820294548355	1
RHBDF1	0.134849277775634	1
	NA	NA
POLR3K	-0.0487905670039998	1
IL9R	0.231756928897896	1
HBZ	-0.0167813337514708	1
HBM	-0.261443475837256	1
	-0.536680979885465	1
LUC7L	-0.0141222370869958	1
	-0.16071579752165	1
NPRL3	-0.360105860143199	1
MPG	-0.749204535959425	0.918756046569177
PDIA2	0	1
MRPL28	-0.613204739173595	1
TMEM8A	0.471012228324398	1
NME4	-0.814485834159759	1
DECR2	-0.276564797757785	1
JMJD8	-0.0426003300499748	1
PRR35	NA	NA
WDR90	0.0586907988601763	1
PIGQ	-0.353646470033967	1
CAPN15	-0.166768611222131	1
MCRIP2	-0.767473413168101	1
RHOT2	-0.165713190270928	1
RHBDL1	-0.322391928144081	1
RPUSD1	-0.112254400405784	1
	0.180547988507064	1
CIAO3	-0.261639520231013	1
HAGHL	-0.456136172756981	1
FAM173A	-0.518755170178365	1
METRN	0.0108516002910083	1
FBXL16	0.129298058428819	1
WDR24	-0.133756970857921	1
STUB1	-0.0679454102977639	1
LMF1	-0.049804476636018	1
CHTF18	-0.11455407176749	1
GNG13	0.0122662031787879	1
HAGH	0.0588776805345623	1
IGFALS	-0.0723487698294661	1
NUBP2	-0.535268447848124	1
MRPS34	-0.471218260064228	1
NME3	-0.200528931935112	1
MAPK8IP3	-0.232565025968752	1
JPT2	-0.056469533349337	1
IFT140	-0.0464000465064511	1
TMEM204	-0.377446640725707	1
TELO2	-0.459105589611699	1
CLCN7	-0.14188999248123	1
CRAMP1	0.11949204952368	1
BAIAP3	-0.115913918328739	1
TSR3	-0.222863840102807	1
GNPTG	-0.0439457758853218	1
	-0.023593161080314	1
NOXO1	0.128204656543875	1
	-0.411852750328547	1
SYNGR3	0.421495773856171	1
SLC9A3R2	-0.165596481265741	1
NTHL1	-0.338652926747498	1
TSC2	-0.227130548098608	1
PKD1	0.195373640749727	1
TRAF7	0.0125105889039023	1
MLST8	-0.0183537898477175	1
BRICD5	NA	NA
E4F1	-0.574236187835667	1
RNPS1	0.0302808013410229	1
ABCA3	-0.264076923736609	1
	0	1
NTN3	-0.664763898718179	1
TEDC2	-0.297316946096266	1
ATP6V0C	-0.0628140140847554	1
	-0.556671071907736	1
KCTD5	-0.0621862025154014	1
	-0.508877979637906	1
PRSS27	-0.573705196421936	1
	-0.0012501985635965	1
ZNF484	0.235197890548372	1
IARS	0.0918551947101287	1
NOL8	-0.137259595122188	1
	-0.098289490200856	1
ASPN	-0.654675564078162	1
OMD	0.0936265659440646	1
CARD19	-0.324639652625903	1
	0.122371311035083	1
PHF2	0.187257821371339	1
BARX1	0.0179258886691689	1
IL1B2	NA	NA
	0.0111087418292823	1
CKAP2L	-0.0480440579343142	1
IL1A	0.355270482039968	1
NT5DC4	0.2378967839739	1
CHCHD5	-0.380841085896578	1
ZC3H6	0.231085244064091	1
TTL	0.102457625113979	1
POLR1B	0.159002357038175	1
ZC3H8	-0.06508364059345	1
FBLN7	-0.0265277059491999	1
MERTK	-0.248774996372508	1
ANAPC1	0.110764133247946	1
	0.478989031948305	1
NPHP1	-0.187249843875848	1
MRPS5	-0.0574516545696327	1
	1.00318572689227	1
ZNF2	0.133553656978277	1
PROM2	-0.00653120429528917	1
KCNIP3	0.0106557050261422	1
	-0.046490712929322	1
GPAT2	0.827188727847482	1
ADRA2B	0.0138570021029512	1
ARID5A	-0.547682626867981	1
NEURL3	0.116046553196814	1
NCAPH	0.355429484557628	1
ASTL	NA	NA
SNRNP200	0.0759153787751254	1
CIAO1	-0.14529695414488	1
STARD7	0.253874685797343	1
EDAR	0.32764994858813	1
CCDC138	-0.166149719312225	1
RANBP2	0.183937451215491	1
	-0.0973110768874225	1
GCC2	0.030521996948324	1
SLC5A7	NA	NA
ST6GAL2	0.308832351275721	1
UXS1	0.144403050378469	1
NCK2	0.0042998633653888	1
FHL2	0.235876593062678	1
TMEM182	-0.697281085843176	1
SLC9A2	0.408155586622872	1
SLC9A4	0.0109741825634443	1
IL18RAP	-0.14179682457544	1
IL1RL1	0.15468832578513	1
IL1R1	0.061177806202206	1
MAP4K4	0.429821233877324	1
RFX8	0.0150376319546402	1
CREG2	0.0214277812264972	1
CNOT11	-0.0233256844068923	1
RNF149	0.146898470227654	1
TBC1D8	0.0532288345017723	1
	-0.486671576729379	1
NPAS2	0.674013940334718	1
CHST10	0.182915838651868	1
LONRF2	0.227015462725298	1
REV1	-0.0723238641880959	1
EIF5B	-0.159284337092749	1
TXNDC9	-0.282070780643299	1
	-0.420074827699763	1
MITD1	-0.259511396559699	1
TSGA10	-0.3065467584369	1
KIAA1211L	0.321392843285024	1
MGAT4A	-0.12195700316452	1
INPP4A	0.280992838068476	1
TMEM131	0.226416595988891	1
ZAP70	-0.517291089569026	1
ACTR1B	0.114251392314547	1
COX5B	-0.258684272806009	1
FAM178B	0.345641695743539	1
SEMA4C	0.179078399291349	1
ANKRD23	0.0360203786510255	1
CNNM3	0.148759387796676	1
CNNM4	0.37610356871538	1
	NA	NA
	NA	NA
RPIA	-0.253713380037796	1
EIF2AK3	0.131868837668185	1
TEX37	-0.0178524485513977	1
	0.0419475708978195	1
CD8B	-0.102645151367238	1
FABP1	-0.505944103860892	1
SMYD1	-0.0128972124372626	1
CD8A	-0.168942086511729	1
RNF103	-0.111147987939407	1
KDM3A	0.284719606179442	1
	-0.28776966681458	1
