gene_name	InjuryReconstruct.Day28vsInjury.Day28_log2FoldChange	InjuryReconstruct.Day28vsInjury.Day28_padj
	NA	NA
SAMD4A	-0.217339855868504	1
TIA1	0.146385902336537	1
	-0.153400759245135	1
ARHGEF10	0.276038301765099	1
UBALD2	0.0316790693541952	1
	0.122666011722666	1
PPM1L	0.0150024181876312	1
	-0.0561563542058532	1
ITPR1	-0.0581605896610631	1
KLHDC8A	0.121350996769429	1
AVL9	0.266366875699458	1
KCNK2	-0.381103756871286	1
HPCAL4	0.321252353771373	1
GPR50	NA	NA
	-0.0101986481906192	1
FMO3	0.109986939753934	1
SLC46A1	0.27529631284892	1
	0.487306713354168	1
DNAJC9	-0.284087832254053	1
PLXNA3	0.290067686485069	1
PCDHGB5	0.523918382860543	1
MSLNL	0.0104810632663178	1
PITHD1	-0.0519734191458633	1
HSPB6	-0.527403413007574	1
	NA	NA
CCKAR	-0.719614725091641	1
PRKCD	0.46962830465769	0.863581248665765
DPEP3	0.340828464094184	1
	0	1
RNASE13	0.228486596314038	1
PCSK5	0.57025127745394	1
TGM2	0.267489718742694	1
TMEM26	-0.400281891487982	1
RAPGEF3	-0.248634482588057	1
NRROS	-0.337793912819705	1
	0.0753624640324436	1
ZNF236	0.282823520434445	1
SYT8	-0.627213387250935	1
MBOAT2	0.0606222778641432	1
ATP6V1FNB	-0.291289661076321	1
	-0.294461495864354	1
GSTCD	-0.0487525079211625	1
IL1RL2	-0.438769133848401	1
SUPT5H	0.0905783323931615	1
CCRL2	-0.226924859097942	1
	-0.0239156236822515	1
SNRPE	-0.406347696798891	1
IKZF5	-0.0127267499457687	1
	0.273109467921199	1
SLC22A6	0.00789437180787647	1
GPR149	-0.443146666054646	1
	0.244641962572689	1
SERINC2	-0.488065428747064	1
ADGRF2	0.234194360506397	1
TAC1	-0.849024022938878	1
AFF1	0.184969667884502	1
	-0.189729500761343	1
	-0.0952719151966328	1
	NA	NA
TIMM8B	-0.315641791800845	1
	0.264990416843411	1
LAP3	-0.222578023883696	1
CYP4F22	-0.00316684473050378	1
	-1.36688840862767	0.266396867979119
	-0.0313741524332862	1
FRMD7	0.484429719624458	1
SLC12A9	-0.0832710402093971	1
	NA	NA
LYPD6	1.21493090695834	0.961313914716341
CPM	0.223527717906346	1
TMEM222	-0.210043914139957	1
NRM	0.0310795431139719	1
	-0.0522145405864584	1
WNT8A	NA	NA
GLIS2	0.124191538735213	1
	-0.27965924717026	1
NR2C2AP	-0.361364332308796	1
PARP1	0.18934649568276	1
GABRA1	-0.898467697311825	1
CHST3	0.343237766866138	1
FBXO25	-0.0637143593845191	1
CTSB	-0.143468060170564	1
KEAP1	-0.0573071551310728	1
	NA	NA
SON	0.258737387329553	1
CHMP1A	-0.152220158794425	1
LRRIQ4	-0.0159567562947797	1
MEPCE	-0.10418491040367	1
PWWP2B	-0.250484664725095	1
MT1A	-0.132178969046424	1
TTR	0.294368217300981	1
	0.0109648479072265	1
	NA	NA
PROC	0.109107829805453	1
OR13G1	NA	NA
CHIA	-0.710328171060211	1
PTPRJ	0.524789767864588	1
REEP1	0.427721674698322	1
SLC31A2	-0.220521632965685	1
GNS	0.093353483188626	1
TNFAIP6	-0.753134249315242	1
	NA	NA
IFT20	-0.368768157483838	1
ZBTB1	-0.0276384814842371	1
TRIM37	-0.0331678741401385	1
TECTA	0.229048014994941	1
KLHDC7A	0.0109203938441701	1
CSF2	-0.00315926601516773	1
COG3	0.164655966332639	1
CLDN6	0.150672917044789	1
MCOLN3	-0.0033698791437865	1
	0.348864079705158	1
TTC19	-0.253421581677037	1
MIOX	0.287719977173312	1
	-0.216857440996512	1
	0.08783010930505	1
WDR13	-0.389311195699286	1
CLEC14A	-0.4421072642885	1
HNRNPR	0.0311931993688538	1
TRPM2	-0.285606403754532	1
	-0.0596156851852166	1
TFB2M	0.139067739709038	1
CCSAP	0.291715014859839	1
MRPL27	-0.249708598700402	1
SEMA3C	-0.160343226549822	1
TMEM156	-0.116053292826901	1
TBC1D30	0.522781972204445	1
	0.0111125273289991	1
TMEM229B	0.2835493848272	1
	-0.0378288692394946	1
NUPL2	-0.0740404098567234	1
	-0.247914600565893	1
STATH	NA	NA
LANCL2	0.0362200161791521	1
ELK3	0.146081064704323	1
LRRN1	-0.856714128579688	1
ACO1	0.376623428149785	1
	NA	NA
FAIM	-0.14462937317273	1
	0.141516373740085	1
	NA	NA
ZMIZ2	-0.092052142561543	1
OR2W3	NA	NA
IQCF2	NA	NA
CCP110	0.154327464719563	1
	-0.0899765770288824	1
WFDC1	-0.10769247171319	1
TRAT1	0.186512981858947	1
VXN	0.107497642663612	1
CTRL	-0.0242795287426975	1
	-0.080894370869145	1
CCL17	0	1
ARHGEF40	0.234997104440107	1
LRRTM1	0	1
PFAS	0.218020391924082	1
MTMR8	-0.108421532451604	1
	0.0740735653571386	1
ACSF3	0.0732888633608002	1
	-0.133791551840403	1
	-0.316749619419572	1
AZIN1	0.0356071259383964	1
RRP8	-0.0773353599871343	1
RPA3	-0.35990752518601	1
VSX1	0.0111087418292823	1
ATG2A	-0.0747149129221031	1
GRM7	0.164371117725727	1
AKNA	0.241201588600647	1
ATP5ME	-0.35511583714972	1
CFAP57	-0.00780300159582941	1
AFAP1	0.0862592800170713	1
ETAA1	0.0237743854188863	1
THPO	-0.468282003611488	1
ORAI2	-0.00999734492117799	1
SLC2A4	-0.414134948087017	1
SLC9C1	-0.270889036170829	1
P3H1	0.279934396060514	1
VSTM2B	-0.132166743365437	1
PDE1A	-0.674111137530235	1
TXNRD3	0.178478562404758	1
PCDHGB7	0.455003772036055	1
CRACR2B	-0.561303044836456	1
KCNIP4	-0.39716959263586	1
GMPPA	-0.0936634407383411	1
MYRFL	0.107932137168385	1
CLRN2	NA	NA
UBTD2	-0.0853708268127612	1
RAD51C	-0.0485174597301981	1
	0.203198321493864	1
CFAP126	-0.423490944809349	1
TSSK3	-0.34306314839325	1
ACER1	-0.0383233963998339	1
H3F3A	-0.271469129242625	1
DRAM1	-0.0814145932150626	1
NOC2L	-0.139899481003711	1
PHF21A	0.123314985137311	1
CCDC9B	0.0732930307507849	1
	0.0303380516387748	1
RECQL5	-0.0577910174952745	1
AGPS	-0.0145093134537768	1
RSL1D1	-0.0434880674408419	1
	NA	NA
RIT1	-0.168314259556121	1
CEP112	-0.25242333493021	1
CD96	0.106675451223449	1
ARMC9	-0.120066393167602	1
CASC4	-0.0344209880969946	1
PSMD2	0.0220379844938994	1
EFCC1	-0.285782544562554	1
PLXNA1	0.395594977464327	1
OR10J1	NA	NA
CAMK2N1	-0.285794514929525	1
FADS1	0.100832664837609	1
SLC16A3	0.038608392168434	1
GTF2H5	-0.229680752929734	1
	0.426758326627751	0.918756046569177
TRPC6	0.444204702497352	1
CX3CR1	0.104067056408669	1
PAFAH1B2	-0.0688625586437011	1
STARD3NL	-0.167174840854842	1
	NA	NA
AKAP10	0.0741399249361202	1
	NA	NA
ADAMTS2	-0.139836370180247	1
	0.275407070799669	1
MMRN2	0.0190798666517023	1
	0	1
GPX4	-0.210180710682868	1
SLC5A2	0.404925404212314	1
VAT1	-0.193211378929219	1
LIPT2	-0.614216341611686	1
TNNI1	-2.01683104965256	0.450059005207096
	NA	NA
RNF6	0.0974963520584302	1
TMTC2	-0.232451960339408	1
KRT23	-0.109169093114579	1
CDK5	-0.0805693734519243	1
SCARF1	-0.24613141614331	1
P2RY11	-0.0779136969088382	1
NRBF2	0.098693945221643	1
TLN2	0.453734705151092	1
KRT77	NA	NA
RIPK2	0.063594676604281	1
	-0.0230454331126344	1
ADPRHL1	-0.202787652766594	1
SLC43A2	-0.0497994202538921	1
BDH1	0.317494294945662	1
SCGB3A2	NA	NA
	-0.185075663219426	1
	NA	NA
GLB1	0.170728816525354	1
KPNA3	-0.176783173182673	1
CCT5	-0.0260761837094693	1
ABI1	-0.0243076223707497	1
	NA	NA
	0.117299973469454	1
TMEM47	-0.431888466131207	1
MGLL	-0.240311990255879	1
AMPH	-0.220038962961174	1
	0	1
NDUFS7	-0.2429052953201	1
PRR11	0.314032522013871	1
ELOVL5	0.154563496413186	1
ETV6	0.0643812239117184	1
OR6V1	NA	NA
ZNF800	0.0983083295383615	1
ANO1	0.0795717441357747	1
	0.300660127124894	1
IMPA2	0.397728431858319	1
	0.15982460974468	1
SLC2A6	0.604350764955329	1
AIMP1	-0.316817752121927	1
TGIF1	0.208160078848505	1
NAGS	-0.45049340239658	1
ACBD3	0.0591105753492223	1
FASTK	-0.198731189000823	1
SIL1	-0.0884799095164956	1
KLF17	0.202606979832978	1
LYSMD3	-0.0468155193143026	1
USP48	0.0774949403417893	1
FAM208A	0.0932604378810891	1
SCN1A	-0.136679188139174	1
ARHGEF26	-0.343654681766098	1
CPPED1	0.333306853712933	1
TIGAR	-0.0526566705674589	1
SMUG1	-0.122620605349642	1
MLH1	-0.127826852668423	1
ARHGEF16	0.328415835278062	1
NLRP13	NA	NA
CCDC91	0.0119947819908718	1
RAB39B	-0.0891369951909513	1
NPLOC4	-0.0773453160989464	1
MMP17	0.669328904096234	1
CCDC9	-0.225728910034038	1
MRPL54	-0.0243399051882096	1
AIMP2	-0.09846263124596	1
GABRR2	0.132621604598931	1
MBL1	-0.361254280876261	1
CTCF	0.0562349782454583	1
ALKBH7	-0.264699997956444	1
CEMIP2	-0.0650926946032307	1
PPP1R11	-0.231296705816433	1
RPL11	-0.545101502624613	1
CBX2	-0.25617379532646	1
	-0.263506645412459	1
TMEM50A	-0.352725225209238	1
	0.0248896902485728	1
	NA	NA
ZMAT5	-0.162111018956488	1
	0.0118597460968018	1
DLG4	0.0635451831266949	1
STUM	-0.308545531056705	1
	-0.377088726297557	1
TMEM178A	-0.695501886178477	1
NKIRAS1	-0.022926729149084	1
SCN3B	-0.152735500523599	1
TMEM254	0.12962162217196	1
	-0.324828164732666	1
MT3	0.0215146856281539	1
PRM2	0	1
F13A1	0.585888187799714	1
CCR2	0.170650454201216	1
ID4	0.513682305296667	1
	-0.229300991341407	1
FGG	0.0161402890739045	1
COX5A	-0.0789773242058305	1
TFF2	0.024227051197757	1
SGK2	0.282066427230936	1
C12orf43	-0.159438615142678	1
	0	1
	0	1
KCNK18	NA	NA
USP20	0.0552010269898438	1
CCR5	-0.0963570391176215	1
SLC7A3	0.105800179217695	1
CRISP3	-0.049624494443372	1
MET	0.0356676975497436	1
	NA	NA
DNAI2	0.37540907995868	1
FRA10AC1	-0.174749880712056	1
TFB1M	-0.427716511952156	1
	0.36632851468151	1
TRIP12	0.0820877251278994	1
RPS6KA5	0.521119083061558	1
PCSK4	-0.389975075023885	1
DCAF12	0.0927088541624189	1
RNASEH2B	0.16110640886116	1
BNIP3	0.149396903618389	1
SIGIRR	-0.866365691937244	1
THEMIS	0.125091329376404	1
B3GNT5	0.620036128201356	1
NOVA1	-0.747930658875655	1
EVC2	0.00977080897771983	1
	0.0597476953175866	1
PRRT1	-0.459467073987916	1
CCR3	0.0422080094576032	1
	0.011074826732602	1
RNF139	0.00438798697971504	1
PPP2R1A	-0.050621071965598	1
MYH13	-0.883142833427686	1
ERC2	0.444587036209103	1
RHOU	-0.147769824865744	1
	-0.187077651055618	1
GMNC	-0.849763684596616	1
FAM91A1	0.0708222475672837	1
CHRNA9	-0.0696281719901085	1
SIDT1	0.536231929044997	1
ATG9B	0.877380601174704	1
AP2M1	-0.104286146726376	1
PTGER4	-0.148565331659813	1
ORC6	-0.0997600116593055	1
DDX59	0.169803830341297	1
METTL3	-0.0485273853425566	1
RAF1	0.137057465484442	1
	0	1
OXGR1	0.0107860576654125	1
PJA1	0.261992470982311	1
SHISA6	0.0500148518762038	1
	-0.488067838946148	1
CES3	-0.544840820827061	1
	0.341091334416834	1
ELAC1	0.0346822385882737	1
SFMBT2	0.103821591692841	1
	0.259583729267386	1
DEGS1	-0.118079023942071	1
RUNDC3B	0.182079350645086	1
	0.0377794300604901	1
NUBP1	-0.224390583373346	1
EPHB1	0.226097162808824	1
ST6GALNAC3	-0.325421347384032	1
	0.353758903320209	1
NSUN7	-0.0177943420058916	1
HTR3A	NA	NA
	-0.574322205666189	1
TNNI3	-0.409210412229203	1
	NA	NA
KLHL18	0.121019827556789	1
SHISAL2B	-0.277531492810158	1
AKAP6	0.50970604325623	1
	-0.355889478430611	1
	-0.0939141056655945	1
TRMT5	-0.106382258450152	1
CYP2C42	-0.267820341558354	1
	-0.0129558433848286	1
	NA	NA
LYL1	-0.291112291147622	1
UQCR10	-0.324019347969405	1
	0.230463029620245	1
ING2	0.116646746911453	1
ZNF445	-0.0463900914604437	1
CCR6	-0.00975280996364771	1
CEP83	-0.214951501349405	1
IMMT	0.0228078176618337	1
	NA	NA
PTPRH	-0.427973141817147	1
	0.817383549854033	1
ANO9	-0.853748407807143	1
KDM4B	0.432118371075315	1
LALBA	NA	NA
PHLDB1	0.354522411671481	1
SPEM2	NA	NA
DNASE1L2	0.0405093567903395	1
	-0.398460453647656	1
ETV1	-0.345853331992527	1
ANKRD17	0.233100044216253	1
NOCT	0.0958609970061987	1
PRKAA1	0.0331425190731642	1
ATAT1	-0.0759761519690848	1
KRT4	-0.0821025283122356	1
	0	1
GUCY1A2	-0.117128020865917	1
ITSN1	0.347320529655688	1
	NA	NA
	0.080697085645578	1
KAT2B	-0.141609477335716	1
ZNF667	0.017459748816266	1
USP25	0.0170330070963259	1
TNFAIP1	-0.0796334319572831	1
ALKBH8	-0.195621728514567	1
JAKMIP3	0.0913914354281489	1
GPRL15	0	1
SPART	0.00991364996720029	1
TGFBRAP1	0.13451193163324	1
CIDEA	0.850004877248105	1
PRPF4	-0.0897871046541925	1
PHB2	-0.14547515785292	1
	-0.671739295066843	1
ZNF524	-0.428084966210834	1
	0.147185288512583	1
TRAPPC12	-0.0907186736707576	1
	-0.00612683849020703	1
MICU2	0.0905568227808233	1
KLK1	-0.140718420528275	1
NBL1	-0.821585162951939	1
WNT9A	0.00964453745080284	1
KLF16	-0.205824393634401	1
ABL2	0.267228463118348	1
SRPK3	0.0424552788457502	1
MEGF6	-0.0860377877016799	1
UPF3A	-0.105871136474013	1
TECRL	0.17103023917931	1
GRIA2	-0.667609277966817	1
FANCA	0.436895021969589	1
HTR3C	0.0340841974374795	1
RRBP1	0.204947836575962	1
MRPL17	-0.166713574594123	1
TAF4	0.139884347275369	1
CCNYL1	0.183551532464675	1
TMEM125	NA	NA
	NA	NA
LRRC34	-0.0842776665360779	1
	NA	NA
RIBC2	-0.183632882982365	1
PIBF1	-0.315623240849264	1
PCARE	NA	NA
	NA	NA
ACP4	-0.407671649238731	1
PRR15L	-1.24497438277528	0.988428663302971
THUMPD1	0.0317326703637755	1
GFOD2	-0.196082186711499	1
ALDH4A1	-0.088817614577937	1
BBS9	-0.140769489351753	1
SPG7	-0.199099685586355	1
CX3CL1	0.273693015543417	1
SNX13	-0.0233151785596305	1
PCDHGB4	0.336877359806535	1
TEX29	-0.363605946379778	1
	-0.0579668129242244	1
LIG3	0.149101355870322	1
TICAM1	0.056713568505901	1
EID2	-0.0801584092527811	1
	-0.355092997439026	1
HDAC4	0.289621000808471	1
ZFAND1	-0.209036026703765	1
CAPN14	NA	NA
CACNA1S	-0.0184812791820348	1
BPIFA3	NA	NA
CLDN16	NA	NA
SRRT	-0.0688507723459392	1
	-0.020599634359419	1
PORCN	0.133587974679048	1
FBXO42	0.223550847535689	1
	-0.0353747749659213	1
DSC3	0.448850080559513	1
MACC1	-0.123353356502894	1
CLCN4	0.420967982304041	1
PRAM1	0.0188626803389843	1
MAP3K3	0.190015965470052	1
PFKFB1	-0.201946146849418	1
RCAN3	-0.00706521633850303	1
RCN3	-0.175350455258439	1
	0	1
ABTB1	-0.200122048931205	1
	0	1
SYT12	0.160284539343116	1
SLC35A2	0.258180226188323	1
	0.0711784082328991	1
ATXN10	-0.0867122973312212	1
ISG20	0.185245758495201	1
CPT1C	-0.312167391837396	1
PCDHB6	0.182758524731042	1
TMEM181	0.311133307470599	1
TCP11L2	-0.0615052442316864	1
NSG1	-0.510857630603321	1
GGA1	-0.0968811403308365	1
TRBV25-1	0	1
SEC22A	-0.339527493410736	1
SDHAF1	-0.366087343013984	1
	0.439696119332761	1
WDR5	0.0429971075683744	1
HYLS1	-0.0276502696154639	1
	1.26800068865425	0.664172540413446
DHX36	-0.0756259124004012	1
LRRN4CL	-0.159211200789678	1
ASGR1	-0.392177310371912	1
STX12	-0.119317695880885	1
	0.0931483744377953	1
CERS5	-0.0669600830809544	1
SLC36A4	0.230466474492531	1
SH3BP5	-0.299584171225558	1
	-0.529487257305543	1
FGF1	0.605817720907818	1
	NA	NA
GPR173	0.280737973763639	1
PDGFC	0.45951319280966	1
	NA	NA
ETV3	0.247446678711143	1
CCDC25	-0.0779148928411743	1
	-0.533560219410266	1
	-0.448164024790397	1
	-0.217467140392147	1
NOBOX	0.131789607241443	1
	-0.249034034085786	1
	NA	NA
MPI	0.279713659736816	1
PCDHA11	0.0403653787504917	1
PPIP5K2	-0.00236295498556675	1
SYNDIG1L	0.0354852979795071	1
B4GALT6	0.23186680252165	1
	-0.337391663474492	1
UNC50	-0.0493089038826414	1
RTN1	-0.125528652327404	1
	NA	NA
PCSK9	0.592645861327257	1
	0.346573634731641	1
FER1L5	0.16478029468067	1
PGGHG	-0.291602233131618	1
METTL1	-0.24635155928726	1
	-0.0632485142546329	1
	NA	NA
LAPTM5	-0.0464746851287746	1
KCNJ13	0.0214771778898088	1
	-0.087571958198985	1
ICOS	-0.0912508784125667	1
CYBRD1	0.0595977659171331	1
BPIFB6	0.0117657815509476	1
RYBP	0.141923249336677	1
	-0.280283287770478	1
OR8B4	0.0105586116195765	1
	0.038853856947557	1
BTNL2	0.0673416611956242	1
C16orf89	0.0436768210673223	1
ZNF358	-0.194701759430142	1
NEGR1	0.689158760339908	1
	-0.286754315687271	1
ASPH	0.0350928296080663	1
CDK4	-0.141364917352241	1
FBXO24	-0.23598419362339	1
TMEM61	-0.0482626691998323	1
	0.0273519443274714	1
	-0.0532850945516428	1
G6PD	-0.041926934056945	1
PLD3	-0.014326858864883	1
FMNL3	0.0989068026285242	1
TONSL	-0.120061406910928	1
ATN1	0.250039345183162	1
GRIK1	0	1
BORA	0.457194131331712	1
LGI4	-0.127184726960768	1
CPN2	-0.104968559356924	1
KLF12	-0.0294047525550187	1
GPR33	-0.199643335313073	1
ITGB2	0.036338945079613	1
FAM171B	0.150916077912209	1
ZNF579	-0.648162022007291	1
ZNF507	0.173672986404221	1
PCDHGB1	0.228595729188802	1
	0.0723701835391364	1
CEP89	0.097194854059118	1
BRWD3	0.305089109282127	1
DPF1	-0.200240131973033	1
TSC22D4	0.000242809122117087	1
STX19	0.129722593128731	1
WDFY1	-0.344505510199638	1
NOTCH3	0.128733878615018	1
NECAP1	0.149846319932336	1
ELK4	0.254486142112098	1
ASCC2	0.242997880946904	1
TMEM126A	-0.362971424577787	1
LEPR	1.02692863232824	1
COQ10A	-0.047168688058014	1
	-0.507658219971673	1
ZSWIM6	0.133027874672676	1
OR11H7	NA	NA
	-0.109790617788147	1
RNF19B	0.0566850707803743	1
	0.022809422265422	1
RNF39	0.15761841260765	1
	0.0914727852227614	1
ATG10	0.0290821017993741	1
TSHZ3	0.127222444841285	1
TXNL4B	-0.221250804889671	1
PAXIP1	0.218957556919935	1
ACYP2	-0.251265220654905	1
TRAF3IP1	-0.0540785753389301	1
SHOX2	-0.778505997600343	1
DDIT4L	-0.56729708220139	1
SGIP1	-0.263707321375301	1
HTR6	-0.392124746928982	1
ARMC5	0.0291431641213041	1
PITPNA	0.0845865911385279	1
PEX5	-0.132458759679372	1
	-0.00336384490940693	1
	0.054578944418796	1
CARD10	-0.0367619227854261	1
PQBP1	-0.214164341094857	1
VWA3A	0.192695128356088	1
CHRD	-0.241896767567155	1
	-0.0973646875067596	1
HEMK1	-0.113953905215244	1
CYP11A1	-0.0114894877916384	1
ARL6IP1	-0.0226365169975338	1
COQ9	0.0323936018933967	1
MCTP1	0.27080105233727	1
GIN1	-0.031580732189124	1
	NA	NA
ZNF596	-0.208989186860914	1
	0	1
HLTF	-0.0756578983717471	1
AIRE	-0.0839142119840458	1
NDFIP1	-0.241761435053677	1
TWISTNB	-0.173580103393966	1
FAM50A	-0.259199939450552	1
RNASEH1	-0.0952424706571396	1
PAK3	0.0978080428319376	1
IL17D	-0.0836918807466739	1
	NA	NA
SEPSECS	0.255175322142464	1
	0.0206936770506443	1
MAZ	-0.0452311501848717	1
SF3B3	0.113870035415756	1
TMEM243	0.00283441581535281	1
DDX49	0.0233609187685547	1
POU4F1	0	1
ZSCAN31	-0.13325572558009	1
ZNF628	-0.36877817683277	1
PHC2	0.101943641113909	1
GUCY2D	-0.192555712270442	1
CCDC14	-0.0357028323734313	1
TNNT1	-1.10398166349734	1
ZNF146	-0.0368842533608666	1
LDAH	-0.112443288775013	1
SNX17	0.0907458529772696	1
	NA	NA
	-0.0013347052899086	1
DVL3	0.260775222275988	1
	-0.0145276152680155	1
	NA	NA
SUSD2	-1.30854275708203	0.918756046569177
CDK10	-0.309689903762993	1
	-0.572013522274967	1
C22orf31	0	1
PIK3C2A	-0.0379326329495867	1
ULK4	0.254249830654697	1
PRSS16	-0.431491990977217	1
	NA	NA
PYY	-0.0478438844615003	1
CAMKV	-0.903915480043421	1
BBS2	0.0828985376099439	1
KCNK5	-0.232455673141721	1
FUK	-0.156898184687265	1
DTX2	0.134043689983357	1
CGA	0.229947976749634	1
ILDR1	0	1
VGLL1	0.186826290397665	1
	0.177551944474917	1
SPACA4	NA	NA
MID1IP1	0.0290485919739692	1
SERTAD3	0.0715511427476364	1
POLR2C	-0.041688131599817	1
RALB	-0.253707742804589	1
SPSB2	-0.35166730907102	1
PROS1	0.0145344671106564	1
	0.133401544863624	1
TSSK4	0.0199739709500132	1
MIB1	0.0168327959289478	1
	-0.0172216757876281	1
GREB1	0.499153604357851	1
	-0.425619571525991	1
MDH2	0.208662942873743	1
MCM3	0.138814302130645	1
NUDT13	0.0921819003481956	1
	-0.226876518334713	1
	0.507027589902107	1
	-0.32804805173275	1
ADGRG5	0.0478044638926569	1
RPL27	-0.497368512797119	1
	0	1
RUFY3	-0.124012407640781	1
	0	1
COL2A1	0.238749697285003	1
	-0.438187816711261	1
	0	1
FAM3D	0.0106126424877727	1
SSPN	-0.232660045428086	1
CACNG7	-0.0538028187348899	1
CSE1L	-0.260111366412921	1
TFAP2B	0.0328700354260893	1
PTPN6	0.0220740637180017	1
NEMP1	-0.105530398210769	1
HDAC6	0.0394779468356118	1
	0.105910167272658	1
PGLYRP2	-0.364750894667209	1
VASN	0.0879491886536522	1
GAS2L1	-0.187845676518955	1
	0.315350721313001	1
TEAD2	-0.134098047173765	1
POLR2G	-0.212253430781107	1
ALDH1A2	-0.382345090542905	1
PXDC1	0.136308026271166	1
FJX1	0.386460015592334	1
SMIM26	-0.308181351566829	1
	-0.0462426234789425	1
TP63	0.0254607091351203	1
	-0.019205703491598	1
	0.017349845301145	1
COBLL1	0.135228039837991	1
FTSJ1	0.111681808517616	1
DOCK4	0.306049670154902	1
PCDHA4	0.222583121260105	1
ATM	0.115464363204511	1
AGAP3	0.0490536311699438	1
SPATA19	NA	NA
SENP8	-0.0775360039421513	1
TAP1	-0.000297079262048009	1
CXXC4	-0.0574310374276722	1
COLEC11	-0.40405751655572	1
	0.435008491853113	1
UBE2Z	0.0538604397599744	1
	0.184992751276874	1
SLC35C1	-0.324103196852561	1
GFM1	0.00714377489120986	1
CDH1	0.659150733084921	1
THOC1	-0.134129989599961	1
	0.879345629723229	1
	NA	NA
TBRG1	0.116500283702436	1
FBXO2	0.663945804969094	1
	0.162174244474093	1
	-0.166813218343614	1
SNRNP27	-0.261169327425517	1
EEF2	0.00924514215377028	1
	0.782807371312294	1
ACTR6	-0.20252281783517	1
TP73	-0.427099847621573	1
KMO	0.00791573480692101	1
	0.0957544598309615	1
DVL2	0.353457514107962	1
BCL10	0.084132386850884	1
SERPINE1	0.359518080069077	1
NCK1	0.000487476741884949	1
REV3L	0.0442406931370761	1
DENND2D	0.0300132339503336	1
GABRA3	-0.145031241527272	1
MEIOB	0.0231950239808633	1
HIC1	0.153340695015976	1
TMPRSS7	0.33504563601878	1
IRS1	0.232348575811745	1
RECQL4	0.067446179450396	1
IQCA1L	0	1
SNX20	-0.551176741431584	1
KDSR	0.0880797637476754	1
SEBOX	0.0135031187868694	1
MDH1	-0.154476845695116	1
ZNF746	-0.173777335159663	1
ZGLP1	0.0125846275272256	1
	-0.0165465096871265	1
SLC10A3	-0.028724027088722	1
CALM1	-0.213947800302116	1
ST6GAL1	0.255964892072423	1
GPR45	0.0283692141773329	1
TADA2A	-0.10592197314639	1
ESR1	-0.205733282650091	1
HMGXB4	0.12247821144907	1
ENTPD3	0.322911305834902	1
CDH4	-0.164276063817197	1
TMEM72	-0.0178907075860784	1
ENPP4	0.102709179502762	1
	NA	NA
MON1A	-0.128923675953184	1
NOA1	0.107054603485975	1
	NA	NA
FBRS	0.0394699212384452	1
CSF3R	0.492624331060119	1
NLE1	-0.106924171551529	1
	NA	NA
FAM118B	-0.18438909051204	1
KCNAB1	-0.294933215059889	1
	NA	NA
IL9	0	1
SLC15A4	0.0178782303250034	1
C2CD2	0.145125390179646	1
SFRP1	-0.0171099658845771	1
BOC	0.137297070210301	1
NUP93	-0.112073872415867	1
FNDC5	0.0209251477223979	1
SULT1C4	0.0712744107918489	1
AP1M2	0.500956467065919	1
SUGP2	0.0999708472924659	1
SPAG8	-0.439858750227199	1
CCR8	0.27029525929511	1
MMGT1	0.0758373872956393	1
RNMT	0.0444854669076502	1
TMEM106A	0.138363694885071	1
ELN	-0.132689472230154	1
CABP7	0.422753613549988	1
HEPACAM2	0.0468919279115164	1
PBLD	0.123036324287849	1
SCRT1	NA	NA
PDHB	-0.0837981722681427	1
ITLN2	0.249864144528927	1
PRR3	0.522537317768695	1
	0	1
SH3BP5L	0.15283320945323	1
LCLAT1	-0.0584712608580109	1
ANAPC4	-0.342421831954369	1
ALKBH1	-0.112563322582832	1
ZNF277	-0.375366413191558	1
URI1	-0.0514900431120249	1
	-0.0936871292616233	1
GLIPR1L2	0	1
	-0.077519436376648	1
IGFBP5	0.391326424755237	1
	NA	NA
	-0.516328529742061	1
	-0.144909048269316	1
PTP4A1	0.143166582950709	1
MCCC1	-0.00501019428241354	1
C6orf136	-0.100351937489131	1
	NA	NA
OGFOD1	0.0890901227884186	1
SSBP4	-0.405185186166815	1
SPDL1	0.0623791682096628	1
EIF4H	0.00442087489032345	1
SMKR1	-0.616549323292513	1
PTPRR	-0.0989932840568792	1
FAM83E	-0.125241390811217	1
CHMP4C	0.0842774482402862	1
SLC38A5	-0.0512947148100809	1
TTLL5	0.2324352741115	1
EDARADD	0.773818357201229	1
	0.075796368608526	1
SGPP2	0.366119953214519	1
MTUS2	0.0158020457493971	1
DNAJC1	-0.00405799401741159	1
MSRB3	0.0403299149777531	1
SAMD13	0.675830300581656	1
KLF13	0.0478514682429945	1
POU4F2	NA	NA
MFSD1	-0.318376153667573	1
HMGCL	-0.18778216858154	1
NUP153	0.3582758050698	1
	NA	NA
DDX28	0.198752412966041	1
MAP3K5	0.130363557994562	1
ULBP1	-0.0507458292579728	1
TGM3	0.827052307770314	1
FDFT1	0.115243084565376	1
	-0.0858633297910483	1
	0	1
	0.00804322093286466	1
LSM14B	0.325180533937837	1
	-0.126597395586419	1
	NA	NA
	0.0333068209163295	1
DPP9	0.21243992038314	1
	-0.232334238655467	1
TMPRSS6	-0.156238236516269	1
GRHL1	0.282924448554009	1
GLCE	0.0575958240774813	1
TKTL2	-0.226102756772067	1
DNAJC3	-0.0267840330792582	1
DNAJC24	-0.440037165645692	1
SLC49A3	-0.15039143868965	1
