ID	OAvsNonOA_logFC	OAvsNonOA_padjFilter
CA5B	0.0230675557873017	0.886514832313021
CA6	0.0278860618479388	0.553633375784826
CA7	0.0175736261745616	NA
CA7	-0.0313256744694179	NA
CA8	-0.0248359166610959	NA
CA9	0.469519825448158	0.181409499364625
CAB39	0.298016032351642	8.87635470558131e-05
CAB39L	0.636912167531015	4.2622367093232e-07
CAB39L	0.521566429316106	6.1848950886376e-06
CAB39L	0.106071245798133	0.00384087271405726
CABC1	0.112172151780847	0.402480072229351
CABIN1	0.123949053019162	0.0464212832572643
CABLES1	0.105875972279438	0.119556940399595
CABLES2	0.102120064723318	0.122703055706281
CABP1	0.00867810430371119	NA
CABP1	0.0238112493047913	NA
CABP1	-0.00294708668255428	NA
CABP2	-0.00875701849424892	NA
CABP2	-0.0297289604218571	NA
CABP2	0.0366667044360982	NA
CABP4	-0.0287507347787459	NA
CABP5	-0.0103180856239096	NA
CABP7	-0.00220533293803538	0.956042505236005
CABYR	-0.00140668797768395	NA
CABYR	0.0139786036162084	0.859003952656389
CACHD1	0.161573993281236	0.298731485307105
CACHD1	0.00941233981121847	NA
CACNA1A	-0.00341072913256735	NA
CACNA1A	0.00286926001294052	NA
CACNA1B	0.0335100044551924	0.483975981417785
CACNA1C	-0.0177180620725848	NA
CACNA1C	0.0500650301272714	0.230637745821753
CACNA1C	0.0543447917473374	0.350159904228913
CACNA1D	-0.00592962137304376	0.920822628394481
CACNA1E	0.0915182547678608	NA
CACNA1F	0.0088235611919405	NA
CACNA1G	-0.012991564945378	NA
CACNA1G	-0.00843740491512879	NA
CACNA1G	0.00632480705171723	NA
CACNA1G	0.0480095207483693	NA
CACNA1H	-0.027641317901419	0.867137642386772
CACNA1H	0.0035068970257619	0.973211800545476
CACNA1I	0.0189349016829254	NA
CACNA1I	0.113632372926049	0.472190025394725
CACNA1S	-0.056710715533514	NA
CACNA2D1	-0.0155469529547707	0.776211084547653
CACNA2D2	0.0651974150031966	0.139016336628727
CACNA2D2	-0.0267093791294482	NA
CACNA2D3	-0.0169429331723459	NA
CACNA2D4	0.00464880181685867	NA
CACNA2D4	0.10685639561922	0.0558860582292974
CACNB1	-0.0404091524619972	NA
CACNB1	-0.0696524269635272	0.0969689544526367
CACNB1	-0.0332876253178718	NA
CACNB1	-0.00533704299146986	NA
CACNB2	-0.120948480761991	0.00746363002008203
CACNB2	0.0359955810762136	NA
CACNB2	-0.0469847374045074	NA
CACNB2	-0.0404855060460898	NA
CACNB2	-0.0218671275594167	NA
CACNB3	-0.145001423778218	0.0877931194333097
CACNB4	-0.039374746206863	0.387591102425051
CACNB4	-0.014429119215623	NA
CACNB4	-0.0113308977297786	NA
CACNG1	-0.000931049291306607	NA
CACNG2	-0.0157131765720777	NA
CACNG3	0.00623192504630055	NA
CACNG4	-0.0011371641428024	NA
CACNG5	-0.00973858323085253	NA
CACNG5	0.0389858850859541	NA
CACNG5	0.00914103445045367	NA
CACNG6	-0.0270953974763817	NA
CACNG6	0.0299420616185344	NA
CACNG6	-0.0238433227504835	0.584348555629159
CACNG7	-0.0353835099054658	NA
CACNG8	0.0177858328524687	NA
CACNG8	0.0157386153456063	0.773097284787013
CACYBP	0.174049775776023	0.0725256688282668
CACYBP	-0.394793000409598	1.08713540532243e-05
CACYBP	-0.0335769828087482	NA
CAD	0.233067458114021	0.00722383098957077
CADM1	0.111852379166975	0.449646665772846
CADM2	-0.0418477745911368	NA
CADM3	0.0295925118034877	NA
CADM4	-0.0251627195409112	NA
CADPS	-0.0138782325165145	NA
CADPS	-0.045612467550221	0.269556326068063
CADPS	0.014453748148636	NA
CADPS2	-0.0568752621057058	NA
CADPS2	-0.223583461715399	0.085920337846874
CAGE1	0.00883926042950112	NA
CAGE1	-0.0337934703840013	0.398270834525594
CALB1	-0.0444398308292566	NA
CALB2	0.0233706051628939	0.477146454284725
CALB2	0.0556287817895118	NA
CALCA	-0.0613302466135064	NA
CALCA	-0.314989198663985	0.00122680805997427
CALCA	-0.00306407268582021	NA
CALCB	0.00456333953321586	NA
CALCOCO1	-0.421508118766162	7.70912675553147e-07
CALCOCO2	-0.272162783334533	0.0095388317969845
CALCR	-0.022295998007646	NA
CALCRL	0.0309340510134781	NA
CALD1	0.188257260806207	0.203523341645055
CALD1	-0.152294584056374	0.384531713053503
CALD1	0.037269734154048	NA
CALHM2	0.0284154221010811	0.71511360711038
CALM1	1.21204748963311	1.36258812860875e-09
CALM2	0.026755787312382	0.765280770779392
CALM3	0.569718014859507	1.87637615096592e-07
CALML3	0.02175050686155	NA
CALML4	0.0297391256776827	NA
CALML4	-0.100151132405112	0.0223208404606386
CALML4	-0.160847922804697	0.00256658586622809
CALML4	0.0704176701409054	0.0824236074650985
CALML5	0.0102794731544611	0.836623764339544
CALML6	0.0716358213942376	NA
CALN1	0.0101543130165656	NA
CALN1	0.043740615888149	0.409977322607933
CALN1	-0.0606648171458559	0.382987305929867
CALR	0.114565873821938	0.262988458639154
CALR3	-0.00839150451954218	0.856026517811522
CALU	0.430696008906271	3.47079903706089e-05
CAMK1	0.00463022564659443	0.942450736109969
CAMK1D	0.0531720782924126	0.671837595531199
CAMK1D	0.0854783323645574	0.426028335448168
CAMK1D	-0.0268149107733988	NA
CAMK1D	-0.025873209723744	NA
CAMK1G	0.0278033198475667	NA
CAMK2A	0.0380448362641648	0.671479553607844
CAMK2B	0.0356105290073661	NA
CAMK2B	0.0173076975729956	0.689350757930615
CAMK2B	0.0632548688630177	0.426563124185686
CAMK2B	0.047752914420526	NA
CAMK2B	-0.0093943398379297	NA
CAMK2D	-0.374166583599388	0.000509521260561981
CAMK2D	-0.245302375548349	0.00010836587607346
CAMK2D	-0.138041928389146	0.000843501515803564
CAMK2D	0.0100615331262599	NA
CAMK2G	0.452735691366097	2.33483193955292e-06
CAMK2G	0.201862082199963	1.40905902680697e-05
CAMK2N1	0.0604781651578943	0.604509854020492
CAMK2N2	0.0249308679282709	NA
CAMK4	0.0536222436527067	NA
CAMK4	0.00430528380940842	NA
CAMKK1	0.00677998196713947	0.876946047609002
CAMKK1	0.0485043566856769	NA
CAMKK2	-0.0109724028728566	NA
CAMKK2	0.0348932511447808	NA
CAMKV	-0.0520829835539898	NA
CAMLG	-0.209053241582435	0.0048478300809013
CAMP	0.0641743297534578	0.486221129220657
CAMSAP1	0.135785635930775	0.0910794588897339
CAMSAP1L1	0.809521174221821	2.72742750154796e-07
CAMTA1	-0.211036791058245	0.000917655958483593
CAMTA2	0.0532567407354847	NA
CAND1	0.0237779283584327	0.795651451720839
CAND2	0.0256384771534739	NA
CAND2	0.0797492555868944	0.266851611882696
CANT1	-0.0285553325954471	0.784616341884434
CANX	0.0121542966752628	0.884751688817062
CANX	0.0247754320207143	0.810169244408168
CAP1	-0.00066944256760948	0.995846250913592
CAP2	0.331943137101314	0.00167471700206306
CAPG	0.0859433670185004	0.0845469637193948
CAPN1	0.0645292466711993	0.299394759326405
CAPN10	-0.0666399177592769	0.179470754276687
CAPN10	0.010003775129606	NA
CAPN10	0.00507266705299969	NA
CAPN10	-0.011232748582743	NA
CAPN10	0.0340611164390605	NA
CAPN11	0.0316474412314554	NA
CAPN12	-0.0461952566629096	0.319473917510057
CAPN12	-0.0643648834694686	0.165545181317726
CAPN13	0.0133372954362159	NA
CAPN14	-0.0427250324783959	0.291021368585147
CAPN2	0.162726317983723	0.00156801416527598
CAPN3	0.0381774814684652	NA
CAPN3	-0.00271143618223491	NA
CAPN3	0.10075277608202	0.160858341677218
CAPN3	0.123075877345221	0.0204920797583235
CAPN5	0.0445047654679245	0.302555355530107
CAPN7	-0.0335228771559972	0.589196614927869
CAPN7	-0.228802243344115	0.0150872126496308
CAPN9	-0.0190992589808516	NA
CAPN9	0.0303451138646125	NA
CAPNS1	-0.0151019917343866	0.896328864882957
CAPNS1	0.0910233820435753	0.534287368424987
CAPNS2	-0.00515898642079193	NA
CAPRIN1	0.103210173876748	0.0185293813224207
CAPRIN1	-0.11381008520695	0.259249638150282
CAPRIN1	0.152658787050619	0.0187946684788008
CAPRIN2	0.112318367413016	0.113221407159181
CAPRIN2	0.111809802773305	0.136157758450332
CAPS	0.430728792894919	0.00174614209789589
CAPS	0.625227908517191	1.90911891278042e-07
CAPS2	-0.0483454901383347	NA
CAPSL	-0.0107059198430646	NA
CAPSL	0.0201653538260063	NA
CAPSL	0.00845092256485014	0.853195631063397
CAPZA1	-0.0197598839984776	0.7400642941276
CAPZA1	0.0236854449331672	NA
CAPZA2	0.326085946765394	0.000271819346031429
CAPZA3	-0.01061358492771	NA
CAPZB	0.22064223677842	0.000973297591938304
CAPZB	0.174557996102438	0.0380112471050425
CARD10	-0.0292905430108803	NA
CARD11	-0.0961848140404244	0.0824236074650985
CARD14	-0.0200262926468362	NA
CARD14	-0.0105663091047754	NA
CARD14	0.00253997851664423	NA
CARD18	0.00738904665540474	NA
CARD6	0.0489215240743794	0.173070151658745
CARD8	0.00828536555321868	0.94974151875635
CARD9	0.0974888723475953	0.161886874649605
CARHSP1	-0.818627364325089	3.57277857779325e-07
CARKD	-0.0274386194902849	0.711315996527496
CARM1	0.248866281232162	0.00282172392728499
CARS	-0.0697458521126544	0.196906546421929
CARS	-0.313886658384906	0.00382685345011202
CARS2	-0.0294394792284542	0.619616150503026
CART1	-0.103738084179699	0.0451355742070739
CARTPT	0.00142405786247046	NA
CASC1	-0.0126701394209832	0.857265696313082
CASC2	-0.00768133594163345	0.877781740363077
CASC2	-0.0470496040299277	0.424898359833568
CASC3	-0.34723301714377	0.00442660740488985
CASC4	0.409151341599723	0.00126542195750843
CASC4	0.53321946085544	2.22562502130225e-05
CASC5	-0.0212077767273158	NA
CASC5	0.00379871412586663	NA
CASD1	-0.018497946594648	0.869157722262429
CASK	0.156744785201344	0.0127449252731401
CASKIN1	0.0282982863256453	NA
CASKIN2	0.0312726592650456	0.496347610645055
CASP1	-0.0161605807486724	0.790277920048851
CASP1	0.00285526238174061	NA
CASP1	-0.086924801878915	0.186041690694742
CASP10	-0.0786754496030371	0.0495375475938068
CASP10	-0.0625230984318552	0.173126173973229
CASP12	-0.357338523653445	1.46019035084588e-06
CASP14	0.009568472634359	NA
CASP2	0.00702858323727895	NA
CASP2	0.319734244948144	0.00202696660795082
CASP2	0.0672186322706452	0.238174487303636
CASP3	-0.178567184174238	0.0371549803060721
CASP3	-0.0718877762101222	0.246612294954855
CASP4	0.00847914307232323	NA
CASP4	-1.37096104443418	3.55067791491845e-10
CASP4	0.00533016167861877	NA
CASP4	-0.207410094264185	6.45650138791521e-06
CASP5	0.0248140013674671	NA
CASP6	0.0476750913790545	0.324128071910209
CASP6	-0.00516095474782396	0.924497265763151
CASP6	-0.0621085911332013	0.340460993682681
CASP7	-0.140365077440366	0.111802576460142
CASP7	0.0420567501649014	0.451514367725212
CASP7	0.00715393846650514	NA
CASP8	0.000605909633467405	0.99045030846512
CASP8	0.0140415932939053	NA
CASP8	-0.0281603541367881	0.458142851396868
CASP8	0.0422510801184268	NA
CASP8	-0.0120656569631565	NA
CASP8AP2	-0.0235626957038981	NA
CASP9	-0.01651375422641	0.763817385320232
CASP9	-0.303325046852864	0.00203043307963973
CASQ1	0.00842156810567207	NA
CASQ2	-0.0385187169231314	0.272271060562448
CASR	-0.00898193845067752	NA
CASRL1	-0.0788644589460965	NA
CASRL1	-0.0574429646660679	NA
CASS4	0.0146623616067094	NA
CAST	-1.06962249061786	1.24307951219716e-09
CAST	-0.0169556342373429	0.745079050717112
CAST	0.056066847805079	NA
CAST	0.0885487751407892	0.309599275446422
CAST	-0.0248390820151929	NA
CAST	0.00626903747270724	0.957797643615653
CASZ1	-0.164084901128235	1.75007584622405e-05
CASZ1	-0.00717916229657156	NA
CASZ1	-0.0402590187799881	0.289883864044082
CAT	0.201098879342831	0.00209732943773446
CAT	0.247663897187298	0.0488085780125595
CATSPER1	-0.00803722648946437	NA
CATSPER2	0.0601304802079916	0.182578501824837
CATSPER2	-0.073206953092555	0.644051984444223
CATSPER2P1	-0.197182017214583	0.000179064937509157
CATSPER2P1	-0.0380501764642176	NA
CATSPER3	0.0143126549138612	0.784616341884434
CATSPER4	0.0242904321160902	NA
CATSPERB	0.0403287228130189	NA
CAV1	0.0158401842281322	0.940654155516887
CAV1	-0.466140060134201	0.0120221905240246
CAV2	0.517400894347977	0.000184338651645528
CAV2	-0.220829429359716	0.0480861873262186
CAV2	0.103008800132722	0.0400712908216238
CAV3	-0.0304552783296934	NA
CAV3	0.0110431008062495	0.879117906147296
CBARA1	-0.00788666675263805	0.887137022689782
CBFA2T2	0.233256281662563	0.000138063834060377
CBFA2T2	-0.00460683675879636	NA
CBFA2T2	0.0224231065347471	NA
CBFA2T3	0.0200688742466788	NA
CBFA2T3	-0.0919487152473533	0.0214018458779407
CBFA2T3	-0.0318714014892585	NA
CBFB	0.133482140073424	0.136974682045813
CBFB	0.0351736376433545	NA
CBL	0.0402523159027117	0.51089711260841
CBL	0.0692709145646377	0.243336544856933
CBLB	-0.961330797468991	1.45357491963933e-05
CBLC	0.0240668285016987	NA
CBLL1	-0.0606848755628242	0.23894858317931
CBLL1	-0.0550176166594216	0.297262159036234
CBLN1	-0.0418988886149565	NA
CBLN2	0.0171442307835461	NA
CBLN3	0.169608157347968	0.14042575468291
CBLN4	0.10594857439314	0.288590443147191
CBR1	-0.0643449422605293	0.172249370252998
CBR3	-0.288527556077603	0.0216510585331499
CBR4	0.481764824828444	1.4384889184606e-05
CBS	0.00477038982337952	0.983100459597311
CBWD1	0.00406653239984944	NA
CBWD1	0.0142631219964944	NA
CBWD1	-0.0077336153213956	NA
CBWD2	-0.0281399441576813	NA
CBWD5	-0.502620557504081	4.37444511343067e-05
CBWD6	0.00773624786128924	NA
CBX1	0.190000797683014	0.00752248692682488
CBX2	-0.0287008472474444	0.568062196595582
CBX2	-0.0250168782800744	NA
CBX2	-0.000996499671623852	NA
CBX3	0.0192654883564565	0.674477770549365
CBX3	-0.0392488102725768	0.538811059987711
CBX3	0.0306903548181632	NA
CBX4	0.185468437193633	0.00272372374583742
CBX5	-0.0660000086978805	0.543911221899753
CBX6	0.498891525331253	0.000892764650911658
CBX7	0.257571616037977	0.0719163475504019
CBX8	0.00104025971040578	0.979757744077487
CBY1	-0.0117809729724936	0.906790093395471
CBY1	0.0380991397932977	NA
CBY1	0.0182263886142504	NA
CC2D1A	0.0512749269859514	0.17291284030447
CC2D1B	0.13399607718578	0.0486471728914125
CC2D1B	0.0700184419637679	NA
CC2D2A	0.475283599310064	1.82475679648682e-07
CC2D2B	-0.00380249330469429	NA
CCAR1	0.00804986166062527	0.862494238369634
CCBE1	-0.0731102323179025	0.319706880695528
CCBE1	-0.031413249992279	NA
CCBL1	0.0461070787068456	0.438389450578971
CCBL2	-0.419194327162201	0.000527157876428124
CCBL2	0.0235916379625838	NA
CCBL2	-0.0283296322419737	0.574870884807149
CCBL2	-0.198237147478448	0.0228571732608189
CCBP2	-0.18540341084204	0.517492736657031
CCDC101	-0.180322135269964	0.00518570844602558
CCDC101	-0.222906030588227	0.00102946588832829
CCDC102A	0.332785380141587	0.000407033826049728
CCDC102B	-0.000719896423179378	NA
CCDC103	0.0421090021331931	0.528106124824984
CCDC104	-0.524013212005487	3.31643390313716e-06
CCDC104	-0.0250952402642728	0.640304351710567
CCDC105	0.00658455943186098	NA
CCDC106	0.361985782588055	4.17336526203171e-05
CCDC107	-0.0498547908115752	0.491812531520826
CCDC108	-0.036314899150228	0.518019364760394
CCDC108	0.0811864719277082	NA
CCDC108	0.00255086740150645	NA
CCDC109A	0.00593343557525827	0.942024997529647
CCDC109B	-0.847466515240136	6.27339160785928e-06
CCDC11	-0.0344445144642895	0.471954938008039
CCDC110	0.147740519975993	0.064576953026149
CCDC111	0.161635122504052	0.00160949039619574
CCDC112	0.0972218229720916	0.0276230512995304
CCDC113	-0.0295182982224462	NA
CCDC114	0.0486910406352257	NA
CCDC115	0.123374503898498	0.22542410695492
CCDC116	-0.0175789471072534	NA
CCDC117	-0.0263850495116165	NA
CCDC117	0.0492079917656678	0.582942768877388
CCDC12	0.115958824557881	0.0538780510451506
CCDC120	0.00358134561035239	0.9657396054561
CCDC121	0.0354909485071042	0.364089095727293
CCDC121	0.279184386631381	1.96765441947192e-05
CCDC122	-0.0125101553113609	0.754671235422141
CCDC122	0.0155675406869982	NA
CCDC123	-0.0681392873793722	0.188038519081648
CCDC124	-0.0545868603602164	0.424587591403097
CCDC126	-0.00712045661882232	0.934169928355713
CCDC127	-0.0959891635793841	0.237471751499849
CCDC128	0.0420700971740917	0.477717082771401
CCDC129	0.47232910936643	0.000537862449534136
CCDC13	-0.0159999371539286	NA
CCDC13	-0.00190993212815016	NA
CCDC130	-0.114530963416534	0.142701358079926
ZFC3H1	-0.322452974528712	2.87344111666481e-05
CCDC132	0.125710382796399	0.0356429856124156
CCDC132	0.0249508438943122	NA
CCDC132	0.00822599984741323	NA
CCDC134	0.0178733664215835	0.690431010659301
CCDC135	-0.022883303610409	NA
CCDC135	0.0323345993295492	0.507508608418944
CCDC136	0.372886374651842	2.03796694963385e-05
CCDC137	0.0215626547072461	NA
CCDC138	0.0512112362485029	0.145553564959784
CCDC14	-0.0757005368002233	0.563470823869497
CCDC140	-0.0718952297496704	0.0905527133980626
CCDC141	-0.00542074958285887	NA
CCDC142	-0.0193299292220246	NA
CCDC144A	-0.00519307367250388	NA
CCDC144A	0.00564920823590054	NA
CCDC144A	-0.0143603461665265	0.726455834707234
CCDC146	-0.0400101709119873	0.551834889155307
CCDC147	-0.162710453448355	0.00271145082900479
CCDC147	-0.0537184142925407	0.146180039902666
CCDC148	-0.0199367504510501	NA
CCDC149	-0.0523181813881139	0.316540083585023
CCDC15	-0.0830328152867867	0.299957961462778
CCDC15	0.0199675782626443	0.781531362009518
CCDC150	-0.0117633750355735	NA
CCDC153	0.00130538644571132	NA
CCDC153	-0.0109578845446352	NA
CCDC16	-0.0252778348609439	0.772978713852206
CCDC16	-0.202787984145107	0.0099038401831358
CCDC17	0.0571247690242958	0.168376248677128
CCDC18	-0.0278429446864381	NA
CCDC18	-0.0615997951166616	0.129964111506576
CCDC21	0.0163018567041489	0.829747083826931
CCDC22	-0.0223038287684201	0.670490315925256
CCDC23	0.238617584382364	0.0383223690236968
CCDC24	0.237747247782194	0.00345773931898657
CCDC25	0.0809540164455189	0.1732038783933
CCDC25	0.395508268533092	1.38476373321995e-07
CCDC26	-0.0256523559543655	0.659768546474787
CCDC27	0.033740539960978	NA
CCDC28A	-0.526314695784789	7.26478923723284e-06
CCDC28B	0.212749458078966	0.000906275876727751
CCDC28B	0.205922359338078	0.00141443978703098
CCDC3	0.517355419735177	0.0589193588417438
C15orf57	-0.51478295673919	5.75334530006479e-07
CCDC33	0.00475363902424775	NA
CCDC34	0.00155391783325154	NA
CCDC34	0.196785903783384	0.0080923799830511
CCDC34	0.535648315381804	7.15626853268909e-07
CCDC35	-0.0651624701972153	0.064504617495675
CCDC36	-0.0365017189682133	0.473130497449196
CCDC37	-0.0336221066390783	NA
CCDC38	0.0367082320515522	NA
BEND4	0.0236978418336928	NA
CCDC4	-0.025301515320006	0.587931019990224
BEND4	-0.0747504518713145	0.312017793817167
CCDC4	0.0118775313759043	NA
CCDC40	0.017912651049711	NA
CCDC40	-0.0169412664121635	NA
CCDC41	0.0537900616339169	0.24361703032089
CCDC41	0.186653254086578	0.00791824854717619
CCDC42	0.0212556600281291	NA
CCDC43	0.0718124140700986	0.10644293171664
TACO1	0.190342202766372	0.000152809758510155
CCDC45	-0.591346372302596	6.01912132177428e-07
CCDC46	0.0358667312240586	0.488741826298543
CCDC46	-0.0385631314781758	0.531764996580105
CCDC46	0.0591110271602986	0.555824141925838
CCDC47	0.0392962121541736	0.615570042472681
CCDC48	0.0489597568048978	NA
CCDC49	-0.157019742802326	0.00297718625352524
CCDC5	0.0982251089581219	0.0909312059422039
CCDC5	-0.0274019221772166	NA
CCDC50	-0.296561563078475	0.00330349340964991
CCDC50	-0.0382653261173305	NA
CCDC50	0.000444754275283898	NA
CCDC51	0.142726428088536	0.00266961877225727
CCDC52	0.0257184990290069	NA
CCDC53	0.316501805276577	0.00215490337314398
CCDC54	-0.0126946808585862	0.81158686825125
CCDC55	-0.0243794766044774	0.677596940690615
CCDC56	0.26595234444898	0.000120929036130892
CCDC56	0.0115411901058913	0.805567722376199
CCDC57	0.00852152701644915	NA
CCDC57	0.050787599218804	NA
CCDC58	0.750278929694	0.0346110968228411
CCDC59	-0.338653603170863	0.00207944177407149
CCDC6	-0.284308487768509	0.00310951261576318
CCDC60	-0.000754185417157771	NA
CCDC61	0.058589505553468	0.28053172710471
CCDC62	-0.0194168922176496	0.748273262261935
CCDC62	-0.011011050439425	NA
CCDC63	0.00152129316167748	NA
CCDC64	-0.0388803774601669	NA
CCDC65	-0.0333064826653633	NA
CCDC66	-0.0733650723115922	0.423751498927766
CCDC67	0.00581195344379104	NA
CCDC68	0.216650912452101	0.350391349714714
CCDC68	0.0277477211345705	0.704646325907651
CCDC69	0.0100683065445857	0.885153501473663
CCDC7	0.0438534187766404	0.176985750363559
CCDC7	0.00355627782272716	NA
CCDC7	0.00781520044329032	NA
CCDC70	0.00517195041931018	NA
CCDC71	0.0744932287028073	0.156780308545152
CCDC72	0.0584052775459263	0.372032142158587
CCDC73	-0.0487491429678535	NA
CCDC74A	0.0808294304671229	0.100790491976515
CCDC74B	0.0269941070951347	NA
CCDC75	-0.00720733827267406	0.871380506573648
CCDC76	-0.0621233660752498	0.524357007713748
CCDC77	0.0405434833823666	0.536940153408789
CCDC78	-0.0315408466200244	NA
CCDC78	-0.0142458862028683	NA
CCDC8	0.136738969929354	0.00885708103027605
CCDC80	0.426175360437577	0.00453711939571038
CCDC80	0.545961310145143	6.53727506735543e-05
CCDC81	-0.0395786964065241	0.276565051566394
CCDC82	0.00633338175425902	NA
CCDC83	-0.0270804129549358	NA
CCDC84	0.0432867759746944	0.659568601012646
CCDC85A	1.04097203242037	7.69833609678958e-06
CCDC85A	0.516133367370125	0.000244391472502991
CCDC85B	0.0114493886572049	NA
CCDC86	-0.102685390623245	0.10033993082618
CCDC87	0.034240827729918	NA
CCDC88A	0.349982586668798	2.86663815275111e-06
CCDC88B	0.0340623345307209	NA
CCDC89	0.189370970919342	0.0056462205080297
CCDC9	-0.0164539642659367	0.779687856644475
CCDC90A	-0.0427573721602306	0.538811059987711
CCDC90B	-0.0957664229480404	0.10599165648834
CCDC90B	-0.13399059596866	0.0278853921112561
CCDC91	-0.0197688916179377	0.880245926756656
CCDC91	0.0312079106889955	0.509494790128006
CCDC92	0.269042133987796	0.00299159777976836
CCDC96	0.00926715809941037	0.816155210506395
CCDC97	0.191706317735157	0.00218916604241234
CCDC99	0.208939546530524	0.000112406175395841
CCHCR1	-0.0436480600407592	NA
CCIN	0.000751775012725275	NA
CCK	0.0132043316791179	NA
CCKAR	-0.0374953271873144	NA
CCKBR	-0.0211231493507915	NA
CCL1	0.0881561700147637	NA
CCL11	0.00652271857748143	NA
CCL13	0.011543808308998	0.734510743757443
CCL15	-0.00601178798495372	0.900697487039306
CCL15	-0.00237466411060083	NA
CCL15	0.0468932077930448	NA
CCL15	0.0658610469970791	NA
CCL16	0.0344718405623672	NA
CCL17	-0.0178953631552412	NA
CCL18	0.0585627872217982	NA
CCL19	-0.0817145970399844	0.0130185138597624
CCL2	-1.63661989633695	0.000399980656632142
CCL20	-3.85985785768776	6.05385351443039e-10
CCL21	0.00586309254874706	NA
CCL22	-0.00324806379535403	NA
CCL23	0.0298887483400838	NA
CCL23	-0.0240688242563207	0.586632962398518
CCL24	-0.0263845878305231	NA
CCL25	0.0296408208417578	NA
CCL25	0.00827177093742026	NA
CCL26	-0.0147201088528819	NA
CCL27	0.0148848781267317	NA
CCL28	-0.174465805805861	0.126268535853409
CCL28	-0.105992479424245	0.149280772882417
CCL28	-0.18896954025332	0.00602272575675337
CCL3	-0.117770866697531	0.204949572104595
CCL3L1	-0.0120255987291822	NA
CCL3L1	-0.0344375458758899	0.572812885425294
CCL3L1	0.019089033709573	NA
CCL3L3	-0.173781636931238	0.2713836738905
CCL4	0.0106451428628231	NA
CCL4L1	0.0596677315226017	NA
CCL4L2	-0.0264622492486186	NA
CCL4L2	-0.0115422851510703	NA
CCL5	0.0196073625283697	NA
CCL5	-0.0463773593719026	NA
CCL7	-0.0166830451285067	NA
CCL8	-0.0405185559474788	0.411253327908799
CCM2	0.0673302194286238	NA
CCM2	-0.0402831296479746	NA
CCM2	0.263818557015332	0.00233474947237217
CCNA1	-0.0545643407958263	0.293477975285443
CCNA2	0.0089486529820979	0.904277514060714
CCNB1	0.0295140052875666	NA
CCNB1IP1	-0.542294731674273	1.2321793723218e-05
CCNB1IP1	0.00151408913299189	0.978460471171917
CCNB1IP1	0.0679933519237439	0.588530947557903
CCNB1IP1	-0.589304748891584	5.37572123335004e-06
CCNB2	0.015278709577915	NA
CCNB3	-0.00942331095455717	NA
CCNB3	-0.0132206110852868	NA
CCNB3	0.0161819725810854	NA
CCNC	-0.128313932268149	0.10399538965896
CCNC	-0.236230325420403	0.00466845518187789
CCNC	-0.0748029819612732	0.231102225446654
CCND1	0.507769271084266	0.0489118776722386
CCND2	0.435144863816975	0.00299947889366256
CCND2	0.496517620572391	0.00032347159054756
CCND3	-0.118146915705218	0.437834644822335
CCNDBP1	-0.215099461085115	0.000406118311583299
CCNDBP1	-0.0778414505417109	0.146166657141281
CCNDBP1	-0.20798875918641	0.0219241888078914
CCNE1	0.0115212602393395	NA
CCNE1	0.0368316721928537	0.241157232015552
CCNE1	0.0564394220339492	NA
CCNE1	-0.00807017761903506	NA
CCNE2	-0.0290269755032648	NA
CCNE2	-0.0786005442391593	0.382010604222222
CCNF	0.0192957590266492	0.736593391421988
CCNG1	-0.106646490222383	0.294866154235331
CCNG1	0.00782756386182193	NA
CCNG2	-0.360360212733931	7.37624573942955e-06
CCNG2	-0.801547647721888	4.34494802272036e-06
CCNH	-0.235376872377947	0.00626069414404635
CCNH	-0.22853998190733	0.00679869352783692
CCNI	-0.320619770011557	4.45061320493169e-05
CCNJ	-0.0492483367645091	NA
CCNK	-0.131819321810251	0.00855993683753045
CCNL1	-0.792542714051445	2.5055599348002e-06
CCNL1	-0.141265183034413	0.00794264312344036
CCNL2	-0.0103824104706423	NA
CCNL2	0.0729875257660364	0.1979342432118
CCNO	-0.262018449322449	0.000303038199179258
CCNT1	-0.0793367435801304	0.0365219951462358
CCNT2	-0.0888889503215706	0.0589193588417438
CCNT2	-0.23152739978149	0.00540848284101973
CCNT2	-0.0191166823392068	NA
CCNY	0.00661993098217373	0.948267139164026
CCNY	0.0278432020461725	NA
CCNY	0.51584630353007	0.000220081693003644
CCNYL1	-0.110602151878039	0.0268780933198202
CCNYL1	-0.0653095819348399	0.199206376144653
CCPG1	0.368555628774647	5.60434272593673e-05
CCPG1	0.734485266044837	8.98691988873219e-06
CCR1	-0.00791418804454391	0.829535853156703
CCR10	-0.116992584096971	0.0358263117505737
CCR2	0.0149520181439451	NA
CCR2	-0.0259860629933168	0.626070607449562
CCR2	-0.0381107990859615	NA
CCR2	-0.019096205509574	NA
CCR2	0.00441477620486985	NA
CCR2	-0.0434068236134832	NA
CCR2	0.0131235852005718	NA
CCR2	0.0166118359616956	NA
CCR3	-0.0311955004917754	NA
CCR3	-0.0370185569513355	NA
CCR4	-0.0755286422717827	NA
CCR5	-0.0389143790591646	NA
CCR5	0.0414612977099749	NA
CCR6	-0.207080366735225	0.328818793901423
CCR6	-0.0234540984887639	NA
CCR6	-0.00487385530850926	0.914643590395144
CCR7	0.0120367537780135	0.761296727700471
CCR8	0.00586534767932712	NA
CCR9	0.00475992588380514	0.94779820962498
CCR9	0.0412454363281141	NA
