ID	X8.wks.post.surgery_treatedvsX8.wks.post.surgery_untreated_logFC	X8.wks.post.surgery_treatedvsX8.wks.post.surgery_untreated_padjFilter
Hist1h4b	-0.0448266777475803	NA
LOC381853	-0.0875126082439621	NA
2210412E05Rik	0.00213937559823929	NA
LOC217390	-0.00118108116252991	NA
2610208M17Rik	-0.0713910659612473	NA
Hck	0.269703393017218	0.121864598519938
LOC210633	0.000764080795577549	NA
Pgbpll	-0.05314696720332	NA
Lrig3	0.107891745204936	0.644784007735146
Ydjc	0.25086750173122	NA
Slc12a6	-0.221960876461654	0.469284307951101
Jak1	0.00358487323228918	0.990012214652144
F830001A22Rik	-0.006387167526551	NA
Ccl21a	-0.155141343208939	0.747938480401321
Actr5	-0.00531357556742762	NA
Ggt7	-0.0300286857887775	NA
Hdac5	0.147656268539154	NA
Adh6b	0.0116984362925709	NA
Evi5l	-0.0210293674056379	NA
B230323D24Rik	0.0255776899340869	NA
Chrng	-0.0766269481848338	NA
Nbea	0.0419211160488526	0.815257263458148
Vps13c	0.127333067965864	NA
Ctdsp1	0.166923144295355	0.292085163245754
Lrfn4	0.000441322721449922	NA
LOC100045484	-0.0535669443847988	0.892209625351954
1700024B05Rik	0.01509810204898	NA
Ing3	-0.0451323335963298	NA
Mterfd3	-0.0237796938106634	NA
Bnipl	0.0995459386255924	NA
Chd2	0.0448327795722214	0.844718011501668
LOC383711	-0.0430445695306334	NA
BC049349	0.0454411807202595	NA
C330002I19Rik	0.290372881473701	0.213393842228221
LOC380805	0.101050064618228	0.810143486787355
4933402G07Rik	0.0478626882276991	NA
Tmem88	-0.305095557525108	0.171868683198923
Zcchc12	0.100451950909496	NA
LOC245580	0.00351498711508658	0.98569514163808
LOC278061	-0.0189290883470745	NA
LOC381458	-0.00405732285552229	NA
LOC239151	-0.0540191810019586	NA
LOC332175	-0.00213253244747591	NA
Gsdma1	0.0322989947310379	NA
Asxl2	-0.0396498384705204	0.883670854176317
V1rc30	0.053073744860038	NA
Mapk6	-0.167324441187793	0.534026831174051
6430548O12Rik	-0.0926328198318576	NA
LOC383215	-0.176421446725847	0.469224037209779
EG666387	-0.0858471449683833	0.85234670397595
LOC638892	0.111165975545912	0.503632047635021
Naglu	0.0123808226494351	NA
Olfr698	0.0298109579333055	NA
Gpr37	-0.0727784729675198	NA
D230040E23	0.00157360922110428	NA
LOC193438	-0.0239552865491781	NA
D330040L23Rik	0.13881475941503	NA
Cfl1	-0.00581671789048332	0.989107689955201
Lonrf3	0.0708845680601256	NA
Skz1-pending	-0.125112023548437	NA
Cd300lb	0.10231031531952	NA
LOC100041343	-0.0327696306645171	NA
Dlx6	0.066419895074354	NA
4930488L10Rik	0.0198464343884606	0.949115141240331
E130119H03Rik	-0.0912178294288593	NA
Tas2r125	0.0572135898915924	NA
LOC383770	0.0863014504334316	0.57942012095415
4632427C23Rik	0.0175107659396101	NA
Mmd	-0.123813979417998	NA
Fam134a	0.325791003683205	0.0892987357177217
LOC626583	0.210491918441496	NA
4933406L09Rik	-0.0300145933629494	NA
Snapc3	0.112441195282635	0.519937873335284
Zfhx3	-0.0467315480871102	0.883324328562062
Tas2r129	-0.0192614249812477	NA
LOC433261	-0.0335743028324416	0.923920645863742
D130049D01Rik	0.00125538409866621	NA
LOC669658	-0.045026933282422	0.917106220088631
Man2c1	0.248201112732854	0.208700464645689
Gtpbp10	-0.118435850614497	0.567576642549091
Rbm14	0.0349274773847146	NA
Dhrs7	-0.0661054694344454	0.753103684318534
Snx27	-0.239702660538761	0.184850642293777
Fbxo18	0.0334470376507587	0.914219056057721
GPR37, ETBR-LP-1, GPCR	-0.0629388851037946	NA
Ugcgl2	-0.0492409807526242	0.835362038087119
LOC327983	-0.188584292594761	NA
Hist1h3f	-0.0143367206159706	NA
Cited1	0.00685915320809993	NA
Cebpz	-0.105455593358393	0.474215280268545
EG631797	0.00275499002251856	NA
Flcn	0.388445773906181	0.161671201960942
Cpt1a	-0.0517509132328566	NA
LOC383128	-0.0440910963066665	NA
Gm1614	0.0135417661265054	NA
Sv2a	0.047879114406685	NA
5830417I10Rik	1.3060072778622	0.012196494735227
Srgap3	0.104348046663057	NA
Cep250	0.0859834866628146	NA
LOC382419	-0.0725506921095826	NA
Ivd	-0.0847021485481569	NA
Tbc1d2b	-0.0214493877585369	NA
LOC100048272	0.0785614041704665	NA
LOC383460	-0.102433934609778	NA
Ddx39	-0.24300882265332	0.447883714768061
Adipor1	0.102386437239112	0.775755323708194
Ssbp2	-0.0600749425554925	NA
Nnt	-0.0973921557716571	NA
Rfx1	0.0512367422731659	NA
LOC100045737	-0.0560860222959283	NA
Creb3l4	-0.00617640899388761	NA
Slco5a1	0.0768999010477556	NA
Vmn2r42	0.00966077636751628	NA
Galnt3	0.0672362478412794	NA
Thoc2	-0.012442022130009	0.967767938265986
2310047D07Rik	0.0109981118793971	NA
4931440L10Rik	-0.0751367007292805	NA
5930434B04Rik	0.0399501604922206	0.822941310514742
Vcpip1	-0.108786524359813	0.7217731354286
AY053573	0.0530277689827123	NA
E130314O04Rik	0.0601083838214675	0.819410184197778
E030044H19Rik	-0.099262822296649	NA
Aes	0.404697823812924	0.0705076718304717
Ly9	0.0193983169519303	NA
EG242914	0.0589981877754244	NA
Arhgdib	-0.434825109341659	0.162031277734497
Txnip	-0.249557899901145	0.420902102663912
LOC385612	0.0456600272218131	NA
Gpr182	-0.156266858683202	0.626829780140217
Mcm7	-0.0571943425233528	0.884544465596013
Ctsa	-0.0207336284534891	0.936822448763689
Chfr	-0.187243290449565	NA
A730028E04Rik	-0.022580962776737	NA
Tmpo	-0.16295373327617	0.527511837439588
C230064E22Rik	-0.0660837884995944	0.570291910459742
Edil3	-0.0453567916359274	NA
4833444L21Rik	-0.0106187288973487	NA
LOC208791	0.0990049159647315	NA
Pck1	-0.204717027407922	0.844718011501668
C330023D02Rik	0.000137769020619238	NA
Mllt10	-0.0417736967660254	0.855067719690892
AI467606	-0.11951137420052	0.688540953893013
Tc10l-pending FRAGMENT	-0.0695531763240593	NA
Zfp383	-0.0218495133874779	NA
Arts1-pending	-0.0338066417129079	NA
9530025L16Rik	0.103631006283531	NA
LOC100039595	-0.0604984912914457	NA
D930010L03Rik	-0.0387382165688814	NA
D330001K12Rik	-0.0147313806054257	NA
Man2b2	-0.0699376459715024	NA
LOC665425	0.0684905206462059	NA
Bnip2	-0.00886277475534225	NA
Plec1	0.0204963278126122	0.956982723121179
Zmym6	0.0430206365471042	NA
0610009O20Rik	-0.0576542294690885	0.903590215103425
Psen2	0.0265733722967703	NA
9430076C15Rik	-0.00859087644844081	NA
Pcbp3	-0.100289674424502	0.65343537593341
3110007G05Rik	0.0190648814292382	NA
Ncor1	0.0817960932151269	0.87030406937882
LOC628101	-0.0389753796417587	0.928316902843589
4732462B05Rik	0.318825042137712	0.157466948035901
Trappc1	0.127674715877756	0.765973648005963
Olfr906	-0.100093232535275	NA
Nudt5	0.0109151987008866	NA
Il7	-0.0093505015423121	NA
Fam118a	-0.10864491564393	NA
Tbce	0.0489656883994032	NA
6330406I15Rik	0.282140348994817	0.288375423009098
Ints9	0.13374053438231	0.526682081300552
B130049M08Rik	-0.073043142964087	NA
Nek10	0.0261367342407315	NA
Pcdhb10	0.00901636097077319	NA
LOC384635	0.0201645938348998	NA
LOC268781	0.0286665382502438	0.857530051544153
5330426P16Rik	0.0132210124855394	NA
LOC382279	0.10445103323743	NA
Pld5	-0.0553147325078482	NA
6330416L11Rik	0.107957041179546	NA
Mynn	0.0605612279091146	0.775479954566314
Fgf10	0.108773789916114	NA
Atg2a	-0.031359832440252	NA
LOC100045668	0.0945556064739428	0.565960873257349
C730018L13Rik	0.0059144199069614	NA
Mphosph9	0.117968917011824	0.381471805255267
Aire	-0.0255954166951371	NA
Fam159b	-0.0244236505079085	NA
Myh7	-0.06098595930602	NA
LOC381539	0.085848232128189	0.809296756914793
EG633120	-0.127548329809807	0.311779501230256
D230026E03Rik	-0.0149471285102534	NA
C8a	-0.0244060867013776	NA
LOC270186	-0.194720615415058	0.416106540632182
Gpr18	-0.0718188312498507	NA
Hsd17b2	-0.0299951674742882	NA
Mtap6	0.0698099731050883	NA
Ppp2r3a	0.056293123541038	NA
Mup3	-0.0100758646336336	NA
2810405I11Rik	0.0630359512711784	NA
LOC100039742	-0.0438257629139276	0.876079529524816
LOC383110	-0.326990803393067	0.113557738698681
Ly6f	0.066953612939586	NA
Arhgap26	-0.24792509600285	0.224927398490431
E130007O11Rik	-0.0423522829685687	NA
LOC383785	-0.00841955763112523	NA
Itgb1bp1	-0.0646580089607145	0.840884334227628
Col4a3	-0.104643558999193	0.785378367990332
Extl2	-0.315630508238165	0.254438458882479
Olfr76	-0.0201595807149992	NA
LOC100046946	0.027907373168091	NA
Itgb3bp	-0.0964132790062866	NA
C130046B21Rik	-0.0912987762671209	NA
Usp19	-0.187175209067323	0.520370058026839
Tbc1d9b	0.0905144022281412	0.601291005965144
1810044B20Rik	-0.0288829022759653	NA
Supt3h	0.201660696975121	0.586179067537863
Fdx1	-0.338151055563712	0.212526949432325
C920006O11Rik	-0.0585261980684191	NA
Olfr667	0.00333035392174352	NA
1110003P22Rik	0.0416932781264006	0.914495401275101
LOC675567	-0.0501776585020624	NA
Rab2a	0.0895607327672412	0.750025249806962
Meox1	-0.0922102595066532	NA
9630025C19Rik	0.0785659280364097	NA
LOC228036	0.0152580497637613	NA
Wdr24	-0.155196259691244	0.283917554847287
LOC384565	0.0529245450306384	NA
Sox5	0.253110453716623	0.286886908586163
Ccdc84	-0.146464410401473	0.378910730449864
scl000994.1_0	-0.0577731384750297	NA
Atp5j2	0.121220014425337	0.66688018412954
Tnpo1	-0.0408690994642598	NA
Lcn10	0.108256492703827	NA
Mkrn2	0.112008214269537	0.636351623578073
Troap	0.0579921675654376	NA
Sfxn2	0.00615003011024928	NA
Bxdc5	0.0163318894120152	NA
Akt1	0.148089761096148	0.617619102555377
Dusp21	-0.0140292518033744	NA
Myf6	-0.066454125716688	NA
Slc25a24	-0.0934568490074783	0.583194083448692
D130009I18Rik	-0.00253809250752202	NA
Sgk1	-0.295520431882993	0.530915961803726
LOC332100	0.0843521715393685	NA
Sec23a	-0.0373394504677851	0.931249636129839
Arhgef7	-0.121576511712799	0.348565924334897
Copg2	0.0571285053043873	NA
Topbp1	0.00805572714647251	0.972913017430123
EG631304	0.177613632141459	NA
Chfr	-0.0299698901243888	NA
Slc4a8	0.09519033495227	NA
Ptpro	-0.120663530050182	NA
Mbd4	0.0844289004239798	NA
Dnase1l1	-0.037853735544954	0.890787075010682
4930448K20Rik	0.0898240714493133	NA
2810025M15Rik	-0.241745642134344	0.400975283246185
LOC380617	-0.16676141207254	0.350591563336751
Pmepa1	0.148360832455294	0.629438084723466
C230040D14	0.00397192133592483	NA
LOC100044133	-0.0362063190611659	NA
C030038O19Rik	-0.132360398144827	NA
4930527J03Rik	0.0372716893766745	NA
Baiap3	-0.0801571930388461	NA
Cntnap2	0.053031057802138	NA
LOC384706	0.0517563074561114	NA
2310003M01Rik	0.000540442960962118	NA
BC011426	0.0340422385853776	NA
LOC386246	-0.25993796830611	0.410467872090318
Tctex1d4	0.117943216072056	NA
Heatr1	-0.0263419593095655	0.933149635133541
Prrg1	-0.288825444469191	0.370343948679052
E130309A10Rik	0.103957084486708	NA
Olfr389	0.0504993546771617	NA
Cstn2-pending	0.0257065039506177	NA
Med18	0.241914542617855	0.378350507956053
2700046A07Rik	-0.0081769739977533	NA
Zfp64	-0.00372207162193217	0.989118943487878
Zdhhc7	-0.0452897876396117	0.880747368835356
Psmd11	-0.131207247481676	0.677852388155572
Dnm3	0.0489351787302805	NA
B930076A02	-0.0355110426193885	NA
Slco1a6	0.0259552900117361	NA
Slc37a1	-0.0650459920606252	NA
Rbck1	0.00575940648564455	NA
Ifitm1	0.0214746044761513	NA
LOC383833	0.10113404481866	NA
Med18	0.11472686768043	NA
Pgm3	-0.104813548331382	0.596608583557156
B130039D17Rik	0.0542647090408526	0.697191654452216
H47	0.0892963676646037	0.843772165420185
9830118G07Rik	0.262244215891046	0.121864598519938
Gphn	-0.070616762747771	0.691727740511565
Kcnrg	-0.177803166320093	0.574416953764008
Mast4	0.27972121326986	0.49965264735111
LOC244229	-0.0714803881111994	NA
Ttll5	-0.109601253102245	NA
9430024O13Rik	0.0207984169075717	NA
Rnf8	0.339843124374016	0.269672526719545
LOC383602	-0.06545147725513	NA
Abpe	-0.00816924566112487	NA
9530065M15Rik	-0.0207236659224357	NA
Plekha2	-0.0143221325214666	0.964989779585236
2310002L09Rik	-0.0555998296069351	NA
1500005N04Rik	0.0588660017645779	NA
Slc12a3	0.0851169017260887	NA
4932425I24Rik	-0.072581015852502	NA
LOC270366	0.0496606935398871	NA
Hes6	-0.0871539567633866	NA
4631409F12Rik	0.02892015176554	0.900988022675616
Ahcy	0.0506313359332964	NA
Zbed3	0.0947013884766559	0.774588978523848
Ftsj	-0.0570906104731765	0.893958367765889
2610005M20Rik	0.00786153726788008	NA
LOC229810	-0.130595083937527	0.697191654452216
Fmn2	0.0547849874259239	NA
Med19	0.0148711099301515	0.945450575284221
Hcrtr2	-0.0103883293668572	NA
Lyar	0.125618573760933	NA
4930513O06Rik	-0.0645573794711423	NA
Tcf4	-0.36525699458927	0.211897596574387
Gng2	0.119864142942222	NA
A930034J01Rik	0.0586100329672741	NA
2810404O06Rik	0.110000984927531	0.504215496050648
B230380D07Rik	0.0243939386580045	0.965811463183165
Nlrp4c	0.0174125911097462	NA
Odf2	-0.136611237900604	0.43173209442681
Commd10	0.0926130504534877	0.542365256007087
LOC241942	0.00450007179314404	NA
4930563F16Rik	0.0628233058351055	NA
LOC237314	0.000379680695769657	NA
D430007A19Rik	-0.10954261698826	0.809296756914793
LOC100045551	-0.0392952514819154	0.931249636129839
Gpr124	0.332292857534529	0.366831762371882
A530064D06Rik	-0.0313251317184733	NA
D230021J12Rik	-0.0889026076727291	NA
Pdgfc	-0.0889792058895269	NA
LOC668492	-0.265190799785093	0.227486976225071
Dpp6	-0.0188782238065963	NA
Gpr133	0.0140245092223408	0.930898902829467
Osbpl3	-0.00827482920383904	NA
LOC382874	0.0477137930888709	NA
D430006M22Rik	0.187353227696578	NA
Gm648	-0.0177703637003406	NA
6430578G21Rik	0.0309687523197919	0.902615845263115
LOC385114	-0.0590524691375167	NA
LOC100040938	-0.0635209108812633	NA
Rbbp9	0.0135679773327588	0.977782641914564
4632427K15Rik	-0.148094480080121	NA
Zfp609	0.0144509392270944	NA
Zfp1	-0.0685230441836646	NA
Bdnf	0.0587982414843617	NA
4930564C03Rik	0.0284152285303776	NA
LOC385878	-0.0525490894840477	NA
4930432O21Rik	-0.286720669358389	0.290172277558863
LOC277234	0.00208130203557477	NA
Rabgap1l	0.0534059996066176	0.897865158326554
A530058H06Rik	0.0164517287729629	NA
Cd200	-0.285663632132007	0.639527857598656
1700048F04Rik	-0.0652093352605565	NA
LOC381998	-0.0223417451540682	NA
LOC383335	0.0477410310031328	NA
Ddef2	0.114255090808431	0.619556323873383
Rnps1	0.224035893584388	0.246237376698982
Abhd13	-0.0287595238861229	0.922838743795098
2610036E23Rik	0.0118774500366516	NA
E430001K23Rik	-0.0414057784260802	NA
2210008N01Rik	-0.0756872202834415	NA
Snx29	-0.0195742626623918	0.9391525775754
Pcdhb17	0.179998108550026	0.419696633165063
LOC383657	0.0727268996269714	NA
LOC100045250	0.0282874875266854	NA
Rasl12	0.0407365853678412	NA
C030024F02Rik	0.260159889410798	0.210840187229634
Rasgrp1	-0.0866977635522188	NA
Gemin6	-0.00533103626567843	0.979079014182373
C630030D09Rik	0.0807239875595673	NA
Dnm	0.481181221410958	0.118592343044978
E130318P21Rik	-0.130574995658694	0.753103684318534
EG666160	-0.0124312247009764	NA
LOC386196	-0.0223941205123417	0.927108018427929
LOC332042	-0.0516196693479714	0.812249780457309
Ifrd1	0.00903439837187925	0.970252304970828
5530400C07Rik	0.0828666154807589	NA
6430518D03Rik	0.00137089900764753	NA
Akt1s1	0.0616548096073988	0.786793656931161
E430004N04Rik	-0.0432214384422718	NA
A930104D05Rik	-0.0766026937723083	NA
AB041803	0.138812173801709	0.481969542730402
Nfe2l2	0.0208626805214216	0.943812355032861
Gpn2	0.192563999623458	0.405954613404028
Thumpd2	-0.0656082957790645	NA
LOC382602	0.0398192560539705	NA
9530027E17Rik	0.0876772823804233	NA
Gm595	0.0823357811132306	NA
Tmem177	-0.117601756936907	NA
Spnb2	-0.265460453447963	0.329566586699726
LOC630729	-0.266650412821724	0.473747936780477
2310016E02Rik	0.0119552680321631	NA
Wnk2	0.0130260075845463	NA
2410098H20Rik	0.0423021585966392	NA
Cnksr2	0.0714292843565634	NA
LOC666403	0.00993587820686592	0.975404065913659
2310014L17Rik	0.00947989572585595	NA
Antxr2	0.174863314533509	0.402782060828984
Zfp143	-0.150444273987521	NA
Cxcl10	-0.0446225360418193	NA
2810408P10Rik	-0.173317585102069	0.580714163541886
LOC381977	0.0892656865935981	NA
Mcrs1	-0.0440588680680341	NA
LOC384491	-0.00948122526771122	NA
LOC384504	0.0443288683921708	NA
LOC214377	-0.0980526967365298	NA
Ltbp1	0.073021954505295	NA
Unc119b	-0.0283756166533982	NA
LOC333756	0.00114125090411576	NA
Kcnip4	0.0668672320117603	NA
9030619P08Rik	0.00876700015616461	NA
Qrsl1	0.130036014396853	0.493379248387374
C330001K17Rik	-0.0388997831038402	NA
Krt35	0.0102866690503385	NA
Serpinb6	0.102978757725994	0.574922337740946
