ID	Adamts5Dcat.DMM.1wkvsAdamts5Dcat.Sham.1wk_logFC	Adamts5Dcat.DMM.1wkvsAdamts5Dcat.Sham.1wk_padjFilter
Cyp2j13	-0.0396449037798693	NA
Pigm	0.12656498413826	NA
Trim32	0.0127794886503973	0.975447023640752
Dnajc11	-0.0922022337546915	0.759647527118258
A930003O13Rik	-0.117833589121426	NA
Npffr2	-0.0117109961923716	NA
Mbd2	0.0244155312653997	NA
Otx2	0.130096376756791	NA
Zswim6	0.6669790458107	0.0086029009838134
Gsdme	0.730456188995855	0.0154592463371271
Lamc3	-0.0849057509889776	NA
Etfdh	0.061283073483757	0.861063444482401
4930431F12Rik	-0.0151661422159925	NA
Bmp4	0.503077317023218	0.125134344542758
Mgat4e	0.107235491722806	NA
Lsg1	-0.0888796263891716	0.891909642304257
Hif3a	-0.399068873102402	0.115216754268889
Tmem191c	-0.049019090394286	0.942081978728802
Gm8995	-0.0430555759726206	NA
Ogg1	0.602151482386304	0.0284558020343255
Lepr	-0.257161402831184	NA
Ihh	-0.144775877779725	0.739172320670913
Sp3	0.0775627965680561	0.679492262847285
Rspo2	-0.0634367081056542	NA
Adam30	0.220320543443895	NA
Uqcrc2	0.182988972981496	0.389125503020898
Dele1	-0.393500303664259	0.208365899349251
Dlx3	-0.21224305432546	NA
Fam168a	-0.237777283944179	0.70692979476376
9530068E07Rik	0.223072390235577	0.505318259814958
Lncbate1	-0.19742132786226	NA
9430077A04Rik	0.00996146383357535	NA
Bpifb4	-0.0813283979139173	NA
Il10	-0.00921920999767764	NA
Foxa2	0.837879701019595	0.255963805187386
Art1	-0.0607353068468832	NA
Arfrp1	0.122593009876105	0.711996005373761
Foxo6	-1.77599785986434	0.00335650037114686
Ube4a	0.287586883696809	NA
Sly	0.0761781957808724	NA
Fam118a	0.134450755589028	0.784889049882459
Scn7a	-0.0814246511186685	NA
Ifi27l2a	4.74005493122022e-06	0.999988644399584
Ccdc121	-0.307993143938099	NA
Lct	-0.353576465002805	0.599433541040417
Vmn1r189	-0.144885751300037	NA
Gm4894	0.596531573864129	NA
Sdhaf2	0.460079827523468	0.0101829046561202
Platr25	-0.414137991812686	NA
Spag9	-0.0622380874731678	0.824542215819745
Rtp3	0.0640404787427682	0.908109648001517
Rnf139	0.478851555337669	0.281710389672546
Nudcd1	0.0536424796194508	0.923600582977591
Fhad1	-0.005177274363133	NA
Lrr1	-0.457581396921513	NA
Vhl	-0.118702304149286	0.768878505822637
E030030F06Rik	0.0257013304360669	NA
Pdpr	-0.0915834642994802	0.824097417338542
Dach2	-0.109668915602639	NA
Cdkn1b	0.339125666566799	NA
Spin2c	0.660545032090955	0.189155561533247
Slc20a1	0.0794085865993454	0.873234286727188
Ddx47	0.395154000634843	0.516566639923001
Slc19a1	-0.0901570459077999	0.78778824422945
Dnah2	-0.13379515316472	NA
Mcts2	0.49662010867196	0.166664530506673
Magt1	0.135884003843874	0.761910059852675
Lipo3	0.233595205506454	0.271228865732531
Olfr584	-0.133024588982648	NA
Htra1	0.771195820268412	0.532509473259468
Ms4a4c	-0.262839299596989	NA
B2m	0.987525484204	0.0363093384987404
Olfr1281	-0.0289559222515661	NA
Nlrp12	0.0241027488573329	NA
Abca13	-0.0970950761001726	NA
Pknox2	-0.165841535849662	0.356331676607005
Homer2	-0.127067408042441	NA
Hmox1	0.0524823264418423	0.911489507918037
March11	0.107428354909983	NA
Adora1	-1.30565644083965	0.000396967455354503
Rpl23	0.41522146640334	0.194945982651047
Pdcd11	-0.07482078385997	NA
Banf2	0.409654369594347	0.264503612754654
Flnb	-0.025221861564743	0.925040622301969
Klc3	-0.828238640854002	0.0252151876225747
Cdh10	0.0951771896389465	NA
Rag2	0.373556932959237	NA
B3gat2	-0.269992493345851	NA
Gm11627	-0.148192684982222	NA
Dnah17	-0.208672073760834	NA
Epc2	0.275337304964203	0.385535347867871
Extl3	0.0202718392350855	0.967105880289887
Rims2	-0.128333942116682	NA
Chpf	0.0166982430049343	0.968441646539181
Jrk	-0.188667838053168	NA
Ttc17	-0.0110545097951062	0.979487989171128
Nkx1-2	-0.085026221461862	NA
Ogfrl1	-0.215458442921074	0.715821845264401
Tax1bp1	0.216102802353194	0.56201666913812
Sec14l3	-0.0491225642339213	NA
Ccdc172	0.123840312686841	NA
Mcf2l	-0.103144080356118	NA
Dmpk	0.178573587630137	0.479372809422249
Zdbf2	-0.0582005834322474	NA
Il22ra1	-0.0583843911693717	NA
P2rx7	-0.683983939656023	0.0519200849054951
Amotl2	0.40168778941148	0.437970726176004
Musk	-0.0523391161536001	NA
Lamp1	0.4276885759105	0.253945001966323
Btbd6	-0.590768533285563	0.0815316034789626
Ablim2	-0.390122487080468	0.0615885800710597
Crygd	-0.165554780581616	0.780107355782823
Fam214b	-0.0157212233290582	0.959041493991717
Aplf	0.181463943686674	0.686154606370455
Hsd17b13	0.031833497024786	NA
1700048O20Rik	0.219064040014082	0.532645477835262
Nlrp5-ps	0.401690053557135	NA
Sin3a	0.171663801181037	0.773355455258981
Ifi209	-0.0553020896964979	NA
Ptprk	0.468484391594107	0.0513814640301096
Rab3c	0.0419488916848	NA
Atg4a	0.132187890521711	0.798369729737498
Ccpg1	0.434125721619479	0.221165137395849
4930406M16Rik	0.409940092390691	NA
Prr15	0.188268790874229	NA
Fam234b	-0.288272541812967	0.249541967397053
Ankrd12	-0.159826527710847	0.643570797756449
Acsl6	-0.0325758425677228	NA
Focad	-0.253913635369225	0.249541967397053
Pdlim4	0.752324920188691	0.0549885146894666
Alx1	0.117682083925485	NA
B230369F24Rik	0.307172233069926	0.292046932086316
Strn4	0.0236311247546349	0.944886096478772
Cramp1l	-0.127464086797581	0.509753982424297
Gm8672	-0.188578812274037	NA
Hacd4	0.0295418351296667	NA
Abca14	-0.0956848386319428	NA
Ap4m1	-0.225252061857909	0.650223284766068
Cul7	-0.178407760946372	0.325412871024295
Zap70	-0.450535760375649	NA
Coro1c	-0.0625311621549333	NA
Cox4i1	0.128616213256359	0.678439343340683
Bsn	-0.0687533142541455	NA
Zhx1	-0.0918594238076618	NA
Lgsn	-0.374903949178786	NA
Tcf20	-0.209663396917298	0.224083972596037
Mfsd1	0.360527186146486	0.334141139133038
Jup	-0.0333263700701191	NA
Hba-a1	0.81088183641272	0.453498926564102
Rgs22	-0.127323515222767	NA
Gdf7	-0.353431451486328	0.272872485082859
1700093K21Rik	-0.0486284187674447	NA
Reln	-0.178857547896807	NA
Gabra4	0.715843616509654	NA
Npat	0.432863611280415	0.13225160868681
Aph1b	-0.288030499068816	0.404493054792243
Senp7	0.208453742160243	0.379274835092146
Olfr339	-0.189501737321355	0.584623811582631
Vwc2	-0.0147154860186739	NA
Triap1	0.109309320219793	0.798369729737498
Arf1	0.36426826745707	0.672298422328431
Gm36723	-0.186796538993546	NA
Rbbp8	-0.0937958173637861	0.766001892233793
A330076H08Rik	-0.472799415430969	NA
Tbxa2r	-0.23652578867524	0.600568926171234
Zfp628	-0.148838694567705	0.721613490546876
Usp24	-0.0900006656545084	0.768219227950901
Tmem121b	-0.0640600106987058	NA
Ephx1	-0.632450932105292	0.459272551926753
Prmt7	-0.342432292283057	0.171453643835079
Ermard	-0.35987084490066	0.138946456899969
Rac1	0.27043667394485	0.496120772421558
Gpbp1	-0.00932181971307508	0.975734654898815
Ppp3cb	-0.0281045597938381	0.9184630251332
Btf3l4	0.709040361431598	0.0243938700283835
Gnaq	0.276365313841309	0.250047822928076
Rbfox1	0.850993473411873	0.302551304832069
Hdhd3	0.206123529986153	0.618417738392324
Rpl7a	0.506389855350256	0.1653471814642
Rflna	-0.442924741822859	0.294572936738827
Dcdc2c	0.0210516823252169	NA
Htr2c	0.00692064583621173	NA
Il6	-0.0855993989436052	NA
Vps18	-0.0410002700910381	0.866733033372585
Slc25a12	-0.0525276977206367	0.882125268501484
Atp1a3	0.191108435970295	NA
Casp12	-0.0559295552097368	NA
Inhbe	-0.136736662573173	NA
Pias2	0.396331013879544	0.0122045239178185
Inhbc	-0.197710254707129	NA
Mmp9	-0.0593324262323749	0.976755425531877
Klf8	-0.135231752046747	NA
Cdc14a	-0.0763899188164242	0.734125234463607
Prrc2c	0.251948284390569	0.430290041822921
Cdk13	-0.0284359549334498	0.937482031821617
Ret	-0.232915539151817	NA
Lrrc18	-0.092576000367424	NA
Fbxl21	-0.292331099846616	NA
Myrf	-0.0310409117727982	NA
Psph	0.722919341477558	0.0598212715715413
Olfr382	-0.137598445118325	NA
Ttc23	0.0188436678087484	NA
Olfr1151	-0.195391075331766	NA
Helz	-0.243275782533782	0.426589711474696
Hoxd1	-0.0322122326110012	NA
Eml5	-0.0979733299827781	NA
Sh3kbp1	0.619162680602851	0.00239781075623358
Zfp9	-0.0913533709030778	0.802430579192997
Abcd3	0.0565344139147551	0.81096597502928
Gast	-0.0849982930767249	0.714484662971142
Sesn3	-0.0309351009626885	0.94993844746129
Zfp87	0.670855089744503	0.057623325550307
Tmem37	-0.398867006692838	0.414664748247068
Shc2	-0.015693226858089	0.959424841623472
C2cd2	-0.19583076242476	NA
Slc4a7	0.925816091729932	0.000343490994828608
Enc1	0.431314707726839	0.39026968740628
Fam49b	0.146496430409146	0.670206972439996
Olfr166	-0.133785357135876	0.500793605145287
AI593442	-0.0170106941948503	NA
Hrct1	0.00543834536023689	NA
Cln8	-0.0428994656820954	0.896868302664021
Tgfb1	0.916818102489482	0.0716588498393179
Leng8	-0.223469500484831	0.593488823351633
Gja5	0.0462377911043635	0.799263410470615
Ankdd1a	-0.0847422425679753	NA
Sertm1	-0.0471391068938794	NA
Mgat1	-0.084275976472358	0.789367335629399
Psmc5	-0.0271765704328513	0.939518670988126
Btbd7	-0.00898884510959025	0.980658315332699
Gjb6	-0.0112855219850274	NA
Prr30	-0.147258569666748	NA
Chek1	0.0601581371919811	0.914054669735457
Prpf38a	0.00716037182959287	0.983940483862716
Taok2	-0.270050244090234	0.288975034165709
Alkbh3	-0.186566627225922	0.597591864920494
Vps26c	0.268526054098719	0.425539549955289
Entpd7	0.222946487469648	0.450419489190647
Asns	0.393550240841179	0.320612380934768
Nkx6-1	0.147870391131907	0.54002869497505
Cntnap1	-0.174033818944067	0.429687883095048
Pde4d	0.103060977085049	0.804074509842992
Sgms1	0.306639959343082	0.547401640439494
Fbxw11	-0.266972296128704	0.331269639841661
1700016F12Rik	-0.158776120388879	NA
Eml6	-0.494235930097029	0.0936802079439485
Ubfd1	0.0761775221871927	0.854268122409946
Enkd1	-0.0298882833834301	0.945485395778417
Cabp5	-0.138493427287976	NA
Pik3c2g	0.0834198747576436	NA
Utrn	0.0896228425996528	0.60968301708334
Dmac2l	-0.0726369845494963	0.857636412121205
Mis18bp1	0.0517769040346264	NA
Mre11a	0.280831777338604	0.289152628998955
Pate4	0.378866172909116	NA
Ube2l6	-0.0942678911579135	NA
Bmp1	-0.400560414650382	0.208777739248468
Sv2a	-0.762815212710195	NA
Cpm	-0.658964080743904	0.414248224685043
Pcmt1	0.128111375030064	0.596789353022586
C130057N11Rik	-0.25024516774748	0.618307108621579
Nfkb1	-0.208729605301233	0.474969515499369
Sart1	-0.197795427676433	0.429756987349597
Cdh18	-0.10754013034903	NA
Mbnl2	0.156294615907774	0.672132813280174
Cdk2	-0.0144657030367752	NA
Slc4a5	-0.0717759075844454	NA
Pparg	0.159036625751623	0.77506238456894
Ptprt	-0.0427962470529882	NA
Cxcl10	-0.0123952871901323	NA
Nacc1	-0.200825257223586	NA
Tbpl1	0.197516482692443	0.390703461141522
Mak	-0.104586534933341	NA
Col2a1	-0.343255730432864	0.282077656376303
Dsg3	0.0754029481957425	NA
Dock4	-0.147223402614542	NA
Naa50	0.581235956479381	0.0369663297914909
Wrn	0.143828619170794	NA
Yap1	-0.00507100589201056	0.993180918472648
Aldob	-0.100887182826024	NA
Rmrp	0.415327058191305	0.407234112199911
Cep104	0.166276359990109	0.595582358964883
Sox30	-0.111349706162261	NA
Rbm20	-0.0843708386536878	NA
Zfp770	0.249929517667789	0.213004253253108
Tmem47	-0.0404036048862795	NA
Arhgap31	-0.0026945874124847	0.991589570288477
Pkib	0.0885962346026351	NA
4930474G06Rik	0.0211822227731902	NA
Spdl1	0.124148198551295	NA
Rap1gap	-0.126761342993039	0.495852330481915
Hoxd8	0.519770028808053	0.275892734399021
Gusb	0.399646336535627	0.0311078310815543
Dcp1a	-0.00165385449460032	0.993717580907712
Rab3a	-0.577370268118414	0.209860930658873
Btk	-0.110256891948593	NA
Prl2c3	-0.00444351492138963	NA
4932442A14Rik	-0.571365333791309	NA
Gfi1b	0.0761727111527257	0.956336319178453
Mapk10	-0.0167549508341011	NA
Zranb2	0.233075137886042	0.757329824155389
4932412D23Rik	0.00588685260920081	NA
Gmcl1	0.0272036756343921	0.948715505158452
Mfng	-0.268786119847767	NA
Slc9a9	0.0390274523586604	NA
Heatr6	-0.129373421489467	0.710364940068433
Slc7a15	-0.0357575531677654	NA
Gcg	-0.0500733361140896	NA
Rubcn	-0.168086280117297	0.376931539459322
Serinc3	0.718963256554466	0.0484033875896919
Diaph2	0.0786836530548059	0.748534851727881
Spata2l	-0.391220403022931	0.270188852994869
Serpina3k	0.16745683358333	NA
Pnp	0.177931133722324	0.600660434075359
Marveld1	-0.613583760603641	0.309572773506801
Ttll4	-0.12165238389733	NA
Tjp2	0.462712327059728	0.0419632972455078
Jakmip1	0.0560492766190459	NA
H3f3a	0.265736212762433	0.522124035104519
Taf5	0.265446520200754	0.341124493369678
St18	-0.0813451188456593	NA
Scamp4	0.122031587408966	0.562779476394469
Ptpn3	-0.121434320951529	NA
Rgl1	0.216960284581055	0.414728218751515
Lancl2	-0.184737612827052	NA
Pnrc1	0.385317336878221	0.433091373355478
Trmt1	0.0675223826374778	0.847393820148875
Iglv1	-0.100884428935535	NA
Mcph1	-0.0222364990065283	NA
Eif1ax	0.444214064735539	0.168095572971911
Pacsin1	-0.354138875491678	NA
Cpt2	-0.0127132986267109	0.974345195883344
Ace	0.0204848069189807	NA
Cyp1a2	-0.0876956372071708	NA
Abat	-0.156226363795793	0.59957712028672
Grb2	0.212564420845676	0.353000999385888
Efnb2	-0.205626729557118	0.658183533147893
Dct	0.0946578043957287	NA
5330421F21Rik	-0.43290217897927	NA
Twf1	0.53753053699079	0.0381057756552555
Sfxn1	-0.0432695639307477	0.893273336805465
Ccnd1	0.385579507473156	0.524629138687115
Dpep3	0.220387713769461	NA
Frs2	0.191276038507063	0.48332882936006
Stard5	-0.168301269726124	NA
Mt1	1.05114188350799	0.0797231429141817
Plut	-0.0258271135888517	NA
Lcn4	-0.0641305869516732	NA
Pkhd1l1	-0.0344176891103206	NA
Cpne9	-0.266076920777701	NA
Golph3	0.493516866465206	0.226948477179317
Psmc3ip	-0.224188899016764	0.634391620342734
Sbno1	-0.233794171069239	0.235854742751757
Dcun1d2	0.000405153563726049	0.998792244764236
Ahcyl2	-0.0968640489666136	0.744371967648704
Gucy1b1	0.0533320458356883	NA
Cib1	0.406224130799981	0.206877660293358
Nim1k	0.471549355046817	0.0069509676748102
1110046J04Rik	-0.179530933011617	0.532509473259468
9530057J20Rik	-0.000470377453966239	0.998792244764236
Asb14	-0.0252121113284827	NA
G0s2	-0.298066794122433	0.384900572527912
Tor1aip2	0.273743612043383	0.119643944531918
Sparc	-0.851012429984627	0.31946015682421
D130095D21Rik	-0.181572834018969	NA
Whamm	-0.931601369180398	0.000115880889499669
Trrap	-0.190149705359517	0.415407518694267
Efcab3	-0.0288142139401206	NA
4930558C23Rik	-0.12326546182828	NA
Bcl9	-0.0550136393853998	NA
Slc7a6	-0.203706024050174	0.560302044646211
Pex19	-0.139412542375332	0.694581840724441
Nrxn2	0.012895591885523	0.973066431278049
Rnls	0.150035616607617	NA
Tnfsf12	-0.257532559953558	NA
Utp6	0.132688511976499	0.672792178073686
Hsf2	0.0453829762095862	NA
Cela2a	-0.0697084005178804	NA
Nmb	0.772785002981397	0.197104430817445
Tmem231	-0.0118002320831462	0.985120199111514
Dlg1	0.729315433016715	0.0132928662790834
Atp5e	-0.257262529726864	0.581124990416132
Pth2	-0.247389920869991	0.262186318917368
Acrv1	-0.115656648644926	NA
Gimap4	0.0153928420553566	NA
1110035H17Rik	-0.589955186193936	0.27717002332765
Rnf121	0.0630198956303165	0.829094269089035
Ethe1	0.38303463725938	0.545629002671719
Chrm1	0.245560365990314	0.365700189502002
Slc25a46	0.0532805357100069	0.852582941602794
Tyrp1	-0.049176258227735	NA
Efcab11	-0.072931934634571	NA
Mdm2	-0.00742002548889455	NA
Mslnl	0.0345154375985194	NA
Sptan1	-0.103385894087211	0.724035386343896
Olfr283	0.0053367600491815	NA
Marveld3	0.216852054754588	NA
Rab11b	0.152475876706678	0.514314930553387
Ntng1	0.278162583011625	0.648012692915235
Rpl6	0.177530220795862	0.552416947035778
Efcab6	-0.0871796972976349	NA
Olfr395	-0.0226183223233028	NA
Aurkb	0.513552891834218	NA
Clec9a	-0.0195085314060461	NA
