ID	Adamts5Dcat.DMM.1wkvsAdamts5Dcat.Sham.1wk_logFC	Adamts5Dcat.DMM.1wkvsAdamts5Dcat.Sham.1wk_padjFilter
Atp4a	0.152939155217727	NA
Drosha	-0.207876254336921	0.318004634558127
Mbtd1	0.0893932870415339	0.745078214396946
Ccdc155	-0.142553107103152	NA
Cfh	-0.200423117392946	NA
Sae1	0.0547248015418327	0.908765599693672
4930467D21Rik	0.0957524472996974	NA
Col26a1	-0.0168747922467949	NA
Grik3	-0.0498475288301809	NA
Zfp750	0.0370274728995245	NA
Pitpnc1	-0.181836918389115	0.772172010506848
Meox2	-0.0139768768998475	0.982242159720773
Usp17lb	0.0954208074910474	NA
Barx2	0.602855223917655	0.0594098696978987
Olfr558	0.166492473042282	NA
Cd274	0.479151048178264	0.497841598621484
9030419F21Rik	-0.297216432915291	0.515206429024997
Etl4	-0.0333603873414363	NA
Tasor	-0.151160186736124	0.59843589030408
C130073F10Rik	-0.0524950601250567	NA
Dab1	-0.0587176164582745	NA
Pkd2l2	-0.210855259032065	NA
Fry	0.0711709805499796	0.790168652197575
Cort	-0.350566964876704	0.160636184755007
Csrnp1	0.328592797187301	0.208118825458002
Cyth1	-0.307449576604257	0.181094066333024
Orai1	-0.301849054298282	0.524679107863814
Arhgap19	-0.0566982947715239	NA
Osbpl10	-0.121629277935864	0.532930081134668
Irgm1	0.0980031501833968	NA
Kidins220	-0.445736494549051	0.15494862313093
Cd28	0.43363467087911	0.385860536740459
Gpr156	-0.265517368058601	0.488096976942841
9030201C23Rik	0.0572408952603789	NA
Fbxo27	-0.352445378208336	0.221371167822024
D630033O11Rik	0.151815452173205	NA
Pax8	0.0754419939464392	NA
Cops7a	-0.0348607476521277	0.939659124872829
Rpl31	0.642958677888152	0.0763981763932021
Gtf2i	-0.263556367625845	0.33610847767808
Rnase9	0.101597871037341	NA
Lhx3	0.0842643349246753	NA
Sox11	0.127432512552511	NA
Plpp4	-0.00703358589015363	NA
Slc5a9	0.0412401401801025	NA
Flt1	0.426473855554662	NA
Art4	-0.00898019290620461	NA
Mettl25	-0.0143346127146647	NA
Efhd1	0.120012761705933	NA
Chgb	-0.203140874079366	NA
Slc16a3	-0.718941536569633	0.171555479101481
Fam102b	0.599994160952954	0.159558444363791
E330018M18Rik	-0.0458326009628883	NA
2310057M21Rik	0.719032385523425	0.00624859759462392
Majin	-0.00222778773853874	NA
Rassf4	-0.0770988564432502	NA
Maco1	-0.136017384445817	0.66478254758612
Slitrk1	-0.0928676120112655	NA
Afp	-0.0312683565027949	NA
Uqcrq	0.155396361109634	0.473243051319282
Olfr1	-0.0957230913254354	NA
Hmcn1	-0.44122297134072	NA
Mtnr1b	-0.00935217895475525	0.980090845688927
Ets2	-0.499785462053759	0.25862859984688
Sltm	-0.00990984894401292	0.988530473498625
Rnaseh2c	-0.130410928693028	0.634963848816057
Cblc	-0.0955794260989378	NA
Zkscan8	0.477656616119842	NA
Hipk2	0.208158738050876	0.253803420972367
Olfr186	-0.0314652676448892	NA
Plppr1	0.109475158823186	NA
Gm10048	0.487077155381821	NA
Cisd2	0.389684145640737	0.0370799574234387
Lin9	-0.246935612235054	0.479117124539272
Utp15	-0.0628815606416942	NA
Rbp7	-0.297470815091828	NA
Dnph1	1.26967647756268	0.0598027283585314
Pdzd9	0.151964954321047	NA
Zfp41	-0.271930678885664	0.467288371123185
Krtap8-1	-0.00718417567961113	NA
Rerg	0.324779088804866	0.271130036165119
Ccdc39	-0.45043453296942	NA
Mospd2	0.253529727030648	0.405968522391862
Angptl2	-0.443570501118685	0.255963805187386
Cfhr2	-0.129282134043114	NA
Serpinb10	0.213746492365123	NA
4930556A20Rik	-0.130275003804593	NA
Tanc1	-0.220205603805941	0.54002869497505
Zfp54	-0.0243326461812269	NA
Snx18	0.212731223116759	0.652717014494714
Sec1	0.0441709350502467	NA
Spata24	-0.151071984237939	0.759647527118258
Izumo3	-0.00142107360268075	NA
Col8a2	-2.42402905655217	0.00128327756482792
Zc3h15	0.453838362514163	0.057333532642638
Pglyrp2	-0.0476378344173989	NA
Dclre1a	-0.220305146464138	0.731022320741472
Thoc5	0.122610558903175	NA
Sergef	-0.000277054721457693	0.999155216308949
Erbb3	-0.223621310443899	NA
Kirrel2	0.0107145696056022	NA
Crebbp	0.00237157681242702	0.99222245933853
Chd7	0.21039153516517	NA
0610010F05Rik	0.188998357391049	NA
Col4a3bp	0.191755681920046	0.235168699464366
Adam23	0.0331366999916312	NA
Etv3	0.114254701599313	NA
Serpina3c	0.732362888110432	0.143494139322684
Spata31d1d	-0.0327660520733852	NA
Comt	-0.559322876552307	0.151700117977283
Gramd1c	-0.353422018704915	0.250263724567599
Preb	-0.324477436034391	0.136332683739771
Ttc28	-0.592491890505835	0.0639041834217906
Mapk1	0.131979628284877	0.726260677108454
Rcor3	-0.245327800271158	0.557625105628824
Ube3a	0.349911841485684	0.296012193483968
Smarcad1	0.0982080455247426	0.669928060260292
Dcaf10	0.102565817172258	NA
Krt4	0.0189081963092316	NA
Klhl23	-0.128529329613067	NA
4833405L11Rik	-0.0137258282496046	NA
Plekhf2	-0.0919632077764631	NA
Eri2	-0.160742022187535	NA
Nefl	0.0861081433764793	NA
Olfr599	0.0126553470957055	NA
Ankzf1	-0.91538575091485	0.00943506131794924
Trp53	0.411968810323594	0.300470634387077
Rhbdl3	-0.236583929773806	0.347709563747567
Zranb1	0.0509780687131468	0.908938335743822
Ppih	0.320950308923022	0.321938669244927
Gm20755	0.0454908834417414	NA
Safb2	-0.283775611932591	NA
Kcnv2	0.0846641686736505	NA
Serpinb3a	0.0469474611049894	NA
Cela1	0.00328859780401313	NA
Ptger1	-0.886874552537805	NA
Lamtor1	-0.0059630670372429	0.984298931980459
Lrp8	-0.317983749981007	0.324141041987864
Hepacam2	-0.0283253221570455	NA
Nos1	-0.0132868273772264	NA
Zfp984	-0.258217489573784	NA
Parg	0.369942343873954	0.255217514699623
Stam2	0.281782373035494	0.284332511032778
Aldh1l1	-1.10357837309014	0.085954159831641
Nr3c2	-0.0600059646780976	NA
Muc1	0.149113865907841	NA
Vpreb3	0.124879175989376	0.750843138478053
Dag1	0.325610287019749	0.492273467015371
Vasn	0.987283463893058	0.00306542154306801
Rsrc1	0.0880098681779641	0.603215910825486
Tfrc	0.400978356915404	0.437698846943064
Zfp58	-0.0816997887454177	NA
Akr1cl	-0.032099906495457	NA
Vmn2r53	0.0209301134832722	NA
Cdip1	-0.240174353957785	0.161039317632833
Ankrd52	-0.0281360828477669	0.969448911367928
Smcp	0.205792631040934	NA
Ccnl1	0.159530917741541	0.765251834998988
Myo1h	-0.209466255045275	NA
Padi4	-0.157284984714699	NA
Tff1	-0.0571978853208472	0.830950269819625
Mrps27	-0.117290743573689	0.798780820573915
Fgfr2	0.0284001773988766	0.949187663231271
Rpsa	-0.0191440561284723	0.98138598145926
Zc2hc1b	0.152832287936758	NA
Ppp5c	0.0987596225127665	0.735512761022333
Slc7a11	0.126357441820196	NA
5730419F03Rik	0.3333188348675	NA
Baat	-0.0331521192117637	NA
Gm9125	0.0865461201374544	NA
9430069I07Rik	0.0827413677458115	NA
Frmd4a	0.809620750807075	0.00664159936581793
4833411C07Rik	-0.425597879710659	0.228031527676271
Olfr772	0.0862632259001383	NA
Trat1	0.0485419793781378	NA
Seh1l	0.193193943652787	0.48190729593428
Gon4l	-0.517635721358544	0.376319710234137
Rin1	0.213603142911211	0.629533423642617
Mrpl24	-0.307642008924539	0.281710389672546
Ndufab1	0.737818556170735	0.0083720668840984
Inppl1	-0.18308143175911	0.665680280399934
8430436N08Rik	0.0449565599306917	NA
Sprr3	0.110165382330873	NA
Klhl5	-0.187426268929579	0.460279365445743
Anln	-0.0212958738230941	NA
Rln3	-0.141280164373019	NA
C230098O21Rik	-0.840166349435578	0.144357947150805
Nppb	0.0318099721049139	NA
Rhox2-ps	-0.07448687642994	NA
Chd9	0.35580473370783	0.224010793839423
Sptb	-0.580192971961111	0.058515575196351
Sugp2	-0.210642697679038	0.452471958648531
Gtdc1	-0.248885693701988	0.128123955207785
Dgkh	-0.39579876928846	0.348504860584514
Gm16387	-0.00756119155020226	NA
Rsph3a	0.0750018888571317	0.809817172180152
Git2	-0.0135944560715892	0.948715505158452
Ccna2	0.047060334733915	0.959893621982373
Gtpbp10	-0.0612601523175366	NA
Nlrx1	-0.13849695946619	NA
Borcs5	0.0084471246784757	NA
Fate1	-0.0970956317694222	NA
Rapgefl1	-0.645781955711753	0.199388436400443
Telo2	-0.548371621976022	0.135716592844102
Fgf16	0.025499517324415	NA
Mterf4	-0.160656418450489	0.732084327164668
Ptgds	-0.13487247460519	NA
Fabp12	-0.0306075053943451	NA
Sptlc1	0.264404791554306	0.626310495828652
Mroh1	-0.057473153146033	0.79509218319329
Rab35	-0.0057923725304828	0.987637178555854
Oxsm	0.180587645941312	0.565034955340595
Kir3dl2	0.0698441435941764	NA
Mllt6	0.332527825914684	0.289834672965429
Pkn3	-0.0112781330898677	NA
Top2a	0.22946826584026	NA
Cep290	0.221554636298615	0.604384790075596
Gbf1	-0.154668389042198	0.78778824422945
Syt16	-0.141355247878081	0.632075550977182
Cdk2ap2	0.150306244033229	0.66478254758612
Olfr924	-0.206048997868205	NA
Snip1	-0.0585268420690404	0.924655386576807
Ror2	-0.103580007025104	0.678017047290814
Marcks	0.20292623735093	0.774702376386787
Hao1	2.89147740917712	0.00216817966083046
D130067P18Rik	0.221079980775498	NA
Olfr1039	0.0563608353974083	NA
Elp1	0.216715242695696	0.565034955340595
Tub	0.0550271551885388	NA
Olfr1110	0.00501529685479315	NA
Samd9l	-0.0871882682802392	NA
E030026E10Rik	-0.350440360483853	NA
Mrpl46	0.419339259421751	0.51159197757844
Cxadr	0.158187396307557	NA
1700031F05Rik	0.0115063320871464	NA
Tbrg3	-0.169465797253615	NA
Gm5094	0.0919217121902668	NA
Arid4b	-0.0469267543216472	0.87352893879479
Mnx1	0.144437003007343	NA
Plk1	0.342915621562651	0.594880224182902
Smad4	-0.346904347040688	0.39339843390613
Cplx2	0.224293944775066	NA
Pabpn1	-0.289606069634726	0.445670209859576
Prb1	0.107543168574031	NA
Gm5885	0.013019896601982	NA
P3h4	0.19407613646393	0.46170672084482
Neu3	-0.371328813024535	0.365875151464543
Aoc3	0.0500194563276023	NA
Vmn1r188	-0.0610138985690595	NA
Mthfd2l	0.0696093451167109	0.895903048416563
Zbtb24	-0.0730805627172293	NA
Arrdc1	-0.592157166223182	0.0412774641742128
Otub2	0.0171807674154392	0.964058639214264
Wasl	-0.0678640035514778	0.891358179570073
2610008E11Rik	-0.532114176175872	0.120803440496542
Dleu2	-0.413563478189173	0.145452375217271
Mtmr6	0.035443269796549	0.89435137543586
Kcng4	-0.0514524275762175	NA
Qtrt2	0.452007790079649	0.280214938824188
Gm16938	-0.103090826650026	NA
Psme4	-0.117481633007562	0.619683918063361
Ubr3	-0.141847099356572	0.566985374422787
Dctd	-0.32709076570944	NA
Parp10	-0.123246919504419	0.828192001365122
Fam192a	0.0917256572834315	0.652479606261406
Trim26	-0.437547846608732	0.0118547826626357
Actr8	0.00623407512589653	0.983764246687154
Klhl22	0.0701828172214223	0.806157093860426
Lpgat1	0.422777833458962	0.0390009953332456
Sod2	0.592684604107688	0.140445573465899
Nat1	-0.153552436143954	NA
A930004D18Rik	0.0399638861210373	0.971960828171394
Trip4	-0.183529384149816	0.370021983048719
Camk4	-0.306040671639707	0.630396345038936
Smyd5	-0.139228160325947	0.594880224182902
Nf1	0.0407897641995622	0.94993844746129
Pigu	-0.0104402189963034	0.969448911367928
Itgb1	0.444273224853922	0.307373644313476
Pcsk9	-0.0505698317476082	NA
3021401N23Rik	0.582356050236973	0.21595817508126
Msi2	0.267562159979901	0.38730665279158
Slc25a24	-0.209214448554635	0.591740111283924
Slc22a7	-0.0428886027736901	NA
Amd2	0.0832097040052888	0.939661514287072
Nat10	-0.359971344994082	0.602502165587273
Elp2	-0.482434567641168	0.202469795406182
Add2	0.0406809671100005	NA
Rab12	-0.0314500111840409	0.937217407710691
Ncf2	0.335870644746453	0.809441451614023
Sgpl1	0.296551162025147	0.425629888462732
Cd44	2.09317680323235	0.00258468080554932
Vps39	0.211457574332073	0.561011048976609
Mcur1	0.230770817582093	0.137807223403392
Pigv	0.196892769688158	NA
Abca5	0.136365270819513	NA
Tcfl5	0.422110833025225	0.649609443271649
Eed	0.165294174003352	NA
Prss52	-0.0158355355898453	NA
Dab2	0.264006622832371	0.261688140011912
Rgs7bp	0.12188562138049	NA
Zdhhc20	0.358334478027163	0.0586991821535712
Zswim8	-0.662527302336063	0.135716592844102
Hexdc	-0.648624344478176	0.186313607237769
Twnk	0.019320179285162	NA
Ctdspl	-0.636907852376138	0.0252462978638427
Dnajc24	0.523209894113223	0.0551051570739071
Churc1	0.249613750762009	0.601278683291016
Slc26a7	-0.133089676264248	NA
Tmpo	0.011147562872893	0.974779737480969
Tenm4	0.390311502797015	NA
Col16a1	-0.579809044353525	0.173067078130536
A930038B10Rik	0.0405513342333931	NA
Gzma	0.0402074981655517	NA
Ppp1r3c	-1.87570940649379	0.00322940754733971
Lpar4	-0.116190847692632	0.723584302861843
Wrb	0.0508163291640744	0.891909642304257
Zfp957	-0.194660128693023	NA
Pms1	-0.00165624768115865	0.996297987195224
Klrc2	-0.0745796035020149	NA
Gzmm	-0.364352532743064	0.597600870010366
Gpatch11	0.201767706969304	0.57430916527283
1700030K09Rik	-0.217544870216255	0.621871041557891
Nr1h3	-0.596153302313554	0.0156598297213157
Pax3	-0.0763259071875879	NA
Ptpn21	-0.157897817016902	0.653173377548242
Ovol1	0.121019144635783	NA
Nek1	0.318819103246525	0.141433398819077
Lrrcc1	-0.459643938640233	NA
Gm20754	0.231765942237716	NA
Plk4	-0.142400991033281	NA
Chst7	1.85137170817318	0.00666772933089789
Cemip2	0.0616520742577106	0.942903854049757
Pak1ip1	0.265667529817908	0.258514694199467
Zfp830	0.451827670715828	0.321703913279427
AV039307	-0.0202836495479956	NA
Otof	-0.129085218482514	NA
2510042O18Rik	0.325223882922866	0.403526742489528
Heatr5b	-0.0108311291799673	0.980658315332699
Elk4	0.127133403503889	NA
Cklf	0.554485795434166	0.315900378786908
H2-K1	-0.421207847331491	0.0691002260055497
Olfr487	0.0821109256301998	0.788541554934046
Enpp4	0.013889094536236	0.97819721433711
Krt20	-0.0587455940475928	NA
Mx2	0.359900418177902	NA
4930527F14Rik	-0.0423398036427484	NA
Galm	0.00582004784972837	NA
4930524O08Rik	0.000598046443734784	NA
Tspan18	-0.247500488227986	NA
Abcb8	-0.25928893599874	NA
Ephb2	0.136559105476478	NA
Serf2	-0.0234294858118545	0.969448911367928
Tas2r108	0.105968293120772	NA
Prrc2b	-0.139553834286156	0.452416590471867
Rfx1	-0.0640674103286687	0.805709266761544
Lat	-0.222293878796657	0.672264351175785
Pmp2	-0.0824755587009843	NA
Agpat2	-0.033421938603181	0.958588235950556
Exosc6	0.154443619409254	0.555877275442566
Wbp4	0.16311455744048	0.566985374422787
Cd300lf	0.393826807530097	NA
Bicd1	0.00743577379415893	NA
Zfp397	0.448207003340979	0.478587234050795
Wdr25	-0.110232645525678	0.759647527118258
Olfr1020	-0.00671486974083758	NA
Stt3a	0.0880155917608061	0.897158730149363
Pqlc3	-0.625572956090158	0.168480161227069
4930404H11Rik	-0.213421284056899	NA
Rfx4	0.122110320225527	NA
Cacna2d2	0.085514377099504	0.759647527118258
Psat1	0.329611495333274	0.687168568887688
Calcoco1	-0.106406806137995	NA
Ccni	-0.00234469506460199	0.994579453429798
Scamp5	-0.303439258085488	NA
Syt13	0.614057889729757	NA
Suco	0.215092562677145	NA
Zfp974	0.0982512275145521	NA
Sncb	-0.00129907803071884	NA
Tdg	-0.211197788483031	0.432052344466992
Mfsd13a	-0.395786507081152	0.34282028352859
Slc9a2	0.156649993960481	NA
Clic4	0.440693809276071	0.218359685683422
Zmynd10	0.0911424011887318	0.865986331401673
Vmn2r8	0.0814106955055131	NA
Calhm5	-0.341992479735243	NA
Slc49a4	0.00732836813184191	0.983556949339354
4930546C10Rik	-0.0504773433011391	NA
Pcdhb13	-0.0393899241991942	NA
Neu1	0.0758548200282652	0.798369729737498
Cldn18	0.0734116143520452	NA
Gm10817	-0.0738930483047884	NA
Cpne3	0.239201386482512	0.559476079029753
Fam227a	0.367683790518539	NA
Otub1	-0.0797645145625987	0.861723248461964
Sox2	0.209014804982128	NA
Mlh1	-0.617796936445591	0.00481325825280726
Akr1c12	-0.0536068155736275	NA
Desi2	0.796655960185077	0.108067544446114
Lsm10	-0.41588208845732	0.0693097392063159
Grin2d	-0.105571810897901	NA
Myo1e	-0.21359418259591	0.508693409228455
Sipa1	-0.4877621913935	0.0816148385109264
Lama2	-0.164908153089697	NA
Cenpn	-0.136943201195761	NA
Luc7l	-0.30577922959884	0.550038373293194
Vsx1	0.0589174428076143	NA
Atp5d	-0.458607350668531	0.35175680344448
Rbm18	-0.323463730536411	0.169617267280898
Akt1	-0.0112050192571901	0.978723248269302
Dynll1	0.537938370441987	0.0303966345505928
Dld	0.343661421795174	0.225838135598298
Snrpd2	0.262572437671771	0.429946426706854
Ube2n	0.303199178458726	0.291953436963652
Vstm2a	-0.0548884858305142	NA
Lnpep	0.175378995461857	0.661057597300504
Utp11	0.161884467355069	0.517851364182166
Dcaf6	-0.886444707847004	0.124976756995687
Dpys	0.0518044620431839	NA
Osgepl1	0.113519968049832	0.783254457361355
Ltb4r2	-0.0144102899435391	NA
Svep1	0.30164409212691	0.315684896791551
Pef1	-0.0148830329612292	0.978723248269302
Aasdh	-0.20659690534851	0.229409870728346
Ugt2a1	0.0457726679481235	NA
Snw1	-0.0549838210517151	0.921405043832075
Spaca1	-0.0602949936664467	0.942081978728802
Brwd1	0.0458575703898733	0.871925903837652
Krtap5-4	-0.0436363118127495	0.948075008630483
Fut4	-0.206006287870154	0.739451804047149
Slc41a3	-0.571284831119303	0.190145154242507
Usf2	-0.197313594348722	0.629001005171351
Smpdl3b	-0.394496274907552	NA
Clasp1	-0.122597813046067	0.47202985720449
Il13ra2	0.0277863818531636	NA
Stk31	0.137446857238319	NA
Gen1	-0.131437291066799	NA
Pdlim7	-0.565959453281801	0.209376896374274
Foxi2	-0.0367462698483895	NA
Tmem30a	0.649625733377561	0.116544598828045
Fam181a	0.0176371468279795	NA
Ttc30a1	0.0709266835473898	0.824097417338542
Setdb2	-0.185267953361317	0.54002869497505
Olfr1427	-0.0588179195244887	0.801228740262685
Exoc8	0.4873592453161	0.111094669173159
Plscr3	-0.178165598032485	0.322679417425318
Dnajb11	-0.0895036106584621	0.8416101498697
Grin2c	-0.0976359061686151	0.768441103425478
Myadm	-0.37623722421131	0.151700117977283
Olfr1175	0.097322544873976	NA
Emx1	-0.0818289462582665	NA
Pou4f2	0.0521259945775977	NA
Cpt1a	0.219959339136362	0.706982440969009
Ndufa13	0.0618434034667527	0.82884935410618
Olfml2a	0.027478049194942	NA
Olfr432	0.0109851352066695	NA
Thbs1	-0.237957630088333	NA
Zfp672	0.0713389662571541	0.859867061242205
Grhl2	0.0161622251431403	NA
Mcemp1	-0.469348631378786	0.467316476187063
Fos	2.68909382396472	0.00661958055035303
Bbs10	0.194562512093263	0.798709487451041
Wdr81	-0.0196463624091396	0.97819721433711
6030458C11Rik	-0.0406148398924199	0.865959483846104
Armc12	-0.216048657968546	NA
Bmi1	0.108223526447103	0.673709795140939
Pdpn	0.218744992796649	NA
Olfr912	0.213144899771309	NA
Adgrd1	-0.0294223777999535	NA
Ccdc150	-0.114441150358002	NA
Prox2	-0.145452728332132	NA
Tigd5	-0.148779054744695	NA
Dnajc18	0.228773263962871	0.44918816422095
Kcnd3	0.0314610485276369	NA
Cbfb	-0.0383687755326377	0.899635624539296
Nxpe4	0.0159161947594118	NA
Olfr1294	-0.00829788179692367	NA
9630033C03Rik	0.460299300905379	NA
Gapdh	-0.346300690036259	0.592121213049398
Nrtn	-0.874575510845155	0.179580321257448
Ccn6	0.150790688034175	NA
Emp1	1.54051723157064	0.0123718854965521
Abr	0.0524548901092977	0.92457421506591
Sars2	-0.306817539094811	0.261688140011912
1810013L24Rik	0.0869293356183972	0.717456482360467
Gstm6	-0.123174872677489	NA
Gemin2	-0.194200979904627	0.610317381079648
Cit	0.549159941914374	NA
Creb5	0.167792725278685	0.703667334728663
Zfp697	0.839503894588029	NA
Klre1	0.261886072186127	NA
1700013G24Rik	-0.0904932616675203	0.742755169058654
Atg10	0.115144221188316	0.775968679820921
Pomt2	0.041492801627073	0.925040622301969
Dbndd2	-0.0774826237839608	0.700151108283735
St3gal2	0.0133409310904809	0.958588235950556
Pum3	0.138448605231508	0.622737686239529
BC030500	-0.110457452010791	NA
Rpn1	0.0591367516237055	0.906852068437637
Zcchc4	-0.40879154712027	0.308267830102234
Mrpl42	0.332655667328176	0.482654319634057
Serpine3	0.829906736939749	0.173646016945416
Ccnq	0.0322572454164501	0.956572073145665
Fam172a	-0.137056978988085	0.672298422328431
Tmem219	-0.159537223983336	0.494334080851136
Nkap	0.224552336664457	0.526949177247165
Clcn6	0.00196397669892004	0.995613437752543
4921527H02Rik	0.0266486536709129	NA
Mep1b	0.000622077107309359	NA
Dscam	0.713387598115975	NA
Srgn	0.732807804131253	0.205026264739344
Ccsap	0.0353600422915933	NA
Acot10	0.0698013600407504	NA
Arxes2	-0.32110628724007	NA
Gtf2b	0.683614923127057	0.110633125388751
Dbpht2	0.150908080125216	NA
Ier5l	-0.153216060638337	0.588430926055373
Olfr801	0.0911821315739705	NA
Ate1	-0.122839990058801	0.534551961558445
Fgf23	0.0916028376536381	NA
Pbx2	-0.298624524145497	0.118899963064216
Pou3f3	-0.00934409265282747	NA
Calm1	0.598750253460278	0.138456498932555
Slc39a12	0.674586152031625	NA
Lhfp	-0.00949934555484671	0.99044353030428
Ints8	0.066654573745212	0.747337799868422
Avpr1a	-0.83245762682581	0.330310004447731
9230112D13Rik	-0.227878731799584	NA
Tor1aip1	-0.119868370670517	0.765863550015297
Tmed7	0.210497665728927	0.544845179926871
Brd7	-0.302411386028217	0.0534587332430491
Txndc11	-0.194548596889934	0.414448167717779
Actr2	0.448748887508886	0.241666147573697
Vmn1r181	-0.00501367443184924	NA
Zfp442	-0.0798028928568714	0.882109168807921
Ints12	0.34180929236518	0.139968607724112
Ripk2	-0.0579147951305372	NA
Srrm3	-0.186853979456451	0.518288944308833
Olfr1038-ps	0.119291663670565	NA
Stk16	-0.0381668636035186	0.926632829547099
Igbp1	0.311929702160198	NA
Mrps33	0.449367521126847	0.0642786452322396
Igfbpl1	-0.0151779877368717	0.962564008354777
Ip6k3	-0.214650299430773	0.731799120263889
Ntsr2	-0.175497587434146	NA
Tenm1	0.421879159004592	NA
Anks3	-0.421110529124081	0.0959559813448548
E2f3	-0.0162593106077191	0.953519380760093
Man2b2	-0.435109338273745	0.343785268444075
Surf2	-0.245711321844411	0.239881425860959
Rhoh	-0.383645751316688	NA
Psen1	0.274858464593229	0.334146268257054
Zfp655	0.193193836245662	0.497820037216976
Ccdc117	0.0750202425118039	0.873982358408788
Man1b1	-0.212936768478727	0.458874699082252
Cmpk2	-0.00391565251918756	NA
Cebpd	0.168981339070092	0.852860274606645
Zfp951	0.0964937040329831	0.754648115746645
Pzp	0.00577461283483441	NA
Slc35a4	-0.0554914711304786	0.924831537019008
Zgrf1	-0.354480490116981	0.536063804923694
Gnb5	-0.371507765018642	0.190539257072735
Zfp27	-0.0264919222275011	0.957488609531642
Uba2	0.451917897774365	0.341440358951098
Olfr899	-0.0157229965103936	NA
2010109A12Rik	-0.238038384442775	NA
Psmd7	-0.200786179941358	0.440393137454351
Ripk1	0.000565348872042759	0.998082367201811
Copz2	-0.508728330893922	0.1075786085803
Rnf225	-0.0296068033660649	NA
Zfp932	-0.0512958341512225	0.930725240781366
Lin37	-0.0482449583679634	0.904515713613567
Tefm	-0.0138486185361094	NA
4930592A05Rik	0.0284221034887364	NA
Gbp6	-0.486961405694303	NA
Frk	-0.114999877006412	NA
Col4a2	-0.44317427578794	0.0947461313697578
Cd4	-0.0753479734838678	NA
9930021J03Rik	-0.299161602139509	0.0476552673910051
Plekha6	1.23408380407414	0.000360633530167456
Abl1	-0.0291053214054204	0.852582941602794
Gak	-0.150070376105005	0.454865381337504
9430081H08Rik	0.666195337786452	0.10383506098592
Jmjd4	0.408563672475426	NA
Slc16a13	0.019536067051023	NA
Zfp428	0.174174319619797	0.715576316307273
Fam129a	-0.49504765189307	0.347418042626063
Topors	0.107124111820521	0.691173566861392
9830107B12Rik	0.0748701686529092	NA
Polr3e	-0.157513291888765	0.707127522983718
Thrb	0.0327866636553776	0.942333779303059
Tmem175	0.0565107400080207	0.89435137543586
Rap2a	-0.138083060225998	0.705806862570434
Ndc1	0.380281298144842	0.192697959515097
Mphosph10	0.362057494364605	0.124112422534379
Lmo3	-0.00794023068251768	NA
Uaca	0.922227783697923	0.0133600431105903
Gvin1	0.0836632726143216	NA
Mc2r	-0.0959542389365112	0.885462235725431
Omp	-0.0547905929939176	NA
Hsd17b4	0.179412396742485	0.593488823351633
Slc4a8	0.171054287242679	NA
Sema6d	0.00738008169366123	0.987299072092772
Rbm7	0.248297151720267	0.641428914847633
Pafah1b1	0.00549110174386049	0.986882501469902
Zfp398	-0.0331661973665633	NA
Nt5dc2	-0.460222891413175	NA
Mrps26	-0.287969200666842	0.172252932588794
Larp4	0.22618589624169	0.276645673440117
Jaml	-0.0997274959183291	0.926632829547099
Pdp1	0.277702455040411	0.521377949318086
Nfat5	-0.294628631619732	0.368074014273334
D030028M11Rik	0.0464792730442907	NA
Chchd4	0.386448308767556	0.361360260349618
Zfp729b	0.0464959175175133	0.918148476710658
Ndc80	0.499524144266363	0.32703343541083
1700021J08Rik	-0.135096308275669	0.686366425070859
Grhpr	-0.75240061819348	0.0212610539201331
Ttc19	-0.00955941718072749	0.979136261464853
Rassf2	-0.156102094579608	0.871925903837652
1700021P04Rik	0.0695062417886956	NA
Lrfn1	-0.0412531910489054	NA
Olfr1389	-0.0181695248829566	NA
Mindy3	0.431126709177716	0.131184079794659
Faf2	0.156707714881329	0.761062564599675
Btbd1	0.531547019876638	0.136129485113051
Tpp1	0.0210952602890059	0.944236608434925
Rpl5	0.299501428441339	0.364369420201366
Rad21	0.0377842669311819	0.925543725103959
Mblac2	-0.413579024499506	0.186956435019096
Acaa2	-0.387119985837503	0.168909275925768
Agpat5	0.175115337881042	0.471473734505227
Haus6	0.0222417839030146	NA
Wdr37	0.10686917462319	0.687383498219355
Frmd5	0.0295468962622673	NA
Abi1	-0.0393601053953818	0.88036090174259
Catsper1	-0.137681499088244	NA
Syne2	-0.0329770848124306	NA
Mamstr	-0.438458237620523	NA
Yrdc	0.553403194702252	0.319246185788381
Atp5h	0.469045916362975	0.0199112722566078
Cul3	0.32703497713437	0.182107263944633
Scgb2b2	0.111339166790841	NA
Trmt2b	0.0658884592459338	0.881870944376724
Recql5	-0.420808957458926	NA
Lef1	0.482650578759126	NA
Piwil4	0.132152905225187	NA
Olfr993	0.0610787807320338	NA
Tdrd5	0.094453631704353	NA
Ppl	-0.0392634372705311	NA
Hnf1b	-0.0142060717533355	NA
Olfr818	-0.0015669303849075	NA
Agpat1	-0.0151624050181587	0.969514852016213
Btnl1	-0.0410592876381399	NA
Tnfaip8l3	-0.00381103732098577	NA
Zfp784	-0.418634805975512	0.29443847940395
Tekt5	0.0330686244254996	NA
Klk5	0.0339238739340492	NA
Wwc2	0.24133129276329	0.383106823097251
Flg2	0.184588904055062	NA
Limk2	-0.669182526585848	0.00241329366654328
Impdh1	-0.0317344074590131	0.955970043028482
Sh3bp5	0.333305300927348	0.40483448112038
Cmtm4	-0.0548756204569873	NA
