ID	WT.DMM.1wkvsWT.Sham.1wk_logFC	WT.DMM.1wkvsWT.Sham.1wk_padjFilter
Inhbe	-0.824489992544017	0.00690698953319926
Pias2	0.341041682205517	0.0307561040002696
Inhbc	-0.0144468443970956	0.965454764496378
Mmp9	0.62072012918398	0.640243155365195
Klf8	-0.708871982838669	0.0776719078126822
Cdc14a	-0.0182068571362625	0.932636118491799
Prrc2c	0.0873035543062389	0.794335977485736
Cdk13	-0.0921115820548884	0.726860599042951
Ret	0.0524160962020558	NA
Lrrc18	-0.107163772129219	0.354871628287186
Fbxl21	0.128817922387181	0.762091550687135
Myrf	-0.163195942452534	0.400422824470189
Psph	0.197728261742084	0.645165638955326
Olfr382	-0.0794767882905506	0.695260163373707
Ttc23	-0.100475867024899	0.720952784617441
Olfr1151	-0.0898278058739235	NA
Helz	-0.264405165119421	0.341598858785055
Hoxd1	-0.259559018877632	NA
Eml5	0.0905916733459955	0.692082356143314
Sh3kbp1	0.210124736456811	0.304436469154749
Zfp9	0.111635686453071	0.712214018559647
Abcd3	0.170200721273038	0.324996091389906
Gast	-0.316187725448809	0.0725529951040417
Sesn3	-0.140982324906452	0.687495886161692
Zfp87	-0.142497715251798	0.72568219561643
Tmem37	-0.247296399981616	0.608287120035758
Shc2	-0.189275524069791	0.352647196704063
C2cd2	-0.112969074725261	0.724641402792999
Slc4a7	0.821990992030228	0.00175343310308294
Enc1	0.423531625811046	0.362943589103887
Fam49b	-0.00701845622759148	0.984846572181231
Olfr166	-0.258203549279708	0.12720229072893
AI593442	-0.129022548716942	NA
Hrct1	-0.0526688186138414	0.881869323148675
Cln8	-0.0641896092947999	0.802512541957356
Tgfb1	0.300339017479982	0.591087408657421
Leng8	-0.633351598403936	0.0640170819324487
Gja5	0.0870163478211294	0.541977230327069
Ankdd1a	-0.0878187235468987	NA
Sertm1	-0.0594836583808339	NA
Mgat1	-0.131470317578618	0.607919748777696
Psmc5	0.171839993372493	0.470153445697672
Btbd7	0.46206700232327	0.0268547289932782
Gjb6	-0.148208519256405	NA
Prr30	-0.410817635708194	0.0243827650699922
Chek1	0.424409778653776	0.235692073652308
Prpf38a	0.415226856254184	0.0463048437924742
Taok2	-0.490767425368947	0.0382936989507366
Alkbh3	0.110304520589396	0.744520690793228
Vps26c	0.130363357868235	0.701987260407435
Entpd7	-0.450183847587796	0.0795944203631339
Asns	-0.166387192991091	0.689283479229439
Nkx6-1	0.0154969757342308	0.952447710274574
Cntnap1	-0.10385636226078	0.632979507369797
Pde4d	-0.122386158673847	0.722752915493415
Sgms1	-0.445513821688889	0.3098747438648
Fbxw11	-0.0904278198766227	0.759752130314461
1700016F12Rik	0.0660142168188657	NA
Eml6	0.0279704622233304	0.938723356596132
Ubfd1	0.561413655456125	0.0468389556518631
Enkd1	-0.258957797928334	0.357079439272401
Cabp5	-0.241004034795	NA
Pik3c2g	0.0455421215997644	0.842203573637525
Utrn	0.033886502529541	0.84586634195957
Dmac2l	-0.099940165004132	0.759957870114437
Mis18bp1	0.0579396565464007	0.774424843979526
Mre11a	-0.202577567083171	0.434273930842356
Pate4	-0.271543572476671	0.644396565945981
Ube2l6	0.067607499969441	0.903789143297702
Bmp1	-0.434219279778856	0.151706339048387
Sv2a	-0.466349476075884	0.0842084104647207
Cpm	0.906109450571975	0.20799810204447
Pcmt1	0.0354652061178276	0.886875335925691
C130057N11Rik	0.842768230625605	0.0392447692300709
Nfkb1	-0.0120076198176495	0.972264252358834
Sart1	-0.316465316243102	0.151334990971197
Cdh18	-0.188367661010998	NA
Mbnl2	0.987895142686954	0.0017341691654175
Cdk2	-0.139482032587488	NA
Slc4a5	-0.0282751871314953	0.917930652386447
Pparg	-0.539463349264454	0.189213091437235
Ptprt	0.0602100068830701	NA
Cxcl10	0.736808429851129	NA
Nacc1	-0.0585233956644514	0.776832119252945
Tbpl1	0.209419177112674	0.3222320460482
Mak	-0.0516847531634953	0.830525341763264
Col2a1	0.379067954501839	0.204589170546377
Dsg3	-0.240192851070594	0.529350368874709
Dock4	0.0733026764330351	0.696955916314423
Naa50	0.626488286095689	0.0256620314385787
Wrn	-0.129389876542972	0.672489787623249
Yap1	0.43655121611964	0.300392569388333
Aldob	-0.0668094557610404	NA
Rmrp	-0.80555928936319	0.0685287153749188
Cep104	0.312785009822514	0.230274438121826
Sox30	-0.0683648054053296	NA
Rbm20	0.02321095712627	0.916771887194574
Zfp770	0.303639431493578	0.109523179734909
Tmem47	-0.0897890418512831	NA
Arhgap31	-0.0352275707287053	0.864428558580037
Pkib	-0.260931875884343	NA
4930474G06Rik	-0.080193178177853	NA
Spdl1	-0.389117709425589	0.163503025237206
Rap1gap	-0.311986788488553	0.0493001032672122
Hoxd8	0.381343909109405	0.414158878565192
Gusb	0.231443723397644	0.213172401801932
Dcp1a	0.0201928870377222	0.918213762262622
Rab3a	-0.709952705146423	0.103522247387521
Btk	-0.456573704310529	0.473445505745121
Prl2c3	0.130353462692949	0.460019109066741
4932442A14Rik	0.603298263468111	0.142723554511126
Gfi1b	-0.246352094410734	0.812670589815897
Mapk10	-0.0592786667961288	NA
Zranb2	-0.25211120744502	0.694003219174613
4932412D23Rik	0.585857563638043	0.345479740128591
Gmcl1	-0.180857398677275	0.525733385832564
Mfng	-1.03012176800507	0.1200139618092
Slc9a9	-0.155477516893329	NA
Heatr6	-0.485156716594627	0.0665186299327073
Slc7a15	-0.413217187261769	0.0900843367511905
Gcg	0.16712438691616	0.43029513665922
Rubcn	-0.0931778103816181	0.626864437518355
Serinc3	0.695704828313813	0.0533219225366379
Diaph2	0.0794426535556848	0.706259904854222
Spata2l	-0.923896884601047	0.00728852210976208
Serpina3k	0.169696919181247	0.339988053776317
Pnp	0.490055323922346	0.0783848503647187
Marveld1	0.529907366684218	0.357544117227494
Ttll4	0.187811616476938	0.529700491956786
Tjp2	0.323924676638328	0.153728330123066
Jakmip1	0.0351986708596606	0.893792264368302
H3f3a	0.664533487721138	0.0574034345064453
Taf5	0.723792070102944	0.00650010002386663
St18	-0.151837596913914	0.615676505190933
Scamp4	0.286118062902047	0.102576264848347
Ptpn3	0.101999566326393	0.380985707339269
Rgl1	-0.343240963657406	0.144630373252626
Lancl2	0.0509608736227657	0.826117673449899
Pnrc1	0.564953675011127	0.192955244629462
Trmt1	-0.377542977615571	0.117030068622224
Iglv1	-0.164873625832314	0.499336394172643
Mcph1	-0.34488500917552	0.106581714040714
Eif1ax	0.211753049034172	0.526683641433181
Pacsin1	0.0408760355867467	0.900405015151318
Cpt2	-0.652517626076536	0.00710966800471158
Ace	-0.159271952147521	0.492704680419711
Cyp1a2	-0.159457873895983	NA
Abat	-0.168025826098793	0.527253712011473
Grb2	-0.35756146078877	0.0837742018880351
Efnb2	-0.0975500409042353	0.825808753480449
Dct	-0.00377668590482366	NA
5330421F21Rik	-0.132964084916958	0.818953278778459
Twf1	0.412376311082471	0.109033714689002
Sfxn1	-0.173919787892174	0.430040872836005
Ccnd1	-0.177629789749463	0.769559895731151
Dpep3	0.354443876766422	0.179954611873281
Frs2	0.113977420455018	0.668444227034201
Stard5	0.0582981804813035	0.832094727806923
Mt1	0.432110914066021	0.495111720815179
Plut	-0.202508633912297	NA
Lcn4	-0.148352791147173	NA
Pkhd1l1	-0.0209988859586655	NA
Cpne9	-0.149094379873539	0.517294221171529
Golph3	0.837292850997819	0.0312302116168659
Psmc3ip	-0.00336262658220434	0.994975601074742
Sbno1	0.162466907923636	0.405219153107414
Dcun1d2	0.524696660214933	0.0265619203297297
Ahcyl2	0.0501695339459657	0.853702727664044
Gucy1b1	0.00263568980035711	0.99415391877108
Cib1	0.00588412728871642	0.988756051643538
Nim1k	0.112938161748455	0.549233893486557
1110046J04Rik	-0.18448121922741	0.475798271800711
9530057J20Rik	-0.257789014867539	0.375129735340584
Asb14	1.05781089808263	NA
