gene_name	Injured_STR_ort_2_weeks_post_injuryvsUninjured_STR_ort_2_weeks_post_injury_log2FoldChange	Injured_STR_ort_2_weeks_post_injuryvsUninjured_STR_ort_2_weeks_post_injury_padj
Il4	-0.0975530367107467	0.925754044264309
Pxmp4	-0.0601012562024859	0.802643970201553
Dlg3	0.16368291984629	0.634324942592865
Gnb1l	0.0838519290669513	0.850479794017515
Dbh	0	NA
Mmp11	0.172684905471141	0.707212543897705
Smarcb1	0.035666102682555	0.833266887677452
Vpreb3	-0.402698644303127	0.286963559387143
Hip1r	-0.344905980936979	0.187352458009917
Nsun5	-0.0146017600269587	0.948264218710523
Top1mt	-0.0299017849883101	0.886465697472089
Hoxa10	0.315739613579888	0.0741307690922562
Hoxa4	0.21071615958018	0.768150683341904
Gm38393	0.233471968483896	0.748757006723243
Mmp14	1.02298546367347	1.77124538994149e-05
Slc7a7	-0.25426895929899	0.261417207093542
Oxa1l	-0.0760490153838082	0.680943967486734
Heatr6	-0.128777224924242	0.733716654933966
Ccl3	-0.286143253767141	0.592066026395898
Wfdc18	-0.986244951584585	NA
Icam4	-0.449116405454677	0.246651632060174
Ilf2	0.0153843554507991	0.936745822232093
Chtop	-0.0981275627846237	0.34145677644957
Snapin	-0.00444862233677818	0.951992844528596
S100a4	0.481494110911523	0.145430186382816
S100a3	0.0825895329024786	0.923196077031034
S100a5	0.439425011139129	NA
S100a6	0.313078222669116	0.0856022537939171
Scn4a	-0.200529197859037	0.712792451890063
Icam2	-0.123541436555557	0.623614082227984
Mapk7	0.230138149870932	0.465271803261212
Epn2	0.0778504042174229	0.956440785162714
B9d1	0.462955280978855	0.250345507569288
Sec24b	0.23705720842663	0.300583149071798
N4bp3	0.140244791747283	0.628973407175369
Rmnd5b	-0.0602428653951204	0.719212771434888
Nhp2	0.120701767619505	0.595842002628201
Vps9d1	0.0673820395062415	0.85267297253778
Zfp276	-0.261307485549348	0.145450604027918
C1ql4	0.0884210183357554	NA
Mfsd10	-0.110235252133506	0.836050318516099
Luzp1	0.425297130752016	0.0925426586864163
Slc13a2	0.485069318560776	NA
Kctd10	-0.0547304251142881	0.680260766065433
Poldip2	-0.0883901374921908	0.653015693158378
Sebox	0	NA
Ift20	0.429017562773941	0.000663426456474211
Col6a1	1.25527612055175	0.00218085072116794
Pcbp3	0.049189147261634	0.947739451417678
Lgals9	-0.222396015045954	0.253673965311243
Araf	-0.0145886861308838	0.96469351083087
Cfp	-0.0926286123741986	0.706834326453386
Timp1	1.77102301552229	1.04691045216976e-05
Uxt	0.146761790849902	0.502624984660627
Cnnm3	-0.100806003483675	0.81783785225665
Lman2l	-0.197711344719034	0.411897242461407
Mcm3ap	-0.300172226965064	0.279965474499817
Pcnt	-0.188399412759196	0.187469482592856
Ftcd	1.11431022317621	NA
Mxd1	-0.326074705082767	0.0516261835552909
Gmcl1	0.00846598366865808	0.953734947932626
Snrnp27	-0.0154543825276668	0.954333872743515
Oas1c	-0.175346076124756	0.797924760194036
Oas1h	-0.0383153686816012	NA
Ocrl	0.152964208680272	0.420783657482354
Calm1	-0.0366769016804335	0.746537664057614
Agpat3	-0.127537391537463	0.480521130615498
Slc26a3	0.149189575057179	0.855943603300465
Sema6b	0.413467019219771	0.125526900388226
Uhrf1	-0.362267330718931	0.0476195323442817
Dpp9	-0.152328041681751	0.189987985510697
Ramp2	0.233916291477893	0.408769074622255
Lsr	-0.0508329302244319	0.93206493155758
Gramd1a	0.0504867943613333	0.748948422222854
Hpn	-0.241888678774437	0.699036511471663
Gabrg1	-0.945227182748787	NA
Ckb	0.0801768477958037	0.802298060464863
Sp1	-0.140818470003797	0.399798615456446
Itgb7	-0.336976162974135	0.219074238104498
Myg1	-0.153281819153869	0.49798218399105
Rarg	0.0868015068490969	0.744489848325578
Pfdn5	-0.0223733864978251	0.915360888861444
Efnb2	-0.0860286038861745	0.743497004651384
Rrp15	0.14371151263379	0.508563927459483
Rnd2	0.400263963898726	0.171769204622005
Srr	-0.0924034985685916	0.80226254731132
Sync	-0.184662162907392	0.533636766142234
Fndc5	-0.426190416223863	0.184869129344105
Acp5	-0.167885256680291	0.647915656962478
Cnn1	-0.0276070391946177	0.964563588146867
Fbxo9	-0.108895644793449	0.648305197763936
Vps50	0.0405114346135244	0.923005446061314
Hars	-0.00205441453714969	1
Zmat2	-0.060546247612931	0.643896904254139
Ube2c	-0.224734438735268	0.249504784515893
Smg5	-0.0128188235083259	0.976869684683572
Cct3	0.144845473178262	0.148778520333438
Glmp	0.085383561603189	0.587553089901497
Mef2d	-0.129013608674874	0.547362827617986
Tmem79	-0.281459583596087	0.821582985781386
Snd1	0.232867106341735	0.400727999960623
Col18a1	0.925360479163679	0.025769986987272
Slc19a1	-0.027171860750949	0.988252294936392
Kpnb1	-0.0342078904404889	0.867285152234922
Npepps	-0.0594729002008375	0.753517954575938
Tbx21	-0.514478640709758	0.334123111591353
Mrpl10	-0.0542342637007064	0.840280689174556
Cyp51	-0.00501585364191549	0.977909443039737
Tcf25	-0.019042402960947	0.889805553749775
Tubb6	0.766659736861479	0.00488903558630363
Def8	-0.0642356873506103	0.784244508110299
Meox1	0.866908923080361	0.00145362491469988
Sost	-0.624637785646107	0.0454830079293833
Nkx2-1	-0.0177242032649184	NA
Pax9	0.365958822227808	0.420783657482354
Irx2	0.297012984001173	0.796167794273925
Col1a1	0.430206029691149	0.061941166984326
Itga3	-0.121942333409672	0.809394625501485
Sgca	-0.0982335317344412	0.784244508110299
Dlx3	0.104648270151572	0.78352721700184
Foxm1	-0.305359196860527	0.289101082849519
Itfg2	-0.176078876047298	0.571925876992273
Nrip2	0.0658385882501843	0.870872827751721
Tulp3	0.504515773890698	0.00920841962266862
Gtf2h4	-0.554156708821391	0.0100880002198827
Tubb5	-0.0546512985011676	0.772988456367701
Ell2	-0.237397487305186	0.234628380129754
Jup	0.0815354955327999	0.727163466223965
Fkbp10	0.935638287824862	0.000162758621545969
Klhl10	-0.895912073664175	NA
Mnx1	NA	NA
Nom1	-0.208417476943154	0.383262481540637
Ergic1	0.285891617499976	0.0898581969980078
Tnk1	-0.869743609629296	0.204029474393061
Acap1	-0.490758489325391	0.000519659941367008
Tcea3	-0.147649141505205	0.705430165463428
Csn3	0.330353593197282	NA
Ifrd1	-0.194381948530374	0.116832609876822
Stk38l	0.605473240664614	0.01289428101226
Brpf1	-0.0962497981719596	0.580837319018525
Akr1b3	-0.0537321757385303	0.874532620530752
Hoxc13	-0.414368685981141	NA
Hoxc11	0.0415306436177888	0.905883213290155
Hoxc8	0.549549702170488	0.0297009178869349
Hoxc6	-0.0354509347142454	0.910047555062457
Gstt1	0.191786813234746	0.399300283491392
Gstt3	0.825748810539222	0.00197193512074243
Ddt	0.0338495025697989	0.904054938868883
Tat	-0.0306735079008297	NA
Marveld3	-0.0959208847150884	NA
Ddx18	0.0416840739354274	0.866003370784064
Ubl3	-0.0479360796069123	0.851169681937037
Gramd3	0.0763358957423159	0.717191064532235
Eef1e1	0.0990847372565483	0.834051184057306
Akt1	0.0755077725968265	0.643896904254139
Cldn15	-0.331309868919857	0.222263856107459
Il16	-0.287239188174328	0.023240447202281
Tcirg1	-0.0634171531738224	0.834051184057306
Naglu	0.362697922946787	0.0676588543003165
Coasy	-0.21089117644268	0.220764498362306
Smo	0.388053198444444	0.0173862887546725
Tspan33	-0.402462236036765	0.166968837521498
Crnkl1	-0.0330855600496729	0.890322926702054
Rin2	0.608310507966435	0.0119795030666226
Folh1	-0.196633541987413	NA
Chordc1	-0.170893912443058	0.389507496537591
Rtcb	0.0588483014538896	0.54830974747405
Pwp1	-0.227137111475782	0.0630568161328548
Fbxo7	-0.295175531989243	0.270794501718928
Capns1	0.164483330116002	0.0473615879070461
Lrp3	0.390299072938001	0.216179346887494
Dsg4	0	NA
Evx2	0.130154103677006	NA
Hoxd13	0.0291685700970311	NA
Hoxd12	NA	NA
Folr1	-0.0109411642180541	NA
Clpb	-0.232043790388808	0.202577987646777
Sept7	0.066565286559691	0.338860701025456
Zdhhc4	-0.0222699957382328	0.943707412150502
Rac1	-0.093745569434627	0.115617908273839
Nup214	-0.345887559532978	0.347273476055759
Aif1l	0.735398602115227	0.27613212143545
Cpa3	-0.0468367292371144	0.908472673669763
Ltbp1	0.41903876955794	0.0557453274929432
Ugp2	-0.306291838061976	0.272285507730584
Kcnh6	0.0209009517053328	NA
Trmt1	0.115546067244047	0.733716654933966
Nacc1	-0.0358350148728842	0.79669321331148
Nfix	0.125016742299166	0.531041720688909
Slc1a5	-0.227079690543728	0.337412540354574
Uba1	-0.0837469064040692	0.40047173727953
Vwf	-0.147532772315324	0.528789127648385
Siae	0.0327587553381187	0.934314433384742
Vsig2	-0.210003129205409	0.604973182257258
Esam	-0.0409065732279296	0.904419099457841
Spa17	0.362615721758554	0.459326456863732
Fam50a	-0.10364351321183	0.418649815173889
Emd	-0.0423536500462712	0.798850774089236
Taco1	-0.234253802596048	0.338860701025456
Grik3	-0.246049902811454	0.676091660940688
Gria3	0.0407448176075944	0.856278420832041
Npas1	0.487009503473346	NA
Sipa1l2	0.115853194551721	0.420532789160257
Ap4e1	0.0701103578083283	0.815570012046451
Blvra	-0.0614390272892231	0.793905704878964
Pdzd4	0.368718495937688	0.0854099059361776
Srpk3	-0.342026166181001	0.249235032893263
Idh3g	-0.227059185450701	0.156404000763274
Pnck	-0.054164066493691	0.979295000754074
Ssr4	0.236486008480545	0.0557963309638591
Bcap31	0.104521160744164	0.342241391177816
Fam98a	0.151652258974401	0.24237151321861
Ltbp2	-0.00726543893693918	0.978616247940753
Kmt2a	-0.0653405566381899	0.725219671470669
Ift46	0.394202633107096	0.015261089166277
Tmem25	-0.156775994814493	0.724028128013187
Cd3g	-0.642167284405142	0.257838397355602
Trappc6a	0.302966283723708	0.286956220264944
Supt6	-0.0592244862452596	0.449246954318116
Spag5	-0.323514736827666	0.199976263184271
Foxn1	-0.254615185310322	NA
Unc119	-0.211505012961071	0.25454874416643
Rab34	0.581217831907019	0.0555581848880702
Sdf2	0.0563692899869253	0.711001553920846
Ccne1	-0.473119899153068	0.0943521184922624
Hsf2bp	-0.141238150920387	0.865008172477484
Bbc3	-0.0179630232033097	0.99914646837233
Mybpc3	-0.304336270400507	0.71262837495787
Psmc3	-0.091713403354639	0.49792489188621
Acp2	0.0478946691112657	0.993798613467128
Rapsn	-0.280036543756587	0.334726750169144
Slc39a13	0.327830611093823	0.128008056822785
Celf2	-0.275088414163995	0.000438475835574166
Nr1h3	-0.42037003036765	0.0788858066692103
Ddb2	-0.0567444615438765	0.85496606407619
Spi1	-0.363198670454363	0.0480435646639107
Sf3a1	-0.255367173831844	0.0185687736751866
Stat6	-0.139271501854217	0.210690268455423
Clgn	0.317677166419036	0.725519289431074
Napsa	-0.435227727718776	0.00533278296245224
Vrk3	-0.182713179089165	0.261046479790109
Smg9	-0.206179691741322	0.362513928779407
Paxip1	-0.145167337779311	0.601282734848504
Rmnd5a	-0.230988218127269	0.137408675602233
Mov10	-0.265228081952829	0.374165225431263
Ppm1j	0.0767797504309287	0.969804213375964
Rhoc	0.654336346957153	0.0017265974752683
Prr27	NA	NA
Tead3	0.386823879999664	0.236377848279362
Ppard	0.0993871514243238	0.687825713636174
Def6	-0.027158697032588	0.947272989380937
Peg3	0.447559626424604	0.0954543225374957
Zim1	0.814734558230246	0.0450014773646616
Metrn	-0.213642575211314	0.419923301485622
Lmf1	0.15235928494875	0.688243493900493
Narfl	-0.219260024442676	0.641925379658916
Angptl4	1.38139427834454	2.67498831439486e-05
Dbf4	-0.206279123790273	0.330576727703309
Daxx	-0.223002569697593	0.451528977471011
Cd320	0.0590591199274478	0.9505365190482
Ipo4	0.0486941276198625	0.921206365087186
Tm9sf1	0.00345038558146176	0.965762790331946
Rec8	-0.741722116576487	0.264788368736326
Irf9	-0.0752806405214505	0.829726123180648
Gmpr2	0.25583290066176	0.383262481540637
Mdp1	-0.0670896600628396	0.762618773097207
Dhrs1	0.117804893306046	0.45835891346706
Ncan	-1.01014111989207	0.101052792139773
Tmem161a	-0.00977213173884477	0.92011602562414
Armc6	0.183882236086975	0.608096616724817
Borcs8	-0.0312888097299906	0.910637642189912
Slc25a42	-0.194391991273738	0.336226880724138
Snx9	0.236683855064973	0.105181741879821
Ranbp3	-0.0482419266217984	0.800748605524371
Ndufa11	-0.0818761572728099	0.82574530563345
Bmp8b	-0.30702172191942	NA
Nr2f6	0.291461619927691	0.465781573040413
Use1	0.0967291256086338	0.518929196578875
Ocel1	0.0870523408524117	0.8457545209009
Dyrk1b	-0.198902296513281	0.455730442331307
Braf	-0.112051998183201	0.43527128117902
Ndufb2	-0.0627302163012304	0.808479513763224
Hltf	-0.170977168473323	0.348118187547042
Prpf6	-0.00455755262907103	0.957327023231065
Rgs19	-0.0701798887483715	0.727106992916942
Rgs20	-0.120625322849562	0.925869074294711
Abhd3	0.257003416715526	0.74962070460656
Snrpd1	-0.073055321669142	0.760046835013211
Tchp	-0.252815689375779	0.325278701047476
Tiam1	0.0847007580513569	0.754147183626905
Tsc2	-0.0992320090797846	0.63211880615659
Rpl3l	-0.0895358708529866	0.767590750326465
Slc9a3r2	-0.132121898591119	0.487769764250169
Puf60	-0.0101944809509768	0.96469351083087
Golga2	0.133505621332452	0.588614448919628
Uck1	-0.128613514807319	0.729896783254516
Scin	0.0780873234368328	0.90407943807579
Ikzf4	-0.635683088820145	0.253340430747579
Mien1	0.00197656720473887	0.9671551567854
Pon1	-0.0438433210234399	0.904419099457841
Axl	0.163786041203482	0.50595950854857
Tgfb1	-0.178163043656082	0.617798599316438
Ccdc97	-0.132324825169078	0.385390096052772
Zfp40	0.294749196774067	0.499087744317583
Akap8l	-0.108829041402078	0.284036042407555
Shh	0.0120594223807801	NA
Pdcd2l	-0.149893882029583	0.539648020071255
Gtf2f1	-0.0862843534873625	0.425306855794048
Clpp	-0.0573240169729414	0.792862270014356
Alkbh7	-0.122024691022993	0.680716006638469
Pspn	0.691693656266484	NA
Dennd1c	-0.384928456284069	0.0797035966786017
Med6	-0.180538881191204	0.381923594981039
Prkd1	0.395575871097862	0.159161475323879
Lcp2	-0.272557894824737	0.0629393928962154
Cse1l	-0.165937735323707	0.347997462830296
Naa20	-0.0238215811353767	0.886465697472089
Prkra	0.160292753493909	0.362134808165469
Fkbp7	0.821539589878872	0.000636024472410591
Plekha3	0.234431383931835	0.380748030571151
Ykt6	0.186804562492748	0.0437342715365043
Baz1b	-0.100067703223725	0.289965037685092
Pex6	-0.324153853360383	0.039828316656818
Mrpl2	-0.130131279415157	0.483425165386238
Mea1	0.0705493283762939	0.646294210386352
Gnmt	-0.227413022995708	NA
Grin2d	0.723480865825672	0.0161951065607878
Kdelr1	0.2782546709503	0.0882102446505798
Tmem143	0.0101209828266531	0.926139742879851
Pdxk-ps	0.00513276292164507	NA
Ggct	0.0362310175837484	0.945214695254072
Jag2	0.302321811307269	0.414415115335424
Btbd6	-0.231955352680266	0.417898527672206
Nudt14	0.0798141537973578	0.908395855331638
Epdr1	-0.0913084177569905	0.780922294140438
Flii	-0.0890005395637587	0.484646299352839
Top3a	-0.125159661345609	0.720067946084908
Atg4d	-0.125214436384029	0.585978265712707
Qtrt1	0.0703397775002343	0.834852633258133
Plin4	-0.372129251378173	0.159161475323879
Hdgfl2	-0.0448616716316427	0.801562392925227
Chaf1a	-0.203000149857548	0.289183908473837
Adprh	-0.156073121092264	0.342241391177816
Tmem39a	0.254717994719044	0.236895030344904
Timmdc1	-0.192830208895284	0.172824319084598
Pla1a	-0.113316029689788	0.796748632187249
Mcm2	-0.407863654719316	0.0902011987712266
Tpra1	-0.363416253756782	0.18710201630979
Nab1	0.122734790474686	0.595526258911587
Adgre5	-0.313723370565764	0.0450820208302558
Il17ra	-0.243213009614809	0.0898581969980078
Lamb1	1.40466441097038	1.45386683139483e-05
Kcnn1	-0.491895545158514	0.346763496252451
Arrdc2	-0.382736350525104	0.256751592968243
Ppp1r17	0	NA
Cd36	-0.307002556517381	0.0774211099660296
Map2k7	-0.176412569453197	0.372592796543329
Timm44	-0.0241790761656791	0.858270797248728
Ap2a2	-0.00998626969264521	0.995522467285563
Pnkp	-0.114666341113287	0.595974153761324
Med25	-0.0395601255265628	0.994144031267417
Bcam	0.158157617343869	0.564830992556194
Clptm1	-0.0827022007845179	0.894524392182409
Relb	0.287913435349591	0.151037614666574
Tomm40	-0.101028538561885	0.750383472086091
Apoe	0.389033153520136	0.0520634418401074
Apoc2	-0.312939746451865	0.666228673062792
Hbp1	0.000850584030893178	0.985966693493068
Prkar2b	-0.299534676889753	0.1218242390709
Cdkn1b	-0.226954625178331	0.0755112389349914
Klf4	0.237273374788302	0.282674159455385
Ap1m1	-0.0526179187288242	0.734558989056923
Rab8a	-0.0577374339432832	0.671552296597172
Hmgn2	-0.206605068847116	0.260853107947552
Fam32a	-0.0474620003779623	0.725197032722834
Elf3	-0.403279896817564	NA
Cyp2c29	0.0120493754255167	NA
Stard3nl	0.0964939658515988	0.726507888356586
Stk11	-0.201857984632192	0.107698089348183
Efna2	0.513300280307143	0.193350707923033
Atp5d	-0.161824530636354	0.594394180168229
Ppp5c	-0.197966468754901	0.229735628140676
Cdk12	-0.226082135290708	0.117949107995491
Lipe	-0.157500305354036	0.594331212622769
Pafah1b2	0.120574081262046	0.571871296210498
Tbc1d8	-0.486685950688523	0.0288492183533026
Cnot11	-0.0205243807295903	0.979986928719567
Slc2a3	-0.252132695934587	0.224226931112866
Foxj2	-0.11784030386136	0.317090028284859
Sri	0.0435147228755377	0.90587445886335
Dgcr2	0.0346311686210236	0.92275241758446
Irf3	0.0510908735067641	0.868608869068333
Bcl2l12	0.0659173061829966	0.811509469516085
Zfp959	0.0765066016782575	0.835446920481705
Mpnd	-0.00926692755397757	0.964563588146867
Sh3gl1	0.246323196798538	0.227162210593783
Ebi3	-0.373068166746852	0.0677119251430247
Yju2	0.0393585936151691	0.908407622471632
Ranbp2	-0.0378671711397047	0.796337467178336
Edar	-0.726528401385056	0.187002823394678
Grk5	0.0854901449400839	0.643940154109242
Dvl3	0.0527357169576064	0.691593809732522
Abcf3	-0.238792110055859	0.2981083994145
Eif2b5	0.0327487267581689	0.907203489843733
Cyth2	-0.0918021654077861	0.714824919491841
Sult2b1	0.160312381401529	NA
Car11	-0.186885409990426	0.757091259164279
Dlgap1	-0.14149947084431	0.813105614017112
Plag1	-0.592704410899	0.26815103243513
Hck	-0.250956978333826	0.159481384637028
Mrpl4	-0.0415678178022559	0.887822913881741
Keap1	-0.113320128769958	0.286208212974716
Ap1m2	0.168240829858177	0.874519010087134
Glg1	0.155549251950618	0.282200235088429
Atp8b3	-0.201149542294908	NA
Btbd2	-0.152773866570163	0.415104345443145
Csnk1g2	0.0489905838607305	0.792710357626094
Abhd17a	0.0246957957094209	0.942913636914732
Mob3a	-0.197979837165459	0.348851823201309
Cacnb3	0.45967452624258	0.0647001481040922
Ccdc65	1.14061877391885	NA
Fkbp11	0.846989981565227	0.00431788682750563
Ddx23	-0.109010707193681	0.464582116997456
Pld3	-0.127662442198595	0.646240438289825
Grik5	0.0234429086978646	0.998029959717064
Cd79a	-0.452850260693956	0.182695230177941
Rabac1	0.0853825204303414	0.699036511471663
Etv3	-0.0810530631856456	0.545053219047653
Prkcsh	0.117901144237696	0.377631030890281
Elavl3	-0.586966465178472	0.442477475080708
Rab3b	-0.203079847602204	NA
St8sia6	-0.0585244225377018	0.859902216756853
Fcgrt	0.161886414124825	0.195463697847798
Nosip	-0.114877131597801	0.500843196848298
Pih1d1	0.0639448143937426	0.687878148255505
Rps11	0.0617666631321121	0.480709046089261
Supt5	-0.0124027557357344	0.927523233564142
Dll3	0.195638830076587	NA
Paf1	0.0865545104618392	0.688559385484801
Timm50	-0.0743417903032262	0.988493551851052
Med29	-0.111795008028705	0.656338743797662
Bicd1	-0.242949763605404	0.540094690311096
Ncstn	-0.0315604015986259	0.887822913881741
Pex19	-0.0834832527658677	0.665481506731493
Phyhip	-0.443159685412158	0.249643536801637
Crhr2	-0.256299568253944	0.592839821865402
Inmt	-0.380146876233822	0.631139197776057
Cyp4f18	-0.387386054359396	0.121967016731238
Impdh1	0.0630582476074802	0.836319879386469
Psg18	NA	NA
Dusp3	-0.118704580552629	0.646240438289825
Prodh	-0.373971853355876	0.15788441332331
Ess2	0.157158186771271	0.412293028027526
Slc25a1	-0.0241395028724265	0.919760697873494
Dgcr6	-0.0681292625405815	0.809394625501485
Ddr1	-0.0205559821890005	0.984541551397445
Ier3	0.612337143933676	0.0263124189521936
Fosb	-0.0234190780890409	0.964299636014122
Klc4	-0.0698776274609634	0.742134425138712
Ercc1	-0.101960500462324	0.85496606407619
Cyp17a1	0.085926443549032	NA
As3mt	-0.151829953582327	0.375596989204782
Homer3	0.345081022479285	0.169928029238162
Crtc1	0.383233278472081	0.150983792149947
Rnf215	0.338903868469175	0.0287206843005303
Sec14l2	-0.31181724072151	0.173271098427388
Aven	-0.0535052210716125	0.916943240622501
