gene_name	Injured_STR_ort_2_weeks_post_injuryvsUninjured_STR_ort_2_weeks_post_injury_log2FoldChange	Injured_STR_ort_2_weeks_post_injuryvsUninjured_STR_ort_2_weeks_post_injury_padj
Zbp1	0.154028917506466	0.914083029237105
Ankrd60	0.00638275681464752	NA
1700021F07Rik	NA	NA
Rab22a	-0.172044043427184	0.377953172320398
Zdbf2	-0.0251672898234392	0.965762790331946
Stx16	-0.252293581114824	0.399300283491392
Gnas	0.104930823546961	0.536976936888874
Edn3	0.0115683163170533	0.971848154649079
Phactr3	0.752325388353008	NA
Fabp9	0.0113943657499646	NA
Fabp12	0	NA
Impa1	-0.0161934611609004	0.924708357017559
Fabp5	0.172199155660639	0.460566679814731
Snx16	0.0248419410858038	0.89561197009314
Chmp4c	-0.121136672558377	0.615237531351849
Ptpn1	0.0518913454284592	0.98047583903328
Nfatc2	0.425016802755419	0.0471782746121172
Atp9a	-0.0438937307651734	0.916181463048518
Sall4	-0.201619954267253	0.897760899685938
Lrrcc1	0.0588935813207204	0.806053807207202
Zfp64	0.0789202373985223	0.826062716133698
E2f5	0.322391791711319	0.271160115283536
Car13	0.427555394537068	0.144204370672351
Car1	-0.56294681007228	0.0348758055522603
Car3	-0.323634730211507	0.249777480529286
Dok5	0.293566772256512	0.30346869604445
Car2	-0.504903570266626	0.0572053949118794
Cypt12	NA	NA
Psma7	-0.0351692627345209	0.789172759960797
Ntsr1	0	NA
Mrgbp	0.0418089532660268	0.828383754724843
Col9a3	0.234449412091455	0.725082206033101
Gid8	-0.245193254296306	0.289631461694839
Nkain4	-0.0601918412302657	NA
Arfgap1	0.286230767014854	0.0580416367594749
Chrna4	-0.113684094545379	1
Srms	-0.129939902676721	NA
Helz2	-0.267108150477605	0.168636411481949
Stmn3	-0.0872572786605655	NA
Zgpat	-0.147807619960843	0.444243988361172
Zbtb46	-0.114031801641896	0.654572617066984
Oprl1	0	NA
Pcmtd2	-0.218329963805714	0.15643427548072
Raly	-0.0755900977126799	0.784244508110299
a	0.117307439535687	NA
Ahcy	0.00122167495488917	0.985045930955494
Itch	-0.09226371558818	0.337596347439039
Armc1	0.00450165295987556	0.966145795245179
Mtfr1	-0.327552278676063	0.0429900836635209
Map1lc3a	0.0200362257063817	1
Ggt7	0.0333097047525341	0.971030230583696
Acss2	-0.431651599113562	0.0898210960350743
Dnajc5b	-0.0101428933849084	NA
Gss	0.0323060488846519	0.990133339045494
Procr	0.595595060372954	0.0463512535041477
Mmp24	0.0941956707043995	0.968081003357811
Eif6	0.145561283340799	0.404202444719047
Hps3	-0.0642557049471884	0.830405075448749
Nfs1	-0.200389810661008	0.255066982473425
Rbm39	-0.109761160717857	0.301152217407352
Epb41l1	0.803255089586585	0.0281984879521519
Aar2	-0.0524831095738619	0.855943603300465
Tbl1xr1	-0.179259001816471	0.481436954461064
Ndrg3	-0.167443685373494	0.306052953833424
Dsn1	-0.194419292533298	0.455433257531899
Sla2	0.0391742365696058	0.961464648655527
Rab5if	-0.106192586670534	0.305121926369209
Samhd1	-0.22415864271327	0.242294580809139
Rbl1	-0.22302903361598	0.179509860140412
Rpn2	0.0287503277685727	0.811422655752021
Ghrh	0	NA
Src	0.327191829951315	0.242896436015782
Ctnnbl1	-0.279011400781304	0.137779266091248
Tti1	-0.344469054816037	0.000989358746163478
Rprd1b	-0.250698298283815	0.331647408556293
Ralgapb	-0.0647749594078495	0.756636350426619
Fam83d	-0.0694907778261193	0.949422606586514
Dhx35	-0.0597750040593478	0.912061881270801
Wisp2	1.21315720021229	0.000239925971429912
Skil	0.172533508752234	0.203046670262979
Slc2a10	0.70355554280601	0.0095479142686889
Zmat3	0.361134678592707	0.0497720685200026
Pik3ca	-0.0920498857496653	0.658708582174021
Zfp639	0.0538695540189504	0.855943603300465
Mfn1	-0.169641116534165	0.687946747940638
Gnb4	0.201785496809541	0.440466630675222
Ocstamp	-0.028188811834573	0.990938684133846
Actl6a	-0.0501720295195479	0.907142925447534
Ndufb5	-0.219485172971957	0.366202791617527
Pex5l	-0.359868529957277	0.663685435213932
Ccdc39	0.709613778641543	0.420783657482354
Ttc14	0.0498187314502959	0.697833024751265
Ncoa3	-0.278415885183823	0.212598151661036
Dnajc19	0.0176183296720801	0.94028058365548
Fxr1	-0.0818077340721741	0.680826310416499
Mecom	0.45362599664999	0.264788368736326
Slc2a2	0.746930241461692	NA
Tnik	-0.071098125703558	0.721912540221272
Gm8325	-0.0134986484866778	NA
Pld1	0.166974343191773	0.661108841320175
Nceh1	-0.0766269349115445	0.672969883655022
Ect2	-0.588365992552011	0.000190108356523224
Lrrc34	0.686548730072268	NA
Lrriq4	0	NA
Sec62	0.137998035677848	0.290590267536335
Dcun1d1	-0.163459664814965	0.449246954318116
Mccc1	-0.00677563931595954	0.88978792355016
Acad9	-0.084656257199339	0.680716006638469
Anxa5	0.489806757333444	0.00352528073841795
1810062G17Rik	-0.00519161131843093	NA
Exosc9	-0.283934556552616	0.138437441129311
Ccna2	-0.382622307571115	0.0791667743667003
Trpc3	-0.701751132469592	0.299971674184124
Il21	0.0435529218874029	NA
Adad1	0	NA
Il2	0	NA
Spata5	0.381104907604439	0.347273476055759
Slc7a11	-0.357508061734157	0.563608327892025
Rab33b	0.195240056773467	0.334822551604511
Cog6	-0.0728890952384563	0.731307856673679
Stoml3	0.0863956823895019	NA
Ufm1	0.274371147825772	0.276207148798085
Trpc4	-0.352685091497478	NA
Postn	1.11838225609265	0.0161258428109448
Supt20	-0.0685889829584775	0.724028128013187
Exosc8	-0.212082503857671	0.282674159455385
Aadac	0	NA
Sucnr1	-1.03989502374259	NA
Mbnl1	-0.175474527719258	0.0998242102506282
P2ry1	-0.347615732695384	0.0127452023124127
Dhx36	0.110600117660596	0.546754888100578
Gfm1	-0.193507445355863	0.254891310335345
Mfsd1	0.116491197642127	0.575449499729779
Il12a	-0.43966139618055	0.0304854081427206
Schip1	-0.108693067353057	0.672319819574268
Ift80	-0.348883561188616	0.258675107067313
Kpna4	-0.18468091286485	0.198490528629273
Ppm1l	-0.101542686502212	0.754871973252568
Nmd3	-0.00577912889256061	0.993494638543311
Otol1	0	NA
Sis	-0.00216886600239908	NA
Bche	-0.324703726390853	0.56611165865997
Ccna1	-0.951502704873336	NA
Sohlh2	0.0120635029387398	NA
Smad9	0.0145747999868565	0.940350783040937
Dclk1	1.02215876004004	0.0205553887581464
Nbea	0.484879460317008	0.0265038426047498
Tm4sf1	1.2590196407666	9.29764533838014e-05
Tm4sf4	0.00473879450735193	NA
Wwtr1	0.575258715737456	0.000563872417694262
Ppid	-0.189271927763023	0.276328818357047
Pfn2	-0.186254922390338	0.560861300613224
Tsc22d2	0.0695977824211164	0.875448539401026
Serp1	0.0304267939185106	0.809394625501485
Etfdh	-0.235846023644915	0.190889555279228
Eif2a	-0.0249489539417981	0.910047555062457
4930579G24Rik	-0.145068655907435	0.63790306447799
Mme	-0.0695671018452665	0.791052591588001
Slc33a1	0.125219346777475	0.40183369316781
Gmps	-0.0521092613918225	0.695145092675029
Vmn2r1	-0.308866277511566	0.764490958956654
Kcnab1	0.206393949456506	0.835736795403794
Ssr3	0.164283840238437	0.17346294701538
Ccnl1	0.083652738322332	0.537609335223586
Veph1	-0.243416742301945	0.801922408660795
Ptx3	1.03020451074649	0.023240447202281
Shox2	0.28953459193551	0.140001318932511
Serpini1	-0.141111162990687	0.751907149662553
Pdcd10	-0.113893061012239	0.48916852391782
Wnt2b	-0.185029450634279	0.625235791733705
Ptpn22	-0.338169056137652	0.277705417496351
Dclre1b	-0.190496049197232	0.49787441316235
Olfml3	0.707061679756771	0.000301290018222655
Syt6	-0.140619395790139	0.716438374481079
Nras	0.015625976688401	0.986818562979351
Sike1	-0.143965972787426	0.702172957326805
Sycp1	-0.706558236460178	NA
Tshb	0.823301891521203	0.258105226479935
Tspan2	0.206245971014768	0.451408392604752
Ngf	0.455433600718935	0.391678484877222
Vangl1	-0.180226216453854	0.642861412106588
Casq2	-0.256368860295795	0.475146062238586
Cd2	-0.316169413342638	0.349611122029995
Ptgfrn	1.02713155902222	0.00112103276862591
Gdap2	0.00133217923847296	0.988252294936392
Spag17	-0.390905727989301	0.746386886724088
Tbx15	0.0987271613576367	0.862344868987996
Hsd3b6	-0.11440673087477	NA
Hao2	0	NA
Hsd3b1	-0.0973861285559201	NA
Hmgcs2	-0.0773758722646673	0.89464684986343
Reg4	0.00473362811012681	NA
Notch2	-0.126063226294173	0.365716451011201
Sec22b	0.181664909861632	0.286963559387143
Slc25a54	0.238340451588589	NA
Prpf38b	0.00666227708570213	0.993494638543311
Stxbp3	-0.0467866226403552	0.849906621276244
Gpsm2	0.0539199940678187	0.809837919167023
Clcc1	-0.0480613222293532	0.748664845156472
1700013F07Rik	-0.0932321498679474	NA
Sypl2	-0.00441909394836802	0.954228149258631
Ampd2	-0.0165302939787009	0.965872973146032
Gstm4	-0.17978676542139	0.534747321818275
Ahcyl1	-0.0265925914919102	0.889945672996963
Slc6a17	0.415758825879007	0.392729699513296
Kcnc4	0.10104794619777	0.826062716133698
Slc16a4	0.41706766529518	0.237114476034411
Dram2	-0.220110357665482	0.182103689219066
Dennd2d	-0.249266939979321	0.285237785449259
Chil6	-0.0275944518059695	NA
Ddx20	-0.169184170044101	0.198774527153099
S100a11	0.0961478486922518	0.50518000251446
Tchhl1	-0.0435608954597271	NA
Lce1m	0	NA
Crct1	NA	NA
Lce1g	NA	NA
Lce1b	0	NA
Sprr2j-ps	NA	NA
Lelp1	NA	NA
Npr1	0.451951256586019	0.0500957568426625
Slc27a3	0.903129124220188	0.0305847477887924
Ints3	-0.144010503163709	0.286010495023323
Rab13	0.358820426973693	0.116593388421756
Crtc2	-0.174246450020146	0.276207148798085
Jtb	0.171119937091817	0.201658957205638
Creb3l4	0.47806674714382	0.517333474385611
Nup210l	0.0478254647648773	0.873974016053783
Tpm3	0.0152856800905369	0.883640518601895
4933434E20Rik	-0.13741404152433	0.56611165865997
Hax1	0.0275035141534544	0.918461814767948
Il6ra	-0.266621079033051	0.110718219861008
Chrnb2	-0.220164066142014	0.648305197763936
Adar	-0.294624871137208	0.22280706095099
Pmvk	0.0144577537109697	1
Slc50a1	0.152032295323386	0.49887288245343
Efna1	0.359717600928394	0.0900589039515781
Fam198b	0.676785789575672	0.0169756880702797
Tmem144	-0.525152748390427	0.421295559765441
Slc35a3	-0.103118168502112	0.646240438289825
Sass6	-0.411150778352064	0.103480112873332
Lrrc39	-0.230566080000053	0.392729699513296
Vcam1	-0.356897657190383	0.0444040350292891
Extl2	0.0513599686561782	0.826062716133698
Olfm3	-0.00259468996329433	NA
Col11a1	0.381478759504447	0.210707394507127
Neurog2	0	NA
Larp7	-0.108763357046488	0.584508856778573
Ndst4	0.443919895831259	NA
1700006A11Rik	NA	NA
Ndst3	0.282948357006232	0.719401941004716
Prss12	-0.203287281965638	0.773972323339104
Rnpc3	-0.044814507426232	0.838935811200731
Cyp2u1	-0.290095139646587	0.445236842670181
Hadh	-0.18910943442888	0.462904061043853
Lef1	-0.233610927702085	0.507708227743457
Trim2	0.054590682829875	0.727429336832727
Mcub	0.595261712907649	0.120443582458435
Tlr2	0.177887699041399	0.356443315041531
Sfrp2	1.62723018493781	0.000621261663259342
Casp6	0.317827540562721	0.27760547989762
Plrg1	-0.030036587323764	0.812113716264842
Pla2g12a	-0.28216162028817	0.202099378479539
Fga	-0.00994926453432807	NA
Lrat	-0.3151973570899	NA
Npy2r	0.60003689218998	NA
Gucy1b1	-0.019987722610032	0.981398667401772
Snx7	0.676491314075738	0.0105592715158885
Asic5	0	NA
Gar1	-0.0549671835265703	0.938744481671121
Tdo2	0.0045449198619657	NA
Rrh	-0.0297081249310694	NA
Ppa2	-0.145718867129598	0.487209483187498
Ctso	-0.0614804943175308	0.767367340199786
Ints12	-0.350868263942714	0.00487137439723875
Egf	-0.201311149025046	0.586344986530374
Gstcd	-0.0106062392118359	0.999982655600741
Pdgfc	0.775654290518497	0.000656471328514914
Glrb	0.528466141950574	0.362834443753499
Pitx2	0.157017445036386	0.780394367659554
Enpep	-0.109181509453652	0.734512085733455
Alpk1	0.0867000776941296	0.772988456367701
Aimp1	0.00568569974310837	0.938157487195597
Tbck	0.0858175312094628	0.556114559031845
Dkk2	0.609501341368617	0.0686791754232649
Papss1	0.376667635178166	0.173422879441571
Kcnq5	-0.00287832129786857	0.972116143636266
Fubp1	0.00803518384725758	0.998202020730181
Dnajb4	-0.213458231225785	0.166842097502164
Ptgfr	0.925631190567501	0.00304221247004117
Ifi44	-0.111920857144317	0.854171758831699
Efna3	-0.299845118804796	NA
Efna4	0.742259832452586	0.0718926331788777
Adam15	0.402043464457456	0.0611365015961527
Zbtb7b	-0.298064520349233	0.212488804842979
Cks1b	-0.174823054332991	0.495097463148443
Thbs3	1.2776050842802	0.00114747883331794
Gba	0.0356368020981294	0.916716142995734
Scamp3	0.0773454231852195	0.531004080465956
Hcn3	-0.772758968637531	0.277705417496351
Ash1l	-0.0388992448426299	0.735777126780936
Rit1	0.0455362884551702	0.827624884275257
Arhgef2	0.129216945706731	0.441970690559796
Khdc4	-0.04861044392904	0.79669321331148
Lamtor2	-0.114758439684744	0.62447101320846
Lmna	0.701507957772545	0.00109454769992625
Sema4a	-0.315672256357502	0.116868596529022
Pmf1	-0.17568375119613	0.363520142823044
Iqgap3	-0.236239819427098	0.277927798472452
Gpatch4	0.0318083705606789	0.949571129951029
Naxe	0.0419939835804632	0.850566586269103
Sh2d2a	-0.090997838254232	0.859319281914869
Ntrk1	0	NA
Pear1	-0.016612438560524	0.99551022683878
Cd1d1	-0.122703835140125	0.725219671470669
Dclk2	-0.61074892161503	0.0523153660284416
Lrba	-0.139012186913336	0.412293028027526
Rps3a1	0.0205318890135949	0.925807833199648
Sh3d19	0.742709545554208	0.00214613942860729
Gatb	-0.10445982499992	0.801922408660795
Fbxw7	-0.131792497400831	0.290425401363681
Fmo5	-0.367556796150114	0.00368052067305775
Chd1l	-0.125213367109789	0.427909342072939
Acp6	-0.164719531759485	0.400930522103144
Gpr89	0.0809514359901279	0.774488574461081
Rnf115	-0.132171587939376	0.553826513966744
Polr3c	-0.0945232214184516	0.525604482032597
Nudt17	0.583605601227208	0.443182589343222
Pias3	0.0788136495826254	0.666901807685682
Pex11b	0.0105692413662507	0.933529420937913
Polr3gl	-0.0136214691061119	0.986818562979351
Rprd2	-0.195514093593345	0.247551619747895
Tars2	-0.117474768931739	0.525107146054325
Ecm1	0.559434185297365	0.1218242390709
Hormad1	-0.0174117833492012	NA
Ctsk	0.275626619123916	0.242621095241593
Mettl14	-0.188050228794642	0.279624841163073
Bnipl	-0.0607355769975597	NA
Myoz2	-0.440568869707917	0.331288038290496
Bcar3	-0.315422436150103	0.125585806625104
Gclm	-0.200564614460773	0.531776057157866
Abca4	-0.289195571704679	0.796748632187249
Pip5k1a	-0.0580528111197997	0.740266957305432
Abcd3	-0.0231296940572301	0.869026746993627
F3	0.132343393155201	0.799096542395144
Tmem56	-0.275038862984528	0.210690268455423
Rwdd3	0.0310629390623337	0.999780750068844
Ptbp2	0.154089293100078	0.647343930652364
Snx27	-0.108211861842589	0.532185862165128
Celf3	0.680307286476657	0.246697088978922
Adh5	0.0938086987321199	0.582796933300978
Riiad1	0.158789074811314	1
Mrpl9	-0.142721787948468	0.371990605172069
Oaz3	-0.425450319952233	0.69667736778538
Them4	0.0752660038810999	0.913640691202522
Them5	-0.0143689855358318	NA
Rap1gds1	-0.0611322307471847	0.742927222082947
Rorc	-0.391382152936828	0.200395152849645
Tspan5	0.0185098363013132	0.986350688294188
Eif4e	-0.0662972646333051	0.648497954158819
Mttp	-0.0794549080047823	0.856278420832041
Dapp1	-0.12491500370524	0.579289557175228
Ppp3ca	0.0448914496657628	0.863457505379261
Nfkb1	-0.0820816588231307	0.586236966228498
Manba	0.101408126076038	0.764490958956654
Cisd2	-0.0773001292789895	0.545448298109004
Bdh2	0.541692839725151	0.242783224966596
Tacr3	0.280253545674626	NA
Wls	0.373748521600986	0.00616369034510114
Rpe65	0	NA
Depdc1a	-0.329101621898387	0.105537161483705
Lrrc7	0.807794334632866	NA
Cth	0.496148260070927	0.327980546332071
Zranb2	0.0205078862700716	0.990248658045226
Lrriq3	-0.596440349658336	NA
Adgrl2	0.303449458840547	0.156081737335525
Dnase2b	-0.819830056068559	NA
Uox	2.09228416176327	0.0138644406032272
Rpf1	-0.0932990927038767	0.690828580253238
Spata1	0.111527291032457	0.952671816332109
Ctbs	-0.167717274889745	0.634324942592865
Bcl10	-0.0825986818541218	0.669182287447156
Ddah1	0.668266078744287	0.236714415001109
Cyr61	0.405700610766778	0.237860474042048
Col24a1	0.11824895416296	0.675946362402441
Cryz	0.140990002161062	0.788761547173474
Asph	-0.0882291264028332	0.689111743163847
Trp53inp1	-0.191523641574079	0.274439181864788
Ccne2	-0.369592381439531	0.145430186382816
Gem	1.03589507979339	0.00309951262380259
Cdh17	-0.0735565497004051	NA
Fam92a	0.793241127990282	0.000638755162076065
Pip4p2	0.131928328262963	0.392729699513296
Calb1	-0.286597796323895	0.836279275928957
Decr1	-0.1451760771704	0.467624338966717
Nbn	-0.00735681613904726	0.992043910581251
Mmp16	0.12477897704225	0.741954745105214
Cpne3	-0.188267816409616	0.172810401779436
Rmdn1	-0.277263923121786	0.199672244416167
Tmem68	-0.0789480531735452	0.814425820795921
Tgs1	-0.487786935186587	0.0422719725859539
Rps20	0.0131605550843558	0.887822913881741
Sdr16c5	0	NA
Atp6v0d2	-0.176707711573951	0.623930106527598
Cyp7a1	-0.0099249601421082	NA
Ubxn2b	-0.0908407690309082	0.73279762846776
Nsmaf	-0.138438355795238	0.499209934963357
Faxc	0.72777346893189	0.0892916124631505
Coq3	-0.150420189979889	0.49755954838297
Pnisr	-0.0928440383986658	0.310890827821309
Sdcbp	-0.0230263213102294	0.942913636914732
Tstd3	0.00699951303507177	0.990753502455679
Ccnc	0.120767486450479	0.739098048860778
Clca1	0.0857709085504463	NA
Odf2l	0.0151771880240167	0.972648281855362
Fhl5	-0.372261723926665	0.646732877283703
Ndufaf4	-0.100014831466405	0.647989463261313
Clca3a2	0.831483034238974	0.3109157815204
Spaca1	0.907080431604095	0.0718926331788777
Lmo4	-0.0436418161211188	0.881943625505245
Gbp3	-0.0875586061275626	0.835736795403794
Gbp2	-0.0213658625395782	0.921079429026637
Gtf2b	-0.125679060075363	0.282674159455385
Pdlim5	-0.194592739215962	0.455605852776378
Rngtt	-0.0137796470651921	0.886523288896203
Ube2j1	0.0146585864915478	0.976234085507674
Rragd	-0.162780321732038	0.608312558797328
Gabrr1	-0.58628166556778	NA
Casp8ap2	-0.147453752750999	0.652320113546575
Map3k7	0.104305763357191	0.450796677874673
1700009N14Rik	0	NA
Epha7	-0.212741336325817	0.648012896728176
Akirin2	-0.156172410955835	0.205106460701815
Rars2	-0.0964548878963167	0.779619304700153
Slc35a1	0.214425623539072	0.151037614666574
Cfap206	0	NA
Smim8	-0.339834934656327	0.198896259084657
Cga	0	NA
C9orf72	-0.100921376438976	0.600030586417646
Aldob	-0.776404562137358	0.175928951095368
Rnf20	-0.0451534357218109	0.674826417188131
Ppp3r2	-0.0279222728470572	NA
Smc2	-0.299977978119661	0.236800244750017
Toporsl	NA	NA
Polr1e	0.470651226417771	0.0688792029460913
Exosc3	-0.146982778272153	0.588673719592233
Stra6l	-0.11712815666841	0.852498914372199
Tmod1	-0.295999824604989	0.241506364808942
Xpa	0.00351868037354867	0.950632319768976
Ncbp1	-0.0844034404236981	0.681913780167138
Trmo	-0.593946927105772	0.0429114849535284
Hemgn	-0.478834115593714	0.0759860150882941
Anp32b	-0.172921467672508	0.188182502510049
Nans	0.035902714444795	0.964563588146867
Coro2a	-0.295351692964871	0.311345073509131
Col15a1	1.04141363725978	0.000544892377782196
Nr4a3	-1.11061421497642	0.113793087762985
Erp44	0.205295580236556	0.452117935645516
Invs	0.221022735122911	0.569740005802743
Tex10	-0.10557532731741	0.648305197763936
Tmeff1	1.18570905681158	0.0427853580704669
Cavin4	-0.198513695979412	0.503503046179379
Brinp1	1.74794551279952	NA
Fmn2	-0.558573595114011	0.522053696522854
Ambp	-0.0950073979736691	NA
Kif12	0.242261410068685	NA
Zfp618	0.291673796993246	0.205612130155213
Orm3	-0.357590889797501	NA
Slc44a5	0.646721838349398	NA
Tnfsf8	0.386685334404926	0.388161886571883
Tnc	0.439089688533582	0.0305847477887924
Txn1	0.0407342116458895	0.782902353081787
Svep1	1.20133257148832	1.5610022065502e-05
Pappa	0.0439092300210706	0.886542309861953
Astn2	0.0247729864926147	0.988252294936392
Ptgr1	-0.152082153743289	0.355953841479125
Ugcg	0.0782657926307621	0.578626183067959
Ptbp3	-0.168025479808893	0.258234875944229
Hsdl2	-0.251449360838831	0.144403034184302
Snx30	-0.0736438023607674	0.758955843667522
Slc46a2	0.00473718977361577	NA
Zfp37	0.190485021924755	0.641806935511994
Wdr31	-0.0536834856420156	0.954511331529906
Bspry	0.423231782978242	0.5683024837986
Alad	-0.439339577956302	0.107204181945636
Pole3	0.0342863749593392	0.895239995700592
2310002L09Rik	-0.180080239110825	0.638691143072199
Kdm4c	-0.0762084852803551	0.63559778584113
Dmac1	-0.165062842828159	0.275287701123982
Ptprd	0.00131191100352752	0.981173636880089
Mpdz	0.0858103491806642	0.896558002662746
Zdhhc21	-0.0123914838350855	0.978335033278037
Aco1	-0.109450295907945	0.601277587401964
Smim27	-0.315954868580273	0.520820089273168
Smu1	-0.0232730151547498	0.850305803188638
Dnaja1	-0.101430433121382	0.50086782868872
Aptx	0.0262656428206143	0.916943240622501
Slc44a1	0.302094094234631	0.010087614246038
B4galt1	0.32446092089606	0.000839406582123011
Fktn	0.156205862328824	0.286208212974716
Spink4	0.00907033604495865	NA
Bag1	0.0148369803600771	0.99521194659457
Tal2	-0.619174764385664	0.190889555279228
Chmp5	0.0250096245304831	0.882522253767539
Tmem38b	-0.0670780738846538	0.827030720971715
Nfx1	0.089603892450986	0.546631970093383
Rad23b	-0.0395444367953417	0.84139481712787
Aqp7	-0.366958017209797	0.484382618477069
Nol6	0.0246975811549787	0.927255028720969
Ikbkap	0.180865635877916	0.356192958174125
Ubap2	-0.126440415582036	0.425243878316478
Epb41l4b	-0.298166799827013	0.44602574605117
Aqp3	0.0193951018635929	NA
Dcaf12	-0.237687763956068	0.110797704102392
Ubap1	-0.111781268124325	0.471051742853349
Kif24	-0.20245834135697	0.590405096794265
Fam219a	-0.0465314913287248	0.941567914123858
1110017D15Rik	0.479392043315407	NA
Nudt2	0.0212141884146619	1
Cntfr	-0.356810150684911	0.379109393007043
Enho	0.226576462848306	0.499600338293138
Dctn3	0.22846486154849	0.437944558002094
1700022I11Rik	-0.251954419555621	NA
Vcp	-0.025072140876054	0.881892682533599
Fancg	-0.341705858007801	0.18716159929079
Pigo	-0.180849208394283	0.623311472558408
Stoml2	-0.0389334946481515	0.82806134118463
Unc13b	0.336233882728243	0.497885663819712
Atp8b5	-0.290062024087635	0.719423007847902
Tesk1	-0.0999008269943109	0.703012118538383
Cd72	-0.285560587216122	0.284036042407555
Sit1	-0.420082404922196	0.50595950854857
Ccdc107	0.137270305969144	0.537944973020757
Car9	-0.0744179893058819	0.895295954552626
Tpm2	-0.266602145052684	0.465271803261212
Tln1	-0.0333571827228805	0.944639290227119
Creb3	0.332382273573951	0.227166953728759
Gba2	-0.221301777810925	0.210050412035366
Rgp1	-0.336067736801476	0.343924134337616
Npr2	-0.211891640117325	0.334745995660712
Hint2	0.00542710636788087	0.941567914123858
Spaar	-0.0858406298912202	0.90251510003572
Reck	0.35508885394057	0.398858601399243
Clta	0.0764383455449958	0.709374933414976
Gne	-0.20787054315559	0.412293028027526
Glipr2	-0.041541220129681	0.875448539401026
Snapc3	0.0722872736331049	0.784430549587848
Psip1	-0.140589350588498	0.338190334871763
Bnc2	0.438123652493102	0.59797390651388
Sh3gl2	0.310940912073191	0.771071537732688
Saxo1	0	NA
Plin2	-0.097974294490686	0.654977753552912
Rps6	0.0312791605335174	0.833368293785826
Mllt3	-0.279993866216521	0.283383186977646
Hacd4	-0.0628126328789477	0.791251420737895
Usp24	-0.130215237893051	0.64820592906388
Plpp3	0.146383473198368	0.349611122029995
Prkaa2	-0.209770719830661	0.608096616724817
Dab1	-0.50321422902242	NA
4921539E11Rik	0	NA
Slc35d1	0.0822391332166475	0.804912483124566
Mier1	-0.210831219688969	0.236800244750017
Tctex1d1	0.103011952989508	NA
Sgip1	-0.294477282517513	0.28350389962854
Pde4b	-0.0135344026827764	0.984467006217735
Ak4	0.573830738400803	0.250345507569288
Dnajc6	-0.129558745005362	0.83344181520469
Jak1	-0.134505872742632	0.0814586139861075
Cachd1	-0.322923513648255	0.530762141585277
Izumo3	NA	NA
2610528J11Rik	0.0712240245287818	0.947325236032396
St3gal3	-0.0736647598687666	0.809394625501485
Artn	-0.157361027929126	0.900360616553644
Dph2	-0.173129575504263	0.710519739398947
B4galt2	0.623897684272058	0.0503530088772412
Slc6a9	-0.403063510844002	0.260152987779138
Slc5a9	-0.000388436209291591	NA
Bend5	0.133928850506995	0.84403496122637
Elavl4	0.00304654417241884	NA
Itgb3bp	0.157664807885008	0.746616445170811
Atg4c	0.0836634098593327	0.796628841607835
Cdkn2c	-0.133843436694583	0.554496617245582
Eps15	-0.179065978639094	0.317090028284859
Angptl3	-0.0432112640167096	0.999587962926438
Ttc39a	0.179966343554019	0.796167794273925
Dock7	0.581764748522393	0.00426692725870789
Rnf11	-0.0799461372051354	0.667030354533288
Calr4	0.556925634392389	0.457201841473078
Osbpl9	0.113467947479982	0.601282734848504
Usp1	-0.111901832396867	0.507006738761757
Tm2d1	0.0561997937032537	0.799201170637366
Nfia	0.137594547028186	0.336226880724138
Txndc12	0.167132761353901	0.375051745465581
Btf3l4	0.195075059140627	0.293082003663714
Cyp2j13	0.34569180761302	NA
Hook1	-0.425674892558359	0.252391794993327
Fggy	-0.353839812602144	0.497885663819712
Eqtn	0.0364737500236417	NA
Ift74	0.180800776596904	0.706988747712084
Plaa	-0.0499592474632279	0.741604585499629
Caap1	-0.226421629066467	0.241538808494931
Pum1	-0.0605167355824092	0.628973407175369
Laptm5	-0.272557875194075	0.0844862989688803
Cc2d1b	-0.0720669202346879	0.874874682292202
Pdpn	1.49369149546378	0.000656471328514914
Lrrc38	-0.097674755411732	0.775602003196239
Orc1	-0.359501101720702	0.347429534079138
1700012P22Rik	NA	NA
Pramef12	0.537004179473654	NA
9430007A20Rik	NA	NA
Gpx7	1.03821771016505	0.0196098580030748
Tnfrsf1b	-0.206807369667085	0.239721713250298
Podn	0.13232418875076	0.748757006723243
Echdc2	0.141036865628317	0.672319819574268
Tnfrsf8	-0.737806208065379	0.233105605154308
Scp2	-0.132569943396478	0.316095333029466
Cpt2	-0.227077455057289	0.425306855794048
0610037L13Rik	0.0300146122754031	0.993494638543311
Magoh	-0.0438261215075202	0.814694906391632
Dmrtb1	-0.0836332515159322	NA
Lrp8	-0.0332974584252487	0.946480576663571
Ndc1	0.0314273119654697	0.910073462568301
Lrrc42	0.262148850744655	0.401018209878913
Tmem59	0.207498011884751	0.0717250667332929
Tceanc2	-0.0473624314064221	0.985183971256971
Cyb5rl	-0.03407877317138	0.958600209278086
Mrpl37	-0.138617213565049	0.427888864342446
Col9a2	0.28821620043658	0.624828703908419
Exo5	0.222324671850942	0.507708227743457
Dyrk2	-0.263855971385314	0.105304448324009
Kcnq4	-0.223274655354585	0.576877834065766
Ctps	0.1589629878188	0.514646917388066
Hivep3	-0.0638490574483856	0.910240018568471
Edn2	-0.0293302799970935	NA
Ppcs	0.152942311805184	0.619138845122346
Ccdc30	0.276702576174556	0.802940764513545
Ybx1	-0.0500851979542105	0.606914658455004
