gene_name	Injured_C57BL_6_1_week_post_injuryvsUninjured_C57BL_6_1_week_post_injury_log2FoldChange	Injured_C57BL_6_1_week_post_injuryvsUninjured_C57BL_6_1_week_post_injury_padj
Trim30a	0.348486868843574	1
Lyrm1	-0.0653558953503147	1
Rexo5	0.0363772365779974	1
Eri2	-0.0658379169352473	1
Chst15	0.0624662236673732	1
Oat	-0.0657219459533623	1
Acsm3	-0.174503317856641	1
Thumpd1	0.0313845020763417	1
Acsm2	0.0337300273069667	1
Lhpp	0.0589194776937075	1
Gp2	0	NA
Fam53b	0.0743143386578563	1
Eef1akmt2	-0.0890736610390442	1
Umod	0	1
Abraxas2	0.0695983175178299	1
Trim21	0.028741840073739	1
Zranb1	-0.0412943694825562	1
Pdilt	0	1
Ctbp2	0.0501650247937576	1
Acsm5	-0.200494417254155	1
Tex36	0	NA
Rrm1	0.131651788201409	1
Uros	0.293727825901373	1
Knop1	-0.201954384945917	1
Mmp21	-0.112222225693131	1
Vsp35l	0.161870800092884	1
Bccip	0.00417521008898547	1
Dhx32	-0.167657076388081	1
Stim1	-0.0302659746279858	1
Pgap2	0.114473905773499	1
D7Ertd443e	-0.470522150009863	1
Art1	-0.107514818887884	1
Mki67	0.0915425338188293	1
Atp6ap2	0.0098635179964673	1
Usp9x	0.0128246082750187	1
Cask	0.0371195115536454	1
Swap70	-0.0115484060859724	1
Wee1	0.133423531189726	1
Tmem9b	0.0502151927774373	1
BC051019	-0.555564861407363	1
Akip1	0.0464447264703554	1
St5	-0.0566465646505745	1
Trim66	-0.511632853811186	1
Stk33	-0.0624267686828063	1
Tub	0.0752766829381327	1
Eif3f	0.0532974303849183	1
Ndufb11	0.0178323571871959	1
Rbm10	0.132340752962098	1
Cdk16	-0.016476416381042	1
Usp11	0.218894676184793	1
Glrx3	-0.096313303608384	1
Mrgprf	-0.0122514523224986	1
Oraov1	0.128762086934732	1
Fgf15	-0.132789779661735	1
Fgf3	-0.0268894336193865	1
Ano1	-0.313709060814344	1
Fadd	0.232027041328377	0.964078885356795
Cttn	-0.14632077165228	1
Zfp300	-0.719425676761781	1
Gm498	0	NA
Slc6a14	0	NA
Nadsyn1	0.29635533385637	1
Dock11	0.149016851355013	1
Cul4b	0.0613872151476522	1
Tnni2	-0.165595335447301	1
Syt8	0.128182097873839	1
Smarca1	0.0482651869705173	1
Sash3	0.181049229200542	1
Elf4	0.0676447585625382	1
Rab33a	-0.521365749061112	1
Slc25a14	0.0944168652583915	1
Rbmx2	0.110291670289223	1
Enox2	0.0756794795410573	1
Igsf1	-0.030506220967193	1
Stk26	0.0172083666961405	1
1700080O16Rik	NA	NA
Gpc4	0.0650825786457739	1
3830403N18Rik	0.0623127328360245	1
Slc9a9	0.0962415023197654	1
Brs3	0	NA
Vgll1	NA	NA
Cd40lg	-0.327193538895336	1
Arhgef6	0.00207890179818069	1
Rbmx	-0.0140077172311497	1
Fgf13	-0.00177320353671655	1
F9	0.00578619771561099	1
Mcf2	-0.211430829707294	1
Cacna1f	0.0887104828083705	1
Ccdc22	0.138765315378202	1
Syp	-0.218079353946429	1
Prickle3	0.0130580135853499	1
Plp2	0.0214071732503414	1
Magix	0.00133663959187409	1
Gpkow	0.112068339950784	1
Praf2	-0.245386645486365	1
Ccdc120	-0.249322624984701	1
Gripap1	0.218186628306829	1
Otud5	0.137989336556455	1
Pim2	0.149220719813977	1
Slc35a2	-0.0484833715445421	1
Pqbp1	0.202990939711416	1
Timm17b	0.116104502330963	1
Eras	NA	NA
Hdac6	0.0562383432139231	1
Gata1	0.183064914282845	1
Glod5	-0.129818740227666	1
Was	0.142421000445544	1
Wdr13	-0.0907893841667122	1
Rbm3	0.0224544433211268	1
Ebp	0.0779469134142616	1
Porcn	-0.105468927693645	1
Slc38a5	0.206599172574167	1
Ftsj1	0.0705702281005096	1
Otc	0	NA
Rpgr	-0.151385744083312	1
Dynlt3	-0.0571081950986915	1
3830417A13Rik	0.221141247558889	1
Ctag2	NA	NA
4930447F04Rik	0	NA
Aff2	-0.281026638703804	1
4931400O07Rik	NA	NA
F8	0.0485191770968813	1
Vbp1	0.066613172103233	1
Fundc2	0.00628878372482658	1
Mtcp1	0.099648926793316	1
Brcc3	0.0689389537053926	1
Rab39b	-0.357367058789535	1
Asb12	0.0296158645106881	1
Msn	-0.0116015117542971	1
Heph	0.00467394580854525	1
Gpr165	-0.42902087075673	1
Pgr15l	0	NA
Ophn1	0.0288874703759712	1
Stard8	-0.0274162936375	1
Efnb1	-0.0665386086360859	1
Awat2	-0.0191981146095409	1
Igbp1	0.080600559758259	1
Magee2	-0.109580860933293	1
Pbdc1	0.0501691261860889	1
Magee1	-0.10704483834584	1
Atrx	-0.146558489079683	1
Fgf16	-0.214611660069955	1
Cox7b	0.0562180406092684	1
Magt1	0.00116492601252516	1
Pgk2	NA	NA
Itm2a	-0.54442197902257	0.926664188849809
Tbx22	-0.3700491671735	1
2610002M06Rik	0.0561931787859186	1
Hmgn5	0.0755103015229018	1
Sh3bgrl	-0.0140196770604477	1
Tnmd	-0.525367494581727	1
Srpx2	-0.403469683402979	1
Sytl4	-0.101933106784529	1
Cstf2	0.0421488790929929	1
Nox1	-0.407613501810008	1
Xkrx	-0.406692756233833	1
Cenpi	0.172573941580942	1
Btk	0.164803263430309	1
Gla	-0.432607093047562	1
4930513O06Rik	NA	NA
Serpina7	NA	NA
Col4a6	-0.0790924838024937	1
Col4a5	-0.338189226189587	1
Acsl4	-0.0395158790082632	1
Chrdl1	-0.0592302098270434	1
Pak3	-0.353172171314362	1
Dcx	-0.113964847463538	1
Glt28d2	-0.047361332064857	1
Il13ra2	-0.00977065908334682	1
Lrch2	-0.260503346154285	1
Cdkl5	0.0330438089118681	1
Rs1	0.0127774214356266	1
Phka2	0.173052743671658	1
Slc7a3	-0.586820504742069	1
Adgrg2	-0.521599145076045	0.945410596314812
Pdha1	-0.0419465394184221	1
Nlgn3	-0.177760239946507	1
Map3k15	0.218792811458216	1
Il2rg	0.117534236962433	1
Rps6ka3	-0.0935570721841253	1
Zmym3	-0.115320236407649	1
Nono	0.0772801104095386	1
Itgb1bp2	-0.112945111366049	1
Taf1	0.162985038888453	1
Rps4x	0.0448541425390213	1
Dmrtc1a	0.00313792627804573	1
4930519F16Rik	-0.15948788768701	1
Cdx4	0	1
Chic1	-0.0685927023026062	1
Flna	0.0176756435595295	1
Tsx	-0.132609673165213	1
Zcchc13	0	1
Abcb7	-0.0184364734199075	1
Mtm1	0.129986017931687	1
Gabre	-0.471757999779488	1
Gpm6b	-0.251396442031014	1
Gabra3	-0.943981363898109	0.709338385739432
Gabrq	0.218258113461946	1
Cetn2	-0.114011137502607	1
Nsdhl	-0.0926161906161116	1
Zfp185	-0.565443235027861	1
Hccs	0.00912645262751965	1
Rbbp7	0.0280035495980115	1
Amelx	-0.00873730259829272	1
Arhgap6	-0.0127283218364349	1
Syap1	-0.00422378411264584	1
Msl3	-0.0101305321037517	1
Ctps2	-0.0104729763877916	1
Xlr4c	0.125861378004314	1
Grpr	-0.401588659530095	1
Zfp275	-0.0613275459796452	1
Ap1s2	-0.0285581256687715	1
Zrsr2	0.00669624642278546	1
Haus7	0.110658999561921	1
Trex2	NA	NA
Car5b	0.116802463859642	1
Zfp92	-0.0235764448715799	1
Bgn	-0.343704504068953	1
Atp2b3	-0.243193893532951	1
Bmx	0.0428539682755168	1
Abcd1	0.0718412881148533	1
Pir	-0.167212239953299	1
Vegfd	-0.107764711292998	1
Piga	0.296815394463962	0.964078885356795
Asb11	-0.166454036971007	1
Dusp9	-0.0734017680070034	1
Asb9	0	NA
Plxnb3	0.100188203402016	1
Hcfc1	0.10464467373148	1
Renbp	0.060974022777589	1
Naa10	0.166545926196062	1
Arhgap4	0.168696073498434	1
Avpr2	0.259123545275925	1
L1cam	0.206379869512946	1
Irak1	-0.044695511610894	1
Mecp2	-0.0381796209289776	1
Opn1mw	-0.163168841409905	1
Tktl1	0.235570678227345	1
Plxna3	0.362305518395868	1
Fam3a	0.0398093578688175	1
G6pdx	0.14126458965343	1
Mpp1	0.234261083515283	1
Dkc1	0.171177088047422	1
Tceal6	0.0965233803647044	1
Nxf7	0.360839038645267	1
Prame	0	NA
Morf4l2	-0.0431988524490977	1
Kir3dl1	0	1
Plp1	-0.238986246997364	1
Zcchc18	0.267196577596332	1
Psmd10	0.0581984858039891	1
Vsig1	0	NA
Tsc22d3	-0.0259708946063812	1
Prps1	0.00919577463291528	1
Rbm41	0.17432089227707	1
Morc4	-0.143156985058461	1
Rnf128	-0.329277279911918	1
Atp11a	-0.0280845699176981	1
Mcf2l	-0.0847807453610321	1
F7	0.226945634243809	1
F10	0.174452609099993	1
Proz	-0.134074572326777	1
Cul4a	-0.029989100821591	1
Lamp1	-0.0189155259532624	1
Adprhl1	-0.148190155789899	1
Atp4b	0.130503198346738	1
Grk1	-0.171804834201686	1
Gas6	-0.0477660405622188	1
1700029H14Rik	-0.458034045956912	1
Rasa3	0.111588808433056	1
Coprs	-0.297706731931709	1
Myom2	-0.127291842347928	1
Angpt2	-0.283073847372856	1
Agpat5	0.0930746561617877	1
Defb8	NA	NA
Nek3	-0.105812892313393	1
Vps36	-0.0138097765553363	1
Thsd1	-0.0445507653627773	1
Tpte	-0.0282704498057198	1
Slc25a15	-0.0580868456273934	1
Erlin2	0.0735679102259223	1
Plpbp	-0.0955700705628594	1
Adgra2	-0.316060583045939	1
Brf2	-0.21985229476205	1
Rab11fip1	0.137026219917464	1
Adrb3	-0.425998262417308	1
Eif4ebp1	0.0170385137882113	1
Chrna6	-0.137369676710503	1
Chrnb3	-0.00540943244798624	1
Ggn	0.311404079705428	1
Cd209a	0.202792816740067	1
Cd209d	-0.322552673757147	1
Tnfsf13b	0.211173653833873	1
Col4a1	-0.194156867435749	1
Col4a2	-0.251452422038467	1
Rab20	0.153339243569478	1
Naxd	-0.0452563105774347	1
Ptpn7	0.144806575879033	1
Ankrd10	-0.112023913682242	1
1700016D06Rik	0.455174957489171	1
Arhgef7	-0.16544657549825	1
Tex29	-0.00971166822098631	1
Leprotl1	-0.107559351354052	1
Dctn6	-0.0886235405486355	1
Gpm6a	0.182952671037119	1
Spata4	0.0168434747221043	NA
Asb5	-0.0581349286269941	1
Vegfc	0.0586881711715127	1
Aga	-0.025229446221046	1
Dlc1	-0.222105003557645	1
Eri1	0.259949079102816	1
Tnks	-0.0887731831578278	1
Dusp4	-0.0959282907899059	1
Saraf	-0.0226733700402365	1
Mrps31	0.0517557377212217	1
Smim19	0.00794289747072447	1
Dkk4	0.00951123624052173	NA
Polb	-0.0268421199325171	1
Ikbkb	0.0502633643944937	1
Plat	-0.401865090590918	1
Ap3m2	-0.0877224700623481	1
Kat6a	-0.0991476182477767	1
Ank1	-0.0928463226375935	1
Gpat4	-0.0141839517872545	1
Gins4	0.0892087649193903	1
Sfrp1	-0.398051870898876	1
Ido2	-0.393215253518685	1
Ido1	0.31824359090956	1
Adam18	0	1
Adam3	0.0312424219500574	1
Adam5	-0.156504102977417	1
Adam9	-0.268292944313127	1
Tm2d2	-0.0759666657608935	1
Plekha2	0.115563314226229	1
Slit2	0.0147248900082748	1
Tenm3	-0.0430704351686384	1
Dctd	0.166674593833422	1
Wwc2	-0.0996691648078582	1
Fgfr1	-0.125508952441481	1
Rwdd4a	0.0410187950170655	1
Plpp5	0.0530780132007449	1
Star	-0.0490115114220816	1
Ash2l	0.133919894985649	1
Kcnu1	-0.103764940282546	1
Tti2	0.170555060681659	1
Mak16	0.106360351176484	1
Wrn	0.133415349797882	1
Gsr	0.103500942786702	1
Gtf2e2	0.0197021305723279	1
Rbpms	0.135729146927869	1
Frg1	0.030772106885802	1
Asah1	0.103935220057154	1
Pcm1	-0.0561746092832819	1
Fgl1	0.342486385785292	1
Pdgfrl	-0.418502275806916	1
Slc7a2	-0.426877779681638	0.851458098040313
Vps37a	-0.092970863290048	1
Cnot7	0.0438622447022515	1
Fgf20	0.310824206066306	1
Msmo1	0.11043688187398	1
Klhl2	0.0988913497998163	1
Galnt7	-0.10747066235408	1
Sap30	0.30274873383736	0.964078885356795
Scrg1	-0.0650058583883903	1
Hpgd	0.185010132310657	1
Ednra	-0.278702823101654	1
Tmem184c	-0.0540997229774974	1
Nr3c2	0.128300261871779	1
Iqcm	0.299990404503254	1
Isx	NA	NA
Sin3b	-0.00223269375539201	1
Sorbs2	-0.157674289800706	1
Irf2	0.150172599443754	1
Casp3	0.126366910139789	1
Cenpu	-0.165378743602969	1
Cfap97	0.00479953630077032	1
Slc25a4	-0.0675020222966433	1
Ufsp2	-0.144558070826137	1
Anxa10	0	NA
Pdlim3	-0.272511601362814	1
Lrp2bp	-0.235084214955842	1
Tlr3	-0.0512609134940908	1
Gm45753	0	NA
Cbr4	-0.200292751487776	1
Sh3rf1	0.231131779329674	1
Nek1	-0.115693217847322	1
F11	0	1
Mfap3l	-0.153186663449349	1
Triml1	0.74663785764375	1
N4bp1	0.0731919100703019	1
Cbln1	0.0954934382710622	1
Heatr3	-0.0866137234066549	1
Adcy7	-0.0308954815920881	1
Brd7	0.0679824707250825	1
Nkd1	-0.288029885966152	1
Snx20	0.133675811513105	1
Sall1	-0.082590140165515	1
Rbl2	-0.0915033210520635	1
Aktip	-0.0583081417045933	1
Eif2ak3	-0.0315242782657622	1
Gins3	0.107429386314315	1
Setd6	-0.0396900454814251	1
Got2	0.0303374085108207	1
Cdh11	-0.134044786582158	1
Smad1	-0.0841647374503368	1
1700011L22Rik	-0.00171940248107381	1
Lsm6	0.0291347104510246	1
Slc10a7	0.128556250798406	1
Pou4f2	0.0260488718047982	1
Tnpo2	0.0540973382953563	1
Vps35	0.0371891304715272	1
Orc6	0.108805031151672	1
Mylk3	0.11868030317089	1
Gpt2	-0.147791586326382	1
Dnaja2	-0.0586738188356316	1
Itfg1	-0.0539205192811121	1
Rfx1	-0.0637048613191716	1
Tecr	0.00398716113855272	1
Tbc1d9	0.121588344932085	1
Ucp1	-0.0400250752102295	1
Zfp330	-0.00593860873270628	1
Il15	0.15159245555556	1
Gab1	-0.0374857790526166	1
Smarca5	0.0776862437167918	1
Hp	0.133064963690413	1
Txnl4b	0.318147182606833	0.964078885356795
Ces1f	0.212558567299667	1
Pmfbp1	-0.0602724357954181	1
Zfp821	0.173050876696159	1
Ist1	0.0865297836694756	1
Dhodh	-0.160402616012089	1
Ap1g1	-0.0274027532319674	1
Phlpp2	0.106003479609712	1
Irx3	-0.0751225358332175	1
Irx5	0.170085284369278	1
Irx6	-0.0138454434497458	1
Mmp2	-0.414540450303126	1
Gnao1	-0.285435006284886	1
St3gal2	-0.00947176390665051	1
Il34	0.216796579378352	1
Amfr	-0.00271242603506762	1
Cog4	-0.0788274894233136	1
Nudt21	0.289123046665479	1
Bbs2	0.0270446140298349	1
Cenpn	0.328947948848898	0.860796572430209
Mt4	0	NA
Cdyl2	0.0123626806617097	1
Mt3	-0.183007362898007	1
Mt2	-0.259314428856747	1
Mt1	-0.06812018005859	1
Slc12a3	0.162098840423952	1
Nudt7	0.0461821626204623	1
Herpud1	0.0160335054903353	1
Cntnap4	-0.231459658311526	1
Fam192a	0.018560269012004	1
Pllp	0.174097447676881	1
Arl2bp	0.125341314080218	1
Cx3cl1	0.238807807309911	1
Ccl22	-0.0688159901117758	1
Ccl17	-0.0590150523553385	1
Ciapin1	0.0422576259146518	1
Coq9	0.0597363491447297	1
Polr2c	0.0707380508384501	1
Adgrg1	0.262622547174372	1
Drc7	0.203049705107071	1
Katnb1	0.0157408304425663	1
Kifc3	0.0197080664216286	1
Cngb1	-0.282534738859293	1
Mmp15	-0.0155675475473492	1
Tmem38a	-0.165673530393349	1
Usb1	0.101865447691695	1
Cfap20	0.16129494700764	1
Tpm4	-0.0392045216151705	1
B3gnt3	0.108556925589592	1
Jak3	0.297434890553822	0.823279665762619
Pgls	0.429304429156922	1
Slc27a1	0.126805038429005	1
1700018B08Rik	0	NA
Map1lc3b	0.0871128251499213	1
Mvb12a	-0.0526734086670691	1
Mthfsd	-0.0822933242173502	1
Cox4i1	-0.0181112822742243	1
Emc8	0.0695703793699204	1
Babam1	0.0739143486262226	1
Gins2	0.269425911722994	1
Gse1	0.169340773217657	1
Zdhhc7	-0.244032097335733	1
6430548M08Rik	0.0577294904088514	1
Crispld2	-0.237682577016099	1
Usp10	0.00962825700777398	1
Cotl1	0.100765466397575	1
Klhl36	0.294157762872796	1
Dnaaf1	-0.0502883661741109	1
Taf1c	0.560090249049359	1
Mast3	0.126060223205526	1
Pik3r2	-0.102713543239204	1
Mbtps1	0.0775794415457338	1
Necab2	0.0473727455747008	1
Hsbp1	0.0761621802029928	1
Rab3a	0.446830943190598	1
Cdh13	-0.285949865603732	1
Pde4c	0.157508466534007	1
Mphosph6	0.0324630967341587	1
Hsd17b2	-0.212680765937771	1
Bco1	-0.72054780102927	1
1700030J22Rik	0.139530133950338	1
Lsm4	0.127225784865573	1
Comp	-0.16686063933399	1
Ntpcr	-0.201300856982407	1
Map3k21	-0.404146924670435	1
Mau2	0.00949784509808896	1
Pbx4	0.473483707006698	1
Lpar2	0.218960932433757	1
Atp13a1	0.20387437104846	0.933174518610131
Ints10	0.0624445707296132	1
Dctn1	0.0185900297191403	1
Pgr	-0.436731890641576	1
Cdh5	-0.071384135919708	1
Bean1	-0.242126063240129	1
Cmtm3	-0.0467026214208124	1
Gm45711	0.0168462102933026	NA
Ces2g	0.167570573705913	1
Nae1	0.0506892494838812	1
Fam96b	0.130893790157818	1
Rrad	-0.0805813720184935	1
Cdh16	0.0468910004192005	1
Car7	0.197965911237134	1
Ces2d-ps	0.0174045810659635	1
Cbfb	-0.0385115018727683	1
Ces2e	-0.388985866560248	1
Tradd	0.326019985616979	1
D230025D16Rik	0.00786893779924853	1
Hsd11b2	-0.511130504286355	1
Tsnaxip1	-0.350943833420986	1
Ctrl	-0.0445035964707243	1
Psmb10	0.119653884482931	1
Dpep3	0.369488796591192	1
Dus2	-0.00857044456846212	1
Nfatc3	0.0289236861423942	1
Pla2g15	0.306185052127272	0.897340514548451
Slc7a6	0.0908815320110053	1
Smpd3	0.00440569055578986	1
Zfp90	0.061245211847851	1
Has3	-0.289635159302638	1
Vps4a	-0.0145532645401668	1
Cog8	0.030291665394156	1
Nip7	0.0354177172962297	1
Mtmr2	-0.0503562837795352	1
Tmed6	0.00951170400101451	1
Terf2	-0.00263312403375656	1
Cep57	0.106573581640892	1
Cyb5b	-0.0839230541609848	1
Maml2	-0.23041879566535	1
1700012B09Rik	-0.290005712827898	1
Mre11a	0.0331775259930078	1
Wwp2	-0.0397540309953576	1
Ankrd49	-0.0794021294548788	1
Gpr83	-0.0146406023509015	1
Izumo1r	-0.150157912502428	1
Panx1	0.20507220030091	1
Med17	0.110257960441803	1
Hephl1	0.0768206442107979	1
Vstm5	-0.585658921645371	1
4931406C07Rik	0.064514076023389	1
Taf1d	-0.0166533425367923	1
Kars	0.0747275950830915	1
Adat1	0.0104247296561331	1
Gabarapl2	-0.0390622043405679	1
Tmem231	-0.0214936597935734	1
Chst5	-0.320502334335251	1
Tmem170	0.19173514623229	1
Cfdp1	0.0161579317732729	1
Bcar1	-0.132418452405097	1
Ctrb1	-0.00515447611245233	1
Ldhd	-0.0309475423007726	1
Wdr59	-0.160168284646315	1
Aars	0.0102754742576391	1
Cdh15	0.00877069556719024	1
Bmper	-0.376537547285291	1
Tbx20	0.467890463921156	1
Glb1l3	0	1
Afg3l1	-0.0491050251278183	1
Acad8	-0.0410861910766066	1
Dbndd1	-0.0644180933236182	1
Ccsap	0.0935273671887629	1
Acta1	-0.186653396902008	1
Abcb10	0.169581905016685	1
Urb2	0.0643983349944483	1
Cog2	0.121626127608116	1
Agt	0.155396696343105	1
Capn9	0	1
Arv1	-0.178557924238676	1
2310022B05Rik	0.130009065530112	1
2810004N23Rik	-0.00532083416996226	1
Gnpat	0.0172527819877505	1
Sprtn	0.0899262552323275	1
Egln1	-0.074727379066155	1
Vps26b	0.0693785131090441	1
Jam3	-0.112776498200901	1
Spata19	0.752697062079346	1
Snx19	-0.0222815292711287	1
Adamts8	0.147751244688172	1
St14	0.0828869533029843	1
Aplp2	-0.0145588698947088	1
Trpc6	0.0139308401130499	1
1700128F08Rik	0.529367529931855	1
Birc3	-0.00314349651088823	1
Dcun1d5	0.00532681144041107	1
Pdgfd	-0.0520808916902156	1
Sesn3	-0.134490706552162	1
Usp2	-0.175016150995552	1
Thy1	-0.151983102856378	1
Nectin1	0.620915335858686	0.964078885356795
Trim29	0.0667957781667432	1
Oaf	-0.359262913894705	1
Pou2f3	-0.20536616165166	1
Grik4	0.290407994473408	1
Sc5d	0.0121296611174177	1
Ubash3b	0.141302824866078	1
Crtam	-0.084169992559681	1
Jhy	0.289542088205369	1
Clmp	-0.101032350912058	1
Rexo2	0.0504065985890624	1
Nxpe2	0.137417342142497	1
Cul5	-0.166055275638938	1
Barx2	-0.25909231079659	1
Kcnj5	0.101716327394607	1
Ets1	0.0198943176672494	1
Kirrel3	-0.676541263055891	1
St3gal4	0.088711313556804	1
Dcps	0.141204616587079	1
Tirap	-0.0973249235001452	1
Srpr	-0.101171475929428	1
Rpusd4	0.020102757246747	1
Abhd12	0.0171792809236204	1
Acat1	0.0317057666956482	1
Rdx	-0.0378700854250438	1
Fdx1	0.0794780084623688	1
Pou2af1	0.159746938192364	1
Btg4	0	1
4833427G06Rik	-0.00515064247394857	1
Ppp2r1b	0.247228278202621	0.878884932291084
Alg9	0.570504491708643	0.619952436200174
Cryab	0.0862332322397855	1
2310030G06Rik	-0.315044275689079	1
Dixdc1	-0.490934346375361	1
Tex12	-0.0124788197794973	1
Bco2	0.00452346289077662	1
Pts	0.181070993904703	1
Plet1	-0.333015275702339	1
Cadm1	0.0464841285386682	1
Bud13	-0.094930081942921	1
Zpr1	0.043744301015789	1
Apoa5	-0.00157433293567142	NA
Apoa4	-0.00514559616563779	1
Apoc3	-0.0336720717518402	1
Apoa1	0.159127077277294	1
Tagln	-0.105297177664559	1
Bace1	0.0560457161595607	1
Dscaml1	0.197675895260273	1
Il10ra	0.0889214343814821	1
Tmprss4	-0.36020612002188	1
Mpzl2	-0.641723554028595	1
Cd3e	0.188381238736928	1
Cd3d	0.0337758845342824	1
Arcn1	0.0325127681570996	1
Ddx6	-0.0237495982449705	1
Treh	-0.00631862515094411	1
Pate4	0.125628879892343	1
Ddx25	-0.35026653907936	1
Pus3	0.0718523715182408	1
Pdzd3	0.224610713313285	1
D730048I06Rik	NA	NA
Nlrx1	0.06557889975856	1
Acrv1	0.102566807812201	1
Trappc4	0.0150660475823361	1
Chek1	0.112922186459376	1
Slc37a4	-0.0302664308845462	1
Hyou1	-0.0614604189335533	1
Stt3a	0.0104119845133548	1
Fez1	-0.235793528852814	1
Hinfp	0.069729750021488	1
C2cd2l	-0.017842838918946	1
Tmem218	-0.186612740020273	1
Slc37a2	-0.109446685752027	1
Dpagt1	0.0581525601963062	1
Robo4	0.276603406652582	1
Hmbs	0.226415125589497	1
Vps11	0.118370488638955	1
Robo3	0.343970329348417	1
Abcg4	0.145853684395245	1
Mcam	-0.0601128972906019	1
Pin1	0.0573709111493146	1
Olfm2	0.291506514565242	1
Icam5	0.1923315938617	1
Tyk2	-0.0497830994152343	1
Pde4a	-0.0374506866403634	1
Ilf3	0.154702816124225	1
Bmp5	0.0395649875980539	1
Tmed1	0.0351214881593139	1
Scg3	-0.0161826820922766	1
Yipf2	-0.0430946615831771	1
Lysmd2	0.0446728915055754	1
Carm1	-0.0252211764280692	1
Tmod2	-0.243661223420801	1
Smarca4	0.0921755377621612	1
Bcl2l10	0.0134343414407635	1
Gnb5	-0.28298286603166	1
Ldlr	-0.0486964782977039	1
Kank2	-0.172450799622949	1
Dock6	-0.205107400627208	1
Polr2m	-0.0277547037172309	1
Rab27a	0.138772221057679	1
Aqp9	0.049361353237952	1
Lipc	0.173265398907026	1
Sltm	0.0365040227877507	1
Rsl24d1	0.116372549501863	1
Nedd4	-0.225458767610727	0.477808554891406
Rnf111	0.083607422869205	1
Ccnb2	0.176552718511348	1
Myo1e	-0.112957832949311	1
Mns1	0.14843726507654	1
Fam81a	-0.305905083245627	1
Gcnt3	-0.453978659932329	1
Tcf12	-0.0177978141875654	1
Anxa2	-0.101547101908067	1
Cgnl1	-0.193416561097557	1
Ice2	0.0197946842202427	1
Rora	-0.241447798275746	1
Rp9	-0.0475245571124329	1
Itga11	-0.425013176663649	0.964078885356795
Fem1b	0.0322705446289429	1
Cln6	0.0734116827335421	1
Calml4	-0.405403782945923	1
Anp32a	0.0941274566709415	1
Irak1bp1	-0.234069997452753	1
Glce	-0.335457716627264	1
Phip	-0.278423587536629	0.919180243883806
Kif23	0.0998993568379946	1
Ankk1	0	NA
Lca5	-0.119265929800468	1
Drd2	0	1
Sh3bgrl2	0.0465990235392785	1
Elovl4	0.130083415025924	1
Bckdhb	-0.119324608389396	1
Zw10	0.0968179384961847	1
Tent5a	-0.0662993063039941	1
Usp28	-0.0187295916356003	1
Tmprss5	-0.433853168345338	1
Htr3a	-0.00518212687338032	NA
Nnmt	-0.207460673925146	1
Cyp19a1	0.819934949297376	1
Paqr5	-0.114741817327768	1
Idh3a	0.00184399089611874	1
Tle3	0.063892610271065	1
Acsbg1	0.0945467364059904	1
Dnaja4	0.203039127236302	1
Imp3	0.0609324163322497	1
Thsd4	-0.225734337246181	1
Ptpn9	0.192759585063493	1
Crabp1	-0.365608337467507	1
Nr2e3	0.016043333949636	1
Ireb2	-0.126682935923668	1
Pkm	-0.0766807612732539	1
Man2c1	-0.0716832966815518	1
Celf6	0.0415901455599025	1
Neil1	0.0998667081163919	1
Commd4	0.240774638517191	1
1700017B05Rik	0.0389290410615332	1
Psma4	-0.0250861609988891	1
Chrna3	0.0753919923308238	1
Fam219b	-0.0556091518470419	1
Mpi	-0.122954399551075	1
Ube2q2	0.0419834556564702	1
Ulk3	0.110965966780282	1
Fbxo22	0.013006255531582	1
Cyp1a2	0	NA
Nrg4	0.103594985512742	1
Csk	0.160302448223974	1
Tmem266	-0.429995829919154	1
Etfa	-0.0754011626320494	1
Cyp1a1	0.495010372064031	1
Clk3	0.128199924119993	1
Isl2	0.0246098811812906	1
Rcn2	-0.0765977912042577	1
Pstpip1	0.132741169900839	1
Cyp11a1	0.288847421975948	1
Tspan3	-0.126683703942033	1
Stra6	0.164240511329182	1
Tmem30a	-0.00406405854868291	1
Hmg20a	-0.0580696537251555	1
Cox7a2	0.0128084682325235	1
Col12a1	-0.406482774458515	1
Stoml1	-0.0441495122140753	1
Loxl1	-0.305659213304312	1
Nptn	0.00237946285804059	1
Hcn4	0.294460179946169	1
Neo1	-0.219039960054594	1
Mto1	-0.0211989367319522	1
Impg1	0.238726406811172	1
Mb21d1	0.0395081403525689	1
Ooep	-0.622514484097872	1
Gsta4	-0.220673596791916	1
Elovl5	0.0573893502533765	1
Gclc	0.113519226716488	1
Lrrc1	0.0665552676655405	1
Tmed3	-0.149524936940891	1
Mlip	-0.122473256583475	1
Rasgrf1	-0.0169784214127707	1
Tinag	-0.131540185698242	1
Fam83b	-0.00542627211900122	NA
Ctsh	0.106595361572045	1
Hcrtr2	0.0456240524410867	1
Adamts7	-0.161676751190872	1
Tpm1	-0.175033867334232	1
Zic1	-0.289041915990419	1
Plscr1	0.190956505366749	1
Lactb	0.0701617895475705	1
Plscr2	-0.245713923275519	1
Car12	0.067702397689196	1
Plod2	-0.483701599317435	0.926664188849809
Aph1b	-0.00754200126144815	1
Usp3	0.220243088632475	1
Plscr4	-0.1362351239959	1
Dapk2	0.128748675588006	1
Fam96a	0.112036479632836	1
Snx1	-0.00523314233238727	1
Ppib	-0.0146715254192789	1
Csnk1g1	-0.276415993011005	1
Trip4	0.0414605241152303	1
