gene_name	Injured_C57BL_6_1_day_post_injuryvsUninjured_C57BL_6_1_day_post_injury_log2FoldChange	Injured_C57BL_6_1_day_post_injuryvsUninjured_C57BL_6_1_day_post_injury_padj
Nudcd3	0.0213607792723164	1
Txlna	-0.0176916941640874	1
Lipg	-0.234103854116749	1
Adgrg4	0.0069271797185721	1
Dnajc5g	NA	NA
Gm9925	0	NA
Slc51b	-0.522406797015359	1
Mepe	-0.225025440406536	1
Gm5142	NA	NA
Fpgt	-0.0625506486384674	1
Aym1	NA	NA
Srcap	-0.0489471731226228	1
Sh2d4a	-0.135666554269792	1
4933409G03Rik	NA	NA
Slc39a8	-0.080729635214048	1
Ech1	0.0941908120308242	1
Mat2a	-0.0965277250361738	1
Rhox10	NA	NA
Kdm4d	-0.0192285957618212	1
Nanp	-0.24805629841658	1
Cyhr1	-0.118914778692342	0.966364907473058
Shisa6	0.481579210454529	1
Cnn3	0.427015024559236	0.583538741501034
Adnp2	-0.0859254727905129	1
Ang5	NA	NA
Stum	0.512848488555514	1
Lgals4	-0.0020095160196257	1
Pde5a	-0.508179620698322	0.734362370200006
Cd8a	-0.388949828064906	1
Zfp14	-0.216789183410433	1
Tusc1	-0.011217363136552	1
Tdrd9	-0.297713852055174	1
Mill1	0	NA
Ndst1	0.0680029277360242	1
Tmem179	-0.0298851329356835	1
Sirt5	-0.169466357125505	1
Nt5dc3	-0.156130089559439	1
Rdh18-ps	0	NA
Adam39	NA	NA
Tceal5	-0.019404261086972	1
Olfr279	0.0353554749619342	1
Klk13	0.499649069640279	1
Ercc6	0.0640884789651488	1
Rdh19	-0.00507814502900188	NA
Olfr309	NA	NA
A930004D18Rik	0.230516376813534	1
Pkp3	-0.5885403456876	1
6030452D12Rik	NA	NA
Iigp1	0.0572826000356559	1
Skida1	-0.241676332475284	1
Utp18	0.0298180643413415	1
Capn12	0.365537401409342	0.859878291950962
Fbxw28	0.334159643531101	1
1810037I17Rik	-0.0689502153749273	1
Slc25a40	0.24391605527297	0.837240615817963
Nlrp9a	NA	NA
Try4	0.00958493216754648	NA
Skp2	0.120263508986653	1
E130116L18Rik	0.0744828403370149	1
Zdhhc25	0.0095824370506016	NA
H2-T3	0.159312054853344	1
Umodl1	-1.09063001870048	0.471712085004379
Adm2	-0.650002203960636	0.987833670801347
Olfr24	0.136167858228219	1
Vmn1r236	0	NA
Krt15	0.0119018498343187	1
Syne3	-0.179790966610738	1
Gm4894	0	NA
Nkx2-4	0	NA
Fam83e	-0.806927441052476	0.998173797929439
Spock3	-0.509062518456264	0.975055280379152
Ceacam10	-0.314831164698909	0.629154014824082
Gm9938	-0.479104015106064	0.83546645706203
Klf1	-0.143925906353081	1
Cthrc1	0.570721446320211	0.933210451966991
Gon4l	-0.0103658336043057	1
Ffar4	-0.0229536825730603	1
Ifi205	0.346294807681566	1
Alkal2	0.107026517840661	1
Gzmm	-0.000576649325691146	1
Sprr2k	NA	NA
Tprkb	0.0313763594186453	1
Olfr481	-0.200655839553636	1
Fra10ac1	0.0423855980872172	1
Fgfr3	-0.157546393164804	1
Msi1	-0.0409269274719175	1
Lifr	-0.129279920364486	1
Serpinb9d	0	NA
Zscan4c	NA	NA
Arfgap3	0.185444120853031	0.966499503142853
Prr14l	0.157990922807344	1
P2ry10b	0.158856942987388	1
Eapp	-0.0843790044634807	1
D130007C19Rik	0.0136716543665996	1
Cpsf3	-0.0258486953226836	1
Obox1	NA	NA
Mrps21	-0.0721007465094668	1
Lrrc36	-0.314533572405842	1
Taf4b	0.182317760285698	1
Lce3a	NA	NA
Kcnn4	0.016164895154828	1
Bsx	-0.00507740830841903	NA
Lexm	0	NA
Rhob	0.102124655825918	1
2410024N13Rik	NA	NA
Zfp747	-0.232514779788732	1
Pnma1	-0.0491939714217173	1
Ceacam2	1.08659852621306	0.418939588636778
Mdm4	-0.151454171127836	0.965111618196932
Cklf	-0.0371854574683178	1
Slfn5	0.0879729958783225	1
Dnajc8	-0.0623257372098789	1
Olfr411	NA	NA
Spcs3	0.137957366012462	0.433503880968076
Tmem74	-0.0383580926023062	1
Slc30a7	0.211114711633711	1
Cyp3a44	0	NA
Fabp1	0	1
Cadps	0.64448529941672	1
Atpif1	-0.0590891502748538	1
Olfr450	0.020476626723723	1
Tmem120b	-0.109384103909627	1
Gimap4	-0.0192511352010051	1
Cpa1	0.0642736923945975	1
Gm9945	0.602078738790392	1
Aes	0.0870504666455747	1
Sytl5	-0.610929422514096	1
Vapb	0.109902078425378	1
Vsnl1	-0.579174565467549	0.916978481185556
Lclat1	0.0281821361516344	1
Thnsl2	0.388831656820165	0.934106963125236
Kcnn2	0.148300202607837	1
Tmem62	0.448596315306608	1
Tas2r130	NA	NA
Olfr308	0	NA
Dedd2	-0.143227075450327	1
Parp4	0.0573807955014324	1
Trim65	-0.00676363821590837	1
Zfp867	-0.0297203684104614	1
Sh3bp2	-0.360958345821819	0.846616556793609
Ms4a5	-0.808253160947336	1
Olfr1500	0	NA
Tmprss11e	0	NA
Ugt1a6a	0.0697781521884209	1
Adam12	0.515786313590208	0.619617528284155
Usp17la	0.094601816919444	1
Pla2r1	0.269457693559786	1
Pabpc1l	-0.605073633537067	1
Gm9949	0.117697608897953	1
Oscar	-0.0983726548089486	1
9130230L23Rik	-0.880063505766462	0.885258548465566
Cggbp1	0.165183875025693	0.674264426972766
Kdm2a	0.0372311624095191	1
Mgmt	-0.354086672594845	0.809291266016391
Mettl7a1	-0.0795162796551094	1
Xlr	0.0181211745666477	1
Ugt2b5	0	NA
Slc8a1	-0.0796245012916262	1
Mmrn1	-0.175662679079705	0.897204732975408
Zfp869	-0.141519491728221	0.999454628453245
Pm20d2	-0.207578161605673	1
Ano9	0	1
Olfr63	-0.170643975125895	1
Irs4	0.00958339878220909	NA
5830411N06Rik	0.43473303466662	1
Tmem119	0.126442857729351	1
1600014C10Rik	-0.112780332286977	1
Srsf12	-0.236069366432523	1
Emcn	0.082384559689789	1
Adam10	0.0410123666659642	1
Ap1s3	0.0519586008030198	1
Ankrd24	-0.275432909955001	1
Zscan22	0.085531541902184	1
Zfp771	0.185299078245276	1
Hmgb2	-0.155431739204804	1
Lrrc8c	0.0741368521317207	1
Vmac	0.11181222799416	1
1700013H16Rik	0	1
Phactr1	0.123687182474303	1
Msra	-0.0216813324044133	1
Zfp182	-0.0160494562610724	1
Gm9955	0	NA
Abca15	0	NA
Fsd1l	-0.365813751908251	0.943046641768044
AU018091	-0.226824505622145	1
Akr1c20	NA	NA
Krtap5-2	0.00958101718817271	NA
Defb42	-0.32818709842766	1
Mtnr1a	0	NA
Set	-0.03145170775558	1
Kctd18	0.120993051797334	1
Klhl18	-0.121941741171367	1
Cadm4	0.0836429670103011	1
Actn4	0.0376451571817214	1
Usp46	-0.214319605480624	0.965111618196932
Nsd3	0.0128274780476357	1
Cyp2c50	0	NA
Elp6	1.01369447408105	0.17557195522736
Atrnl1	0.0459455988253385	1
Smim10l2a	-0.217439622060418	1
Rnd1	-0.0199401610738799	1
Fam19a5	0.0881583483170313	1
Tmem158	-0.0707335213844688	1
Pcnx3	-0.0287137212312691	1
4930578G10Rik	0.147187493064898	1
Dsp	-0.496414395390419	0.944683978030194
Olfr1535	0.436125420146608	1
Txk	0.152453951592069	1
Zfp667	-0.0558769231494048	1
Atp5s	-0.0455281563334122	1
Arhgef33	0.0608219252435461	1
Stfa3	0.0905945397835028	1
Klhl5	-0.0180890724335268	1
Zkscan4	-0.529815351406106	0.874156540032163
Afp	-0.147740196211006	1
Kcnmb4	0.1404505534753	1
Olfr1346	-0.356054409118954	1
Zfp174	-0.111345069297266	1
Olfr137	0.419360708460512	1
Miga1	-0.0409879714825848	1
Gm9958	0.288754012979633	1
9130008F23Rik	0.185565893044006	1
Gm9959	0	NA
Nt5c1a	-0.156956820060237	1
Lmntd1	-0.446607213321373	1
Zfp647	0.347203381629442	1
Nyap2	-0.255339696218893	1
Kbtbd13	-0.0172900248821589	1
Sec14l3	0	1
Agtr1b	-0.11902178518786	1
AV320801	0	NA
Naaladl1	0.150437766293449	1
Lrtm2	-0.405073515741125	1
A830031A19Rik	0.00958272854194876	NA
Agap1	-0.166837064841805	1
Cntn1	0.111201595196717	1
Ep300	-0.14826287054578	1
Gabrg3	-0.514529061020571	1
Smyd1	-0.388186587661656	0.823977639069062
Sprr2e	NA	NA
Olfr420	-0.298478538857216	1
Commd5	0.0412524757260784	1
Pdlim1	0.151217149208672	1
Nfic	0.0774108105068677	1
Ddx17	-0.0784014243976174	1
Smyd3	0.0245113989295124	1
Rab39	0.235190890152627	1
Gm9964	-0.12060506199904	1
Gabra5	0.188032550556642	1
Olfr354	0.31533007545646	1
Gm8430	-0.0365314424004577	1
Spink6	0	1
Zfp819	0.0953471852588975	1
Phxr2	-0.904687461651753	0.916916733553666
Gm15155	0	NA
Arntl	0.0667294565660409	1
Cgrrf1	-0.00727371507590469	1
Sugct	-0.0140494868191783	1
Klf2	-0.0213132304746686	1
Zfp78	-0.150187371487493	1
Ifng	-0.775906053680053	1
C1ra	0.225871018123898	0.93807940928151
Cstl1	-0.0723318678487546	1
Fam72a	-0.151167139023418	1
Klk15	0	NA
Actbl2	0	1
Fev	0	1
Gm12830	0.00958525752170231	NA
Sertad3	0.110474679751238	1
Zfp811	0.0719918870454723	1
Ankrd17	-0.115732442274725	0.929135203957827
Foxd2	0.654152348745456	0.83949295344629
Pld5	-0.130854756820978	1
9430025C20Rik	0.0805837743491641	1
Zfp935	0	1
Wdr86	-0.119893705081221	1
Kcmf1	-0.0414207632055463	1
Zfp101	0.111806479710143	1
Ntrk2	0.183407721572165	1
9330161L09Rik	0.530023434701675	1
Tmem245	0.0557198043013702	1
Ctsj	0	NA
Adh7	0.0482641005859045	1
Mrfap1	0.155262225480089	0.207320650424744
Zfp93	-0.111750956733337	1
Them7	0.387440853911543	1
Pgbd1	0.0901122611281324	1
Sec23ip	0.0857902815217124	0.972032323936061
Tead1	0.234760709823327	1
Tns1	-0.0255186731733063	1
Fat2	0.847221474196356	0.895334836424212
Snupn	0.0889347495816531	1
Zfp457	0.411642612452639	1
4933400A11Rik	0.0261165833822035	1
Prl2c5	0	NA
Slc6a2	0.61013247393258	0.529761356458248
Stam2	0.183394251324059	0.998173797929439
Fut9	0.332677637451125	1
Rnf212	0.24505095709338	1
Fbxo6	0.229153383886345	0.993896089119739
Map6	0.397882032645928	1
Nell1	0.0291781045166101	1
H2-Q5	-0.183079940108794	1
Atp10b	-0.596928080356048	1
Fam136b-ps	0	NA
Pcdh9	-0.398879199609399	1
Gm9970	0.10198959001562	1
Nap1l5	-0.359130096039765	1
Maf	0.163167402599042	1
Srsf11	0.0562785641332176	1
Cd47	-0.0662614867199722	1
Gm7353	-0.137292530420004	1
Gm9972	NA	NA
Alk	0.184306160086428	1
Zfp458	-0.124857669373667	1
Soga1	-0.153239530973854	1
Ano5	0.214051039524013	1
Pprc1	0.0669932841678722	1
Epm2a	0.0949376994201328	1
Gm9974	-0.977430112565114	0.88590965053677
Vmn2r81	NA	NA
Gucy2g	-0.590583942179159	1
Cpsf6	-0.0669745092155826	1
Zcchc24	0.142740367764266	1
Epha6	-0.763477389128343	1
Lair1	-0.133494515788698	1
Timd4	0.0238732477301098	1
Apobec4	-0.00515296863523085	1
Kxd1	0.0798845932798175	1
4930502E18Rik	-0.0902427883191781	1
Zfp459	-0.705001056344915	0.874156540032163
Spink5	-0.438239298570448	1
Unc80	0.685615039175908	1
Olfr305	0.0220436317306908	1
5530400C23Rik	NA	NA
Tcp10b	0.132435352300825	1
Hba-x	0.717834637199153	0.958245341236797
Olfr307	-0.250627732823029	1
Cdca7	-0.168875165690377	0.993896089119739
Olfr636-ps1	NA	NA
B4galnt4	-0.02326105274275	1
Hmcn2	0.0236509766938621	1
Zfp580	0.559706390719363	0.660798896637998
Dach1	-0.0936231561600572	1
Ubqln5	0.00958084628967673	NA
Klhl25	-0.215127422580982	1
Gpc3	0.129763769645298	1
Mettl4	0.0410355672975298	1
Zzef1	-0.0420860297667812	1
Kbtbd11	-0.107010460272712	1
Gm5069	0.257369473068892	1
Ctsr	0	NA
Cope	0.0202918503509569	1
Gja6	0.641892712394514	1
Tmem191c	0.101047686936985	1
4933401B06Rik	NA	NA
Klhl26	0.155044636255493	1
Slain1	-0.142210139657261	1
Ubl7	0.0595295642394213	1
Rras2	0.202234597654888	1
Paqr3	0.109567227185445	1
Ces2a	0	NA
Nap1l3	-0.333806218765997	1
Ghr	0.0427135737794146	1
Rtl6	-0.0302716005658928	1
Magea2	0	NA
Gsdmc4	0.0930172100353563	1
Gemin6	0.075207431507992	1
Nkain3	0.198086452504987	1
Eef1d	0.0121922158471647	1
Rybp-ps	-0.161009629664889	0.0237645873957653
Gm7936	-0.0171820458595907	1
Myh8	-0.159957359596626	1
Usp26	-0.00476259411042936	1
Abcd2	-0.119191684799487	1
E330017A01Rik	-0.0752935176035053	1
Gm5160	0.164422670461102	1
Tcf7l1	0.326806669801856	0.870832176928894
Fmnl1	-0.0549481537515002	1
Dnaaf3	0.13388364875023	1
Cldn17	NA	NA
Mta3	-0.0775985998079608	1
Olfr967	0	1
Tescl	0.049205569256317	1
Gsdmc3	0.0642674363419106	1
Zfp1	-0.00502864940205812	1
Olfr357	NA	NA
Elob	-0.0242140026066613	1
Rnf181	-0.0794126344350815	1
Izumo4	-0.292350054673316	1
Fam19a3	-0.355112347476475	1
Per2	-0.20253893790767	1
Gm9985	0.702827845827245	0.999454628453245
Foxi3	NA	NA
Abhd16b	0.126396819312843	1
Fancm	-0.248425690925028	1
Ubl4b	0	NA
Oosp2	0.000468898090346806	1
Ppp4r1l-ps	-0.0150459643238079	1
Tmem69	0.119995809561371	1
Tmem150a	0.304110041408288	0.958245341236797
Zfp277	0.0998360824756337	1
Aasdh	-0.340355562540492	0.862179125806723
Gm14137	0.293214146723935	1
Fto	-0.011923973997828	1
Oosp3	NA	NA
Krt28	0.0410433533476355	1
Obox7	NA	NA
Emc7	0.103857217016438	0.927788753133657
Prr18	0.319635123761449	1
Gm9987	-0.0595568147266168	1
Skint4	-0.317409910850268	1
Triqk	0.269752637343487	1
Gm9988	NA	NA
Olfr378	NA	NA
Cldn23	0	1
Fut2	-0.0258950557526817	1
Irs1	-0.155275247182279	1
Zkscan5	0.00714936052078094	1
Nod2	-0.164291964035096	1
9330182L06Rik	0.224742719451553	1
Gm11541	0.0303764534416032	1
A430033K04Rik	-0.183646832747315	0.93807940928151
Ccdc7b	-0.557580654675509	1
Zfp709	0.0109966238177308	1
Clca3a1	-0.123503987418724	1
Cyp3a11	0	NA
Rgs9bp	-0.46910349875134	0.818845214631286
Mia3	-0.0178874970407875	1
S100a8	-0.136467118813081	1
Sag	-0.257492109087641	1
Otulinl	0.0152448891439451	1
S100a9	-0.158649013481657	1
Grik2	-0.708853999447808	0.942461046285186
Eif3b	0.0684628563796853	1
Lipm	-0.227380924942081	1
St3gal5	-0.14651777966529	1
Tas2r134	0.00958203210896387	NA
H2-T22	-0.0598670312233464	1
Fez2	0.0223384788173013	1
B4galt6	0.176683197017568	0.874156540032163
Ticam2	-0.138806246122882	1
Pgm3	0.251189103020472	1
Unc93a2	0.431207397453032	1
Trim34a	0.0664126176310523	1
Rdh9	-0.0533883705221574	1
Socs6	-0.0264633650709202	1
Nanos3	0	1
Car10	-1.35527606361439	0.583538741501034
Cndp1	-0.114122214747928	1
Cnot10	0.138911652241277	1
Col8a2	0.0169173092592627	1
Olfr283	0	NA
Snx32	-0.108740333562555	1
4931417E11Rik	NA	NA
Cfl1	0.116181885981185	0.906452753729539
Tas2r135	-0.167783384363777	1
Pgpep1	0.384144462212801	0.927788753133657
Npm3	0.0377795880242789	1
R3hdm1	-0.00615479800258899	1
Pard6g	0.0368459314611864	1
Lrguk	-0.0984931944661576	1
Cebpg	-0.0464615174341134	1
Tmem229b-ps	0	1
Pla2g4a	0.00419268756377537	1
Spock1	-0.3114859141606	1
Spata31	NA	NA
Cars2	-0.0829981228409536	1
Ncoa4	0.0994226989961711	1
Gm5447	0.12870782353123	1
Kcnq3	-0.736172245936461	0.824497772025409
Lrif1	-0.078200899833972	1
Cep70	-0.111199417649412	1
Dennd1b	-0.0484327399229084	1
Prr9	0	NA
Lman1l	0.294137454889487	1
Olfr1322	-0.956114904590873	0.717814452086442
Ms4a4b	-0.215327993544931	1
Gsdmc2	0	NA
Synpr	0.452188781883882	1
Zfp981	0.303681054317086	1
Usp39	-0.0902009145479833	1
Sertm1	0	NA
Tyw1	-0.0510187880632064	1
Tcim	0.17614609542411	1
Myh1	0.25464296774055	1
Usp34	-0.00356782131907697	1
Krtap13-1	NA	NA
Fabp3-ps1	0.0635171475773846	1
Actr3b	0.00117137592155986	1
Sftpb	-0.57574207104077	1
Taar1	-0.00507890961422877	NA
Gpr50	0.0507746856230103	1
AI987944	-0.000660744568364359	1
Lig1	-0.173821371785915	0.93807940928151
Prss34	-0.21319486969796	1
Gm12396	0	1
Adap1	-0.279803583875089	0.993896089119739
Uts2b	1.00807918240694	0.929135203957827
Nat3	-0.00513203432400926	NA
Slit3	-0.103593914526228	1
Tgoln1	0.0461027612324379	1
Cyct	-0.0181789121555529	1
Prl2c3	0.0111359585114884	1
Mok	-0.334312368054962	1
Zbtb25	0.17930697841913	1
5730596B20Rik	-0.179130035110605	1
Med12l	-0.290908474561633	0.943046641768044
Cd248	0.393515906275926	0.980447441885333
Chn1	-0.34652506697954	0.724835385187723
Mettl7a2	0	1
Adgrf5	0.0421514306089791	1
Foxk1	0.0584201618063047	1
Cngb3	0	1
Tmem154	-0.19095824245444	1
Cebpb	0.362400349473381	0.81369956895138
1700001K19Rik	-0.826259946832503	1
Gm9999	0	NA
Rab31	0.0877040977176891	1
Ptafr	0.09273705658375	1
Ccdc18	0.123603249649277	1
Pign	-0.251497453176763	1
Rlim	0.143106973840967	0.708934015223731
Defb21	NA	NA
Ptprn2	0.300780179986014	1
Olfr324	0.423422140059361	1
Mpz	0.604161115561262	0.942461046285186
Zar1l	0	NA
Zfp658	0.0780267439438643	1
Trnp1	0.0661937269574108	1
Drc3	0.540939323216192	0.965111618196932
Olfr90	0.156161084600665	1
Fry	-0.173548361800803	0.88590965053677
Krt72	0	NA
Chd9	-0.0480807018318163	1
Ppp1r14b	0.297257982994716	0.688600523666273
4931429L15Rik	0	1
Fkbp2	0.117358516740682	1
Dsg3	0	NA
Chst13	-0.350967272825652	0.949346546321474
Hoxb8	0.168176470973062	1
Apol8	-0.163945137583838	1
Them6	-0.0680527541435068	1
Retsat	-0.0779185841086184	1
Prelid2	0.0516504882884473	1
Kdm5d	-0.0529920134808622	1
Gpr173	0.158064348741223	1
4930465K10Rik	0.290136978534373	1
D17Wsu92e	0.0296813731410905	1
Olfr1350	0	NA
Elmod3	0.144870507044366	1
Krtap7-1	NA	NA
Ier5	0.0884186779393907	1
Gm13199	-0.236571717420748	1
Nbeal2	-0.36435623220342	0.870832176928894
Ctsll3	0	NA
Capg	0.123093353265158	1
Nfil3	0.172474893171452	1
Dnah9	-0.847763655988037	0.980447441885333
Grm7	0.545259586490592	1
Hmga2	0.295271948070078	1
Cspp1	-0.177858426548804	1
Setd3	-0.0140276141377965	1
Rps6-ps2	0.0517837652474445	1
Rpl21-ps13	-0.0184528029421332	1
Olfr667	-0.0671950169849396	1
Gm4889	-0.626054934191458	1
St8sia3	0.00957765738573726	NA
Gm6812	NA	NA
Tsnax	0.0811281874787666	1
Olfr166	0.364605503427262	1
Zfp663	-0.0280494379695647	1
Foxb2	0	NA
Ttc26	0.658027274392889	0.83546645706203
Gm6851	0.463095924588385	1
Gm16415	-0.535483241515409	1
Pcbp2	-0.0298581726507275	1
Olfr765	0.269040293105513	1
Pou3f4	0.735742177515946	0.986590872809496
Jakmip3	-0.197697364940536	1
Olfr1502	NA	NA
Olfr702	NA	NA
Gulp1	0.301802468841669	0.987833670801347
Rps15a-ps1	0.161898585737499	1
Gadl1	-0.106830537121194	1
Olfr533	0.0667235051299623	1
Gm4559	-0.00507890961422877	NA
Glipr1	-0.0764735761832372	1
Hist3h2ba	-0.214963252270236	1
Immp2l	-0.0443868595570148	1
Usp13	-0.0772663057277858	1
Tas2r102	NA	NA
Gm5620	0.176803226203963	1
Vmn2r107	0.546362295053156	1
1700017N19Rik	NA	NA
Sipa1	-0.161314732317967	0.993896089119739
Cep162	0.128586982786755	1
Olfr394	0.0404128407581399	1
Tas2r113	NA	NA
Acbd4	-0.0187066758318097	1
Commd7	0.0457124610618106	1
Gm10015	0.0290458476657848	1
Olfr512	NA	NA
Mab21l1	0.0653828025094918	1
Tatdn2	-0.0279225812227424	1
Olfr315	-0.00507911728879401	NA
Olfr919	0.00225661366789731	NA
Jmjd6	-0.0869683156339671	1
Gjc3	0.013826828716752	1
Magel2	0.0458230639844264	1
Ces1d	-0.748860643185405	0.583538741501034
Hamp2	-0.00510069507178836	NA
Fam71d	-0.0527220777037322	1
Olfr1178	0.332051274460447	1
Ide	-0.0505654700777664	1
Nxf3	0.178646125193695	1
Myh4	-0.268936146587051	1
Vmn2r-ps159	NA	NA
Gm7536	0.0779193746903312	1
Cfhr1	-0.272559161555897	1
1700010B08Rik	0	1
Olfr397	0.0102181058757226	1
Inca1	0.0286720190430354	1
Skap1	-0.444650448783321	1
Slc35f3	0.683413532413964	1
Olfr297	NA	NA
Fam47e	-0.0850479882135516	1
Ero1lb	0.0166038937213885	1
Spata45	0.111828414968861	1
Ces1g	-0.204579578554767	1
Fxyd3	0.214577517519013	1
Zfp607b	-0.308086371470092	1
Ebf1	-0.0403047911340632	1
Zfp180	0.0353493319076326	1
Nat8f1	0.191816703185366	1
Cntrl	-0.0860276050241897	1
Npm1	0.0541985868267178	1
AF366264	-1.17772489742651	0.707981666553825
Gja5	0.229580424218346	1
Txnl4a	-0.0228236067964023	1
Rpgrip1	0.0156175071631812	1
Chd6	-0.0138105073916584	1
Ado	0.05657989698907	1
Scimp	-0.638980619044477	0.9890776632226
Tmem140	-0.0702719277446636	1
Trim12c	-0.130236200230942	1
Dph6	0.19752171502589	0.999454628453245
Olfr1301	NA	NA
Homez	0.314260382383667	1
Gm6054	0.179604360136449	1
Gm16372	0.540271062110133	1
Prss2	0.00633025893005931	1
Prl3d1	NA	NA
Rfx8	0.184443652535362	1
Krtap19-9b	0	NA
Ccdc189	-0.113772102680233	1
Gsk3a	0.0336453530655749	1
Olfr747	NA	NA
5730455P16Rik	-0.11601314385024	1
Scn3a	0.213377222618293	1
AB124611	-0.0356259485970831	1
Slc44a2	-0.0129638619503982	1
Ceacam13	NA	NA
Vmn1r234	NA	NA
Olfr1028	-0.093635795706295	1
Gm10807	NA	NA
Armc7	0.0108351455041026	1
Gm6578	-0.00170885961270409	1
Aadat	0	NA
Dmac2	-0.0215814243173733	1
Aak1	-0.02827517573276	1
Mettl15	0.347063510647496	0.972272701195023
Rbbp4	0.090096031130969	1
Ms4a13	0	NA
Gm6139	0.052692430537552	1
BC051142	-0.343936013526771	1
Gm10020	0	1
Bbof1	-0.131585246959295	1
Olfr1501	0	NA
Snrpg	0.0946779387010307	1
Musk	0.325232178520921	1
St6galnac2	0.204855360093496	1
Gm15732	-0.0050787540433881	NA
Arhgap24	0.0205883232642125	1
Usp17ld	NA	NA
Rpl38	0.0192747734909562	1
Bcl2	-0.0343484626090213	1
Cep170	0.0662484299676234	1
Chst3	-0.160316448363701	1
Sphk2	0.0958953785827325	1
Apol9a	0.472253344720928	1
Olfr948	-0.0792986854566385	1
Uxs1	0.146253743340244	1
Birc2	-0.13458774426989	0.988959922807311
Gm8724	-0.265522608283426	1
Yipf1	-0.0397196618346149	1
Ryr3	-0.630990423513544	1
Tas2r123	NA	NA
Mrpl18	-0.1259039830572	1
Zfp759	0.0851675050609952	1
Ces1c	-0.0126283267596575	NA
Cldn34b2	0.0168806465903429	NA
Nsd2	-0.0518103935992925	1
Zfp53	-0.0599478069827465	1
Fam173a	-0.198777888967537	1
Dcpp3	0	NA
Las1l	0.00590797045888773	1
Olfr934	0	NA
Ugt2b37	NA	NA
Kir3dl2	0	NA
Mpp7	-0.0812826871488506	1
Olfr138	NA	NA
Olfr915	0	NA
Cts8	0.119756342303308	1
Olfr1205	0.261206197878236	1
Lypd3	0	1
Rit2	-0.00523625720691329	NA
Phex	-0.217777046649129	1
Olfr591	NA	NA
Olfr1415	0.00151386941201087	1
Saa2	0.49665067866343	1
E2f6	-0.0244972593648695	1
Fam136a	0.0369460673661683	1
Gm6177	0.0232225758846699	1
Olfr1459	-0.262309886808005	1
Bloc1s2	0.0759765480358403	1
Vmn1r177	NA	NA
Spop	0.0156463625771009	1
Ece1	0.180199070483819	0.868625967369803
Dtnbp1	0.137921661159493	0.948630859102524
Elobl	0.657844120087733	1
Olfr310	NA	NA
Pus7	0.0945685586825418	1
Zfp317	0.226227290867791	0.655848841676475
Lgals8	0.0639374292576358	1
Eif1a	0.254789159545853	0.517257996844516
Olfr1508	0.158654398765233	1
Zbtb8os	-0.12940952006778	1
Gm10025	0.0932947470348581	1
Gm10012	0.341200173482071	1
Vmn1r48	NA	NA
Arl16	0.386290565997897	0.833292732417479
Trim30d	-0.147419646395344	1
Lmcd1	-0.0786325302658087	1
Gm6807	-0.112765236366744	1
Colq	0.0477103808493837	1
Lce1a1	0	NA
Gnai1	-0.0246296229868658	1
Ldoc1	0	NA
Rpl10-ps6	0	1
Prdm2	0.010331113488268	1
Brd9	-0.108096517908051	1
Krtap19-2	NA	NA
Olfr328	-0.339218623037425	1
Rps18-ps3	0.251594271317074	1
Gapdh	-0.0566615638491146	1
Bloc1s3	0.141257640764981	1
Pkn1	-0.072801465888867	1
Gm11938	NA	NA
Gm8526	0.144691584507634	1
Zfp746	-0.00364076499130968	1
Rpl30-ps1	-0.00618136749603377	0.522944025119588
Vmn1r53	0	1
Tas2r131	NA	NA
Mex3b	0.0820806797705993	1
9630041A04Rik	-0.211594197662026	1
A830018L16Rik	0.241642163806172	1
Tmem178b	0.486167818961551	1
Sh3rf2	0.205332088118286	1
Lepr	-0.226478916912365	1
Krt33b	0	NA
Serpinb9g	0	NA
Prtn3	-0.124352904673645	1
Olfr1185-ps1	NA	NA
Sptan1	-0.139017002747415	1
Megf6	0.491363420694315	1
Tas2r106	NA	NA
Olfr1022	NA	NA
Gm6169	-0.0503897226686212	1
Ankrd29	0.0436082633386834	1
Olfr668	0.017027930079872	1
Mab21l2	-0.0879268009613605	1
Cyb5d2	0.252420375622035	1
Ddx49	0.184165924517985	0.912425186385605
Bak1	0.0271887490927918	1
Olfr135	NA	NA
1700084M14Rik	NA	NA
Cfap299	-0.622000114799177	1
Olfr1446	NA	NA
1600029O15Rik	-0.248904554725717	1
Gm5278	-0.154495659774101	1
Zfp119a	0.246412514875562	1
Xlr3a	0.173509787245914	1
Rpl32	0.109982183190537	1
Zfp595	-0.0208263300540141	1
Krtap6-3	NA	NA
Fam204a	-0.130454643474565	0.980447441885333
Rpl36	0.0608910412303861	1
Abat	-0.118828772702701	1
Cbx3-ps6	-0.599176993889881	1
Olfr1375	NA	NA
Zfp329	-0.18125304687643	1
Zfp105	-0.246217887948256	1
Camk2b	-0.00949851865244036	1
Adgrf2	-0.0676762915678742	1
Olfr739	-0.125793752751528	1
Cacnb2	-0.0332857486799297	1
Gsta2	-0.246629679731857	1
Gm17136	0	NA
Unc13d	-0.242326171133929	0.929135203957827
Itpk1	-0.0336846176425089	1
Fgf18	0.54514594314495	0.928811063848758
Sema3b	0.076018729803825	1
Skint11	-0.00438630729017178	NA
Vmn1r12	-0.0871495998579838	1
Zfp809	-0.0211476681293062	1
E030024N20Rik	-0.279919020780424	1
Olfr541	NA	NA
Tdpoz3	NA	NA
Mdn1	-0.186347343200652	1
Sept11	0.0413156132329278	1
Olfr502	NA	NA
