gene_name	Injured_C57BL_6_1_day_post_injuryvsUninjured_C57BL_6_1_day_post_injury_log2FoldChange	Injured_C57BL_6_1_day_post_injuryvsUninjured_C57BL_6_1_day_post_injury_padj
Srgn	-0.0718157843475956	1
Vps26a	0.0485407527884695	1
Supv3l1	0.216077550595034	0.893212583369502
Hkdc1	-0.297030512772241	1
Tacr2	0.0541560521129379	1
Fam241b	0.459555420971627	1
Aifm2	0.436068795567033	0.600545420041962
H2afy2	-0.0755284198894016	1
Tysnd1	0.226735864679618	1
Sar1a	0.110798409902185	1
Ppa1	0.0993778068063978	1
Npffr1	0.186014277270479	1
Eif4ebp2	-0.0568059160805633	1
Pald1	-0.171324014643342	1
Tbata	0.308113674038225	1
Sgpl1	0.140139660391602	1
Pcbd1	-0.441823825435103	1
Unc5b	-0.146550469076834	1
Slc29a3	0.219187099200844	0.769221783470285
Vsir	0.0141498748784946	1
Slc16a7	0.230951880342042	1
Lrig3	0.267599126688842	1
Anapc16	0.0665965514399111	1
Ddit4	0.204553026680359	1
Dnajb12	0.0160132392083181	1
Micu1	0.0220779636637015	1
Cand1	-0.0564311892738645	1
Tbk1	0.127714554998316	1
Pno1	0.0935219401998439	1
Plek	-0.023127190196988	1
Srgap1	0.0327811169460489	1
Egfr	0.274370906259556	1
Avpr1a	1.18894221207017	0.083923536569762
Usp15	-0.126441404969816	1
Elane	-0.363999322157411	0.682673214110312
Vps54	-0.114655866385575	1
Tbc1d15	0.0636183956076408	1
Pcsk4	-0.347795873443512	1
Rab21	-0.0160092596976388	1
2310011J03Rik	0.0587814774963107	1
Peli1	-0.0759361225683243	1
Apc2	0.827294451948343	0.998173797929439
Thap2	-0.102147566664316	1
Lgr5	0.455490737663329	0.735782440167022
Slc1a4	0.505973266453132	0.958245341236797
Dock2	-0.144072425022995	1
Rab1a	0.143975587300506	1
Gamt	0.0330014610686851	1
Ptprr	-0.26784660013032	1
Actr2	-0.0902135307169201	1
Ndufs7	-0.0893722822522255	1
Ptprb	0.0959817970003701	1
Kcnmb1	0.186678301321337	1
Mum1	-0.0950802172018471	1
Gabrp	0.00958091524605293	NA
Meis1	0.0169188624495824	1
Uqcr11	-0.0481735154514796	1
Cnot2	-0.114161519055711	1
Tcf3	-0.0540874599598429	1
Olfr299	-0.10629677883955	1
Best3	-0.1130222921381	1
Frs2	-0.0541710635843351	1
Yeats4	-0.105559070492157	1
Cobl	-0.0185016710177216	1
Rab36	0.0971278596237866	1
Grb10	0.273625577745101	1
9530003J23Rik	0.0498974271113648	1
Adora2a	0.0509385770503156	1
Snrpd3	-0.0373195314174855	1
Nav3	0.224704572777686	1
Ddc	-0.228176045835326	1
Cpm	-0.223898492229207	0.827523996569265
Mdm2	-0.0529125742974922	1
E2f7	0.0361436661910063	1
Csrp2	0.735244085333612	0.477935351035257
Osbpl8	-0.0825100354892061	1
Mknk2	0.100963389134804	1
Spata48	0.509574802397031	1
Zpbp	-0.528989667591327	1
Cabin1	-0.402074738917061	0.83546645706203
Ap3d1	-0.0160037677481596	1
Phlda1	0.169510126900919	1
Sf3a2	0.0994004546790813	1
Mdm1	0.00434656626137697	1
Glipr1l1	0	NA
Glipr1l2	-0.190417956732954	1
Jsrp1	-0.0294804710149183	1
Wif1	-0.136757739571193	1
Timm13	-0.0338211703984475	1
Vps13d	0.0285504551282095	1
Llph	-0.0571828617236655	1
Tmbim4	0.0607331030484769	1
Slc5a4b	0.220020155816848	1
Irak3	0.036748052566517	1
Helb	-0.155810162730654	0.992453769515123
Slc5a4a	0	NA
Prmt2	0.297557796885017	0.929135203957827
Dip2a	0.124400122931405	1
Hmg20b	-0.0366115642504577	1
4930404N11Rik	-0.470488622124088	1
Fzr1	-0.095689226257948	1
Ncln	0.0307829254224488	1
Col6a2	0.243826716318643	1
Hcfc2	0.0868329976379778	1
Nfyb	0.101634066991557	1
Txnrd1	0.155778981030357	0.93807940928151
Glt8d2	0.127874212259503	1
Ppm1m	-0.177607815254255	1
D10Wsu102e	-0.104836114682408	1
Aldh1l2	0.45865263899377	1
Wdr82	0.0306948554677924	1
Glyctk	-0.138613084831648	1
Pofut2	0.0456147832525649	1
Slc36a1	0.0777853340241205	1
Adarb1	-0.120045571807431	1
Appl2	-0.126354634993329	1
Slc36a2	-0.0830401403690586	1
Sumo3	0.0362374283722907	1
Hint1	-0.0282173699032441	1
Lyrm7	-0.061471313790046	1
Smim23	NA	NA
Fbxw11	0.19007420228444	0.93807940928151
Stk10	-0.194831797267257	0.747569363792995
Papolg	-0.0412464469646871	1
Rel	-0.0202564816164587	1
Pfkl	-0.12237915248968	1
Il9r	-0.624895741502068	1
Pus10	-0.163689427511942	1
Rhbdf1	0.0682080363538533	1
Pex13	0.351817869604312	0.958245341236797
1810043G02Rik	-0.1093972642342	1
1700093K21Rik	0.480362958619499	1
Mpg	-0.0317739237509146	1
Ahsa2	0.135044646062594	1
Nprl3	-0.134313425995342	1
Xpo1	-0.00396545480177677	1
Hbq1a	0.830369321730055	0.916623994146613
Nsg2	-0.168411222800098	1
4930524B15Rik	0	NA
Cpeb4	-0.0210574522058694	1
Stc2	-0.129635849237345	1
Asb3	-0.0933137903412915	1
Cdc34	0.0579395558599371	1
Tpgs1	0.222419512072862	1
Chac2	-0.131630473675857	1
Madcam1	0.00781176303001428	1
Erlec1	0.0457656130833073	1
Shc2	-0.11562457620157	1
Sptbn1	0.00172276767243568	1
Theg	0	NA
Wdpcp	-0.129690700335345	1
Mdh1	-0.153256416566017	1
Prss57	-0.185933037935565	1
Fstl3	0.13984744986064	1
Ccng1	-0.0934402849162446	1
Fgf22	0.186473573552446	1
Nudcd2	0.172076607577051	1
Polrmt	-0.246288377921558	1
Hmmr	-0.0953973378299489	1
Hcn2	0.191670470282192	1
Meikin	0	NA
Acsl6	-0.0938554152292663	1
Slc22a4	-0.272324349769128	0.556544458732004
Zfp354b	0.144185954568025	1
Cyfip2	-0.173312260008907	0.948839515545691
Mgat1	0.179820642103724	1
Ppp2ca	-0.0920908332564804	1
Sgcd	0.127853735342854	1
Flt4	-0.0285139052268059	1
Hnrnpab	0.0344800106864854	1
Phykpl	0.0850154478409886	1
Hspa4	0.062255058576009	1
Cnot6	-0.0522259253145837	1
Gfpt2	0.200990439934121	1
Zfp354a	-0.1614480525151	1
Mapk9	-0.0319636679252262	1
Canx	0.0284389942293729	1
Rack1	0.0335037249673531	1
Rasgef1c	-0.0813734724376088	1
Rufy1	0.0621873126921561	1
Rnf130	0.0571791900447137	1
Ltc4s	0.301670986990511	1
Rad50	-0.0874699447058549	1
Mrnip	-0.211713604857407	1
Il13	-0.0128567200765256	1
Clk4	-0.165396738445214	0.929135203957827
Sar1b	-0.0841675275977191	1
Jade2	-0.186386751131985	0.858843577013955
Pdlim4	0.381220864631235	0.916978481185556
Cdkl3	0.17075689708278	1
Ube2b	-0.0371022945573468	1
Cdkn2aipnl	-0.00288120396685813	1
Kremen1	0.219726911987825	0.892843871930446
Itk	-0.0861864875705711	1
Nefh	-0.496278924363079	0.685748758563952
Med7	0.0520305560086977	1
Havcr2	0.631450618783928	0.445805409311722
Tnip1	-0.0527329962079203	1
Fam71b	0.120358830063969	1
Vdac1	-0.0224890974017574	1
Fabp6	0	NA
Upp1	-0.352184309973622	1
Slu7	-0.0338181389238381	1
Nipal4	0.691408125019201	1
Ascc2	0.0396751016274248	1
Hus1	-0.0852787859135094	1
Pttg1	-0.0464509292500074	1
Hormad2	-0.342941770583515	1
Zfp607a	-0.023117761583862	1
Tns3	0.0250177074361709	1
Btg2	-0.0203720578541723	1
Castor1	0.379709947780858	0.85679832293665
Igfbp3	0.0619947462716432	1
Gabra6	NA	NA
Igfbp1	0	NA
Pes1	0.143920230945983	1
Adcy1	-0.529488501511702	0.694834357157959
Tcn2	0.00796544352548712	1
4921536K21Rik	0.538381746589949	1
Osbp2	0.263507861740311	1
Gabrg2	0.411052985967237	1
Myo1g	-0.121050925911347	1
Smtn	0.0341535179703511	1
Arf5	-0.0359819359181816	1
2310033P09Rik	-0.0722907362613785	1
Guk1	0.137853068375723	1
Npc1l1	0.107114168714559	1
Rnf185	0.0242219707504298	1
Limk2	-0.0283570035652319	1
Patz1	-0.200270931609069	0.934106963125236
Eif4enif1	-0.0686950556688127	1
Trim11	-0.102550209794124	1
Ogdh	-0.0242602295697212	1
Drg1	-0.0150342008144309	1
Rtn4	0.178469734494355	1
Mtif2	-0.0668391090939345	1
Rps27a	0.0459275818480484	1
Clhc1	0.579949929507426	1
Cfap36	-0.0744819591269973	1
Ppp4r3b	-0.0583178398383026	1
Pnpt1	-0.0594250832689565	1
Efemp1	0.340743208421436	0.851954778237988
Myl7	0	NA
Pold2	0.0369031739356779	1
Zkscan17	0.340412423778518	0.858045285091829
Aebp1	0.438751552604142	0.902550545986064
Polm	-0.159615155636162	1
Pgam2	-0.263589656262985	1
Dbnl	-0.0736249254956198	1
Mrps24	-0.0534782919918767	1
Ankrd36	-0.62252932295721	1
Ccdc117	-0.094162313996931	1
Dynll2	-0.0511139224787746	1
Xbp1	0.11386893627262	1
Supt4a	-0.0355513808927973	1
Sept4	-0.0624122564734646	1
Btnl10	-0.0746196510610964	1
2810021J22Rik	-0.342903580631348	1
Ska2	0.0188936103625209	1
Prr11	0.0440050690078366	1
Smg8	0.0386592757246385	1
Rnf187	0.0836530153323768	1
Tubd1	-0.0492190712320851	1
Mrpl22	-0.0223710809777399	1
Cnot8	0.0273434971032653	1
Rps6kb1	0.0392907414343565	1
Sap30l	0.0321471385203667	1
Galnt10	-0.0493044593415861	1
Rnft1	0.175125366081521	1
Mfap3	0.0187878305971956	1
Fam114a2	0.028523316487112	1
Gria1	-0.589132499864886	1
Ppm1d	-0.0884518371121468	1
Znhit3	0.0991876511683099	1
Myo19	-0.0287047722372207	1
Prpsap2	-0.294069116540183	0.641956342186372
Ggnbp2	-0.17198688192437	1
Acaca	0.055588189383139	1
Shmt1	-0.36380740207092	0.637060605304448
Llgl1	-0.0393443275223206	1
Drg2	0.0184969288440046	1
Srebf1	0.0983108704623668	1
Tom1l1	-0.0735745748629698	1
Myocd	0.129294077138533	1
Cox11	-0.0316236738649684	1
Lrrc72	0	NA
Stxbp4	-0.0193261851820927	1
Bzw2	0.12864587595707	1
1700086D15Rik	-0.00508027276686084	NA
Elac2	0.156589034716419	1
Pctp	-0.000465129550514613	1
Twistnb	-0.0348866446427647	1
Efcab10	0	NA
Atxn7l1	-0.108025474580702	1
Atp6v1c2	0.346048038222918	1
Sypl	0.0888091728155809	1
Pdia6	0.333562289048536	0.493129002346556
Nampt	0.0244921605663786	1
Pik3cg	-0.106369465340869	1
Nbas	0.0202843540008279	1
Tspan13	-0.0419463884688767	1
Rock2	-0.0167925522062976	1
Agr2	-0.0115763011888547	NA
Matn3	-0.201637120850392	1
Laptm4a	0.123963646412492	1
Fam49a	-0.0357690928054952	1
Snx13	-0.0766486448295998	1
Ntsr2	1.24396500873478	0.13862502916341
Sdc1	0.205482840435528	1
Lpin1	0.240471705161571	1
Pum2	-0.170780630536701	0.912192620689959
Nrcam	-0.626578552601934	0.747866712569478
Rgs9	-0.205213524515503	1
Slc7a15	0.13644574535803	1
Trib2	-0.103027647844128	1
Arsg	-0.228845917320048	1
Hs1bp3	0.181542179024406	1
Fam84a	-0.0687625144621684	1
Smc6	-0.17370958700579	0.929135203957827
Apob	0	1
Amz2	-0.0232098636583443	1
Gna13	0.0355984931118384	1
Prkar1a	0.0201259432167661	1
Fam20a	0.19812266166349	1
1700012B07Rik	-0.016081892823501	NA
Abca8b	-0.0695418070106746	1
Rdh14	-0.0574768758864604	1
Nt5c1b	-0.15944819914865	1
Map2k6	-0.18867243508622	1
Klhl29	0.225299048439214	1
Trappc12	-0.0535803536039376	1
Adi1	-0.0852451746174333	1
Rnaseh1	-0.143759029216008	1
Dcdc2c	0.12293889098789	1
Ubxn2a	-0.0625990617671607	1
Fkbp1b	0.395228490567415	0.993896089119739
Allc	0	NA
Cmpk2	-0.330103843748884	0.889223095950642
Pfn4	0.268520148631337	1
Itsn2	-0.113559600219319	1
Rsad2	-0.190546030038567	1
Rnf144a	-0.0939009681853354	1
Id2	0.109079820234478	1
Mboat2	-0.205380703869822	1
Ncoa1	-0.162467188162393	1
Dus4l	0.190615915321127	1
Rrm2	-0.100358023977522	1
Bcap29	0.0232900067811434	1
Slc26a4	0.0118972027237013	1
Cenpo	-0.0195300568326963	1
Klf11	0.00842239208649771	1
Adcy3	-0.16317568348624	1
Grhl1	0.477836174193384	1
Dnajc27	-0.0764034644367715	1
Efr3b	-0.000243264569619049	1
Cbll1	0.00183401675208501	1
Pomc	-0.165656174766991	1
Dnmt3a	-0.316232524582983	0.81369956895138
Dld	0.0417329657460811	1
Kif3c	-0.101754865899766	1
Sh3yl1	0.0313661048096726	1
Rab10	0.0419055403175634	1
Sntg2	0.266093112366878	1
Tpo	0.0089737403424696	1
Pxdn	0.428371401178571	0.916978481185556
Ccl11	-0.0983034629481351	1
Ddx52	-0.192000073212762	0.500349863419004
Hnf1b	-0.0414559482834483	1
Taf15	-0.0486834526406937	1
Ace	0.0584846409143002	1
Mmp28	0.128544178776194	1
Rasl10b	-0.322606936271303	1
Gas2l2	-0.275598132141267	1
Cdc27	-0.00298723879661355	1
Itgb3	-0.216787143489741	0.833292732417479
Efcab3	0.621576230208095	1
Mettl2	0.196499884976293	1
Nle1	0.0330149736343694	1
Tlk2	-0.00774325404848278	1
Mrc2	0.138704084722703	1
Rffl	-0.12956514558737	1
Lig3	0.183587817979308	1
Cct6b	-0.0469739323699107	1
Map3k3	-0.148075899793731	1
Tmem132e	0.469790478044469	1
Ccl1	0.00225354593611535	NA
5530401A14Rik	-0.198559359988803	1
Asic2	-0.0428978202114183	1
Ddx42	-0.0817140706624526	1
Ftsj3	0.00716285933573052	1
Rnf135	-0.152104125031335	1
Psmc5	0.0646295403914376	1
Adap2	0.348568936978453	0.551130286311202
Tcam1	-0.574477432783303	1
Gh	-0.408530900177045	1
Ern1	-0.0492100400959147	1
Nf1	-0.00877445786656837	1
Pecam1	0.13924567035323	0.999454628453245
Polg2	-0.146770103964521	1
Ddx5	-0.0678891699009633	1
Psmd12	0.0697852479151971	1
Helz	-0.143981480864331	1
Cacng1	0.195258144158072	1
Cacng4	0.453218329039469	1
Cep112	0.0638521720748876	1
Rab37	-0.196556375213369	0.944683978030194
Slc9a3r1	-0.0711329316175866	1
Grin2c	0.12085364666053	1
Nt5c	0.196743980902164	0.93807940928151
Jpt1	-0.154091101102997	0.747149690296297
Sumo2	0.0804824563811295	1
Nup85	-0.0980351633996251	1
Gga3	0.0484782880025434	1
Cluh	0.0849977110688477	1
Mif4gd	0.0510724933276563	1
Slc25a19	-0.290301471547945	0.766503400095136
Pafah1b1	0.042305736092402	1
Tmem94	-0.0421775635778894	1
Recql5	-0.403119792563329	0.554919967413482
Sap30bp	-0.0233533119289459	1
Itgb4	-0.0682162529174436	1
Galk1	0.17910418293466	1
Unk	-0.0556930281931758	1
Trim47	0.328371398546418	0.85679832293665
Aspa	-0.407646725899247	0.99169216658185
Mrpl38	0.171049113556169	1
Fbf1	-0.140139321016152	1
Acox1	0.0954103956078965	1
Ten1	-0.00542458343753743	1
Srp68	0.0243362931866823	1
Tsen54	-0.235601268382366	1
Llgl2	0.119487699606996	1
Ncbp3	0.022057130413952	1
Camkk1	0.0583373741543578	1
P2rx1	-0.167832179190682	1
Atp2a3	-0.197282146420301	0.873141822418969
Ankfy1	-0.0173486559624891	1
Exoc7	0.347786338068577	0.836356585995429
Galr2	0.08428318938796	1
Ube2g1	-0.0449559241310134	1
Spns3	-0.255329395905185	0.939723430392332
Tekt1	0.304479223419871	1
Med31	0.0346371753523012	1
Ube2o	-0.110567602367175	1
Txndc17	0.0740879896701944	1
Aanat	0.290231949688335	1
Slc13a5	-0.215799145589553	1
Rhbdf2	-0.00206321581203466	1
4933427D14Rik	0.337747769299711	0.929135203957827
Pimreg	-0.181999161956835	1
Cygb	0.327836097715432	0.732716683283065
Wscd1	-0.0213711853854847	1
1810032O08Rik	-0.292147944968206	1
Mxra7	0.344806347065853	1
Rabep1	-0.0555674144778877	1
Mfsd11	0.126432660345902	1
Kif1c	0.0179135226591497	1
Sec14l1	0.0164816607987041	1
Nos2	-0.119395738548392	1
Mink1	-0.128123411581711	1
Pld2	0.238921619259548	1
Slc46a1	0.156531488142142	1
Vmo1	-0.0464579167944579	1
0610010K14Rik	0.0323736408588959	1
Eral1	0.0608514062664467	1
Dhrs13	0.129772062046481	1
Coro6	0.226258153077444	1
Slc6a4	-0.25783029382717	1
Tmigd1	0.22820484891097	1
Blmh	-0.0296348911216806	1
Cpd	0.0962536562306111	1
Timm22	-0.000158725072061592	1
Nxn	0.0343969839934952	1
Rflnb	-0.0903194504814338	1
Rph3al	0.112387741368044	1
Doc2b	-0.0606974915269105	1
Ywhae	0.00723420341673439	1
Prpf8	-0.0915415229189351	0.966499503142853
Nme2	0.267483865352606	0.940808814149206
Spag9	0.0255520135314647	1
Luc7l3	-0.21336536884051	0.584644716925297
Ankrd40	-0.0373434075877187	1
Abcc3	0.450331514449063	0.538071949528977
Cacna1g	0.0901479017709336	1
Spata20	0.00205175954742489	1
Xylt2	0.349252885617368	0.68407144578094
Lrrc59	0.267027444121902	0.500809000903411
Cdc34b	-0.987199444668544	0.67201141141881
Dlx4	-0.574805541107117	1
Tac4	0.117706693160966	1
Slc35b1	0.138219151285576	0.915086090997055
Hoxb9	0.922490891972448	0.624349908737272
Snx11	-0.150442591280511	1
Scrn2	0.172684358241536	1
Lrrc46	-0.60594489401328	1
Cacnb1	-0.0732506080249629	1
Fbxl20	-0.0762411166296788	1
Asgr1	0.0926797651532824	1
Dlg4	0.481499852528214	0.658003267949865
Dvl2	-0.176060449982552	1
Nr1d1	-0.0250469847856782	1
Gucy2e	0.368512554106293	1
Alox8	-0.00954889745220852	1
Aloxe3	0.475290867276312	1
Per1	0.195542748019536	1
Vamp2	0.117267511520427	0.916978481185556
Tmem107	-0.0862836358249401	1
Aurkb	0.0313513762411904	1
Ctc1	0.17631914070337	1
Pfas	-0.0155642620102994	1
Myh10	-0.188221879426737	1
Pik3r5	0.130708136894053	1
Ntn1	-0.00467998739201725	1
Stx8	-0.0279637237421853	1
Cfap52	0.864233284653662	0.88590965053677
Usp43	-0.607650764653236	1
Rcvrn	0	NA
Myh3	-0.233335200381382	1
Adprm	-0.26043075305788	0.906452753729539
Krt19	0.299541757348743	1
Krt12	0	1
Krt24	0.0242452585109448	NA
Top2a	-0.137884901599111	1
Krt36	0	1
Acly	0.117234737383021	1
Kat2a	0.112826050558952	1
Stat5b	-0.141070363015512	1
Tmem101	0.0761789749098203	1
Lsm12	0.140530011116001	0.897204732975408
Ubtf	-0.0464986452856232	1
Ccdc43	-0.0411069566708393	1
Adam11	-0.180055615872448	1
Higd1b	0.752924896666976	0.846707190857876
Eftud2	0.180647174325034	1
Ccdc103	0.319200138854457	1
Gfap	-0.300872363126298	1
Dcakd	0.0559202541121821	1
Nmt1	0.11652708162399	1
Plcd3	0.0172343119130626	1
1700023F06Rik	0.44713203831128	1
Map3k14	-0.102833828288163	1
Lyzl6	0	NA
Gosr2	0.147973291769864	0.83546645706203
Klhl28	-0.0745997979244418	1
Fkbp3	-0.0135708938882353	1
Foxg1	-0.662316101515554	0.859176237716684
Scfd1	0.146791229289873	0.993896089119739
Coch	-0.389151025834964	1
Strn3	-0.0219390951805229	1
Ap4s1	0.0126426866785443	1
Dtd2	-0.307038497211081	0.637501629038489
Ston2	-0.254356211772309	0.987535315020551
Gtf2a1	0.0288591803657862	1
Tshr	0.386954092307085	0.901425427533172
Sel1l	0.307152110886183	0.653329664060778
Dnaaf2	-0.276203743055435	1
Pole2	-0.0647926625150744	1
Klhdc2	0.0289812655312819	1
Nemf	-0.0596226410766254	1
Sec23a	-0.0296411761933223	1
L2hgdh	-0.0953186196740999	1
Cdkl1	-0.295909179498418	1
Trappc6b	-0.0186886920694131	1
Pnn	-0.0693288176768032	1
Mia2	-0.086226099370941	1
Galc	0.0951181311676865	1
Spata7	-0.256626325178261	1
Ptpn21	-0.0278473060441872	1
Npas3	0.0146474618474107	1
Zc3h14	0.0946906861074886	1
Ttc8	0.286732022196321	0.992453769515123
Polr2h	-0.0268491112495506	1
Ppp2r3c	0.223138237662461	1
1110008L16Rik	0.310806339534439	0.816254170069709
Psma6	0.0250241562658086	1
Nfkbia	-0.0662279296208767	1
Ralgapa1	-0.0778546490846949	1
Mbip	-0.0573909061822733	1
Ngb	0.515876789576991	1
Gstz1	-0.0599717899075197	1
Sptlc2	0.121473374979774	1
Ahsa1	0.00989183310550639	1
Vipas39	-0.0708134584900226	1
Snw1	-0.00705244225056512	1
Slirp	0.110992172621143	1
Adck1	0.00446473482668069	1
Nova1	-0.165841804642423	1
Mthfd1	-0.265671643787592	0.83546645706203
Ppp2r5e	-0.0369571692533503	1
Sgpp1	0.0720968036794291	1
Esr2	0.233116692739485	1
Tex21	-0.380651794798727	1
Akap5	0.437692624136313	0.892843871930446
Sptb	-0.197962284982342	1
Rab15	0.119474146347937	1
Fut8	-0.0426281836647823	1
Atl1	-0.0324425638553856	1
Sav1	0.131024527390455	0.688600523666273
Nin	-0.330837479775173	0.118528836011473
Pygl	-0.326696192901518	0.17557195522736
Bdkrb2	0.686573140452538	0.816254170069709
Trim9	0.0845332840044396	1
Tmx1	0.0437738923122332	1
Actr10	-0.0844533030789337	1
Tomm20l	-0.00939810982853258	1
Timm9	-0.0198386203215438	1
Serpina1f	NA	NA
Ccdc175	0.108467419235676	1
Rtn1	0.0101747932770376	1
Lrrc9	0.0368087623378946	1
Serpina3n	0.872794152440146	0.378907137332639
Dhrs7	-0.0882499853681284	1
Gsc	0.878248518724478	0.870832176928894
Ppm1a	-0.0142203556719718	1
Clmn	0.388757653735049	1
4930447C04Rik	-0.200272566007844	1
Six6	0.078169534511936	1
Glrx5	-0.238476657301674	1
Mnat1	-0.00581474083847893	1
Prkch	0.0207539601212136	1
Hif1a	0.229487987040488	1
Papola	0.000981164168152088	1
Mpp5	-0.12713017895781	1
Snapc1	-0.00640104117449697	1
Atp6v1d	-0.0595406459877119	1
Vrk1	-0.132812388128633	1
Eif2s1	-0.0135177653733522	1
Plek2	-0.258190188543457	1
Pigh	-0.122859479312135	1
Rdh12	-0.282613999225526	0.744474391233873
Vti1b	0.129276541829164	1
Arg2	-0.184690559326707	1
Zfp36l1	0.0860868855674907	1
Galnt16	0.637999227806558	0.551130286311202
Erh	-0.148544390897281	1
Susd6	0.157479011988649	0.169340533614905
Srsf5	-0.15443579657588	0.707981666553825
Slc10a1	-0.274745442841992	1
Smoc1	0.388494883287843	0.958245341236797
Gm20498	-0.00397247997035865	1
Pcnx	-0.0139679277262387	1
Pacs2	0.00328932029382269	1
Mta1	-0.0460597199298262	1
Wdr37	0.147737544991716	1
Gm9745	0.00980246444301637	NA
Gtpbp4	-0.00444043634474345	1
Zmynd11	-0.0803493524601632	1
Esyt2	0.0609637186580672	1
Cdca7l	-0.235274266319733	1
Efcab11	-0.21284082157428	1
Tdp1	0.0464478184728749	1
Psmc1	0.120495285340981	1
Nrde2	0.1154817370327	1
Rps6ka5	0.0441569661079621	1
Ccdc88c	-0.384686512960959	0.301489165401479
Dglucy	-0.028030218075097	1
Fbln5	0.0250267705969694	1
Tc2n	-0.00431921627555162	1
Trip11	-0.00729273353029384	1
Atxn3	-0.0779607359946654	1
Lgmn	0.624503932164204	0.0579772082914842
Golga5	0.0660709886890527	1
Pitrm1	0.0574981715998383	1
Chga	-0.711413988907174	1
Pfkp	0.0679093304282308	1
Unc79	-0.0242465231456017	1
Asb2	-0.0126381279422815	1
Otub2	-0.081515783694687	1
Akr1c21	-0.216373049798623	1
Ifi27l2b	-0.167050568842071	1
Ppp4r4	0.0782553697274685	1
Akr1c6	0	NA
Akr1c12	-0.235234748782712	1
Akr1c13	-0.541723411992005	0.565931196297777
Akr1c18	0.18103231573157	1
Net1	-0.0851072879850349	1
Tubal3	0.193868722908738	1
Tshz3	0.25546823050222	1
Gdi2	0.0846143498112524	1
Rgs6	0.0138120704832674	1
Dpf3	-0.208385462016074	0.972032323936061
Dcaf4	-0.165457508122493	1
Papln	-0.488901000033595	1
Numb	-0.222200264061987	0.874156540032163
Acot2	-0.020588809373295	1
Acot3	0.00909385473814296	NA
Fam161b	0.0502041259756518	1
Coq6	0.14471555795376	1
Entpd5	0.0138061287555571	1
Aldh6a1	0.0109035427618823	1
Vsx2	0	NA
Abcd4	0.224197696319466	0.955927418192631
Isca2	-0.0645843333787698	1
Npc2	-0.12659286425221	0.912192620689959
Fcf1	0.108707579359776	0.958245341236797
Ylpm1	-0.0612573049158844	1
Mlh3	0.0317635927682599	1
Tmed10	0.089935081951655	1
Fos	0.426081976470642	1
Erg28	0.191600120411111	1
Tgfb3	0.340834683605103	0.72425387920746
Gpatch2l	-0.0473077636178943	1
Esrrb	-0.279824423155296	1
Vash1	-0.108474963344595	1
Angel1	0.499633815677433	0.892843871930446
Ccnk	-0.108084822725371	1
Cyp46a1	0.220859709578271	1
Hhipl1	0.718778539755528	0.734362370200006
Evl	0.0823047947766232	1
Degs2	0.419944360892338	1
Yy1	-0.0369963371177965	1
Slc25a29	0.0793575134721338	1
Wars	0.0829204031664883	1
Hsp90aa1	-0.0442775381701489	1
Zfp839	0.0807925078011691	1
Fdft1	0.0550560180272004	1
Tecpr2	-0.410910948839643	0.107315205267449
Cinp	-0.110763332909175	1
Traf3	-0.23162772266937	0.83546645706203
Amn	0.198298894194646	1
Cdc42bpb	0.053142101875262	1
Exoc3l4	-0.287471523007087	1
Tnfaip2	-0.0707499491012779	1
Eif5	-0.0689407578717769	1
Ppp1r13b	-0.0135581957455917	1
Zfyve21	-0.0975943720981522	1
Xrcc3	0.136009947566203	1
Klc1	0.0374190224749921	1
Atp5mpl	0.0342866964114283	1
Kif26a	0.0159930173114666	1
Gpr132	0.151763207586601	1
Hecw1	0.0499288299583268	1
Ggps1	-0.0721979644548898	1
Gng4	-0.482727604086388	1
Gpr137b	0.0409836092258754	1
Mtr	-0.121285882388857	1
Ryr2	0.122522335124409	1
Amph	-0.113288646450086	1
Gli3	0.0672346557971077	1
Sfrp4	-0.114332497488778	1
Aoah	-0.0626539044761747	1
Trim27	0.0835059977733874	1
Zkscan3	0.100118601155648	0.90603454235843
Slc17a1	0.00957921812704851	NA
Slc17a4	-0.375144302809968	1
Scgn	0	NA
Carmil1	0.139368769736687	1
Mrs2	0.103752408779547	1
Gpld1	-0.81248064343613	0.0737929413920729
Prl	0	NA
Prl8a6	NA	NA
Prl8a8	NA	NA
Prl7b1	NA	NA
Prl7d1	0.0656065532075356	1
Irf4	-0.118486310412516	1
Exoc2	-0.108185561039608	0.958245341236797
Tfap2a	0.421787809183454	1
Gcnt2	0.253921469532907	0.721166337219616
Tmem14c	-0.181679114473722	0.962243033983671
Gcm2	0.408643860348116	1
Mak	0.624970408403807	1
Elovl2	0.552570695827635	1
Nedd9	-0.325782661816423	0.433503880968076
Hivep1	0.00649764659412803	1
Edn1	0.412986285736995	0.901425427533172
Tbc1d7	0.364029054572032	0.866983184233857
Mcur1	-0.0192719977910041	1
Cap2	0.125321731574646	1
Nup153	-0.160492243973036	1
Kif13a	-0.229242923151884	0.997511951895834
Tpmt	0.0998706374708435	1
Dek	-0.144652706081059	1
Id4	-0.0439002994787527	1
Barx1	0.0836150872496749	1
Susd3	0.263417598343209	1
Ippk	0.0931070532838723	1
Aspn	0.35310812281836	1
Ogn	0.176604283520844	1
Cenpp	-0.0473060600914314	1
Nol8	0.162625918998785	1
Spin1	-0.0405463643682894	1
Nxnl2	0.113473623124402	1
Wrnip1	0.0747468116812131	1
Serpinb9b	-0.477713674088139	1
