gene_name	Injured_MRL_MpJ_1_day_post_injuryvsUninjured_MRL_MpJ_1_day_post_injury_log2FoldChange	Injured_MRL_MpJ_1_day_post_injuryvsUninjured_MRL_MpJ_1_day_post_injury_padj
Fpr1	-0.157151806049853	0.84892149867399
Mettl24	0.107906301889559	1
Olfr827	0.0797904534698993	1
Sprr4	NA	NA
Mc2r	0.356198444366036	1
Penk	0.560030019667277	0.0461746585785193
Vmn1r233	NA	NA
St7l	0.00256984040451695	1
Olfr710	NA	NA
Olfr610	NA	NA
BC049730	0.385005613710914	0.912415869834076
Frrs1l	-0.1902006864655	1
Olig3	0.113393948379304	1
Glb1	-0.175361962544793	0.857248897854565
Zfp553	-0.0917088496904015	1
Dbx2	0.410051393672237	0.840226662295371
Gm5455	0	NA
Chrm2	-0.254895168277475	1
Odf3l1	-0.386556537870523	1
Esf1	0.0562495235301939	0.964534433760297
Pigz	-0.38086545394699	0.973314889735668
Sh3tc2	-0.155302412739697	0.987959663059922
Tmprss12	0	NA
Mtus1	-0.239978244724266	0.201256161299334
Zfp629	-0.193057126506545	0.932485709695945
Vwc2l	0	NA
Fam216b	0	NA
Pcdhb10	0.48621570481859	0.649947117040808
Pid1	0.240086641325155	0.597444302776945
Plekha7	0.500608372853143	0.706725672359101
Henmt1	-0.324774695306366	1
Cdc42ep2	-0.205140407189983	0.855157195580276
Mfsd5	0.171199475235064	0.755405351687407
Smtnl2	-0.37448373360079	0.545765427746123
Spred2	-0.119841884625849	0.842150910251882
Col27a1	0.271839220958385	0.744182303278305
Olfr1489	0.0875989690681647	1
Pqlc3	0.0660610377247009	1
Tcf21	0.00780104732263529	NA
Lcn6	NA	NA
Pcdhb4	0.439022142229686	0.729193121669635
Wdr89	-0.0387209055587766	1
Thtpa	0.0203921644594992	1
Nlrp4e	0	NA
Gm4997	0	1
Gm21411	-0.0566440647502096	1
Olfr447	0.104710464758488	1
Prr15	-0.0865558953992626	1
Adrb2	-0.173782485583706	0.709009030548897
Pnoc	-0.0207294109991062	1
Sprn	-0.0450703126875847	1
Bricd5	-0.0643400843126914	1
Mms22l	0.0642340660097368	1
Tssc4	0.264651054330266	0.670292730668812
Zfp764	-0.0320890277015778	1
Togaram2	1.01261450192875	0.02884883264699
Basp1	0.179469588834946	0.84892149867399
B230219D22Rik	0.00131320080896446	1
Slc16a5	0.805296642778069	0.524786470798219
Lrtm1	0.198501533508468	1
Ifitm10	0.412355015971407	0.825859763489445
Olfr624	-0.225699600679346	0.818611622554405
Ccdc149	-0.117446679204361	1
Olfr578	-0.721864725686047	0.772831913329888
Lkaaear1	0	1
Whamm	0.00113814538278871	1
4930402K13Rik	NA	NA
Gm9800	-0.229534595600724	1
Hsf3	-0.642651702797162	0.861364955681063
Olfr984	-0.144673037207184	1
Zfp36l2	0.0951712108437414	0.818611622554405
Zswim3	0.0692006835140235	1
Olfr574	NA	NA
Ptprcap	0.0124519871693659	1
Serpinb9	0.227628093944305	0.445138935382952
Hdgfl1	0	NA
Ccdc9b	-0.0180878851580876	1
Tgif2-ps2	0.377445187252359	0.997562019548777
Lyrm2	-0.0484422782139922	1
Cradd	0.162532740377342	0.966781248463844
Gvin1	-0.245984293952437	1
Slitrk6	0.382170222041731	0.570123161134823
Adra1a	0.203024017325867	1
Pcdhb8	-0.307547229842819	1
4933415A04Rik	-0.283207230809311	1
Olfr1461	NA	NA
Gm9803	-0.0993207821638661	1
Paip2b	0.0547120299230927	1
Npas4	-0.173923737470607	1
C2cd4c	-0.113393587686502	1
Ccdc42	-0.174341554972638	1
Tmem268	0.144298021193401	1
Gm20715	-0.16979446001764	1
Clec14a	0.14540434454929	0.837073904774368
Ifit2	0.0346128510040446	1
Mtmr11	0.219046432061629	0.987949079710812
BC049762	-0.320122089522984	1
Mrps12	-0.219741680062429	0.832031055558787
Gm5548	NA	NA
Cavin2	-0.243231623345587	0.0979556442798878
Wnk1	-0.042097403296089	1
Gpr158	0.00617536693670941	NA
Teddm2	-0.257458170158016	0.979202204813758
Ing1	0.11521526014306	0.934498862040214
Slc25a51	-0.0593705567097879	1
C2cd2	-0.446839617323697	0.297521298544164
Tmem104	0.250927052784316	0.95987017878372
Eif4g1	0.0341151513535817	1
4930451I11Rik	NA	NA
Onecut2	0.732777527073067	0.797226446873461
B3gat1	-0.155218074713705	1
Polr2k	-0.0928798276436839	0.936355065131409
Naa11	-0.00815262073410021	NA
Gapt	0.00549295386343373	1
Pnlip	-0.00815439176506514	NA
Zfp830	-0.033271953941098	1
Olfr1364	0	NA
Pofut1	-0.00776288806300448	1
Stard5	0.0594903902639923	1
Calhm6	0.0971559279901965	1
Snx12	0.150787258089155	0.729193121669635
Otulin	-0.0429861798647285	1
Olfr803	-0.502417751884163	0.964231601018436
Rp1l1	-0.000822146647427382	NA
Sbsn	-0.0555124758668119	1
Gm15428	0	1
Eid2	0.288981319469734	0.630175716336419
Ppp1r15b	0.00533857644932762	1
Igfals	0.837877909677773	0.361101870296273
Lrrc8d	-0.0901571824030392	0.969373191468885
Clec9a	-0.0403322011408009	1
Tmem174	0	NA
4931422A03Rik	0.646190647078032	0.78929075335628
Hpcal4	0.0741100234248264	1
Krt32	NA	NA
Mosmo	0.110950115205996	1
Mcmdc2	0.617142310510105	0.679298943830641
Il17c	0.475294307778989	0.957389418613652
Serinc4	0.826120100676992	0.688177927847351
Cep295	-0.0272415390094161	1
Vmn1r184	-0.136690709187263	1
C130073F10Rik	0	NA
9930021J03Rik	0.181490633991584	0.644209321965157
Patl1	-0.0400514016383502	1
1700018M17Rik	0	1
Olfr918	0.319251459082706	1
Fut10	0.00179412376949466	1
Tmem229b	0.0205821220901155	1
Chrm3	-0.329971231264023	0.919959372605831
Olig1	0	NA
Gldn	0.0555015012169974	1
Kcnrg	-0.100611962814177	1
Adamts6	0.30469160571098	0.798052292776771
Pabpc6	-0.015482504121726	1
Nxph1	0	NA
E2f8	0.00615963438652349	1
4930550L24Rik	-0.000823924653371984	NA
Gsg1l	0.155567551180671	1
Zfp84	0.0983538575994485	0.929325835341083
Cd109	0.210551954773836	0.707887435516783
Pcdhb20	0.812916191503846	0.00954108430136158
Iqub	0.143254429803847	1
Ttc39d	0.046864313255909	1
Scaf8	-0.041172551831853	1
Sprr2g	NA	NA
Pnma2	0.208041206383918	1
Pik3r6	0.0632780807764603	1
Olfr735	0.150471948720229	0.992347911375207
Cym	0	1
Rprml	-0.427426783504755	1
Plaur	0.297196836462979	0.451511468222276
Scand1	0.1211761526584	1
Vps13a	-0.27995579763019	0.126051140891677
Hepacam	-0.633295083721185	0.919751935476749
Nme9	0.0868245706862004	1
Pilra	0.0132425087414893	1
Krtap5-3	NA	NA
Adam29	NA	NA
Sprr2h	NA	NA
C87977	0	NA
Usp27x	0.492189430353523	0.468115239374118
Olfr1444	-0.00848479066980732	NA
Tusc5	-0.048824476786894	1
She	-0.0054811606747541	1
Adam20	0	NA
Pnma3	0.0138383694307615	NA
Ankle1	-0.0678648680711239	1
Olfr1412	NA	NA
Zfp62	-0.0621369017051844	1
AI464131	-0.371036827133334	0.495639683063926
Stxbp6	0.183119180466678	1
BC107364	-0.445380737656444	0.953163677275518
Ccbe1	0.60295299737156	0.297521298544164
Hs3st2	-0.233187512923281	1
Dppa3	0	1
Ermp1	-0.133907001806581	0.658447755846096
Slc25a23	-0.0962171438266769	1
Rpl37a	0.0832333089453773	0.969373191468885
Gm6195	0.00649966203376593	1
Fam178b	-0.291802310404096	1
Gpat2	-0.041428707455857	1
Gm11223	-0.02447368767007	0.000442309725131041
Smco1	-1.0071375772211	0.00696761766255535
Zfp322a	0.0463786989784805	1
Gjb2	-0.131100743729802	1
Defb14	NA	NA
Rpl27a	0.0263023410575844	1
Mgat4e	0.00650629398764923	NA
Gm5590	0.314177197386474	1
Asphd1	0.788218320850493	0.672353200049232
Jrk	0.112603384060319	1
Pcdhb17	0.134787734650511	1
Gm9806	-0.0206848157368898	1
Olfr609	0	NA
Rbp1	-0.0621188561510589	1
Yod1	-0.213141746780886	0.538639431633017
1700067K01Rik	0.215494022144464	1
Kcnk6	0.30349063307953	0.186322387790477
Rps4l-ps	0	NA
Lrrc75a	-0.25583349150842	0.843511340414505
Olfr518	-0.0117083904487925	1
Bex3	-0.162286443010419	0.704825982655572
Hnrnpa1	0.0598385315551029	0.986929029913957
Gm13078	0	NA
Scgb2b24	NA	NA
Gm5564	-0.159164208482699	1
Cmtr2	0.0216769496228596	1
Ppm1e	-0.275278599325889	0.827514016840436
Camk2n1	-0.370686973079388	0.137212878417182
Nexmif	-0.373749912564605	1
Olfr71	0.109458095004512	1
Tmem150b	0.240485292852995	0.881855789403065
Sh2d7	-0.345589753211795	0.919751935476749
Sox18	0.209453627189444	0.938633647799995
Krtap4-16	NA	NA
Scn4b	0.167568893462013	1
Olfr231	0	NA
Mospd4	-0.012695652747324	1
Rnf222	0.797765002016116	0.792124202448997
C1qtnf2	-0.201525034854631	1
Olfr1352	0.137496726506451	1
Fam19a4	-0.61391508381332	0.78701273270292
Cox17	-0.1379275949482	0.840226662295371
Ferd3l	-0.0081528043208532	NA
Golph3l	-0.0155664278893566	1
Kctd4	0.208867664919644	1
Ar	-0.422616861965238	0.0866770734116065
Zfp526	0.0322709877606212	1
Fam43a	0.133355738900005	0.945717865769353
Spin2c	0.324337531632413	1
Zfp319	-0.114924319513742	1
Arsj	1.36662098054748	0.00930141859387621
Unc119b	0.174149134227557	0.953337617144947
4930430F08Rik	-0.00718171197850727	1
Zfp518b	0.183002376810359	0.801143779386865
Lyrm4	-0.0119977861838086	1
Prr12	-0.0614453829084261	1
Gm7862	0	1
Cfap58	0.00650840356057476	NA
Lrrc8e	0.521983682936863	0.830431192526467
Olfr1165-ps	NA	NA
Ticrr	-0.0480409040298833	1
Tmem215	-0.790540762603814	0.720055690953334
Bdh1	0.157082092165314	1
Tcaim	-0.176301194290036	0.9168201973574
B3gntl1	0.121043785304358	0.966305042077297
Hrk	-0.916479365350038	0.44618823191165
Oacyl	0.0606991346691364	1
Vwa5b2	-0.233873451358158	1
Actrt1	NA	NA
Olfml2a	-0.0966200301706438	0.980552174478773
Rps11-ps4	0	NA
Gjb4	-0.36150934683	1
Pkd1l1	0.313295286989396	1
Gm7729	0.108904626120062	1
Ttc34	0.220277257126645	1
Olfr218	NA	NA
Olfr1440	-0.328910503388041	1
Tas2r143	-0.123549394984481	1
Zfp316	-0.0724389215195214	1
Rbm12b1	-0.0541193030013433	1
Cxxc5	-0.0238955384402218	1
Mtfr1l	-0.167399465429408	0.675066232006013
Tmem251	0.0137868433163661	1
Lce1l	NA	NA
Olfr981	0.0538281804848467	1
C87436	0.0363996509356412	1
Gm5424	-0.143646103131417	0.955789349196511
Tifa	-0.0763799953864954	1
Chtf8	-0.0800567847591276	1
Tent5b	-0.781557122556499	0.745483496046237
Enpp7	NA	NA
Slitrk4	1.11142127406932	0.174121806374272
Csnk2a2	0.140440911848569	0.8290489701609
Mapk10	0.339670912233884	1
Hmga1	0.119232453449633	1
Foxc2	0.249489817242665	0.980369287578807
Vmn1r67	0	NA
Igbp1b	NA	NA
Bst2	0.302742153376385	0.857414121246027
Nxph3	0.0904521756725246	1
Rpl14-ps1	0.0275380328533924	1
Cdc42se1	0.150039262774028	0.546581193675528
Adam24	NA	NA
Cystm1	-0.195082203853127	0.960350184393504
Kctd11	0.240019506465886	0.828737861450299
Gprc5a	0.201912355319438	1
Fat4	0.0148125389843754	1
Gm9812	0.0483208732193312	1
Tmem45a2	-0.0388637886312878	1
Selenov	0.399656295733081	0.961165498649954
Ccdc66	-0.0387608856072741	1
Kif2b	0	NA
Mrps7	-0.0535507141647084	1
Fam83h	0.220807357066	1
Rhoj	0.133797781078584	0.975967985514927
8030474K03Rik	0	1
Ttc6	0.0146602895020906	1
Epm2aip1	0.0492620991128627	1
Olfr1341	0.165699589683473	1
Riox1	0.13295800325031	0.904754426182036
Zfp787	-0.24380022495859	0.594940201359836
Gpr61	0.768490192781448	0.819196340563284
Ppp1r3b	0.0645777482613779	1
Cldn12	-0.0403127509259113	1
Phgr1	-0.0154857519955367	NA
Mpeg1	0.0957755028388289	0.990643834992975
Cyren	-0.371554350265266	0.282793460627841
Lrrc75b	0.334034531425235	0.872006202453417
Atp10d	0.027307040720649	1
Gltpd2	0.120465169548689	1
Gchfr	-0.509816927135885	0.964231601018436
Ddit4l	-0.382921163165794	0.72184230906019
Slc39a3	0.199569140167822	0.951790608637203
Fam187b	0.299780954372984	1
Mettl21e	-0.821073306287756	0.133896145946553
Krt1	0.0128414958266743	1
Brox	-0.0366153086782705	1
Ckap4	0.188130609593382	0.57658721377306
Vat1l	-0.607362587575727	0.71855613278627
Il1f10	0	NA
Spesp1	0	NA
Pip5kl1	0.0350532186365239	1
Gpr1	-1.66528453193896	0.00228634234388388
Hectd3	0.103776376050855	0.936056147334929
Pramef8	0.131009443932941	1
Fbl	0.0922777566994986	1
Mbtps2	0.143506544237439	0.975967985514927
Atxn1	-0.283902209801669	0.388791336704919
Irgm1	0.121098861468809	1
Olfr374	-0.428488634530619	0.511979230831076
Zfp474	-0.000822276201278005	NA
Zfp740	-0.107959912893972	1
Prl7a2	NA	NA
Ltb4r1	-0.0593280080606881	1
Tefm	-0.0137438807550871	1
Olfr1451	-0.00815548904588736	NA
Myct1	0.129608462702715	0.949260633195229
Gpr6	NA	NA
Vmn1r179	NA	NA
Vmn1r193	-0.490072562788451	0.94190293751944
Csl	0.281591328824504	1
Mageb16	-0.127744827211661	1
Adck2	-0.037525352873551	1
Nqo2	-0.0725698990956183	1
Gm5815	-0.0301445282796836	1
Spz1	0	NA
4930432E11Rik	-0.30594275626311	1
Slc26a1	-0.209905895672706	0.967861910281313
Gpr156	0.901721678857214	0.634657010588668
Zbtb21	0.00396759880823958	1
Pla2g4f	-0.18303683842254	1
BC053393	0	1
Olfr1020	0	NA
Tshz1	-0.0883792986133333	0.910917948469842
Tapt1	-0.0612685934283634	1
Wdr27	-0.121581717365128	1
Gm5637	0.647482088815947	0.840226662295371
Mars2	0.0191855730433201	1
Spsb4	0.165873739902371	1
1110032F04Rik	0.306779043646975	1
Msgn1	0.0180959938053853	1
Zfp41	-0.244867474648337	0.847932739574962
Fbxo41	-0.21390233934537	1
Catsperb	-0.149131919485668	1
Cfap65	0.00328415475723014	1
Mipol1	-0.2330818775411	1
Ccer1	0	NA
Acsm4	0	NA
Spata2	-0.223375655352569	0.770587597116054
Vmn1r68	NA	NA
Pcdhb15	0.0639812390686709	1
Ankrd33	0.00988125122368048	1
Zfp445	0.0173342989748564	1
Nipa1	-0.014204658782294	1
Olfr1151	0	NA
Prr15l	0.492357401384314	0.956936843846328
D030056L22Rik	-0.059098940038396	1
Tmem164	-0.036106220706485	1
Olfr432	-0.740640544700226	0.789367807667203
Olfr914	0.251244096981615	1
Teddm1a	0	1
Gm9817	0.661464884511411	0.832031055558787
Dusp28	0.118501130052032	1
Ube2dnl2	NA	NA
Ngrn	-0.0598050219976947	1
Lrrc4b	0.274337324381176	1
Tmem198b	0.0662652117209762	1
Ofcc1	-0.0571654953619181	1
Rnf31	0.0380007164457634	1
Tas2r139	NA	NA
Pbp2	0	1
Dnajb7	0.127055598113284	1
Cldn14	-0.00142650554136725	NA
Fam221a	0.201622830156058	1
Ankdd1b	0	1
Ticam1	0.249660528968191	0.473328471827263
Cltc	0.100868502825264	0.900636450788824
1700113H08Rik	-0.535484432916365	0.945717865769353
Cd24a	-0.125012811228197	0.981503257182669
Zfp654	0.0494036535123836	1
Dmrta2	-0.212245461133447	1
Tet1	-0.86751968879937	0.334906870346676
Olfr1052	NA	NA
1700001C19Rik	0.0920408378647149	1
Khnyn	-0.068569240431313	0.978910657490088
Cyp4x1	-0.0903648841015329	1
Chst9	-0.000823569039556617	NA
Gm6684	0.0138391334938157	NA
Helt	-0.841439700373811	0.621805025506688
Neurl3	-0.0469693046250981	1
Samd14	0.0345480695765731	1
Irs3	-0.419265239964558	0.856210120585233
Rab2a	0.0329223548398975	1
Gm9818	0.01852476773084	1
Dync2h1	0.372442796647452	0.514736455306059
Gjd3	0.00650342758987056	NA
Vmn1r54	0	1
Dusp18	-0.881962335647429	0.00110793551273656
Olfr1495	NA	NA
Ythdf3	0.00893494498830242	1
Rpl9	-0.103108337011141	1
Cdh19	-0.0841306738968457	1
Ccdc36	-0.592680562553605	0.820016016549373
Fam185a	0.295773394668478	0.696356623541741
Rnase2a	-0.345769151851705	0.715491828347463
Olfr684	0	NA
Gm527	0.180001470290116	1
A2ml1	-0.208815804548104	1
Cldn2	1.22553009084352	0.220559530648389
Fbxw21	-0.136103790588414	1
Mageh1	-0.0361529666903439	1
Taf9b	-0.227006238636124	0.345342294933604
Hist1h2be	-0.610142495341221	0.0238270305764281
C2cd3	0.0365376428571363	1
Ptgs1	-0.0148929080348945	1
Krtap1-5	NA	NA
Prss45	-0.0727297858973639	1
Mc4r	0.00650711883755623	NA
Emc6	-0.0474350796800542	1
Gap43	0.568948605858126	0.742210956325463
Zfp358	0.0969232355448901	1
Sfn	0.00228908733068566	1
Neurl4	-0.117526137129742	0.930110946758864
Olfr370	0.111481855325103	1
Gpr15	0.581938964896821	0.836370432711799
Smgc	0	NA
Kcnv2	-0.355306001237108	1
Pcdhb13	0.866194978898335	0.473191130097813
Kcne4	0.737272438999051	0.275842144539268
Zfp286	-0.154946523424807	1
Mettl21c	-0.984409109305699	0.0514299475766402
Lancl3	-0.578593416656501	0.750907528234949
Tdg-ps	0.246640209757402	0.755751461321081
Olfr976	0.256739959600696	1
Lcn10	NA	NA
Gm973	-0.244531700922556	1
Cstad	0.0946223260269142	1
Abhd17b	-0.0496750118598931	1
Dnah14	0.0801672223216736	1
Gm7367	-0.216864793482722	1
Zfp768	-0.24891161449908	0.464529328620992
B4gat1	0.0542959594392925	1
Atmin	-0.123152642839395	0.818611622554405
Defb9	NA	NA
Odf3b	-0.365612987637613	0.992934276081591
Tgif1	0.672741584931549	0.00164414710711764
Ctdspl	0.0494269383743386	1
Zbtb44	0.0516241846214825	1
Flrt2	0.485327987253977	0.0595160718190222
Gpr68	0.0101574640910648	1
Rexo1	0.0603539437397333	1
Cmya5	-0.274573738415554	0.796376710039745
Fam180a	-0.0658559277113968	1
AI837181	0.30663067923599	0.301058784019504
Dlk2	0.0701905476690437	1
Xxylt1	0.357518745512816	0.265423561377894
Antxrl	0.113650494615989	1
Erfe	0.156482955622118	1
Olfr139	NA	NA
Arl4a	-0.161690433294317	0.70366341417472
Gphn	-0.176779145756676	0.876691245202553
Dynlrb1	0.0839247345666812	0.918787776431564
8030462N17Rik	-0.0875705520554419	0.987959663059922
Zfp30	-0.153600607318567	0.926506312183794
Klhl34	0.0178566850575307	1
Inhbe	0.342900251041538	1
Dlgap2	-0.385151406622094	0.956936843846328
Rnf152	0.231371042797608	0.927401745745422
Adamts12	0.495662102657859	0.514862311713277
Cldn4	0.0561378540906257	1
Mroh7	-0.679677808234009	0.822403221906191
Baiap3	0.421923154356339	0.691115229459019
Mbd3l2	0.0179918231701015	1
Gm6776	0.013060149474851	1
Olfr1396	-0.321461333324289	1
Tspyl1	-0.0261524267720866	1
BC049715	0.0558329481518057	1
Dmbt1	-0.0031520015568338	1
Slfnl1	-0.0164566813412026	1
Als2cr12	0.258112513774256	1
Rtp2	NA	NA
Mis18bp1	0.0635057499034235	1
Olfr67	-0.554023148428843	0.960892343886169
Fbxo28	-0.0997414083618471	0.973314889735668
Olfr616	NA	NA
Olfr629	0	1
Cltb	0.293113459559602	0.635597642541768
Tmem41b	0.142479172702079	0.714532272912327
Lxn	0.141747468587509	0.954524447667782
Mmp10	0.63954573761888	0.836847554202161
Krtap3-1	NA	NA
Acot10	-0.0027706935551796	1
Tyw3	-0.245301464204944	0.948616276901857
Nccrp1	0.249524683698199	1
Mafa	-0.889265775793267	0.00586186533486591
Nxpe5	0.677728776261372	0.297065916759871
Olfr1122	-0.38679729417268	0.99538130882532
Zfp235	-0.129599010173545	1
Frat2	-0.208008925949588	0.762131950735132
Ankrd34c	0.214260730199661	1
A430005L14Rik	-0.0826212078738529	1
Paxx	-0.0183742267542149	1
Ddi1	0.307563103842722	1
Olfr791	NA	NA
Apof	0.174630414696249	1
Fgfbp3	-0.43100109421574	0.819196340563284
2810006K23Rik	-0.115791209004413	0.948396596684094
Cdcp2	0	NA
Nr1h4	-0.529925086839619	0.91554223769248
Krt87	0.0710356994351984	1
D930020B18Rik	0.365792141787605	1
Gm5454	-0.0524672167805543	1
Fbxo30	-0.0646364877941065	1
Cd3eap	0.0825720350562742	0.987959663059922
Pea15b	0	NA
Tssk6	0.257708967449933	1
Vmn1r74	-0.558693797974656	0.871431462151843
Trpt1	-0.50645762227664	0.127145074658965
Crry-ps	-0.00163790944833225	1
Gal3st3	-0.167368188373559	1
Olfr26	NA	NA
Msl3l2	0.241698121458703	0.964712444726208
Tctex1d4	0.373956848960583	0.999486651718252
Pdha2	0	NA
Rps8	-0.297383365334312	0.861364955681063
Rpsa-ps10	-0.0138754213687422	1
Gpr82	1.06993862240083	0.460723325700077
Rtl3	-0.312903320507544	0.951195970449009
Yipf6	0.0461284409774948	1
Ccdc144b	0.621608434583221	0.865146143934471
Olfr1388	0.0513764745242309	1
Champ1	0.021994886576942	1
Ust	0.30656225193479	0.540860548715989
Ppp1r2	-0.0287009676936126	1
Olfr736	0	NA
Ubiad1	-0.167744671132788	0.75546722089374
4922502D21Rik	-0.315309968230284	1
Bola2	0.0714040449682862	1
BC025446	-0.235839982717453	1
Fcgbp	-0.531496886667145	0.970339324353874
Wbp1l	-0.0953131383094941	0.883832078219268
Tmem262	-0.243010585275023	1
Samd9l	-0.0461576525842003	1
Fbxo40	-0.231365432513444	0.936355065131409
Rnf150	-0.14413980087829	0.918297437621281
Zc3hav1l	0.176105331930242	0.918403541318755
Utf1	0	NA
Fancb	0.0309729971728774	1
Hs3st3a1	0.020556935409017	1
Lrrc49	0.112934822578087	1
Atg16l2	-0.175878508546745	0.938998883533089
Ankfn1	0.380309005733415	1
Phf13	0.0193047850960015	1
Lix1	-0.29650105953546	0.825859763489445
Flrt1	0.0227030799058497	1
Slc38a9	-0.00784019542913061	1
Sned1	0.343022733716386	0.827128055836321
Olfr685	-0.00815423390762693	NA
Gjb1	0.290551930221596	1
Cd300lf	0.0194324948153585	1
Oog4	NA	NA
Akap10	0.0747649472017974	0.994665060199997
Ccdc88b	-0.0463421852818993	1
Tigd4	0.335938041741834	0.519150046346809
Trim16	-0.0495261553950664	1
Angptl8	-0.393579645028215	1
Pygo2	-0.163467020315506	0.961165498649954
Cdca4	-0.0418894418171494	1
Fndc11	0.406472403249516	0.985132602153625
Diras2	-0.141603638607604	1
Bri3	0.0913438144884367	0.950030725569745
Bex4	-0.0282062699707494	1
Stx19	-0.523451130160862	0.840460725559293
Foxi1	-0.199890404258497	1
Lonp2	-0.154951690770137	0.609717844242209
Gimap6	-0.187527518563313	0.463389768320444
Olfr770	NA	NA
Gpr157	-0.0755640838753039	1
A4galt	0.673286296817277	0.315055299513737
Usp14	0.0720207194489722	1
Cxcr5	-0.00109592363922173	1
Rell1	0.0134744437272826	1
Klk9	0.560809774674437	0.923052910819189
Tnrc6b	-0.10389299231611	0.880559256430833
Serpinb6d	0	NA
Ang2	0.0307430283077963	1
Ripply2	0	NA
Ccr4	-0.0399779087241724	1
Sstr2	-0.0478263278856911	1
Gm8566	0.0065663861719848	1
Tshz2	0.228288563771976	0.441494729877111
Ankrd16	0.0895723890732031	0.94618306919238
Pcdhb16	0.513806482463185	0.469967649881007
Npm2	-0.273213642804246	1
Trappc9	-0.247811652810798	0.151051325799487
Stpg2	0	NA
Marcksl1	0.153026119201159	0.732679258936075
Gp5	-0.1395798932521	0.979416817697278
Kcna3	0.547934570854076	0.578548515007272
Olfr186	NA	NA
Stbd1	0.189875629065982	0.999386723606737
Rpl9-ps7	-0.459794960654452	0.979202204813758
Olfr1093	NA	NA
Kcna1	-0.291267708321343	0.967717007602725
Synb	-0.0954749351865462	1
9230110F15Rik	NA	NA
Palm3	0.24867687787269	1
4933428G20Rik	-0.112386821369736	1
Ino80c	-0.0625852645111891	1
C2cd4a	-0.100001431578361	1
Fam69c	0.177033088066022	1
Cypt4	NA	NA
Prrg1	0.55042829859878	0.460723325700077
Gigyf2	-0.0604024572325297	1
Hes5	0.28457764746974	1
Catsper4	0.64794929836651	0.840226662295371
Tmem196	-0.860122133369624	0.326962284141208
Timm8a1	0.00553196941145037	1
Zfp473	-0.188372353894807	1
Krt35	0.0665600813571731	1
Neurod4	0	1
Tmem229a	0.350521912903103	0.987949079710812
Rgmb	-0.470896714381305	0.546581193675528
Eno4	-0.0368732953438854	1
Fcrl5	-0.042581789182462	1
Ccdc187	-0.538064020205054	0.907459740110918
Isg20l2	-0.0614391057260108	1
Arxes2	-0.19027136696059	1
Zbtb33	0.121303163104752	0.88147558607844
Ldlrad3	0.058969408899716	1
Fpr-rs4	NA	NA
Cyb5r2	-0.218493470302523	0.984263422320734
Olfr1349	-0.0201373420881811	1
Pirt	-0.118213646848032	1
Arf1	0.0798802228499052	0.768628397710292
H1fnt	NA	NA
Tenm4	0.139654948322791	1
Olfr731	0.285612622062543	0.84341641526768
Gm4737	-0.242893749033118	1
Lmod1	-0.709072125421414	0.0361187325952751
Taf13	-0.0152705509507453	1
Olfr19	NA	NA
Tmem72	-0.0471944710039345	1
Rbm15	0.0309529356278235	1
Arid4a	-0.00605674932944524	1
Entpd1	0.17750570192372	0.91554223769248
Col6a3	0.668309653685067	0.403392340056183
Dmrt2	-0.168193852218047	1
Nat8l	-0.0461250248834355	1
Nwd1	0.158710982668044	1
Olfr49	-0.294631037730412	1
Kmt2d	-0.050047016348734	1
H2bfm	0	NA
Selplg	-0.0935716476420389	1
Gm7204	0.303030241643138	1
Mcmbp	-0.0148761353877738	1
Olfr1324	0.014397700995847	1
Tmem81	-0.28272334310172	0.565682833581592
Asb8	-0.294345650277698	0.272515690877755
Gm7075	-0.0716455864198824	1
Bend7	0.176242286413523	1
Gm8181	-0.0494014220824971	1
Muc6	-0.0493504891694839	1
Olfr1153	NA	NA
Cracr2b	0.319152660106149	0.827803619257295
Dnajb8	0	NA
Gpr85	0.580882038260493	0.825859763489445
Nags	0.272704453154541	1
Amigo2	-0.274097501940744	0.543615099882808
Mfap1b	0.0321840271596029	1
Olfr1212	NA	NA
Fbxo43	-0.235945389414189	1
H2-M10.4	0	1
Fbxo10	0.0525156456674654	1
Rnf149	0.0126616231034813	1
Ovch2	0	NA
Gng7	0.151604731537924	1
Crebrf	-0.0115454696978486	1
Bcl11b	-0.64496517736259	0.486583956119499
Gm4879	0	1
Dip2c	0.049291150225319	1
Rbm33	0.125640049836355	0.966303006390909
Syngr2	-0.111596997758088	0.94618306919238
Sacs	-0.312771062736161	0.00812873667424239
Zfp738	-0.481971971321865	0.514736455306059
Dleu7	0.21807997365342	1
Tas2r126	0	NA
Frmd6	-0.00179147963063798	1
Olfr1417	0.55311367052568	0.910917948469842
Krtap4-13	NA	NA
Olfr148	0	NA
Slitrk3	0.503238930857703	1
Ankrd46	-0.0429190196253751	1
Pskh1	-0.0302303714687618	1
Gm4884	NA	NA
Gm9823	0	NA
Ckap2l	0.0159886918449926	1
Mfsd6l	0.219120621531202	1
Ric3	0.0178618932146367	1
Lhfp	0.22940318885825	0.635597642541768
Gm8258	0.0739800981762234	1
Npy4r	0.767345810748868	0.709214483476267
Pcdhb18	0.573713555821033	0.679575683233998
Pou4f1	-0.213661242353272	1
Coa7	-0.272501227240953	0.936371238113193
Arxes1	-0.834594855629397	0.605690863996148
Olfr1496	NA	NA
Omd	-0.243760547802028	0.714887747024395
Pdp2	-0.147914169173819	0.852694646875595
Fgfbp1	-0.510440586699523	0.866128446417043
