gene_name	Injured_STR_ort_1_day_post_injuryvsUninjured_STR_ort_1_day_post_injury_log2FoldChange	Injured_STR_ort_1_day_post_injuryvsUninjured_STR_ort_1_day_post_injury_padj
Usp32	-0.109208101766815	0.73004684470652
Car4	0.973044698642089	0.0125688777399449
Txnrd3	-0.0917308037303984	0.760207798086115
Fasl	-0.34689099763013	0.766151959026106
Zfp512b	0.0843091344183945	0.895703984170625
Dnajc5	0.0439345235733243	0.853732066416013
Tpd52l2	0.00409568777821094	1
Fmr1	0.0853093705327085	0.696327996650642
Bcl11a	-0.0868254374646851	0.862122986949613
Il4	-0.456723659353849	0.520896800506604
Pxmp4	-0.29172417460272	0.0446110125928698
Dlg3	0.0773157372230475	0.910001358595223
Gnb1l	0.933830092921227	0.0783328787995002
Dbh	0	NA
Mmp11	0.0735649840484083	0.950781622326344
Smarcb1	0.211357364069305	0.113219569301725
Vpreb3	-0.109757456862615	0.905405570782286
Hip1r	-0.0668433129337559	0.926947978607247
Nsun5	0.0257593555697359	0.979766717005988
Top1mt	0.0495527088925722	0.950590829681567
Hoxa10	-0.540942058195609	0.000201694566464473
Hoxa4	0.018609121683703	1
Gm38393	0.212649986845886	0.789429780939371
Mmp14	-0.0577308327142688	0.960328918165984
Slc7a7	0.283377060332053	0.210353399512172
Oxa1l	-0.0473137958028987	0.893123744833915
Heatr6	-0.210414790095398	0.633479875675284
Ccl3	0.695834395082682	0.127312433897364
Wfdc18	0.244567706277054	NA
Icam4	-0.301524402343091	0.585540688562789
Ilf2	0.0994497009118697	0.270528627019408
Chtop	-0.0201715907297426	0.948963330118215
Snapin	-0.111003996201216	0.611526125777562
S100a4	0.308502954518823	0.524323454015306
S100a3	-0.148014954272404	0.951383496245016
S100a5	0.114226113936399	NA
S100a6	0.128038949273406	0.697907353455665
Scn4a	-0.445542872711164	0.304005900294859
Icam2	-0.096477584301163	0.81414145816652
Mapk7	-0.0545086427357839	0.9436588496541
Epn2	-0.176935482312937	0.674638239904443
B9d1	0.527601902696096	0.269079904008449
Sec24b	0.291845415373436	0.193012712067217
N4bp3	0.167181269616236	0.714539354171182
Rmnd5b	-0.0740829544384582	0.827521832538807
Nhp2	0.457041530025928	0.00498459745673393
Vps9d1	-0.046555942683656	0.967774075794705
Zfp276	-0.175477396623469	0.51458018814923
C1ql4	-0.0607103620394894	NA
Mfsd10	-0.118739937816586	0.862781723033369
Luzp1	0.119715881332585	0.83635993464204
Slc13a2	-0.184094375059497	NA
Kctd10	0.117644814726944	0.319981495218788
Poldip2	-0.0206293895480118	0.970781961888108
Sebox	0	NA
Ift20	0.0755809714837189	0.796364950601504
Col6a1	-0.221057086399623	0.838359706771703
Pcbp3	0.296916271513	0.634946266391167
Lgals9	-0.0176322710040858	0.982088204955144
Araf	-0.0804604941646267	0.696585030984248
Cfp	0.276003859646458	0.0423042862739111
Timp1	2.11376040043311	7.2385983947858e-09
Uxt	0.156013438773562	0.626304104504661
Cnnm3	-0.202355366227674	0.598066631812802
Lman2l	-0.130058339659332	0.765417700114008
Mcm3ap	0.0430489393765119	0.944026528934783
Pcnt	0.0376330901278252	0.930078975809377
Ftcd	0.393002366980564	NA
Mxd1	-0.0877469099695826	0.821175178516782
Gmcl1	-0.0669408018425878	0.841402904272228
Snrnp27	0.0275230873190279	0.95755921391082
Oas1c	0.0198188295234235	1
Oas1h	-0.0236608206519934	NA
Ocrl	0.0431132361478542	0.929190933291737
Calm1	0.0600758723115253	0.873795850793819
Agpat3	-0.0499363407076215	0.913262411867315
Slc26a3	0.327408665464214	0.80521320573558
Sema6b	0.358899145526389	0.392722288416134
Uhrf1	0.109697917525008	0.735768153756694
Dpp9	0.0389007232894883	0.885358085124695
Ramp2	-0.466148859111842	0.0498585822387086
Lsr	0.678368498075974	0.0407354180207348
Gramd1a	-0.0092530779885319	1
Hpn	-0.434838679361496	0.421910600949316
Gabrg1	-0.751005941450976	NA
Ckb	-0.0204161540189443	0.983123966703465
Sp1	0.00440473035380941	0.988069236729763
Itgb7	0.0658547658484859	0.940107883183633
Myg1	0.240363706080545	0.190095391489651
Rarg	-0.269218913120921	0.11251963286351
Pfdn5	-0.0411425067344088	0.871904412539946
Efnb2	-0.532699192027202	0.00223954738879609
Rrp15	0.300027780656231	0.0129714817080275
Rnd2	-0.507881855390086	0.0469174596838844
Srr	-0.18078771148667	0.648144153005436
Sync	0.0384352552292764	0.986580205006415
Fndc5	-0.206061732252175	0.749782492874021
Acp5	-0.0286159512070244	0.98417923915656
Cnn1	-0.0967765628437447	0.962058271952581
Fbxo9	-0.1043270327959	0.768734598732818
Vps50	-0.0692152899793132	0.901081971365459
Hars	0.158577005553167	0.0632773449444802
Zmat2	-0.0313803448485728	0.909925722498749
Ube2c	-0.170820144117794	0.52947575291839
Smg5	-0.0560013199082967	0.857140396512156
Cct3	0.34659289988347	3.37591790177134e-05
Glmp	-0.0316428590981993	0.967258904782702
Mef2d	0.0263550360030827	0.981881064012503
Tmem79	0.328505177696178	0.7129652030368
Snd1	0.248277794993026	0.41110231502191
Col18a1	0.35466677725057	0.636301432861745
Slc19a1	0.0863030285701377	0.899259088948681
Kpnb1	0.180251678658348	0.408529997701962
Npepps	-0.00761207614825564	0.99118221065744
Tbx21	-0.232518861435629	0.857140396512156
Mrpl10	-0.0346379411189225	0.948963330118215
Cyp51	0.49653169530774	0.11251963286351
Tcf25	0.0849434733124917	0.449503753142184
Tubb6	0.992660028025603	8.92501633946283e-05
Def8	-0.0929103100009907	0.742459979753943
Meox1	-0.23497103204369	0.65421344475541
Sost	-0.526037548231403	0.132531810870387
Nkx2-1	0.248573061745601	NA
Pax9	-0.0544209797618102	0.970169136592192
Irx2	0.15220509894045	0.957483306232943
Col1a1	-0.0481081034118574	0.960582806269276
Itga3	0.0854872725551339	0.960328918165984
Sgca	-0.736986665751566	0.0254125327808164
Dlx3	-0.423003289820414	0.0774742138514545
Foxm1	0.163529018399164	0.709990058429303
Itfg2	0.245749166685082	0.466292384957189
Nrip2	-0.50363574790867	0.0463640106504195
Tulp3	0.0979913672707467	0.835949289984856
Gtf2h4	0.257702527495084	0.464034826977481
Tubb5	0.277231176640362	0.0307859069601896
Ell2	0.0294300775080301	0.970409337021268
Jup	0.420824477898111	0.0175070197667109
Fkbp10	0.213923112078608	0.687021954441118
Klhl10	-0.585909121303121	0.682352441921856
Mnx1	NA	NA
Nom1	0.217828225517933	0.444127540946945
Ergic1	0.147503929332692	0.604812351457085
Tnk1	0.674100087865198	0.400345425849408
Acap1	-0.074041379493514	0.852894781238817
Tcea3	-0.749051165153753	0.0105071382004972
Csn3	-0.0588090317720415	NA
Ifrd1	0.168835858357887	0.268618351728877
Stk38l	0.0113370622628404	1
Brpf1	0.122618001184182	0.488336947623878
Akr1b3	-0.132389299503137	0.768578247353876
Hoxc13	0.0794625713393187	NA
Hoxc11	0.0876921058320884	0.939158335758532
Hoxc8	-0.281093876551091	0.333349237401821
Hoxc6	-0.237384206878959	0.538765303564816
Gstt1	-0.215748696788544	0.571597189138991
Gstt3	-0.256673477346894	0.61525171026585
Ddt	-0.149717320350734	0.69204618552689
Tat	-0.00765692179884328	NA
Marveld3	-0.300669655083006	NA
Ddx18	0.285011040253729	0.155251396149083
Ubl3	-0.058663367977091	0.863482448882418
Gramd3	-0.0348313621057228	0.940892430467474
Eef1e1	0.302421564396027	0.204639374863536
Akt1	0.151173626959598	0.371401344998013
Cldn15	-0.347192000287749	0.249204288181296
Il16	-0.132255421053158	0.506011254093904
Tcirg1	0.0121330511527708	0.993065097818669
Naglu	-0.193573837528239	0.606286451562578
Coasy	0.103797584643867	0.765417700114008
Smo	0.0614840757307894	0.888481684123933
Tspan33	-0.0770615884110756	0.930748825428819
Crnkl1	-0.125336741444462	0.746127827675482
Rin2	-0.149564022095428	0.78079691122184
Folh1	-0.0763815808219342	0.986156117186469
Chordc1	0.0420466609949497	0.950590829681567
Rtcb	0.103761728478676	0.178959157306391
Pwp1	0.0934486167957698	0.686280549156658
Fbxo7	0.0791707657408537	0.875855491999779
Capns1	0.122460280320138	0.20238568566498
Lrp3	-0.276634035677293	0.59343948766935
Dsg4	0	NA
Evx2	-0.695138235008095	NA
Hoxd13	-0.517539314806678	NA
Hoxd12	NA	NA
Folr1	-1.07408239888402	0.170268600130662
Clpb	0.0561726156403008	0.940104945647258
Sept7	0.0290482906242651	0.823577164861785
Zdhhc4	0.0396151107714074	0.924223181318683
Rac1	-0.0142479914013173	0.94109784261584
Nup214	0.0256491694120439	1
Aif1l	-0.0633054832973121	0.995715767057988
Cpa3	-0.136433679198159	0.816413043621332
Ltbp1	-0.00351491556753094	1
Ugp2	-0.227168647616599	0.600559039524904
Kcnh6	0	NA
Trmt1	0.163418805052805	0.661897062309208
Nacc1	0.102916553694676	0.429085562061935
Nfix	-0.451993213836662	0.00276675328544936
Slc1a5	-0.213578001165801	0.455881099102679
Uba1	0.0788002475586486	0.488262063843017
Vwf	-0.238709223187746	0.265280016222913
Siae	-0.109092826844263	0.689715454609531
Vsig2	0.339986112200982	0.417049801876709
Esam	0.127870599300136	0.817689435376838
Spa17	-0.41140344878961	0.189439133818788
Fam50a	-0.0317482116082961	0.888169386718787
Emd	-4.2948020758938e-05	1
Taco1	-0.331772218756119	0.247100999103547
Grik3	-0.129750710936799	0.885358085124695
Gria3	-0.0613335369059114	0.875832975230055
Npas1	-0.797485566737879	0.401109357325328
Sipa1l2	0.330297128171813	0.00498459745673393
Ap4e1	0.238695758740301	0.28449664497955
Blvra	0.119433499928102	0.59654964893202
Pdzd4	0.183148775711018	0.598236938315068
Srpk3	-0.393076889614077	0.24290961454208
Idh3g	-0.117745990264729	0.683094782417933
Pnck	-0.852389446152103	0.0542317786366975
Ssr4	0.286494701671192	0.0129081466364618
Bcap31	0.0998252799070033	0.385648769030282
Fam98a	0.246178666904794	0.0396749530731817
Ltbp2	0.861019776366773	0.0307859069601896
Kmt2a	-0.0186996093116751	0.969270618712809
Ift46	-0.0968910110285004	0.753587566686277
Tmem25	-0.521085158580791	0.462111925615125
Cd3g	0.0391147941612555	1
Trappc6a	-0.0551461303884592	0.980020913224706
Supt6	0.127382160144061	0.0608894448425718
Spag5	0.12921172556352	0.784008674970734
Foxn1	-0.763584339849314	NA
Unc119	-0.0544773554250616	0.910323926992092
Rab34	0.0879606711160753	0.92684666102011
Sdf2	-0.0175303675052565	0.973960098732153
Ccne1	0.229697050720964	0.586324611124987
Hsf2bp	0.452542608776218	0.803616521924892
Bbc3	-0.304971285772994	0.613440120476723
Mybpc3	0.497296712550872	0.611526125777562
Psmc3	0.0295004293035966	0.962058271952581
Acp2	-0.00762615736945804	0.993065097818669
Rapsn	-0.190962539053545	0.785631567918182
Slc39a13	0.105767104852493	0.823577164861785
Celf2	-0.0247583185204168	0.932335982436914
Nr1h3	-0.00434419307383232	1
Ddb2	-0.0236236987800187	0.972859307534133
Spi1	-0.0307315707792555	0.973210289417923
Sf3a1	0.164285256019006	0.189441889020153
Stat6	-0.0767829826257656	0.678108383717641
Clgn	-0.201446508095924	0.872378012744667
Napsa	0.0210263586689389	0.977688290705561
Vrk3	0.0412907125689496	0.90622335489554
Smg9	0.0646493940385078	0.874606250120121
Paxip1	0.104546840437532	0.826322969728813
Rmnd5a	-0.244994871422531	0.136759955256528
Mov10	-0.00396054979840824	1
Ppm1j	-0.155632168510867	0.867390714286328
Rhoc	0.233692177817457	0.518271258066208
Prr27	NA	NA
Tead3	0.0825368317665158	0.924493827905472
Ppard	0.0030674657892136	1
Def6	-0.160681697445014	0.633872408577992
Peg3	-0.153047741275406	0.774335415071452
Zim1	-0.0988463569932227	0.944605669475964
Metrn	-0.0873152679918448	0.910323926992092
Lmf1	0.0778025106846044	0.928651242966847
Narfl	-0.295803900588792	0.656344093017597
Angptl4	1.52593797988272	5.82521923200508e-07
Dbf4	-0.0010865540298011	1
Daxx	-0.00250336542050831	1
Cd320	-0.0703872757627917	0.944026528934783
Ipo4	0.356594310143832	0.365186518356299
Tm9sf1	0.080713175767597	0.859730513589726
Rec8	0.286668601871475	0.811644508316769
Irf9	0.122273375042514	0.887677463388556
Gmpr2	-0.0282034209025268	0.995715767057988
Mdp1	0.0177566005752646	0.971867627587681
Dhrs1	-0.0583302980729591	0.898330773302513
Ncan	-0.31853927328858	0.830048060027018
Tmem161a	0.039605761285926	0.931441321494393
Armc6	-0.020837095017307	0.996756157724158
Borcs8	0.129910078151895	0.524740193458736
Slc25a42	-0.203018342869865	0.447747711329497
Snx9	0.105554821364274	0.664609584758143
Ranbp3	0.0750153527160672	0.794009115718478
Ndufa11	-0.0697497655214529	0.91658930611368
Bmp8b	-0.0156014137274393	0.992840625880381
Nr2f6	0.188722166179881	0.840804675731344
Use1	-0.0340864590922039	0.924884192977733
Ocel1	0.269451194141059	0.480887009191966
Dyrk1b	-0.358099698293011	0.218102066385977
Braf	0.0882664221504885	0.705256051781475
Ndufb2	-0.239479159575027	0.489523188399217
Hltf	0.0533484810880553	0.883371470543636
Prpf6	0.0505703805634184	0.822579592968442
Rgs19	0.0733563953005134	0.879279219391305
Rgs20	0.1276539934055	0.948616770090533
Abhd3	-0.125014477946928	0.923918005954708
Snrpd1	0.112725987214348	0.629814761635897
Tchp	0.153823867205007	0.789429780939371
Tiam1	0.0123773501176667	0.993202342189066
Tsc2	0.00228102046872696	1
Rpl3l	-0.751393221246381	0.00476412838597155
Slc9a3r2	-0.382448600642804	0.0180473927978241
Puf60	0.136726318068022	0.524019300244939
Golga2	-0.103772888205134	0.719172906019344
Uck1	-0.0764015732352599	0.915787483833798
Scin	-0.198100210450922	0.581362548217793
Ikzf4	-0.11932015288703	0.950590829681567
Mien1	-0.0187646666928514	0.992010665930519
Pon1	-0.829480722321549	0.0880958846324223
Axl	-0.341475756349161	0.0339140886927333
Tgfb1	0.0418679817796263	0.923918005954708
Ccdc97	-0.149850195584361	0.464346998873228
Zfp40	0.238851693524009	0.71641515849294
Akap8l	-0.120112737106408	0.256296666732434
Shh	-0.00828217639603603	NA
Pdcd2l	-0.0252609494874249	0.962058271952581
Gtf2f1	0.127635047949581	0.218277820193084
Clpp	0.127712516186245	0.644584031378308
Alkbh7	-0.38248791959499	0.160974917578194
Pspn	0.782689314274605	NA
Dennd1c	-0.136994594704274	0.763510128034456
Med6	0.125546386336518	0.646318780012919
Prkd1	-0.224481007421026	0.682205958653782
Lcp2	0.0873244082854685	0.765417700114008
Cse1l	0.0850904478745801	0.841711343499336
Naa20	-0.0509620607666095	0.858439814548715
Prkra	0.0216418169008285	0.957022642717031
Fkbp7	-0.118577558964462	0.835949289984856
Plekha3	0.259613310671706	0.381185569500739
Ykt6	0.0885469596973537	0.565631838665154
Baz1b	0.0726738168138214	0.60559239587454
Pex6	-0.0854721270556865	0.833829709987902
Mrpl2	-0.032190108351153	0.946774854303492
Mea1	0.103250189413607	0.473851621018025
Gnmt	0.256454649359598	0.884500069741819
Grin2d	-0.018810495045139	0.992840625880381
Kdelr1	-0.0604093051588983	0.888169386718787
Tmem143	-0.225465176901815	0.710872262594744
Pdxk-ps	0.669588101075473	NA
Ggct	-0.115464632552017	0.828915729839801
Jag2	-0.256221949835347	0.645278836935428
Btbd6	0.110377175768899	0.875522999004226
Nudt14	-0.119489237678626	0.819536887445903
Epdr1	-0.466709379377705	0.00392654623618582
Flii	-0.0620929423780919	0.78066127055423
Top3a	0.17332949445279	0.633403611055202
Atg4d	-0.104971667793075	0.763510128034456
Qtrt1	-0.0127292191601812	1
Plin4	0.224101217758504	0.630869086440854
Hdgfl2	-0.0546465290300137	0.829440040602148
Chaf1a	0.0208875297461379	0.979564320960553
Adprh	-0.0442403188542853	0.912081223846009
Tmem39a	0.247832737830282	0.291713282658459
Timmdc1	-0.102136021378104	0.668892084514439
Pla1a	-1.64592588874392	1.12764635997794e-07
Mcm2	0.039125875229183	0.957483306232943
Tpra1	-0.146709091842802	0.789441556635979
Nab1	0.0877887352950028	0.806904629392142
Adgre5	0.0354396796646437	0.939222330055581
Il17ra	0.172132913838128	0.275187774926212
Lamb1	0.297670398611676	0.674638239904443
Kcnn1	0.234411023367519	0.819222937489712
Arrdc2	-0.217284924359067	0.706026685645682
Ppp1r17	0	NA
Cd36	0.0832169049298583	0.885858124968457
Map2k7	-0.119180484182244	0.750076622970274
Timm44	0.0732683106536911	0.842265317449592
Ap2a2	0.0763454614931164	0.530370622311947
Pnkp	-0.0972361609591592	0.767849918455013
Med25	-0.0420347059105564	0.962306720397782
Bcam	-0.532560701571491	0.0239951222001964
Clptm1	-0.020665452378873	0.997078735501643
Relb	0.190110650886461	0.475218575294549
Tomm40	0.330818413468967	0.227831236793103
Apoe	0.0577402731691556	0.925992997218162
Apoc2	1.67817982486689	0.000773414027524105
Hbp1	-0.0698485335105141	0.72539395543164
Prkar2b	-0.106074929101101	0.787914327053416
Cdkn1b	-0.235050661110343	0.0637547471804478
Klf4	-0.533024404738058	0.00199867813760415
Ap1m1	0.0294098831542737	0.950842145642219
Rab8a	-0.0556374384807693	0.843922258207189
Hmgn2	-0.0583512854827596	0.892486892335056
Fam32a	-0.0214685018853678	0.939158335758532
Elf3	-0.16916894619971	0.948142480686544
Cyp2c29	-0.00828555679348164	NA
Stard3nl	0.151228962090788	0.601413717326632
Stk11	-0.138568161568171	0.43701093830637
Efna2	-0.327657195756339	0.67260646973533
Atp5d	-0.285547280783675	0.281408607948422
Ppp5c	0.0789343359168161	0.813019309400492
Cdk12	0.110267419811737	0.667038684387571
Lipe	-0.241292162942788	0.49372934430301
Pafah1b2	0.250664966506756	0.200876039455647
Tbc1d8	-0.0964579759348528	0.863482448882418
Cnot11	0.129384972538671	0.69204618552689
Slc2a3	-0.040174073225716	0.951305403595181
Foxj2	-0.0502570050012781	0.835949289984856
Sri	-0.119001888839112	0.570886327075809
Dgcr2	-0.116991116345621	0.674003513382984
Irf3	-0.236114591443282	0.293180316231825
Bcl2l12	-0.0239573294249266	0.990627682542885
Zfp959	-0.131650913470529	0.772713359709414
Mpnd	0.00743823794985047	1
Sh3gl1	0.0781019854627844	0.864450507001846
Ebi3	-0.146690502187269	0.71574713952936
Yju2	0.134966954510037	0.569824484647676
Ranbp2	0.136912072110866	0.18033601784639
Edar	-0.32548996389036	0.756477078977289
Grk5	0.155750652469888	0.363987322118815
Dvl3	-0.0702832355300154	0.757513563752153
Abcf3	0.174604788414677	0.641357527308702
Eif2b5	0.0734328938444075	0.74441187203262
Cyth2	0.209448200964107	0.388597307814563
Sult2b1	-0.038190477887235	0.989518690867095
Car11	-0.588413613632902	0.23576275809189
Dlgap1	-0.12159768678169	0.92388082667686
Plag1	0.433290668767184	0.596860161660246
Hck	0.0170033216936033	0.987381855789055
Mrpl4	0.0204625782371053	0.967774075794705
Keap1	-0.0458770581481509	0.831836910711361
Ap1m2	0.85560615739589	0.348427419802502
Glg1	0.128498621707234	0.524715087367325
Atp8b3	-0.811490240764532	0.551884729027208
Btbd2	-0.231418037347267	0.346334807926672
Csnk1g2	-0.091176798150139	0.704321267873062
Abhd17a	-0.223076778367684	0.706026685645682
Mob3a	-0.0126953664672482	1
Cacnb3	0.0101116644183991	0.997078735501643
Ccdc65	0.301540119076427	0.81766437093018
Fkbp11	0.773489671698216	0.00667746187402648
Ddx23	-0.132346861449788	0.521365240929159
Pld3	-0.101524032354464	0.812590681444447
Grik5	-0.586716800797222	0.33150066562996
Cd79a	-0.194920636214812	0.761539907257285
Rabac1	-0.170244385858055	0.550397293398007
Etv3	0.0863797996568182	0.639867439354444
Prkcsh	0.185440752343328	0.156154163873807
Elavl3	0.307960210203002	0.78245629027106
Rab3b	-0.322966705598741	0.881698036945493
St8sia6	-0.117856967009855	0.821175178516782
Fcgrt	-0.260129768531235	0.0124104665807476
Nosip	0.215873971249109	0.339217480598325
Pih1d1	0.0194155635202296	0.962486976034169
Rps11	0.11917173232786	0.118704844120062
Supt5	0.0436476737478983	0.866503974939572
Dll3	0.616932240784418	0.653562206540863
Paf1	0.00640295380371734	1
Timm50	-0.363217328143218	0.446240885083745
Med29	0.182698362916289	0.567487185652318
Bicd1	-0.289955749787331	0.514663462959191
Ncstn	0.018521371713349	0.963086411578226
Pex19	-0.125427191544331	0.757513563752153
Phyhip	-0.0538121833417477	0.989518690867095
Crhr2	-0.369617380955924	0.613888602737894
Inmt	-0.857278870581146	0.253967992042894
Cyp4f18	0.275234639621244	0.424145856891877
Impdh1	0.0815848431143042	0.835626243487021
Psg18	NA	NA
Dusp3	-0.154778253594805	0.663050098512832
Prodh	0.0770931558537555	0.934796427672976
Ess2	0.1446628522167	0.509026693565955
Slc25a1	-0.0233303053131785	0.97150274962513
Dgcr6	-0.0819971759723654	0.851775954028418
Ddr1	0.00318339058009763	0.998960349081821
Ier3	0.711198558980951	0.0123639477641077
Fosb	-0.407313555388469	0.838497881694096
Klc4	-0.0441119038428002	0.916331427024316
Ercc1	0.649785068321595	0.0422718184422533
Cyp17a1	-0.0381568618619403	NA
As3mt	0.0886616507495117	0.827521832538807
Homer3	0.040533611416215	0.957483306232943
Crtc1	0.128197812861586	0.840270622066739
Rnf215	-0.164609005838083	0.512064631720548
Sec14l2	-0.145120221771248	0.717071392266507
Aven	0.072426195275654	0.884500069741819
Cp	-0.172675911677007	0.593032292544684
Crot	-0.130252562552137	0.447923404692547
Rps6ka1	-0.361882779308624	0.0908671751706041
Calb2	0.0729863978803211	NA
