gene_name	Injured_MRL_MpJ_1_week_post_injuryvsUninjured_MRL_MpJ_1_week_post_injury_log2FoldChange	Injured_MRL_MpJ_1_week_post_injuryvsUninjured_MRL_MpJ_1_week_post_injury_padj
Fbn2	0.19505564162511	1
Slc27a6	-0.0116475463840789	1
Isoc1	0.108667440204946	1
Dctn4	-0.0893920585719579	0.914255843487411
Rbm22	-0.00748515813305543	1
Rps14	0.0668865077165861	1
Cd74	0.138197988814558	1
Tcof1	0.0639960420465194	1
Tmx3	0.061866222192031	1
Camk2a	-0.393903503286089	0.806663513947547
Cdx1	0.00794479471904306	1
Pdgfrb	0.107666056731535	1
Csf1r	0.222390145819945	0.71726695716718
Hmgxb3	-0.000949658130850169	1
Gnaq	0.144763983286829	0.872699129075817
Psat1	0.207157210469037	0.919398584052047
Tle4	-0.0539409286027479	1
Cndp2	0.118166632855947	1
Timm21	-0.150394601195402	0.944799616559565
Cyb5a	-0.107207153387945	1
Cbln2	0.0695518249948399	1
Slc22a6	0.0126994687799393	1
Scgb1a1	-0.128050322280055	1
Asrgl1	-0.317458380874148	0.912071490781483
Anxa1	0.0228039226989437	1
Incenp	0.0660617426222717	1
Fth1	-0.109052286468419	0.928725553099905
Rab3il1	0.201924887897081	0.938172165601604
Fads3	0.267486616521049	0.77611419525165
Fads2	0.0301006308477716	1
Tmem138	0.18121649191461	1
Tmem216	0.133939527190428	1
Sdhaf2	-0.0485200677625593	1
Cd5	0.354854543570259	1
Cd6	0.276431045423834	1
Ms4a7	0.450996013091509	0.870964497116411
Ms4a1	-0.128634956965911	1
Ms4a4c	0.353934588792887	0.931884423745947
Ms4a6b	0.198500476097162	1
Ms4a4d	0.0374340312786827	1
Ms4a6d	0.348926943105732	0.989499521681738
Ms4a2	0.179115023164748	1
Ms4a3	0.132887025432256	1
Gif	-0.0145947442491351	1
Mrpl16	-0.137236368849826	0.881089138415516
Osbp	-0.124353393046789	0.656534660508944
Fam111a	0.0274697941686838	1
Keg1	0.00534649526383685	1
Zfp91	-0.110724978876301	0.990353251345428
Lpxn	0.338709934133015	0.906405180079779
Gna14	0.0657423331829332	1
Rfk	-0.150035277159896	1
Pcsk5	0.304357262020134	1
Ostf1	0.0331517670402136	1
Carnmt1	-0.317300496596966	0.757102159901481
Trpm6	0.376136922658406	1
1700025F22Rik	NA	NA
1700017D01Rik	0	1
Ms4a8a	0.143356458463016	1
Ms4a10	NA	NA
Ccdc86	0.0569300673717981	1
Zp1	0	1
Prpf19	-0.201180982255916	0.871941332754878
Tmem132a	0.0560881767468999	1
Slc15a3	-0.00843570423197373	1
Pga5	0	1
Ddb1	0.00205810420538268	1
Fen1	0.0911469341251451	1
Syt7	-0.188717339889359	1
Aldh1a7	-0.202569676107994	1
Tmc1	-0.303671584704317	1
Zfand5	-0.201828399451817	0.871941332754878
Tmem2	0.0341237855016791	1
Slc22a19	-0.698442658906302	0.965294263816459
Rtn3	0.088256017193107	0.950065181798285
Atl3	0.170914046135016	0.741899815317244
Gm16437	0.0672754618107513	1
Naa40	0.0970006175249943	1
Lipo3	0.001155441319663	1
Otub1	-0.194094690287685	0.72770842002229
Lipf	0	1
Cdc42bpg	0.392907373858408	0.785322895755147
Lipn	-0.649408459072845	0.989457419556016
Lipk	0	1
Ehd1	0.16958523900399	1
Atg2a	0.100975300580256	1
Ankrd22	-0.00312215481563887	1
Stambpl1	0.0995706549269722	1
Ppp2r5b	-0.0541084237813041	1
Fas	0.0759112085880227	1
Cdc37l1	-0.162244747183092	1
Lipa	0.100957489061474	1
Ak3	-0.137929234760273	1
Gpha2	0	1
Rcl1	0.121573807667395	1
Majin	0.0691307794033239	1
Snx15	0.164516573648278	1
Jak2	-0.0582757914182272	1
Sac3d1	0.266397001269407	1
Cdca5	0.029442552061173	1
Zfpl1	0.00979940381963728	1
Tnfrsf25	-0.126115244959347	1
Kif20b	0.0156765397222061	1
Vps51	-0.171366564319816	1
Htr7	-0.567501256528066	0.897904867655191
Tm7sf2	0.0877246746867093	1
Rpp30	-0.16854969035823	0.830577525138632
Ankrd1	0.0577547024314119	1
Pcgf5	-0.00509670108460812	1
Mlana	0.880856922278615	0.984391320555985
Syvn1	0.0764356214465645	1
Il33	0.360677316269564	1
Tnks2	-0.0565187946195134	1
Tjp2	0.0339895912829228	1
Trpd52l3	NA	NA
Frmd8	0.0147408749037516	1
Uhrf2	0.0480720046951769	1
Slc25a45	0.0881812448087182	1
Rad9a	-0.000809907105104098	1
Dpf2	-0.0395333664740705	1
Gldc	0.516300219062039	0.95700843002988
Mrpl21	-0.200680135095242	0.785322895755147
Rps6kb2	-0.0838721023234545	1
Ighmbp2	0.217980538593097	0.955799427657488
Pola2	0.0763306268979213	1
Coro1b	0.0955086611724576	1
Dmrt1	0.0402594796766464	1
Eif1ad	0.00954789335159453	1
Cabp4	-0.614214065639173	1
Chka	0.362968585644169	0.708356527907757
Banf1	-0.0738869313802206	1
Cst6	-0.306887861850752	1
Aip	0.0110273556883441	1
Pitpnm1	0.293483754620365	0.678256516599603
Sf3b2	0.0136990177965502	1
Pold4	0.130683609480977	1
Pacs1	0.0432703996344056	1
Cdk2ap2	0.23897184322827	0.873004364884988
Cabp2	0	1
Grk2	0.345468455387227	0.422688289087757
Klc2	-0.0730061424216089	1
Mbl2	-0.00681350387244887	1
Acy3	-0.0355386445267903	1
Pip5k1b	-0.0645580818772316	1
Dkk1	-0.168336816687535	1
Gm49405	0.326000562698868	0.836028073461273
Rab1b	0.0517436668298995	1
Doc2g	-0.360228615691877	1
Cnih2	-0.276991463059968	1
Yif1a	-0.0281930835505183	1
Cbwd1	-0.320586047126884	0.620875424886508
Rin1	0.395856207317987	1
Aldh3b1	0.0845469807855301	1
Asah2	-0.119507281231567	1
Rce1	-0.00142540780591834	1
Slc29a2	-0.223820014467054	1
Pcx	-0.158793713896288	1
Minpp1	0.02687923248293	1
Apba1	-4.13386956670842e-06	1
Papss2	-0.00667729049254286	1
Cpt1a	0.162783097890821	0.977872647392458
Peli3	-0.496664416701494	1
Mrpl11	-0.024531438973873	1
Lao1	-0.115115563080271	1
Tesmin	0.00654570432956866	1
Mus81	0.349564535082136	0.873004364884988
Gal	0.711346761808206	0.843219287009487
Ppp6r3	-0.0669392430302904	1
Efemp2	0.559013451329971	0.64301446064094
Ctsw	0.219688708263627	1
Fibp	0.287783136126504	0.778825032206036
Fosl1	0.0134174916446314	1
Lrp5	-0.00985670082753106	1
Drap1	-0.264775379647616	0.767183231226928
Smarca2	-0.00396276132918868	1
Ovol1	0.666471378789412	0.889534759054975
Vldlr	-0.313258332427641	0.814432944280863
Rnaseh2c	0.125329971440466	1
Kat5	0.000647547420866066	1
Rela	0.0583815010719215	1
Slc1a1	-0.0631493984642219	1
Kcnk7	-0.39337096840128	1
Ehbp1l1	-0.126207776167204	0.912071490781483
Fam89b	0.369002525506075	0.573330643170429
Ltbp3	0.295320002956489	0.870964497116411
Scyl1	-0.102208765072623	1
Capn1	0.00330896800069969	1
Smc5	0.0495879538512011	1
Arl2	-0.0452376636731115	1
Men1	-0.173398087396907	1
Map4k2	0.00409504761775988	1
Sf1	-0.00574956244964187	1
Rps6ka4	0.217814441106863	0.856652333791506
Prdx5	0.0762622241769292	1
Esrra	-0.10407697012878	1
Kcnk4	-0.0598915706535371	1
Gpr137	0.104188681456723	1
Bad	-0.022580237211303	1
Plcb3	0.0775938006956368	1
Vegfb	-0.214285379459489	1
Dnajc4	-0.0548107020674706	1
Fermt3	0.146339759523369	1
Stip1	-0.190218284527587	0.481709660162242
Rcor2	-0.142473638495795	1
Mark2	0.0277594332946441	1
Spindoc	0.182137345129249	1
Lgals12	-0.307836489980661	1
Hrasls5	-0.210942374137982	1
Smc3	-0.00539523189095997	1
Pdcd4	-0.0060113399789478	1
Shoc2	-0.0954959283900003	0.965747175968066
Gpam	-0.295842719663029	0.897904867655191
Tectb	0.321390602473259	1
Acsl5	-0.0438627304629726	1
Zdhhc6	-0.144261624511238	1
Vti1a	0.0359950564334544	1
Tcf7l2	-0.0540451784408712	1
Hhex	-0.0278172614637633	1
Cyp26a1	-0.0100416051885026	1
Cep55	0.0842759520571728	1
Rbp4	0.180413017826063	1
Eif3a	-0.0213058934436288	1
Pde6c	0	1
Fam45a	0.0383755688389955	1
Prdx3	-0.190317194118009	0.871131822648486
Plce1	0.0160532952826699	1
Noc3l	-0.0231375321377987	1
Hells	0.212903002407232	0.968282840883588
Cyp2c55	0	1
Cyp2c39	0	NA
Cyp2c40	0	NA
Sorbs1	-0.232851465028495	0.967921333618624
Aldh18a1	0.0885971789813675	1
Tctn3	0.352507677196512	0.881818609359074
Ccnj	-0.0630193600125747	1
Tll2	0.236978070139171	1
Dntt	-0.0359308172032897	1
Tm9sf3	0.0499650577995147	1
Pik3ap1	0.0902715200917094	1
Lcor	-0.0510503003673169	1
Slit1	0.229575556950094	1
Smndc1	-0.0256551587905233	1
Mxi1	-0.0529390022915367	1
Add3	0.0592648965019282	1
Xpnpep1	-0.0784083709443175	1
Trim8	0.0930976431626823	1
Arl3	-0.237668269567654	0.783121179640118
Sfxn2	0.0749592952933169	1
Maoa	-0.0888108759514437	1
Efhc2	-0.13804736825049	1
Fundc1	-0.18070146391812	0.906405180079779
Nt5c2	0.0247517805028043	1
Dusp21	NA	NA
Msr1	0.320065170333413	1
Pdcd11	-0.0635402065367386	1
Taf5	-0.0516898795820283	1
Pcgf6	-0.0332235559220916	1
Samt4	NA	NA
Nr0b1	NA	NA
5430427O19Rik	-0.0241740830401174	1
Gk	0.0279256302964811	1
Slk	0.027930651613568	1
Col17a1	-0.204528315319825	1
Sfr1	-0.0163989482903855	1
Gsto1	0.00842663033213947	1
Gsto2	-0.262753510612592	1
Habp2	-0.321515682934671	0.872419752200936
Casp7	-0.00690986534264366	1
Dclre1a	-0.0132976147921134	1
Nhlrc2	0.109845735378401	1
Tdrd1	-0.0269190427130433	1
Vwa2	0	1
Afap1l2	0.0662900214124548	1
Ablim1	0.042663319224423	1
Trub1	0.0601118059272966	1
Gfra1	0.0368952872791932	1
Ccdc172	NA	NA
Pnliprp2	0	NA
Hspa12a	0.0993417015442602	1
Slc18a2	0.265728833150143	0.863234503050365
3110040N11Rik	0.0699604311120462	1
Btbd1	-0.226356891919495	0.733255296424402
Hdgfl3	0.0276225697565242	1
Bnc1	0	1
Gcgr	0.610664874057209	0.991312064558155
Bhlhe22	-0.0824774832983712	1
Ppp1r27	-0.453499085062517	0.88341589083471
P4hb	0.0531448120860451	1
Arhgdia	0.0331245485899684	1
Ints4	-0.0213961380948505	1
Alyref	-0.0237200355492715	1
Anapc11	0.0514801513936898	1
Pcyt2	-0.267991465828348	0.653735103665242
Sirt7	0.182957485101511	0.868303833357325
Tollip	0.010136122388467	1
Pycr1	0.208157657369146	1
Myadml2	-0.366449349764795	0.916925253015361
Aspscr1	-0.0113172695726415	1
Cenpx	0.0665710671115905	1
Lrrc45	0.0860451127181944	1
Mob2	0.0127732318435936	1
Cbr2	-0.183560516688785	1
Maged1	0.188847011823334	1
Fasn	0.0208438751699594	1
Arhgap19	0.0805636897491382	1
Dus1l	0.0548107079442292	1
Gps1	0.0959450630251297	1
Zdhhc16	0.0718670415911502	1
Rfng	-0.134630135210771	1
Mms19	0.00340226844865727	1
Slc16a3	-0.197377694128987	1
Csnk1d	-0.217307948129709	0.56573114964838
Cd7	0.17477447616458	1
Sectm1a	0.398929541447079	1
Ogfod3	-0.112516441031305	1
Rab40b	-0.370016186338496	0.885790086039765
Ubtd1	0.0762486613389857	1
Ankrd2	-0.187945742131796	1
Wdr45b	0.0061332064618726	1
Fn3k	-0.0146921381011451	1
Hoga1	-0.194299571668328	1
Pi4k2a	-0.0800206446417429	1
R3hcc1l	-0.00822766482172163	1
Loxl4	0.0945094196193988	1
Hps1	0.379900435783947	0.800009670499076
Cnnm1	0.0976195363914154	1
Got1	-0.28898720176243	0.924677641119925
Entpd7	0.229114943672352	1
Cutc	-0.150412869179794	1
Abcc2	0.0680954397763521	1
Dnmbp	-0.0735769784148614	1
Cpn1	0.446800689874511	1
Cyp2c23	-0.266426134926337	1
Erlin1	-0.0750390114390062	1
Chuk	0.129252951056196	0.907150320993291
Cwf19l1	0.0557846615686354	1
Bloc1s2-ps	0.258479142567542	1
Scd3	0.424860404313789	1
Scd2	0.119917223054511	1
Ndufb8	-0.243239478514185	0.801581199443076
Sema4g	0.654592153337635	0.656534660508944
Mrpl43	-0.0317601329178415	1
Twnk	-0.132373742595779	1
Sfxn3	0.183984413981134	0.98462682120283
Kazald1	0.0117578718828549	1
Tlx1	1.01610376521814	0.719373174033897
Lbx1	-0.225166501988387	1
Btrc	-0.103429263237638	1
Poll	0.0522955501996309	1
Fgf8	0	1
Mgea5	0.0512574875705524	1
Kcnip2	0.524639214302048	1
Ldb1	0.0243391587463634	1
Gbf1	0.171842070212745	1
Nfkb2	0.135661038396688	1
Fbxl15	0.584628976801472	0.907577829416152
Mfsd13a	0.174508809039327	1
Actr1a	0.0122842672963152	1
Pitx3	-0.457507759686953	1
Sufu	0.0734890588050903	1
Hexa	0.142577338544685	0.791930510244288
Arih1	-0.208507790411584	0.754247748023542
Bbs4	-0.327102080184655	0.871125526951561
Adpgk	0.0376384530712801	1
Parp6	-0.195178094490103	0.897904867655191
Limd1	-0.0404952379301579	1
Sacm1l	-0.147475119086748	0.955799427657488
Fyco1	-0.218954062717505	0.914064983810571
Slc6a20b	-0.0644008045907905	1
Lztfl1	-0.156386300901635	1
Tbl1x	0.0624218418287231	1
Zfhx4	0.082876657446226	1
Ribc1	0.536953231055386	0.993107768423019
Hsd17b10	-0.149556491618206	0.741899815317244
Huwe1	0.0646968211912177	1
Fam120c	-0.117146553595579	1
Tsr2	-0.0302873356476476	1
Fgd1	0.231934488000798	1
Gnl3l	0.1357577648135	1
Maged2	0.160492970602785	1
Apex2	0.139296440300393	1
Alas2	0.0785588918343495	1
Pfkfb1	-0.339032942664339	0.897904867655191
Tro	-0.452999779820177	1
Abhd6	-0.143072904653388	1
Flnb	0.0624759510238322	1
Dnase1l3	0.0988380034597596	1
Polr3a	0.10140126148389	1
Sat1	0.0351163151341383	1
Acot9	0.029944033222341	1
4933436I01Rik	NA	NA
Prdx4	0.121384853448325	1
Rps24	-0.0625974433776541	1
Ptprj	0.112708728369199	0.981236911013885
Banp	0.127576241172949	1
Car5a	0.500455162464148	1
Jph3	-0.017442906775694	1
Itgb8	0.0885994963258655	1
Sp4	0.101849261512323	1
Atp10a	0.128193517904905	1
Ube3a	-0.0850203102337083	1
Padi3	-0.0893914267453554	1
Padi1	-0.249304772346288	1
Padi4	-0.0187327750770193	1
Kdm5c	-0.061833089032087	1
Gpr143	-0.037134400909478	1
Sbds	0.0647343476725833	1
Rabgef1	-0.25203441353004	0.766410743224093
Mettl7b	0.352256373790012	1
Itga7	-0.205492294603632	1
Rdh5	-0.214273978744192	0.937521336216396
Cd63	0.153908636842182	0.941242872234988
Gdf11	-0.267464306331436	0.646105657835182
Ormdl2	0.0515420871521953	1
Dnajc14	0.055537138320122	1
Mmp19	0.658255321333944	0.636628248957722
Dgka	-0.0199250428983909	1
Cdk2	0.142632984148212	0.897904867655191
Pmel	-0.239531242164434	1
Rps26	0.0509636372361396	1
Pa2g4	0.0685065141426818	1
Esyt1	0.138819089009497	0.729158038572529
Smarcc2	0.0818498257718803	0.950778402596321
Cdh9	-0.231215712444499	1
Chmp6	0.160191997772101	1
Baiap2	0.162493378352584	1
Rnf41	-0.104307268666126	1
Nabp2	-0.109481379071735	0.967473972833133
Aatk	0.26153568934798	1
Tepsin	0.139087758407125	1
Fscn2	0.757686423857871	0.934031162936843
Cnpy2	0.027682121875442	1
Il23a	-0.418873780646799	1
Faap100	0.0107038149849474	1
Pde6g	-0.172001246748298	1
Mip	0.130548272449253	1
Atp5b	-0.0248767319514656	1
Prim1	0.0146251994477126	1
Hsd17b6	0	NA
Tac2	-0.182812322117085	1
Myo1a	0.158701617846921	1
Nab2	0.284952655649065	0.940263458142423
Shmt2	0.186497416521639	0.976047727593783
R3hdm2	-0.282585413273657	0.785322895755147
Inhbc	0	1
Gli1	-0.252410181653115	1
Ddit3	-0.0692878420074115	1
Mbd6	0.0348697946640874	1
Dctn2	-0.0512301196577828	1
Ttc4	0.195653870961649	0.753134814174374
Pip4k2c	-0.0106872683838532	1
Bsnd	0	1
Katnal2	0.0439613946017584	1
Hdhd2	0.0580154899035554	1
Agap2	0.232587131974232	1
Pias2	-0.243046712066288	0.565661507894919
St8sia5	-0.461078562058596	0.778725980500233
Rnf165	-0.706491882379216	0.896324086382079
Atp5a1	-0.22902153846644	0.873004364884988
Pstpip2	-0.163541964225734	0.871125526951561
Crisp1	0	NA
Avil	-0.430852850040052	0.897904867655191
Crisp3	0	1
Atp23	-0.167469912175725	1
Usp33	-0.00823748238338215	1
Clns1a	-0.214057741983034	0.581497075725173
Paip1	-0.145753428728628	0.980383883925771
Nnt	-0.150297052159622	1
Cd163l1	-0.0103688668190547	1
Paox	0.159791542210251	1
Echs1	-0.189895917158326	0.889534759054975
Fuom	-0.0560241633579317	1
Prap1	0	1
Caly	0.441647235219492	1
Msx3	0	1
Zfp511	0.345043751112439	0.754247748023542
Adam8	0.00875016417781317	1
Tubgcp2	0.0596820677229292	1
Adgra1	0.33871415324295	1
Inpp5a	-0.293897023313705	0.868303833357325
Dpysl4	0.188389652629037	1
Cyp2e1	-0.300761256990015	1
Syce1	0.0322137205411323	1
Urah	0	1
Odf3	0.00846035819542872	1
Bet1l	0.0262933015829283	1
Ric8a	0.136014498711788	1
Sirt3	-0.221447840760163	0.907150320993291
Psmd13	-0.0925853195239732	0.950953044887828
Cox8b	-0.553488564811938	0.575553258168841
Ifitm5	0.240046680478418	1
Ifitm1	-0.0344818425292407	1
Ifitm3	0.104203080059244	1
Sigirr	0.0600021582275801	1
Ptdss2	0.0511402288630863	1
Drd4	0.28351308779582	1
Cdhr5	0.13728964132243	1
Irf7	0.135008739314875	1
Hras	0.00446572667706087	1
Lmntd2	-0.304574710066393	1
Taldo1	0.0461758859267888	1
Eps8l2	0.43069967485156	0.792585231128049
Tmem80	0.00481138976479016	1
Pidd1	0.124106044267955	1
Rplp2	0.0720223009355951	1
Pnpla2	-0.239233227136641	0.881089138415516
Cd151	-0.0861696451608634	1
Tspan4	0.593537388043329	0.18027288196259
Chid1	0.0946635882702248	1
Muc2	-0.0932313816675137	1
Tktl2	0	NA
Tmem192	0.121579743991239	1
Apool	-0.265092403768883	0.851990008352065
Satl1	-0.107511610603031	1
2010106E10Rik	-0.060047501871852	1
Zfp711	0.331447777357098	1
Chm	-0.250808687760632	1
Crcp	-0.207237256237012	0.778725980500233
Asl	0.125060062006779	1
Gusb	0.121172211730944	1
Phkg1	-0.404555863459109	0.71726695716718
Sumf2	-0.0834284964679896	1
Tm9sf2	0.00936935806345047	1
Clybl	-0.268493173078789	0.875393819669983
Fgf14	0.308079231258215	1
Farp1	0.162909257665122	1
Slc15a1	-0.39732108234824	1
Dock9	-0.0698715188663055	1
Tnrc6c	0.168137278222487	0.628853281046543
Tmc6	0.0583536689719583	1
6030468B19Rik	0.498575634837033	0.835182524656861
Tk1	0.145769260138533	1
Cant1	0.0397980420449986	1
Rbfox3	0.229713378061536	1
Cbx2	0.0627329886941967	1
Cbx8	0.692029956390966	0.677236530993698
Gaa	-0.178999776631616	1
Eif4a3	-0.0364929861599029	1
Nptx1	-0.00629417625465255	1
Rptor	0.044089286456667	1
Pde8a	-0.0188556745275141	1
Cpeb1	-0.393685865254839	0.714512113716396
Nat1	-0.3626079108451	1
Tma16	0.0377446333052219	1
Dach2	0.233541686633625	1
Klhl4	0.0907817438249037	1
Zfp202	0.336321011520207	0.816418075271315
Copg2	0.374368864273337	0.987761266034247
Podxl	-0.178943410474454	0.895307685864218
Mkln1	-0.190812073748223	0.661124581737328
Map3k7cl	-0.0884327712730511	1
Bach1	-0.00261968471188578	1
Cct8	-0.133497399263517	0.778725980500233
Usp16	-0.15306402444962	1
Phf6	0.00945370535638189	1
Hprt	0.0361717613201861	1
Ccdc51	-0.00180327500584426	1
Atrip	0.178817719655412	1
Shisa5	0.117877675703579	1
Pfkfb4	0.106482054798645	1
Col7a1	-0.416727867953147	0.980742236647792
Uqcrc1	-0.280854863826698	0.783121179640118
Tmem89	0	NA
Arhgef9	-0.405886185258346	0.785322895755147
Cnksr2	-0.606078403993146	0.741899815317244
Rps6ka6	0.588197523785623	1
Tmem47	-0.172312407978911	1
Alox5	-0.0444972091167718	1
March8	-0.00861754592858839	1
Myo3a	0.000154711171821363	1
Wdr73	0.417369387043914	0.830577525138632
Nmb	-0.239995593766287	1
Sec11a	0.0826963374166858	1
Slc28a1	0.835587506448488	0.814432944280863
A930017K11Rik	0	1
Pigq	0.110414970979264	1
Rab40c	-0.292363691053732	0.906405180079779
Mettl26	0.0111431552072228	1
Mcrip2	-0.105758534345144	1
Rhot2	-0.118116687100564	1
Rhbdl1	0.0131747298489611	1
Jmjd8	-0.0221525659497071	1
Wdr24	0.0530708991938725	1
Fbxl16	0.101347917974796	1
Gng13	0.321375106764777	1
Prps2	0.113193565184624	1
Sdc3	0.116302220407249	1
Hadha	-0.207893685253849	0.830577525138632
Il6	0.372690680627815	1
Tyms	0.0489269239882455	1
Agbl1	-0.00166069827062328	1
Hspa4l	0.054491967523776	1
Plk4	0.0774147742512088	1
Mfsd8	-0.187159232283	1
Larp1b	-0.208655411607288	0.785322895755147
Jade1	-0.0363138552707478	1
D3Ertd751e	-0.200704150378728	1
Crisp4	0	NA
Crispld1	0.138376662129545	1
Gdap1	-0.468519598381648	0.851387610669864
Ly96	0.0476939263152322	1
Itih5	0.26311295238456	0.835182524656861
Atp5c1	-0.272362838008857	0.766410743224093
Taf3	-0.0921467671333078	1
4930412O13Rik	0	1
Clec3b	0.732031146210115	0.422589991933678
Exosc7	-0.0771659298157177	1
Zdhhc3	-0.0594802806323094	1
Tgm4	-0.0692921203827007	1
St8sia2	0.246937236707062	1
Slco3a1	-0.230206006673974	0.69985625241955
Pgm2	-0.449714097252293	0.684359826915789
Slc25a10	0.210622647703171	1
Hgs	-0.341119663216238	1
Rpl14	0.0403308484820038	1
Rassf3	-0.101210349546851	0.916636420403397
Ccr1	-0.0295921705852177	1
Ccdc7a	-0.800855439118718	0.897904867655191
Itgb1	0.050054656009832	1
Nrp1	0.0999587891078536	1
Pard3	-0.126949047367866	1
Homer2	-0.212654277910782	1
Dhtkd1	1.15797005689339	0.137822861778755
Sec61a2	-0.00033857036642244	1
Nudt5	0.0436090173562075	1
Zfp282	0.256321792607891	0.575553258168841
Pdia4	0.406209997779457	0.708356527907757
Iscu	-0.0367333851770331	1
Pramel6	0	1
Pramel7	0.456610746060858	1
Fam20c	-0.0598684775176954	1
Prkar1b	0.553514291129402	0.830577525138632
Pdgfa	-0.0192716653796352	1
Dnaaf5	0.169543391900039	1
Get4	-0.0468392138785967	1
Xiap	0.0815061214233911	1
Stag2	0.124612754210122	1
Cplx2	0.035252167442993	1
Higd2a	-0.27861077475114	0.65308350475745
Nop16	-0.00342323658623325	1
Arl10	-0.0915296720514104	1
4833439L19Rik	-0.0360265732271565	1
Thoc3	0.141089644616559	0.937521336216396
Faf2	0.312873083772123	0.549405057127289
Tspan17	0.205638236873219	1
Unc5a	-0.636736293447397	0.907653065807263
Hk3	0.019462438767344	1
Uimc1	-0.0982020904495513	1
Smad7	-0.0885075773272821	1
Myo5b	0.157839388297685	1
Casp12	-0.295742532632818	0.871941332754878
Casp1	0.00330004689836972	1
Snca	-0.0219695007087849	1
Gria4	0.0984848162160213	1
Kbtbd3	-0.091066923667727	1
Aasdhppt	-0.0927012487413947	1
Cwf19l2	-0.043362826452448	1
Alkbh8	-0.120120017480431	1
Rp1	-0.240392275159331	1
Sox17	0.0717836466206863	1
Lypla1	-0.192265905686315	0.764664922746382
Oprk1	0.113134758152666	1
Rb1cc1	-0.137883067166599	0.851990008352065
Sntg1	0.407411726595931	1
Adhfe1	-0.388793836031521	0.999896069756711
Mybl1	0.093522982756783	1
Sgk3	0.0289507840081971	1
Ppp1r42	-0.129831105048039	1
Cops5	-0.220803165491869	0.589399973052612
Stau2	-0.243091883173065	0.871651499844831
Rdh10	-0.115784886409351	1
Gm5045	0.575836301247149	1
Terf1	0.0709357156231064	1
Tfap2b	-0.44602256511147	1
Il17a	0	NA
Msc	0.0280236717513955	1
Paqr8	-0.0118183028466259	1
Eya1	-0.631842204855107	0.507230413375103
Tmem14a	-0.0604071227784479	1
Gsta3	0.222944862865014	1
Tram1	0.259838087442922	0.589399973052612
Gm4956	0	1
Lactb2	-0.128770392361504	1
Slco5a1	-0.26950373844796	0.965242755126203
Ube2w	-0.223063420624992	0.940600000968225
Tmem70	-0.141973785415213	1
Crygf	0	1
Pth2r	-0.447787541012939	1
Pikfyve	0.162392189998192	0.814432944280863
Idh1	0.0609117563833742	1
Crygc	NA	NA
Akr1cl	0.396372535059794	1
Mettl21a	0.158418343611707	1
Creb1	0.106924330129811	1
Klf7	0.238742922463127	0.155599335572382
4933402D24Rik	0.0782714781839926	1
Fastkd2	-0.0578724046809434	1
Mdh1b	-0.00666980290073627	1
Adam23	0.317196969634316	1
Eef1b2	-0.0101261738351652	1
Ndufs1	-0.309912982469117	0.644089018184254
Nrp2	0.0409236961473733	1
Maip1	-0.18048498710657	0.785322895755147
Boll	-0.151391550616886	1
Rftn2	0.138646252577255	1
Mob4	-0.197689368868309	0.699602942444055
Hspd1	-0.145438665156089	0.741899815317244
Coq10b	-0.0485751806347068	1
Sf3b1	-0.021938445029085	1
Ccdc150	0.10610333880143	1
Slc39a10	-0.0442984575684301	1
Cps1	0	1
Slc40a1	-0.124371263744753	1
Wdr75	-0.281316286368242	0.690809976679077
Ikzf2	0.00917849873370821	1
Lancl1	-0.0750241620906852	1
Acadl	-0.273132870192206	0.783121179640118
Kansl1l	-0.164462946884572	0.856652333791506
Rpe	-0.0221001724950077	1
Icos	0.14061991615222	1
Ctla4	-0.397988560437157	1
Cd28	-0.22602374380242	1
Raph1	0.141531696692407	0.978381681243638
Carf	-0.00517793661966641	1
Ica1l	0.273576824035546	1
Wdr12	-0.107410624722585	1
Nop58	0.0850457072151528	1
Sumo1	-0.0290045890031217	1
Cdk15	-0.0234822876259829	1
Als2	0.074956666723396	1
Stradb	-0.112194982272684	1
Trak2	-0.0185773930801096	1
Casp8	0.00648160468394627	1
Cflar	0.0822187566237484	1
Ndufb3	-0.0598850435912518	1
Clk1	-0.0242770213230183	1
Ppil3	0.0483199895660232	1
Nif3l1	0.303862174754004	0.875393819669983
Orc2	0.21067760492947	1
Sgo2a	0.0727439329221504	1
Col5a2	0.357292983383274	0.907653065807263
Col3a1	0.703974162437671	0.787464030444293
Kdelc1	0.0909181417652848	1
Ercc5	-0.0235947509304203	1
Tex30	-0.398872118562322	0.783121179640118
1500015O10Rik	0.0903067524377606	1
Khdrbs2	-0.194818502265349	1
Slc9a2	-0.365515187520425	0.85314312104066
Pih1d3	NA	NA
Ptp4a1	-0.0658157494038764	1
Slc9a4	0.358744465362691	1
Il18rap	0.109951904712984	1
Il1rl1	0.00342862955539431	1
Il18r1	0.0860622752776059	1
Il1r1	0.174556109871203	1
Il1r2	-0.143956725935213	1
Map4k4	0.0921473363204624	1
Npas2	0.16789203648336	1
Pdcl3	-0.0767603396834892	1
Chst10	0.0859218382482446	1
Rev1	0.280825497363002	0.869707129555692
Eif5b	-0.0772193663869467	1
Lyg1	0.00965051709617163	NA
Mrpl30	-0.342406375209223	0.567772468254144
Mitd1	-0.0686335824659019	1
2010300C02Rik	-0.253125957251287	1
Stk17b	0.0582266657013884	1
Asnsd1	-0.146014473388902	0.858907023118036
Osgepl1	-0.32746135758416	0.672878539238855
