ID	cultured.cells.from.synovial.membrane..inflammatoryvscultured.cells.from.synovial.membrane.normal.reactive_logFC	cultured.cells.from.synovial.membrane..inflammatoryvscultured.cells.from.synovial.membrane.normal.reactive_padjFilter
ABLIM1	0.160583649994777	0.0740530051855659
ABLIM1	-0.00249617013906178	NA
ABLIM1	0.282470524173448	0.224456148913503
ABLIM2	0.0218318477881967	NA
ABLIM3	-0.306427667694257	0.136925368086352
ABO	-0.00875538996945124	NA
ABP1	-0.000967079759108813	NA
ABR	-0.0176881619734086	0.935302510157225
ABR	-0.0114761464276549	NA
ABR	-0.0119671004620852	NA
ABRA	0.00521739285428779	NA
ABT1	-0.0640974361226627	0.278096734470607
ABTB1	0.111941551588288	0.43659504218033
ABTB1	0.0196713553406616	0.783109073684824
ABTB2	0.0762445426845861	0.19057120183119
ACAA1	-0.0142433093176404	0.902806806556489
ACAA2	-0.233033179163801	0.0699447740297372
ACACA	-0.138710882956364	0.0892015734821971
ACACA	-0.134627751366018	0.0854717287748568
ACACA	-0.00463250163453299	NA
ACACB	0.235108590974272	0.0590729178260289
ACAD10	0.100630075388411	0.273252577888066
ACAD11	0.168641279133906	0.308189822119804
ACAD8	0.108261183447121	0.431144318975265
ACAD8	0.0105854103160672	0.832039905393973
ACAD9	-0.0103164909223139	0.853056428749269
ACADL	-0.0443876035671495	NA
ACADM	0.0629982842782049	0.597765226527698
ACADM	0.156555522129446	0.0797742364382814
ACADS	0.108387730973946	0.0780353127349329
ACADSB	0.0500862507389215	NA
ACADVL	0.0873625995590306	0.495085938557123
ACADVL	-0.0329276558724239	0.848635276819826
ACADVL	-0.104064066357934	0.412142495430506
ACAN	-0.668369697257658	0.0352027689478227
ACAP1	0.000827579593895678	NA
ACAP2	-0.0595005668452604	0.603916657837967
ACAP3	-0.0262603055159802	NA
ACAT1	-0.283188638715831	0.0792158159006353
ACAT2	-0.0755574610297867	NA
ACAT2	-0.641144653808793	0.0696650759935659
ACBD3	-0.172832033229978	0.205370095357615
ACBD4	0.0877464789031013	NA
ACBD5	-0.00335118690454994	NA
ACBD5	-0.0198848706102481	NA
ACBD5	0.0185307915965724	NA
ACBD6	-0.0532775193442712	0.291957296476406
ACBD7	-0.0496477439671077	NA
ACBD7	-0.0321719342008091	NA
ACCN1	-0.0073599424319486	NA
ACCN1	-0.0241369576905619	NA
ACCN2	-0.096006199688115	0.0686684263866127
ACCN2	-0.00489605236105106	NA
ACCN3	0.0385871899064663	NA
ACCN3	0.0387355364917532	NA
ACCN4	0.00656778566592564	NA
ACCN4	-0.0162801587151744	NA
ACCN4	0.0153078199235015	NA
ACCN5	0.0126350318587027	NA
ACCS	0.153330960636604	0.346234374244497
ACCSL	-0.00661795474401483	NA
ACCSL	0.0182902205572057	NA
ACD	-0.0614084919078719	0.570516963606307
ACE	0.00776761485393074	NA
ACE	-0.0274999571279508	NA
ACE	-0.0182502915265612	NA
ACE2	-0.0279609457482399	NA
ACER1	0.00336162990429667	NA
ACER1	-0.00230721765339847	NA
ACER2	0.0595030153279099	0.393101729435832
ACER2	-0.00844056653009417	NA
ACER3	0.0359534358282003	0.431405689519011
ACHE	0.0148028789482284	NA
ACHE	0.0131470148251269	NA
ACHE	-0.0167937601882153	NA
ACIN1	0.0200272241638739	0.916347315320568
ACLY	-0.24650446033146	0.0947170094469483
ACLY	-0.358677724574097	0.120372404033204
ACMSD	0.0145786172339566	NA
ACN9	0.00610012383944536	0.966230894060165
ACN9	0.120015369548646	0.143531018367034
ACO1	0.0673039835597464	0.710577896758613
ACO2	-0.0605478753297337	0.582298129401688
ACOT1	-9.01017005894289e-06	NA
ACOT1	-0.0583595724248811	0.477839399364789
ACOT11	-0.141955976772722	0.095251416660412
ACOT11	0.0109050001833824	NA
ACOT12	-0.011379135140726	NA
ACOT2	-0.0250813474873883	NA
ACOT2	-0.040004291634439	0.764128061192062
ACOT4	0.0132866225362074	0.865188217105484
ACOT6	-0.0155226741764842	NA
ACOT7	-0.0110036458571523	NA
ACOT7	0.0147432416383193	NA
ACOT7	-0.587382814016211	0.0988659142654829
ACOT7	0.00231481074763096	NA
ACOT7	-0.00905192407102984	NA
ACOT7	-0.507542747574993	0.114665134974469
ACOT7	0.00837072970762698	NA
ACOT8	-0.0645338928872681	0.239950995051311
ACOT9	-0.153143234475396	0.0753285820724011
ACOT9	-0.328540698396393	0.14426482661484
ACOX1	-0.040952476989343	0.648424778489039
ACOX1	-0.0176093880290473	NA
ACOX1	-0.0115343522041087	NA
ACOX2	0.0845191023201775	0.480764046375106
ACOX3	-0.130879286040505	0.0844840085541591
ACOXL	-0.00278847696203943	NA
ACP1	0.074162855424321	0.535006782386674
ACP1	-0.260565383843511	0.149107905958941
ACP2	0.484841206673499	0.0314179438071392
ACP5	0.744556429153823	0.0314179438071392
ACP6	0.0510674131121531	0.240385304377611
ACPL2	-0.0681306574103431	0.50861686991618
ACPL2	-0.0718081416976437	0.521801290127716
ACPP	0.006361645462583	NA
ACPT	0.0345541151597795	NA
ACPT	-0.00606598490295163	NA
ACR	0.0126457018242316	NA
ACRBP	-0.0023933191485277	NA
ACRC	0.0020479853403188	0.981645543148335
ACRV1	-0.0310595518775019	NA
ACRV1	-0.0264758125142537	NA
ACSBG1	0.00446816977207476	NA
ACSBG2	0.0306804784188497	NA
ACSF2	0.0348979939778982	0.818232580726252
ACSF3	-0.0167503124219399	NA
ACSL1	0.0671465773757465	0.596111015919836
ACSL3	0.0111467263360865	0.954607717997793
ACSL3	0.012859777068579	0.863441050778401
ACSL3	0.0265165009248935	0.835132217305237
ACSL4	0.23397514352604	0.0354350568211088
ACSL4	0.0436732410191452	NA
ACSL4	0.031641724324091	NA
ACSL4	0.792823650202264	0.0352027689478227
ACSL5	0.0118238420007106	0.874045998497578
ACSL5	-0.043343174265666	NA
ACSL5	-0.0170979167112257	NA
ACSL5	0.0129085607997883	NA
ACSL5	0.217105456049387	0.160427603244149
ACSL6	0.00010298887922211	NA
ACSL6	0.00808159593621216	NA
ACSL6	-0.0149146719183166	NA
ACSL6	-0.0301154704066651	NA
ACSM1	0.00795145459981406	NA
ACSM2A	-0.030516612945263	NA
ACSM2B	0.00797738280625193	NA
ACSM2B	-0.0372943975520643	NA
ACSM2B	-0.00160304095538244	NA
ACSM3	0.0164217150864552	NA
ACSM3	0.00240423197513362	NA
ACSM3	-0.0093565636830597	NA
ACSM4	-0.00770052706569313	NA
ACSM5	-0.00278849553422589	NA
ACSM5	-0.00120754998649364	NA
ACSM5	0.00299598149787972	NA
ACSS1	-0.00166448083075643	0.977090395085622
ACSS2	-0.0573497148652038	NA
ACSS2	0.004112997628269	NA
ACSS2	-0.0399146274810231	0.406551682363483
ACSS2	-0.00434930362560948	0.95156063049161
ACSS2	-0.00553849594942246	NA
ACSS3	0.0152846727105365	0.711692977060103
ACTA1	-0.00036882168279373	NA
ACTA2	0.251869559676527	0.338955532198514
ACTB	-0.170816716863953	0.307153387804362
ACTB	-0.796289110691465	0.275117643109202
ACTB	-0.303552624791443	0.165937681109452
ACTBL2	-0.0208027359906939	NA
ACTC1	-0.280123227549815	0.491843334432225
ACTC1	-0.0333224303824879	NA
ACTG1	-0.0920258779035326	0.36206905461796
ACTG1	-0.823672681205576	0.231049114671711
ACTG2	0.713242026123638	0.0329622741445844
ACTL6A	-0.222131633141771	0.10106328968709
ACTL6A	-0.240299323533561	0.116578365389313
ACTL6B	0.0333274607325684	NA
ACTL7A	-0.00559395527172857	NA
ACTL7B	0.0125417094266984	NA
ACTL8	-0.0228612780642239	NA
ACTN1	-0.522804684620661	0.062432743394243
ACTN2	0.0220839574023302	NA
ACTN3	0.00623824512934945	NA
ACTN4	-0.405010328822611	0.100219839645974
ACTR10	-0.0315803953778619	0.839570515611038
ACTR1A	0.0734462203850814	0.464221611915739
ACTR1B	-0.0933196810674772	0.175351773693555
ACTR2	-0.242531001738358	0.128863483256207
ACTR3	-0.300880431791084	0.119511538063355
ACTR3B	0.0187110358037783	NA
ACTR3B	-0.0240046779774712	NA
ACTR3B	0.00471784884488624	NA
ACTR3B	0.0149882007110378	NA
ACTR5	0.00863938982939949	0.890119104084175
ACTR6	0.112434039285377	0.122187667372263
ACTR8	-0.0378826236480556	0.156459319663859
ACTRT1	0.0261666726469603	0.693193422835733
ACTRT2	-0.00634919169374459	NA
ACVR1	0.313363212843928	0.115408014652534
ACVR1B	-0.0211611024033598	NA
ACVR1B	0.00148745606900658	NA
ACVR1B	0.197227326445242	0.141245413255748
ACVR1B	-0.00884493957283272	NA
ACVR1C	-0.0238691526535799	NA
ACVR2A	0.0209132138610366	0.533817351135701
ACVR2A	0.167239571033253	0.197970016615661
ACVR2B	0.0357715068673308	NA
ACVR2B	-0.0143863498278858	NA
ACVRL1	0.0223313885569834	NA
ACVRL1	0.0208508228572111	0.897645126911694
ACY1	0.112594378697915	0.127828308845609
ACY3	-0.0215721887607394	NA
ACYP1	0.158817518366694	0.208222749480161
ACYP1	0.438843878132383	0.0840869399864957
ACYP1	0.0205692685611014	0.697663249591597
ACYP2	-0.0234524186662952	NA
ACYP2	-0.0325047836960017	0.74176822832132
ADA	0.067560815220018	0.511405081354467
ADAD1	0.0155659556884755	NA
ADAD2	-0.0168343781764442	NA
ADAL	0.00196188685171084	0.978944582766769
ADAM10	0.174155046353628	0.182005648769603
ADAM10	0.206165881361777	0.306335123716345
ADAM11	-0.0194687352498439	NA
ADAM12	0.182386808239731	0.069256291190548
ADAM12	0.0114004678240462	NA
ADAM12	0.0300919128172703	NA
ADAM15	-0.164844342230094	0.299607021697502
ADAM15	-0.0644163299118361	0.727941748105575
ADAM15	-0.0800609965301371	0.143047013194232
ADAM15	-0.135304460453834	0.170773897352076
ADAM17	-0.0200229545678621	0.831811953722297
ADAM17	-0.000360144168649157	0.996161462593284
ADAM18	-0.000628402172229592	NA
ADAM19	-0.0133160200300546	NA
ADAM19	0.0365616283844767	NA
ADAM19	0.187429792747379	0.103107809168939
ADAM2	-0.0349244994558697	NA
ADAM20	-0.00535722140930783	NA
ADAM21	0.0151946701017058	NA
ADAM21P	0.0135081043130478	NA
ADAM22	0.0528016246422602	NA
ADAM22	0.0185767393344767	NA
ADAM22	-0.0118927525251955	NA
ADAM23	-0.0607226899693885	0.574772034101051
ADAM28	-0.00910751777713603	NA
ADAM28	-0.000651939935570667	NA
ADAM28	0.0294771110528753	NA
ADAM29	-0.0244117819855969	NA
ADAM30	-0.00153090477649087	NA
ADAM32	0.0160326586333435	NA
ADAM32	-0.00252009960795974	NA
ADAM32	0.00751437712406666	NA
ADAM32	-0.0128762219930607	NA
ADAM33	0.00292797606847195	NA
ADAM33	-0.00476609382609183	NA
ADAM3A	-0.0121616885975913	NA
ADAM3A	-0.00553095678177584	NA
ADAM3A	-0.0176979709661165	NA
ADAM5	0.0108979587579183	NA
ADAM5	-0.0265269635384984	NA
ADAM5P	0.00165644066235604	NA
ADAM6	0.0221618595295627	NA
ADAM6	-0.00838908218929824	NA
ADAM7	0.0102611973587372	NA
ADAM8	0.189657146858973	NA
ADAM9	0.209188501546076	0.0803987948810272
ADAMDEC1	0.133233416895763	NA
ADAMDEC1	0.412942962973733	0.0386528854685393
ADAMTS1	-0.329021768005195	0.169025081359968
ADAMTS10	-0.0201133104076971	NA
ADAMTS12	-0.0339899245875772	NA
ADAMTS13	0.0317195347232646	NA
ADAMTS13	-0.0162637548744087	NA
ADAMTS13	0.0297367301179881	NA
ADAMTS14	-0.0347816247716439	NA
ADAMTS14	0.00988574398487163	NA
ADAMTS14	-0.00455337939481826	NA
ADAMTS15	-0.00701348325011075	NA
ADAMTS16	0.0157458973110511	NA
ADAMTS17	0.010655889477948	NA
ADAMTS18	0.0356944677050395	NA
ADAMTS18	0.003647229153386	NA
ADAMTS19	-0.0380637328993778	NA
ADAMTS2	-0.172471054974459	0.298129290316333
ADAMTS2	-0.108275518649434	0.247842588693911
ADAMTS20	0.00472642299202874	NA
ADAMTS20	-0.00275368631991935	NA
ADAMTS20	-0.0294761317271686	NA
ADAMTS3	-0.0688307920249152	NA
ADAMTS4	0.0160770425223147	NA
ADAMTS5	0.383512212250276	0.15771676913316
ADAMTS6	0.501190609468871	0.0928142017134265
ADAMTS7	0.00514578340710425	NA
ADAMTS7	-0.068917015487842	0.350558685788317
ADAMTS8	-0.000165942445954137	NA
ADAMTS9	0.0698732028020288	0.628710331107589
ADAMTSL1	-0.026634490434283	NA
ADAMTSL1	-0.107944247455372	NA
ADAMTSL1	-0.326160688214325	0.0929330250307688
ADAMTSL1	-0.313111556568876	0.18483517215429
ADAMTSL1	-0.234012078366963	0.0555950330722846
ADAMTSL2	0.479861749092435	0.199501948824669
ADAMTSL3	0.18335249704926	0.427086339375703
ADAMTSL4	0.0621325168691413	0.590951960194438
ADAMTSL4	-0.00972520818605993	NA
ADAMTSL4	0.032267414473452	0.801967173862644
ADAMTSL5	-0.101036985743571	0.0743736867557372
ADAP1	-0.0207935610706418	NA
ADAP2	0.654364190347913	0.0436515211711345
ADAR	0.0929563876379031	0.622544726424636
ADAR	0.0184398651793929	NA
ADAR	-0.0268400962852002	0.911881930198232
ADARB1	-0.0676814273728876	NA
ADARB1	-0.26346949907668	0.0844840085541591
ADARB1	-0.0344642053425508	NA
ADARB1	-0.246346644792949	0.298195766339465
ADARB2	0.00681582642572209	NA
ADAT1	-0.118453017279601	0.238664731981949
ADAT2	0.00596063568811545	NA
ADAT3	-0.0108030000059021	NA
ADC	0.064137718243745	NA
ADCK1	0.0197823785156181	0.762841503159727
ADCK2	0.13229796164538	0.15896544165157
ADCK4	0.0764453773175857	0.395865314361809
ADCK5	-0.0340680383691954	0.436222978978648
ADCY1	0.141928472998766	0.388296307344641
ADCY1	0.0485871784077823	NA
ADCY10	-0.036604817046122	NA
ADCY2	0.026209014241064	NA
ADCY3	0.00689314632853666	0.969334581033517
ADCY4	0.0593325409301295	0.910235853370433
ADCY5	0.0202106741932937	NA
ADCY6	-0.0667458528371299	0.456574484919039
ADCY6	0.194677019458432	0.227276616959518
ADCY7	-0.165460433393639	0.333766088164747
ADCY8	0.00696380001333186	NA
ADCY9	-0.16174823351248	0.126077234748834
ADCYAP1	0.0181132870775524	NA
ADCYAP1R1	-0.0076206476688947	NA
ADD1	-0.307638384268743	0.0604425732382961
ADD1	-0.144501318498573	0.202918674713816
ADD2	0.00805146209131902	NA
ADD2	-0.00934168475566111	NA
ADD2	-0.0143874871163607	NA
ADD2	-0.0246200128750562	NA
ADD3	0.0303640212351404	NA
ADD3	0.00129310527136717	NA
ADD3	-0.0941378410211726	0.488273463202961
ADD3	0.0155711154163267	0.937813855136526
ADH1A	0.0384113011219709	NA
ADH1B	-0.019679664020444	NA
ADH1C	-0.00199823070111904	NA
ADH4	0.0282011157242961	NA
ADH4	0.0445893798806853	NA
ADH5	0.00664228578581394	0.960605510486636
ADH6	0.0100138198603448	NA
ADH7	0.00105566058647977	NA
ADHFE1	0.00554498905292533	0.952492005399651
ADHFE1	0.0293598722472348	0.736879760141744
ADI1	-0.04699961344655	0.628098721031317
ADIG	0.00575666477851389	NA
ADIPOQ	0.00824493055610276	NA
ADIPOR1	0.162049698071739	0.0932716349334387
ADIPOR1	0.213096212431077	0.0828343614493486
ADIPOR2	0.145988982683662	0.242839051565758
ADK	0.0973502326697755	0.559611916245191
ADK	0.0428920178420373	0.619915329579371
ADK	-0.0174517114954176	NA
ADK	-0.0213112964814108	0.872749404789998
ADM	-0.165799536771296	0.56026565960719
ADM2	-0.57269639820896	0.0817801438844474
ADNP	-0.0194205144443416	0.782505434301844
ADNP	-0.0625839038411504	NA
ADNP2	-0.0574304702733723	0.363110418042878
ADO	-0.0116318818621011	0.89532994568604
ADORA1	0.0385000215082867	NA
ADORA1	0.0582152172677919	NA
ADORA1	0.329830870866067	0.171342697785516
ADORA2A	0.0288341722962118	NA
ADORA2B	-0.0337097746720971	0.835896512285044
ADORA3	0.33272892687142	0.0362376358905842
ADORA3	0.231148353853809	0.0314179438071392
ADPGK	0.0333370339004411	0.683723796590443
ADPRH	0.011344595529394	0.855886753776303
ADPRHL1	0.0235871455058634	NA
ADPRHL1	0.073695940326175	0.254137086077592
ADPRHL1	0.00309596802043544	NA
ADPRHL2	-0.0526542898423461	0.619136792089846
ADRA1A	0.00477430000445267	NA
ADRA1A	-0.007698363402457	NA
ADRA1A	-0.0134363766232068	NA
ADRA1A	-0.0151513668592997	NA
ADRA1A	0.00629425075335988	NA
ADRA1B	0.0167392139437919	NA
ADRA1D	-0.00930020250959718	NA
ADRA2A	-0.180227619826484	0.0784496139940034
ADRA2B	0.0119084211616176	0.824636930942586
ADRA2C	-0.000211373079269883	NA
ADRA2C	-0.159388507189988	NA
ADRB1	-0.0216494122048196	NA
ADRB2	0.0324900433403137	0.88633771337974
ADRB3	-0.00276168995230197	NA
ADRBK1	0.0662817716175272	0.452542142575432
ADRBK1	0.00625517366274408	NA
ADRBK2	0.0391116202227311	NA
ADRM1	-0.0280319379652454	0.773941868359637
ADRM1	-0.0604925450540499	0.529659975067825
ADSL	-0.150527454576485	0.272242210958825
ADSS	-0.014256400639125	0.882975387041524
ADSS	0.0593586717552252	0.755421263696883
ADSSL1	0.0301159440666288	NA
ADSSL1	0.568622464471165	0.0511299395826091
ADSSL1	0.137099601462125	0.0710110016954242
AEBP1	-0.0917770178787976	0.754688806592011
AEBP2	-0.0875482749196941	0.153874665472296
AEN	-0.0313154008775651	0.637184770561601
AES	0.0398833542702679	0.776547984634355
AES	-0.0389519775816805	0.818058970853786
AES	-0.0121130828096554	NA
AFAP1	-0.0511823240227001	NA
AFAP1	0.000181565297726394	0.998990955600371
AFAP1	-0.0131026531768583	NA
AFAP1L1	-0.0284029936185686	NA
AFAP1L2	-0.0196974382643962	NA
AFAP1L2	-0.00102746061306913	NA
AFAR3	0.00232802172469349	NA
AFARP1	-0.0397620607999825	NA
AFARP1	-0.0068970840469369	NA
AFF1	0.0420496391540173	0.541216969676399
AFF1	0.117563711207431	0.313882474431082
AFF2	-0.00832771570602109	NA
AFF3	-0.335960785893108	0.0463418020050464
AFF3	-0.035270848739331	NA
AFF4	0.0535653902157307	0.844042923098216
AFG3L1	-0.0276113679894934	0.784814751724822
AFG3L1	-0.0254558289943132	NA
AFG3L1	0.0289022462241171	NA
AFG3L1	0.0252651361413632	NA
AFG3L2	-0.0047601232185297	0.965251004935927
AFM	0.00403830892051271	NA
AFMID	0.124395979819499	0.171286591438205
AFMID	0.118625383497141	0.317349438328004
AFP	0.0857211775663176	0.188257922690357
AFTPH	0.000576910336814507	0.996161462593284
AFTPH	-0.0185259427397142	NA
AFTPH	-0.0111206353707463	0.90787736712892
AGA	-0.065314703163768	0.372726093172724
AGAP1	-0.0190541074800104	NA
AGAP1	-0.00979536297703643	NA
AGAP11	0.0254986886231174	NA
AGAP2	0.00575771750360499	NA
AGAP3	0.00541587676019084	NA
AGAP3	-0.144943941339671	0.22537739056875
AGAP6	-0.0928374895941815	0.498055622584782
AGAP7	-0.00413183157657304	NA
AGAP8	0.0589748059563817	0.671927967574052
AGBL1	-0.0204290463546641	NA
AGBL1	0.0355706645066247	NA
AGBL2	0.00577439628673471	NA
AGBL3	-0.0176531200153143	NA
AGBL4	-0.0130215752548866	NA
AGBL5	-0.202445448533088	0.10142899469822
AGBL5	-0.0603980762583909	0.322336539604879
AGC1	-0.205855609377624	NA
AGER	0.00802109362193981	NA
AGER	-0.018861388409638	NA
AGER	0.0314640800139765	NA
AGFG1	0.163065888222736	0.109422847849922
AGFG1	0.350804141502875	0.0408218255822108
AGFG2	-0.0346932679275689	0.497977510676748
AGFG2	-0.0127524944231121	NA
AGGF1	-0.0787692268664877	0.414129190337544
